CD19B	CD56NK	CD4MemoryT	CD14
V1	0.13309	0	0.86691	0
V2	0	0	0.97975	0.02025
V3	0	0.14069	0.85931	0
V4	0.37161	0	0.62839	0
V5	0	0	1	0
V6	0	0.20458	0.79542	0
V7	0	0	1	0
V8	0	0	1	0
V9	0	0	1	0
V10	0	0	1	0
V11	0	0	1	0
V12	0	0	1	0
V13	0	0	1	0
V14	0	0.26756	0.73244	0
V15	0	0.00037	0.99963	0
V16	0.44704	0	0.55296	0
V17	0	0.20904	0.79096	0
V18	0	0	1	0
V19	0	0.12447	0.87553	0
V20	0	0.01518	0.98482	0
V21	0	0	1	0
V22	0	0	1	0
V23	0	0	1	0
V24	0.51548	0	0.48452	0
V25	0	0	1	0
V26	0	0	1	0
V27	0	0.07108	0.59564	0.33328
V28	0	0	1	0
V29	0.03715	0	0.96285	0
V30	0	0	1	0
V31	0	0	1	0
V32	0	0.12949	0.42601	0.4445
V33	0	0	1	0
V34	0	0	1	0
V35	0	0	1	0
V36	0	0	1	0
V37	0.04279	0	0.95721	0
V38	0	0	1	0
V39	0	0	1	0
V40	0	0.12023	0.87977	0
V41	0	0.20958	0.79042	0
V42	0	0	1	0
V43	0	0	1	0
V44	0	0	1	0
V45	0	0	1	0
V46	0.34039	0	0.65961	0
V47	0	0	1	0
V48	0.27618	0	0.72382	0
V49	0.18004	0	0.81996	0
V50	0	0.15283	0.84717	0
V51	0	0	1	0
V52	0	0	1	0
V53	0.24224	0	0.75776	0
V54	0	0	1	0
V55	0	0	1	0
V56	0	0.03773	0.59177	0.3705
V57	0	0.20164	0.79836	0
V58	0.2139	0	0.7861	0
V59	0	0	1	0
V60	0	0	1	0
V61	0.28907	0	0.71093	0
V62	0.42451	0	0.57549	0
V63	0	0.1433	0.8567	0
V64	0	0.30285	0.69715	0
V65	0	0.07448	0.49129	0.43423
V66	0	0.02479	0.97521	0
V67	0	0	1	0
V68	0	0	1	0
V69	0	0	1	0
V70	0.03827	0	0.96173	0
V71	0	0	1	0
V72	0.0367	0	0.9633	0
V73	0	0	1	0
V74	0	0	1	0
V75	0.2536	0	0.7464	0
V76	0	0	1	0
V77	0	0.09108	0.90892	0
V78	0	0	1	0
V79	0	0	1	0
V80	0	0	1	0
V81	0	0	1	0
V82	0	0	1	0
V83	0	0	1	0
V84	0	0	1	0
V85	0	0	1	0
V86	0	0	1	0
V87	0	0.20784	0.79216	0
V88	0	0	1	0
V89	0	0	0.9786	0.0214
V90	0	0.24074	0.75926	0
V91	0	0	1	0
V92	0	0	1	0
V93	0.44031	0	0.55969	0
V94	0	0.17102	0.82898	0
V95	0	0	1	0
V96	0	0	0.74126	0.25874
V97	0.21123	0	0.78877	0
V98	0.11514	0	0.88486	0
V99	0.34109	0	0.65891	0
V100	0	0	1	0
V101	0	0.2344	0.08789	0.67771
V102	0.46347	0	0.53653	0
V103	0	0.06163	0.60277	0.33559
V104	0	0.38888	0.61112	0
V105	0	0.28037	0.71963	0
V106	0	0	1	0
V107	0	0	1	0
V108	0	0	1	0
V109	0	0	1	0
V110	0	0.21209	0.78791	0
V111	0.47358	0	0.52642	0
V112	0	0	1	0
V113	0	0	1	0
V114	0	0	1	0
V115	0	0	1	0
V116	0	0	1	0
V117	0.11682	0	0.88318	0
V118	0	0.04438	0.95562	0
V119	0	0	0.90046	0.09954
V120	0	0	1	0
V121	0.07172	0	0.92828	0
V122	0.54079	0	0.45921	0
V123	0	0.13535	0.86465	0
V124	0.07271	0	0.92729	0
V125	0	0	1	0
V126	0	0	0.84672	0.15328
V127	0	0	1	0
V128	0	0	0.70663	0.29337
V129	0.02728	0	0.97272	0
V130	0	0	1	0
V131	0	0.28277	0.71723	0
V132	0.4964	0	0.5036	0
V133	0.4648	0	0.5352	0
V134	0	0	1	0
V135	0	0	1	0
V136	0	0	1	0
V137	0.17571	0	0.82429	0
V138	0	0	1	0
V139	0	0	1	0
V140	0	0.03084	0.66321	0.30595
V141	0	0	1	0
V142	0.33941	0	0.66059	0
V143	0	0	1	0
V144	0	0	1	0
V145	0	0	1	0
V146	0	0.13412	0.34053	0.52534
V147	0.44569	0	0.55431	0
V148	0	0	1	0
V149	0	0	1	0
V150	0	0	1	0
V151	0	0	1	0
V152	0	0	1	0
V153	0	0.1315	0.8685	0
V154	0	0	1	0
V155	0	0	1	0
V156	0	0	1	0
V157	0	0	1	0
V158	0	0.1974	0.12723	0.67536
V159	0.40841	0	0.59159	0
V160	0.25257	0	0.74743	0
V161	0	0	0.94388	0.05612
V162	0	0	1	0
V163	0	0	1	0
V164	0	0	1	0
V165	0	0.11523	0.70698	0.17779
V166	0	0.04214	0.68147	0.27639
V167	0	0	1	0
V168	0	0	1	0
V169	0	0	1	0
V170	0	0	1	0
V171	0	0	1	0
