Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00756	0	0.09774	0	0.41474	0	0.0125	0	0	0.46745
V2	0.659	0	0	0	0.01364	0.28311	0.04425	0	0	0
V3	0.10886	0	0.11718	0	0.51974	0.01262	0.06356	0.16977	0	0.00826
V4	0.0227	0.05964	0.04311	0.01005	0.09173	0.06263	0.01639	0.0177	0.58055	0.0955
V5	0	0.10937	0.0856	0.07592	0.21653	0.06618	0.02274	0	0	0.42366
V6	0.01888	0	0.21224	0	0.67213	0.01716	0.00484	0.07474	0	0
V7	0.00749	0.37167	0.01102	0	0.47388	0.00982	0.04187	0.08423	0	2e-05
V8	0.02107	0.43903	0.03977	0	0.1718	0.00027	0.0089	0.31307	0	0.00609
V9	0.01682	0.01289	0.09281	0.11289	0.00557	0.01934	0.14521	0.55428	0.03369	0.00649
V10	0.00468	0	0.02556	0	0.75194	0.04579	0.01446	0.15756	0	0
V11	0.02591	0.43417	0.00329	0	0.17335	0.02271	0.01161	0.2856	0.0311	0.01225
V12	0	0.02289	0.17564	0.52578	0.0596	0.01635	0.08477	0.00953	0.00994	0.09551
V13	0.09311	0.03391	0.13858	0	0.01427	0.20041	0.33328	0.00718	0.1666	0.01265
V14	0.07655	0.38481	0.15611	0.03322	0.16884	0.0656	0.09657	0.01599	0	0.00231
V15	0.19752	0.00688	0.10378	0.59607	0	0.02335	0.03896	0.00968	0.02153	0.00224
V16	0	0.03953	0.18457	0.55052	0.02829	0.04208	0.02498	0.001	0.12117	0.00786
V17	0.01533	0.12114	0.05496	0	0.24731	0.08092	0.04181	0.00798	0	0.43055
V18	0.04686	0.0735	0.09753	0.33808	0.11944	0.00594	0.0172	7e-05	0	0.30138
V19	0	0	0.07978	0.07132	0.16857	0.08385	0.02101	0.00989	0	0.56557
V20	0	0.25093	0.0296	0	0.07453	0.09872	0.41219	0.05472	0.00708	0.07223
V21	0.09129	0.36041	0.0096	0	0.13457	0.31036	0.04133	0.03443	0.00818	0.00984
V22	0.00935	0.00271	0.05296	0	0.13315	0	0.01238	0.34587	0.03041	0.41316
V23	0.29785	0.0098	0.5973	0	0.01842	0.00427	0	0.00429	0	0.06806
V24	0.03586	0.49902	0.03674	0	0.20754	0.00535	0.05315	0.08604	0.07422	0.00207
V25	0.02367	0.08861	0.06434	0.01835	0.22377	0.11663	0.03577	0	0.16907	0.2598
V26	0.03215	0	0.06572	0	0.00208	0	0.01054	0.88495	0.00173	0.00283
V27	0	0	0.0498	0	0.62335	0	0.02128	0	0	0.30557
V28	0.29244	0	0.05463	0	0.1191	0.01933	0.02709	0.03568	0	0.45173
V29	0.01465	0.54928	0.00365	0	0.24863	0.08652	0.01766	0.02434	0	0.05526
V30	0.01066	0.02435	0.11725	0.00423	0	0.31282	0.22098	0	0.29909	0.01061
V31	0.0337	0.25737	0.19782	0	0.16666	0	0.00219	0.33969	0	0.00257
V32	0.47202	0	0.02335	0	0.33881	0.04283	0.02596	0	0.08921	0.00782
V33	0.0155	0.0229	0.22539	0.51664	0	0.03511	0.15673	0.00026	0.02254	0.00493
V34	0	0.00112	0.06103	0	0.47768	0	0.0146	0.01884	0.01613	0.4106
V35	0.01546	0.6646	0	0	0.2719	0.00591	0.01451	0.02614	0	0.00148
V36	0.04121	0.0743	0.03335	0	0	0.14829	0.61954	0.03402	0.03376	0.01552
V37	0.00588	0.48916	0.00454	0	0.19481	0.04318	0.21051	0.03824	0	0.01367
V38	0.10996	0.03626	0.06819	0.19495	0	0.1004	0.44672	0	0.03352	0.00999
V39	0.06306	0.03862	0.0832	0.18506	0.0291	0.09606	0.43449	0.02029	0.03257	0.01755
V40	0.15237	0	0.7281	0	0.11206	0	0	0.00516	0.00232	0
V41	0.60968	0.04293	0.02855	0	0.02759	0.00245	0.00395	0.00531	0.27256	0.00698
V42	0.00711	0.43561	0.00513	0	0.51767	0	0.00383	0.00724	0	0.02342
V43	0.12942	0.00701	0.13941	0.06654	0.2353	0.06923	0.16605	0.02794	0.1591	0
V44	0.06467	0	0.54228	0	0	0	0	0.3851	0.00795	0
V45	0.02024	0.02286	0.04399	0.02197	0.0145	0.04131	0.18264	0	0.62401	0.02848
V46	0.14893	0.07679	0.09334	0.25447	0.14743	0	0.01142	0.01697	0	0.25064
V47	0	0.05529	0.03114	0	0	0.1644	0.67932	0	0.04349	0.02636
V48	0.00951	0.01957	0.07566	0	0.20846	0	0.01637	0.00037	0.08557	0.58449
V49	0.17702	0	0.01633	0	0	0	0.00312	0.80353	0	0
V50	0.29188	0.14067	0.00842	0	0.06733	0.43806	0.03914	0	0.01202	0.00248
V51	0.18662	0	0.6094	0	0.06881	0	0.00217	0.07268	0.0566	0.00372
V52	0	0.02404	0.20553	0.35564	0	0.06658	0.29832	0.00931	0.03406	0.00653
V53	0.43832	0	0.1372	0.0763	0.04859	0	0.00615	0.16936	0	0.12407
V54	0	0	0.0173	3e-04	0.21401	0.66974	0.06463	0.00046	0.02789	0.00566
V55	0	0.00736	0.09551	0.72417	0.07204	0.01777	0.04602	0.00234	0.01841	0.01638
V56	0.16649	0	0.58942	0	0.08363	0.13522	0.01117	0	0.00819	0.00589
V57	0.04793	0	0.61294	0.15779	0	0.00797	0.01287	0.0363	0.11125	0.01295
V58	0.0048	0.14951	0.08329	0.14295	0.05949	0.46743	0.06066	0	0.02677	0.00509
V59	0.01518	0.11439	0.03272	0	0	0.1526	0.63212	0	0.0364	0.01659
V60	0.76113	0	0.00296	0	0.07953	0.00138	0	0	0.15407	0.00093
V61	0	0	0.04437	0.02584	0	0.78759	0.07778	0.00137	0.04915	0.0139
V62	0.01498	0.02694	0.06242	0.00916	0.09356	0.07356	0.34829	0.00867	0.04813	0.31428
V63	0	0.16236	0.03071	0	0.26377	0.46278	0.05128	0	0.01307	0.01603
V64	0.0751	0	0.33651	0.22507	0.00102	0	0.01166	0.31344	0.00533	0.03187
V65	0.05505	0.02099	0.09325	0.3589	0.00818	0	0.05589	0.27933	0.1106	0.0178
V66	0.00261	0	0.04733	0	0.78237	0.02266	0.02241	0.02731	0	0.0953
V67	0.04483	0.1403	0.54917	0	0.05923	0.05035	0.06196	0.01538	0.0632	0.01558
V68	0.04169	0.00812	0.03436	0.0067	0.03166	0	0.00868	0.3502	0.51859	0
V69	0.087	0	0.90252	0	0	0	0	0	0.01047	0
V70	0.75546	0	0.09011	0	0	0.03545	0.02117	0.00421	0.09359	0
V71	0.04521	0	0.02445	0	0.00684	0	0.00625	0.9027	3e-05	0.01452
V72	0.20382	0	0.0837	0.28538	0.26405	0	0.01117	0.00816	0	0.14373
V73	0.02108	0	0.04631	0	0.89688	0.01564	0.01009	0.00828	0	0.00173
V74	0	0	0.10685	0.21997	0.13744	0.03449	0.01988	0.00982	0	0.47155
V75	0.00846	0.05327	0.20589	0.44883	0.0431	0.01075	0.01997	0.00953	0.20007	0.00012
V76	0	0.00272	0.01011	0.007	0	0.83087	0.08309	0.00237	0.05536	0.00848
V77	0	0.01765	0.05469	0.33571	0	0.30719	0.23841	0	0.03162	0.01474
V78	0.00513	0.41971	0.04697	0	0.19169	0.05598	0.22583	0	0	0.05469
V79	0.00064	0.01873	0.07582	0.30281	0.01533	0.2402	0.04334	8e-05	0.28318	0.01988
V80	0.43607	0	0.04397	0	0.10373	0.00221	0.02836	0	0.04879	0.33688
V81	0	0	0.03703	0.16365	0.17894	0.53501	0.05737	0.00026	0.02303	0.00472
