Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01228	0.01121	0.03759	0.00664	0.1154	0.00052	0.0304	0	0.00712	0.77884
V2	0.63162	0.00753	0.0505	0.00146	0.04129	0.21857	0.0482	0.00085	0	0
V3	0.12097	0.0864	0.11443	0.01856	0.37137	0.01019	0.11175	0.11075	0.02	0.03558
V4	0.00841	0.08061	0.0544	0.01006	0.06749	0.0701	0.02678	0.01258	0.42492	0.24464
V5	0.00204	0.09224	0.03806	0.05729	0.01074	0.05169	0.02638	9e-04	0.00581	0.71484
V6	0.01038	0.11734	0.20945	0.03068	0.51085	0.02415	0.02784	0.04689	0.00908	0.01334
V7	0	0.55184	0.02591	0.01359	0.24114	0.0121	0.075	0.0536	0.01547	0.01135
V8	0.00386	0.57344	0.06168	0.00987	0.03578	0.02699	0.02952	0.20929	0.03221	0.01736
V9	0.01502	0.00482	0.11345	0.11763	0.07731	0.02333	0.22734	0.37105	0.04149	0.00856
V10	0.00114	0.13242	0.03045	0.00585	0.59496	0.06306	0.04115	0.11208	0.00893	0.00998
V11	0.01253	0.56356	0.0243	0.00595	0.03648	0.04888	0.02893	0.19143	0.05781	0.03013
V12	0.01233	0.02705	0.20518	0.39243	0.05628	0.00097	0.09713	0.0058	0.01295	0.18988
V13	0.10056	0.0128	0.13594	0.01981	0.09823	0.10751	0.39771	0.00544	0.10404	0.01796
V14	0.07525	0.44854	0.14741	0.06144	0.06109	0.0456	0.12593	0.00807	0.01881	0.00786
V15	0.2408	0.01299	0.18418	0.44079	0.0435	0.01553	0.04175	0.00642	0.01404	0
V16	0.01526	0.06155	0.25203	0.45467	0.05777	0.03992	0.01846	0.00031	0.08669	0.01333
V17	0.0176	0.10177	0.01048	0.00742	0.02093	0.05831	0.04593	0.00507	0.01291	0.7196
V18	0.06006	0.06305	0.08366	0.21613	0.00291	0.00723	0.01992	0.00119	0.00771	0.53815
V19	0.00168	0	0.02336	0.04644	0	0.05853	0.02411	0.00576	0.00454	0.83558
V20	0.00498	0.21834	0.03466	0.0176	0.06927	0.00731	0.47671	0.03046	0.01743	0.12325
V21	0.10206	0.43797	0.03296	0.00688	0.03665	0.29415	0.03296	0.02283	0.01962	0.01392
V22	0.00473	0	0.01268	0.00168	0	0.01343	0.03313	0.17572	0.04004	0.71858
V23	0.25878	0.02746	0.45924	0.04572	0.0241	0.00547	0.01992	0.00197	0.00989	0.14745
V24	0.02437	0.61543	0.06043	0.01113	0.0491	0.00658	0.08438	0.05445	0.08484	0.00928
V25	0.02239	0.09936	0.03442	0.02208	0.06459	0.09769	0.03974	0	0.11279	0.50694
V26	0.01971	0.00302	0.0918	0.01101	0.06481	0.03189	0.07542	0.66374	0.03632	0.00228
V27	0.00098	0.05905	0.01648	0.00471	0.27649	0	0.04182	0	0.00681	0.59366
V28	0.22976	0	0.02398	0.00053	0	0.01485	0.03892	0.01719	0	0.67476
V29	0.00693	0.66461	0.01827	0.01241	0.03054	0.08924	0.02366	0.01346	0.01474	0.12614
V30	0.01078	0.01136	0.12408	0.02731	0.08068	0.25513	0.27187	0.00046	0.20044	0.0179
