Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.32696	0.13269	0.24894	0.13609	0.15532
V2	0.06279	0.78885	0.04416	0.05683	0.04736
V3	0.06404	0.0015	0.45681	0.43422	0.04344
V4	0.00225	0	0.21091	0.08166	0.70519
V5	0.00057	0	0.04729	0.12465	0.82749
V6	0.34029	0.01733	0.27686	0.2299	0.13562
V7	0.00343	0.01736	0.39765	0.09247	0.48909
V8	0.00984	0	0.91266	0.07128	0.00622
V9	0.0498	0	0.26561	0.63199	0.05261
V10	0.48727	0.01396	0.48033	0	0.01844
V11	0.02201	0.00409	0.0885	0.09494	0.79046
V12	0.06975	0	0.20792	0.30529	0.41704
V13	0.11515	0.03994	0.03178	0.40783	0.4053
V14	0.14798	0	0.06914	0.63915	0.14372
V15	0.01554	0.01963	0	0.86792	0.09691
V16	0.57232	0.08351	0.00624	0.31221	0.02572
V17	0.05455	0.22899	0.0083	0.08116	0.627
V18	0.08975	0.43893	0.2478	0.2002	0.02333
V19	0.01349	0	0	0.1363	0.85021
V20	0	0	0.74556	0.22631	0.02813
V21	0.01763	0.24751	0.11698	0.16802	0.44985
V22	0.82863	0.08676	0.06365	0	0.02097
V23	0.05921	0.00488	0.01551	0.15157	0.76883
V24	0.42549	0.12347	0.01175	0.05397	0.38533
V25	0.01415	0.01856	0.01031	0.40547	0.55151
V26	0.45638	0.21202	0.053	0.044	0.23461
V27	0.12108	0.50406	0.16781	0.01758	0.18947
V28	0.0252	0.07063	0.20317	0.6186	0.08239
V29	0	0	0.33448	0.60343	0.06209
V30	0.73033	0.11506	0.02146	0.01882	0.11433
V31	0.40435	0.1544	0.00514	0.22535	0.21076
V32	0.94364	0	0.00204	0	0.05432
V33	0.01579	0.18083	0.00913	0.13221	0.66205
V34	0.12268	0.85933	0.00155	0.01158	0.00486
V35	0.10025	0.63051	0.24077	0.02635	0.00212
V36	0.02148	0.15862	0.14985	0.10823	0.56182
V37	0.72628	0	0	0.01437	0.25936
V38	0.11992	0.01078	0.4816	0.20561	0.18208
V39	0.32054	0.02429	0.32234	0.02153	0.3113
V40	0.21889	0.63388	0.01	0.09561	0.04162
V41	0.05907	0.84152	0.00782	0.014	0.0776
V42	0.87572	0.03792	0.01624	0	0.07012
V43	0.49779	0.12688	0.35497	0.01371	0.00665
V44	0.03903	0.28502	0.54596	0.00861	0.12138
V45	0.04643	0.6826	0.0851	0.13195	0.05391
V46	0.11824	0.77255	0.05892	0.03058	0.01971
V47	0	0	0.98837	0	0.01163
V48	0.16084	0.12916	0.21622	0.32705	0.16673
V49	0.4741	0.15407	0.2263	0.12963	0.01589
V50	0.02553	0.00663	0.96776	0	8e-05
V51	0.09631	0.25761	0.17862	0.07669	0.39077
V52	0.06343	0.91231	0.0038	0.01437	0.0061
V53	0.02385	0.18244	0.00506	0.72056	0.06809
V54	0.20078	0	0.00707	0.54268	0.24947
V55	0.06633	0	0	0.85055	0.08311
V56	0.05964	0	0.00114	0.74615	0.19307
V57	0.15792	0.11824	0.56062	0.0281	0.13511
V58	0.05035	0	0.11842	0.21219	0.61904
V59	0.88454	0.01778	0.09009	0	0.00759
V60	0.4176	0.21588	0.11753	0.12005	0.12895
V61	0.16864	0	0.02097	0.22864	0.58175
V62	0.04966	0.00634	0.2796	0.15135	0.51305
V63	0.37564	0.26513	0.05333	0.04172	0.26418
V64	0.95501	0.01639	0.01939	0	0.00921
V65	0.07785	0.07702	0.03507	0.60588	0.20418
V66	0.01947	0	0.13436	0.76846	0.07771
V67	0.00115	0	0.31184	0.11819	0.56883
V68	0.47479	0	0.40375	0.03049	0.09097
V69	0.60069	0.12047	0.19847	0.01239	0.06799
V70	0.06844	0.72342	0.03573	0.14272	0.02968
V71	0.10057	0.79023	0.03563	0.05896	0.01462
V72	0.03779	0.3795	0.01699	0.05894	0.50678
V73	0.04792	0	0.09629	0.56744	0.28834
V74	0.00662	0.06027	0.00546	0.77173	0.15592
V75	0.48333	0.19101	0.31017	0.00119	0.01429
V76	0.00203	0	0.01565	0.83645	0.14588
V77	0.01802	0	0.94291	0.0357	0.00337
V78	0.00133	0	0.98214	0.00394	0.01259
V79	0.07608	0.39408	0.03201	0.14479	0.35304
V80	0.12317	0.73541	0	0.05298	0.08844
V81	0.00955	0	0.98972	0	0.00073
V82	0.23128	0.17262	0.02495	0.51974	0.05141
V83	0.08738	0.07429	0.01716	0.52973	0.29143
V84	0.07734	0.14909	0.00047	0.08795	0.68515
V85	0	0	0.99414	0.00296	0.0029
