CD19B	CD56NK	CD4MemoryT	CD14
V1	0.40728	0.06828	0.18772	0.33673
V2	0.15527	0.12544	0.11456	0.60473
V3	0.09165	0.46148	0.09895	0.34793
V4	0.63534	0.12753	0.07755	0.15958
V5	0.12858	0.37964	0.24699	0.24479
V6	0.09839	0.64036	0.11437	0.14688
V7	0.14765	0.29786	0.14001	0.41448
V8	0.15742	0.09006	0.5989	0.15362
V9	0.20481	0.21836	0.10746	0.46937
V10	0.08475	0.09666	0.65325	0.16533
V11	0.19438	0.31169	0.36163	0.1323
V12	0.07456	0.46015	0.3284	0.13689
V13	0.22059	0.53116	0.0987	0.14955
V14	0.09181	0.67059	0.10507	0.13253
V15	0.13089	0.45314	0.17086	0.24511
V16	0.66201	0.07617	0.09446	0.16736
V17	0.1048	0.6403	0.10813	0.14676
V18	0.42093	0.29678	0.1161	0.1662
V19	0.15133	0.60712	0.10168	0.13988
V20	0.15711	0.36038	0.10273	0.37978
V21	0.15572	0.1149	0.57624	0.15314
V22	0.08485	0.13337	0.20275	0.57902
V23	0.31609	0.09744	0.44974	0.13674
V24	0.69491	0.06304	0.09944	0.1426
V25	0.2671	0.22374	0.16563	0.34352
V26	0.29476	0.31922	0.09959	0.28644
V27	0.12812	0.10391	0.09417	0.67379
V28	0.07438	0.10494	0.6974	0.12328
V29	0.35184	0.08706	0.40334	0.15776
V30	0.12829	0.21325	0.24997	0.40848
V31	0.18687	0.20074	0.26339	0.349
V32	0.11775	0.08769	0.09959	0.69496
V33	0.08935	0.39823	0.3105	0.20191
V34	0.1563	0.10265	0.58738	0.15367
V35	0.15501	0.53934	0.15203	0.15362
V36	0.07944	0.10438	0.36306	0.45312
V37	0.39579	0.11066	0.14263	0.35092
V38	0.32549	0.06846	0.1865	0.41955
V39	0.15743	0.4344	0.17666	0.23151
V40	0.11264	0.61228	0.14924	0.12584
V41	0.05988	0.49674	0.12443	0.31895
V42	0.20518	0.09179	0.20576	0.49727
V43	0.14718	0.30147	0.39966	0.1517
V44	0.08314	0.13029	0.53486	0.25171
V45	0.11928	0.45282	0.2329	0.195
V46	0.59021	0.10065	0.16495	0.1442
V47	0.34609	0.19574	0.28528	0.17289
V48	0.59	0.16821	0.0849	0.15689
V49	0.53397	0.18209	0.07868	0.20527
V50	0.09318	0.61959	0.15578	0.13145
V51	0.25439	0.33794	0.25203	0.15565
V52	0.08827	0.15333	0.60853	0.14986
V53	0.5413	0.13863	0.1839	0.13618
V54	0.33141	0.19872	0.31931	0.15056
V55	0.19594	0.15689	0.22856	0.4186
V56	0.10149	0.08337	0.13126	0.68388
V57	0.11116	0.63502	0.11425	0.13957
V58	0.46217	0.06192	0.106	0.36991
V59	0.32692	0.3392	0.16184	0.17204
V60	0.14944	0.17643	0.27776	0.39638
V61	0.58268	0.12261	0.08794	0.20676
V62	0.64539	0.07295	0.1282	0.15346
V63	0.06231	0.61374	0.17917	0.14479
V64	0.05456	0.62187	0.0962	0.22737
V65	0.08424	0.07872	0.13742	0.69962
V66	0.18693	0.52061	0.11005	0.18241
V67	0.16138	0.2938	0.40721	0.13761
V68	0.15962	0.16009	0.09974	0.58054
V69	0.08222	0.28634	0.46795	0.16348
V70	0.40123	0.16723	0.20103	0.23051
V71	0.17107	0.12226	0.3086	0.39807
V72	0.41831	0.16832	0.14526	0.26811
V73	0.15116	0.4685	0.18454	0.1958
V74	0.10457	0.22445	0.54797	0.12301
V75	0.52387	0.05785	0.20696	0.21132
V76	0.07014	0.18378	0.19295	0.55312
V77	0.09088	0.25015	0.09053	0.56844
V78	0.24993	0.14613	0.19792	0.40602
V79	0.07706	0.1441	0.58495	0.19389
V80	0.29518	0.08381	0.42164	0.19937
V81	0.10621	0.18482	0.57913	0.12983
V82	0.07279	0.12334	0.67393	0.12994
V83	0.14789	0.18352	0.13057	0.53802
V84	0.30525	0.09839	0.18329	0.41308
V85	0.13365	0.28393	0.32978	0.25263
V86	0.10383	0.11427	0.62426	0.15765
V87	0.07377	0.608	0.138	0.18022
V88	0.17063	0.11427	0.24361	0.47149
V89	0.08797	0.08679	0.2005	0.62474
V90	0.06752	0.65403	0.1396	0.13885
V91	0.07736	0.55301	0.21801	0.15162
V92	0.35875	0.08217	0.32244	0.23665
V93	0.6454	0.05892	0.07426	0.22142
V94	0.07335	0.3511	0.10168	0.47387
V95	0.21638	0.35215	0.1914	0.24007
V96	0.11519	0.13292	0.09973	0.65215
V97	0.51053	0.13042	0.218	0.14105
V98	0.51075	0.25995	0.08177	0.14753
V99	0.59125	0.08368	0.18073	0.14434
V100	0.12262	0.10104	0.63184	0.1445
V101	0.08593	0.08981	0.08796	0.7363
V102	0.68046	0.08093	0.08409	0.15451
V103	0.08306	0.10198	0.13668	0.67827
V104	0.0667	0.69508	0.10572	0.1325
