Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02338	0.05856	0.03615	0.01759	0.11923	0.0044	0.0412	0.01276	0	0.68673
V2	0.59019	0.03175	0.04744	0.02584	0.01027	0.24299	0.04607	0.00546	0	0
V3	0.0985	0.10592	0.09245	0.03757	0.35807	0.02512	0.10267	0.11498	0.05613	0.00861
V4	0	0.14344	0.04649	0.01876	0.0385	0.07188	0.06215	0.02905	0.46978	0.11995
V5	0.00011	0.1458	0.04212	0.09453	0	0.06949	0.05683	0.01097	0	0.58015
V6	0.01151	0.13996	0.15575	0.04969	0.50669	0.03053	0	0.05309	0.05202	0.00075
V7	0	0.55464	0	0.01737	0.18409	0.0104	0.09798	0.05351	0.08201	0
V8	0	0.56308	0.02476	0.02046	0	0.02319	0.07822	0.19577	0.09452	0
V9	0	0.00783	0.09741	0.1407	0.03269	0.05584	0.24707	0.35529	0.06317	0
V10	0	0.15317	0	0.01173	0.56752	0.07202	0.02064	0.11392	0.06098	0
V11	0	0.55734	0	0.01356	0	0.04453	0.08082	0.18004	0.12371	0
V12	0.00724	0.02808	0.19964	0.47376	0.02517	0.01398	0.09498	0.01852	0.01082	0.1278
V13	0.06302	0.02239	0.13619	0.048	0.06044	0.13448	0.40123	0.02682	0.10744	0
V14	0.05323	0.45526	0.12887	0.08397	0.00301	0.04754	0.15459	0.01253	0.06099	0
V15	0.22257	0.00898	0.16855	0.51771	0.01008	0.02437	0.01664	0.01568	0.01542	0
V16	0.00762	0.06801	0.22234	0.51227	0.02505	0.04671	0.00227	0.00916	0.10658	0
V17	0.01849	0.1704	0.01545	0.02258	0	0.08029	0.09201	0.01814	0	0.58262
V18	0.06421	0.08399	0.08784	0.30542	0	0.01071	0.02556	0.01004	0	0.41222
V19	0	0	0.01939	0.08216	0	0.08712	0.04837	0.02124	0	0.74172
V20	0	0.21293	0.04349	0.03955	0.02018	0.04233	0.50248	0.05114	0.03779	0.05011
V21	0.06628	0.44709	0.0232	0.02281	0	0.28148	0.07821	0.02485	0.05608	0
V22	0	0.00838	0.01318	0.01677	0	0.03071	0.08012	0.23623	0.02577	0.58884
V23	0.28749	0.04743	0.45177	0.09865	0	0.00779	0	0.00461	0	0.10226
V24	0	0.60941	0.04011	0.01906	0	0.00018	0.12807	0.05307	0.15011	0
V25	0.01448	0.1642	0.04248	0.04049	0.04075	0.1168	0.07472	0.01242	0.13878	0.35488
V26	0	0.01686	0.06379	0.02872	0.01313	0.06205	0.11242	0.63296	0.07007	0
V27	0.00472	0.11503	0.00363	0.01243	0.32472	0.00571	0.04486	0.00907	0.00191	0.47793
V28	0.27686	0	0.02148	0.0173	0	0.02532	0.05823	0.03452	0	0.5663
V29	0	0.70388	0	0.02108	0	0.08163	0.07789	0.01323	0.08686	0.01542
V30	0	0.03552	0.11003	0.05078	0.03873	0.25606	0.28877	0.02007	0.20004	0
V31	0.00226	0.38201	0.17061	0.04437	0.03007	0.01454	0.05769	0.22089	0.07755	0
V32	0.44813	0.07811	0.04802	0.02021	0.23163	0.04087	0.03592	0.00431	0.09281	0
V33	0.02836	0.01066	0.23926	0.4642	0.02465	0.02011	0.18098	0.01365	0.01814	0
V34	0.00605	0.10288	0.01105	0.01258	0.16557	0.00612	0.04703	0.02514	0.0234	0.60017
V35	0	0.81628	0	0.00363	0	0	0.07967	0.00694	0.09349	0
V36	0.02124	0.00726	0.07395	0.04074	0.0643	0.05706	0.66646	0.04749	0.0215	0
V37	0	0.53123	0.01526	0.02202	0	0.01367	0.31052	0.02964	0.07766	0
V38	0.08952	0	0.10894	0.17674	0.04419	0.03879	0.50062	0.02409	0.01711	0
V39	0.04956	0	0.1124	0.17308	0.07554	0.03895	0.49134	0.036	0.02314	0
V40	0.14403	0.05377	0.55834	0.11893	0.09371	0	0	0.0015	0.01514	0.01458
V41	0.55439	0.09873	0.07437	0.02236	0.00808	0.00306	0.02299	0.01236	0.20367	0
V42	0	0.66537	0	0.00666	0.19118	0	0.0416	0	0.09519	0
V43	0.1027	0.06128	0.12604	0.1019	0.17492	0.05027	0.21704	0.03238	0.13348	0
V44	0.04321	0.02202	0.46088	0.10281	0.00815	0.02485	0.03385	0.26265	0.04157	0
V45	0	0.04437	0.06744	0.03465	0.05547	0.02388	0.28354	0.02356	0.45652	0.01057
V46	0.16496	0.11533	0.08744	0.24045	0	0.00368	0.02195	0.02014	0	0.34604
V47	0	0	0.06838	0.04304	0.0517	0.06231	0.72027	0.03137	0.02294	0
V48	0.01586	0.02939	0.01732	0.01798	0	0.00593	0.07013	0.01824	0.03176	0.79339
V49	0.16368	0.01593	0.03226	0.02547	0.00475	0.05106	0.08688	0.56634	0.05364	0
V50	0.2664	0.21185	0.03868	0.02749	0.00363	0.38913	0.0454	0.00446	0.01296	0
V51	0.17629	0.04106	0.4745	0.102	0.06906	0.00621	0.00741	0.04931	0.0585	0.01564
V52	0	0	0.20678	0.32231	0.03441	0.03112	0.35643	0.02551	0.02344	0
V53	0.41392	0.02372	0.12363	0.12109	0	0.01228	0.02736	0.11207	0	0.16594
V54	0	0.07706	0.00988	0.03201	0.16714	0.63587	0.05617	0.01173	0.01014	0
V55	0.00502	0.01737	0.1808	0.64896	0.06722	0.02076	0.01639	0.01136	0.02471	0.00742
V56	0.16036	0.05	0.4421	0.11926	0.07387	0.13137	0.00256	0	0.00956	0.01092
V57	0.0439	0.02578	0.47377	0.27422	0.01597	0.01429	0.00734	0.02861	0.09084	0.02529
V58	0	0.21541	0.088	0.16062	0.00673	0.43013	0.06492	0.00768	0.02651	0
V59	0.00064	0.04223	0.07354	0.04123	0.05059	0.05618	0.68096	0.02875	0.02589	0
V60	0.69341	0.04456	0.05869	0.02087	0.05784	0.00305	0.00306	0.0053	0.11323	0
V61	0	0.03595	0.04539	0.06266	0.02511	0.74449	0.07069	0.01572	0	0
V62	0.01205	0	0.05625	0.04345	0.01154	0.03173	0.4299	0.03136	0.01611	0.36762
V63	0	0.28129	0.02003	0.02803	0.12762	0.43395	0.06342	0.00534	0.04032	0
V64	0.07375	0.01401	0.28618	0.28519	0.00375	0.02955	0.02708	0.21078	0.02649	0.04324
V65	0.04856	0.03309	0.13235	0.33523	0.0179	0.02579	0.09143	0.19478	0.11666	0.00419
V66	0	0.16381	0.00725	0.01367	0.51735	0.03017	0.0297	0.02275	0.06085	0.15445
V67	0.02995	0.19597	0.39196	0.12948	0.01523	0.04314	0.09433	0.01363	0.07498	0.01134
V68	0	0.0679	0.05009	0.01832	0.04501	0.02702	0.07514	0.25644	0.46008	0
V69	0.07665	0.03636	0.68414	0.15674	0.02119	0	0	0	0.01352	0.0114
V70	0.6699	0.03441	0.12528	0.03438	2e-05	0.03051	0.03359	0.01021	0.06171	0
V71	0.00947	0.01628	0.02859	0.02779	0.01623	0.06351	0.10993	0.65406	0.07351	0.00064
V72	0.22397	0.04964	0.09054	0.26481	0.13414	0.00554	0.00322	0.01327	0.00809	0.20678
V73	0.01872	0.19785	0.00508	0.02124	0.65732	0.02116	0	0.00644	0.0618	0.01038
V74	0.01179	0	0.06075	0.20422	0	0.04187	0.034	0.02009	0	0.62728
V75	0.00697	0.0965	0.22652	0.42601	0.03157	0.01444	0.00782	0.01505	0.17511	0
V76	0	0.04644	0.01783	0.03965	0.01744	0.78219	0.07839	0.01675	0.00131	0
V77	0	0.00253	0.10248	0.29517	0.03071	0.25463	0.28435	0.01975	0.01038	0
V78	0	0.45582	0.05124	0.0297	0.01715	0.02243	0.32596	0.00844	0.06276	0.0265
V79	0	0.05359	0.10834	0.28332	0.02901	0.24335	0.04608	0.01501	0.22129	0
V80	0.40361	0.00736	0.03707	0.0273	0	0.00553	0.06188	0.01152	0.01509	0.43064
V81	0	0.06434	0.04852	0.17267	0.14106	0.51107	0.04154	0.01094	0.00985	0
V82	0.03565	0.49297	0.07236	0.23683	0	0.01336	0.03962	0.0467	0.0625	0
V83	0.01985	0.06059	0.15147	0.44953	0.02589	0.02361	0.02468	0.20594	0.03845	0
V84	0	0.03673	0.05319	0.06348	0.1125	0.48051	0.22944	0.01716	0.00698	0
V85	0.22974	0.00947	0.38415	0.09386	0	0.00166	0.00633	0.00211	0	0.27267
V86	0.28245	0.01456	0.30434	0.3709	0.00993	0.00762	0	0.0037	0.00651	0
V87	0	0.10349	0.061	0.02654	0.07639	0.00911	0.05558	0.01648	0.6514	0
V88	0	0.32647	0.1356	0.46237	0	0.00243	0.02066	0.00292	0.04954	0
V89	0	0	0.06705	0.06666	0.04992	0.05384	0.64582	0.09322	0.02349	0
V90	0.03531	0.07373	0.32957	0.08422	0	0.02211	0.02594	0.00418	0	0.42495
V91	0.085	0.02941	0.67113	0.14783	0.02645	0	0	0.00196	0.01821	0.02001
V92	0	0	0.06696	0.04209	0.05484	0.05886	0.68678	0.03016	0.0603	0
V93	0	0.08412	0.10395	0.03325	0.05093	0.02036	0.25451	0.03238	0.4205	0
V94	0.79342	0.01899	0.07961	0.02624	0	0.03078	0.01923	0.03174	0	0
V95	0	0.0051	0.04788	0.03471	0.0489	0.0566	0.51786	0.24543	0.04352	0
V96	0.03524	0.12948	0.33629	0.40685	0.00847	0.01988	0.00065	0.01567	0.04745	0
V97	0	0	0.06409	0.04007	0.03886	0.04986	0.67356	0.03035	0.01685	0.08637
V98	0	0.31673	0.03061	0.06648	0.13392	0.02405	0.08396	0.08	0.18634	0.07792
V99	0.51873	0.03578	0.0736	0.02369	0.02204	0.0083	0.08759	0.01615	0.21412	0
V100	0.16438	0.04044	0.10027	0.21921	0.037	0.27811	0.04453	0.01168	0.10438	0
V101	0	0	0.01438	0.0203	0	0.09379	0.21051	0.04974	0	0.61128
V102	0.01864	0.23909	0.03072	0.02624	0.0731	0.28591	0.18595	0.09664	0.04369	0
V103	0.04905	0.08419	0.07453	0.02622	0.04972	0.00838	0.05337	0.02403	0.63052	0
V104	0.08557	0.02837	0.67941	0.14311	0.01652	0	0	0	0.03653	0.01049
V105	0.3101	0.02072	0.11613	0.04444	0.00247	0.15489	0.05099	0.27654	0.02371	0
V106	0.00766	0.65643	0.15873	0.04274	0	0.00993	0.04816	0	0.07635	0
V107	0.23022	0.25767	0.03759	0.02274	0.2221	0.01673	0.02652	0.03237	0.15405	0
V108	0	0.01287	0.0538	0.17174	0	0.38077	0.0548	0.03407	0	0.29196
V109	0	0.06472	0.01867	0.04459	0.02176	0.74462	0.08154	0.01562	0.00847	0
V110	0	0.19411	0	0.01354	0.64306	0.01004	0	0.06232	0.06726	0.00968
V111	0	0.00362	0.06204	0.04744	0.12577	0.04914	0.65635	0.02835	0.02628	0.00102
V112	0	0.00094	0.0585	0.03685	0.02998	0.04192	0.57857	0.02853	0.04737	0.17733
V113	0	0.06343	0.06253	0.01993	0.03686	0.0596	0.07594	0.03943	0.52896	0.11331
V114	0	0.08837	0.07724	0.02091	0.05322	0.00953	0.05829	0.02449	0.66797	0
V115	0	0.81168	0	0.0055	0	0	0.07827	0	0.10455	0
V116	0.40427	0.10226	0.04935	0.02159	0	0.03221	0.0613	0.30099	0.02803	0
V117	0	0	0.07426	0.04253	0.05115	0.05436	0.72434	0.03134	0.02201	0
V118	0	0.03577	0.03037	0.03876	0.01926	0.77088	0.08181	0.02315	0	0
V119	0	0.03703	0.15131	0.4914	0.0244	0.17135	0.0335	0.01223	0.07878	0
V120	0.62215	0.02096	0.21922	0.05424	0	0.08201	0	0.00143	0	0
V121	0.03633	0.10445	0.23367	0.07291	0.03593	0.12636	0.31133	0.02536	0.02455	0.02909
V122	0	0.07343	0.14282	0.03918	0.05172	0.06244	0.16473	0.01743	0.44826	0
V123	0	0.09744	0.01389	0.02194	0.33707	0.03358	0.05157	0.35134	0.09317	0
V124	0.65352	0.06151	0.04514	0.02069	0	0.01489	0.0296	0.16953	0.00513	0
V125	0	0.18385	0.09187	0.05393	0.00582	0.14366	0.09378	0.36447	0.06261	0
V126	0	0.23588	0.00147	0.0136	0.59396	0.00807	0.00358	0.0477	0.09575	0
V127	0.03879	0.02908	0.46448	0.10531	0.02909	0.0159	0.2055	0.00775	0.09697	0.00713
V128	0.02873	0.23534	0.32735	0.07543	0.23685	0.04558	0.00457	0.00194	0.0442	0
V129	0.00253	0.12238	0.12086	0.21729	0.09699	0.0143	0.02942	0.01264	0.3836	0
V130	0.03325	0.0293	0.38682	0.08855	0.00602	0.03122	0.04671	0.33584	0.04232	0
V131	0.04288	0.38983	0.33054	0.13359	0	0.00239	0.02789	0	0.07287	0
V132	0.07524	0.00019	0.07381	0.03802	0.09568	0.04546	0.56277	0.08892	0.01991	0
V133	0	0.03975	0.06118	0.18894	0.01233	0.14648	0.12838	0.37871	0.04424	0
V134	0.02069	0.08551	0.19201	0.09371	0.19461	0.01376	0.17414	0.01539	0.02769	0.18249
V135	0	0.23702	0.16577	0.03902	0.03222	0.00326	0.05973	0.00905	0.45393	0
V136	0	0.59909	0.03188	0.15626	0	0	0.04832	0	0.06971	0.09474
V137	0	0.02109	0.05477	0.04636	0.05766	0.30786	0.43357	0.02366	0.05504	0
V138	0	0.02432	0.06579	0.03544	0.03346	0.03711	0.52381	0.02635	0.03217	0.22154
V139	0.53937	0.05713	0.06397	0.02801	0.06212	0.07335	0.01315	0.006	0.1569	0
V140	0.04679	0.02017	0.33321	0.47166	0.04147	0.0531	0	0.00614	0.01677	0.0107
