cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.59813	0.01174	0.15826	0.23188
V2	0.16218	0.0826	0.05495	0.70026
V3	0.05357	0.65859	0.01352	0.27432
V4	0.866	0.11715	0	0.01684
V5	0.11356	0.49835	0.24943	0.13867
V6	0.07342	0.89167	0.01789	0.01702
V7	0.15487	0.37192	0.08274	0.39047
V8	0.13932	0.04536	0.78916	0.02617
V9	0.2592	0.23471	0.03817	0.46792
V10	0.02064	0.05391	0.88177	0.04368
V11	0.22208	0.36579	0.40763	0.0045
V12	0.02509	0.61617	0.34813	0.01062
V13	0.26819	0.71069	0.00469	0.01644
V14	0.06664	0.92144	0.00614	0.00578
V15	0.12253	0.63065	0.11263	0.13419
V16	0.9156	0.04709	0.01505	0.02226
V17	0.08377	0.88777	0.01141	0.01706
V18	0.59416	0.34126	0.0362	0.02838
V19	0.15791	0.82622	0.00508	0.01079
V20	0.17549	0.48084	0.0204	0.32327
V21	0.14033	0.06995	0.76411	0.02561
V22	0.01764	0.08756	0.2212	0.6736
V23	0.40768	0.05442	0.53286	0.00504
V24	0.92399	0.04665	0.02766	0.0017
V25	0.38027	0.22847	0.12488	0.26639
V26	0.41998	0.38972	0.01718	0.17312
V27	0.10652	0.05486	0.02715	0.81147
V28	0.00433	0.1046	0.88945	0.00162
V29	0.4716	0.03725	0.46804	0.02311
V30	0.10589	0.21034	0.29046	0.39331
V31	0.22405	0.18293	0.30475	0.28827
V32	0.08505	0.02866	0.03987	0.84642
V33	0.04385	0.52333	0.35082	0.08201
V34	0.13953	0.05581	0.77889	0.02578
V35	0.16258	0.74403	0.07065	0.02274
V36	0.00789	0.04082	0.50618	0.44511
V37	0.59572	0.06073	0.08913	0.25442
V38	0.46797	0.00779	0.1684	0.35584
V39	0.17154	0.59214	0.12115	0.11516
V40	0.09684	0.83535	0.06716	0.00065
V41	0.0059	0.71654	0.04341	0.23414
V42	0.24678	0.02597	0.21671	0.51054
V43	0.139	0.34838	0.48859	0.02403
V44	0.01611	0.0767	0.75869	0.1485
V45	0.09856	0.62146	0.20838	0.07159
V46	0.81492	0.07638	0.10381	0.00489
V47	0.48869	0.1789	0.2956	0.03681
V48	0.81083	0.16937	0.00366	0.01614
V49	0.75618	0.18099	0	0.06283
V50	0.06476	0.85832	0.07203	0.00489
V51	0.33176	0.40626	0.23928	0.02271
V52	0.02803	0.12234	0.82304	0.0266
V53	0.74113	0.12609	0.13178	0.00099
V54	0.45696	0.1851	0.34199	0.01594
V55	0.2379	0.11663	0.24926	0.39621
V56	0.04778	0.01747	0.10089	0.83386
V57	0.09466	0.87631	0.01832	0.01071
V58	0.68529	0.01026	0.03895	0.2655
V59	0.45994	0.40914	0.09484	0.03608
V60	0.14492	0.14169	0.34474	0.36865
V61	0.83212	0.09688	0.00883	0.06217
V62	0.89084	0.04218	0.05663	0.01034
V63	0.01516	0.8627	0.1053	0.01683
V64	0.00705	0.88455	0.0011	0.1073
V65	0.01653	0.01085	0.12142	0.8512
V66	0.21889	0.71276	0.01669	0.05166
V67	0.16327	0.33834	0.488	0.01039
V68	0.17312	0.14327	0.02708	0.65653
V69	0.02527	0.32046	0.61383	0.04043
V70	0.59362	0.13747	0.16803	0.10087
V71	0.1817	0.06299	0.3948	0.3605
V72	0.62559	0.14406	0.0871	0.14324
V73	0.15677	0.64533	0.12786	0.07004
V74	0.06231	0.24187	0.69499	0.00083
V75	0.7453	0.01218	0.17181	0.07071
V76	0.00072	0.17417	0.19662	0.62849
V77	0.03861	0.31109	0.01318	0.63712
V78	0.34415	0.10262	0.1891	0.36413
V79	0.00834	0.10557	0.81067	0.07542
V80	0.38135	0.02897	0.52016	0.06952
V81	0.06131	0.17602	0.75695	0.00572
V82	0.00298	0.10385	0.88474	0.00844
V83	0.14759	0.17433	0.07874	0.59933
V84	0.44072	0.03881	0.16184	0.35862
V85	0.11589	0.32008	0.41238	0.15165
V86	0.04969	0.0695	0.84632	0.03449
V87	0.03203	0.86828	0.04727	0.05242
V88	0.184	0.05172	0.28515	0.47913
V89	0.02059	0.0176	0.22654	0.73527
V90	0.02482	0.91627	0.04802	0.01089
V91	0.03305	0.77348	0.17017	0.0233
V92	0.49778	0.02624	0.36617	0.10981
V93	0.90114	0.02347	0	0.07539
V94	0.01564	0.48143	0.02456	0.47838
V95	0.27842	0.44613	0.14986	0.12559
V96	0.07786	0.10169	0.03374	0.7867
V97	0.70934	0.10381	0.18228	0.00457
V98	0.6909	0.29837	0	0.01074
V99	0.81418	0.0531	0.12777	0.00495
V100	0.08413	0.05741	0.83863	0.01983
V101	0.02889	0.05974	0.01406	0.89732
V102	0.92395	0.06079	0.00396	0.01129
V103	0.01198	0.0512	0.11018	0.82664
V104	0.02784	0.95919	0.00679	0.00618
V105	0.05594	0.9255	0.01294	0.00561
V106	0.12402	0.53691	0.30828	0.0308
V107	0.20279	0.19813	0.55982	0.03926
V108	0.15058	0.76652	0.08227	0.00063
V109	0.01517	0.15546	0.6175	0.21186
V110	0.05313	0.89764	0.03231	0.01692
V111	0.91721	0.01817	0.05876	0.00586
V112	0.1421	0.05616	0.45345	0.3483
V113	0.21122	0.09703	0.18745	0.5043
V114	0.27353	0.04206	0.08616	0.59825
V115	0.00763	0.78301	0.20432	0.00505
V116	0.15414	0.31749	0.37714	0.15123
V117	0.6989	0.2445	0.0284	0.0282
V118	0.17044	0.608	0.03343	0.18813
V119	0.12599	0.07549	0.05716	0.74136
V120	0.08446	0.0878	0.81534	0.01241
V121	0.64777	0.11503	0.0864	0.15079
V122	0.95408	0.02373	0.01047	0.01171
V123	0.0064	0.55096	0.04717	0.39547
V124	0.67348	0.28434	0	0.04217
V125	0.40922	0.4182	0.15691	0.01568
V126	0.0408	0.15359	0.05857	0.74704
