B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.51642	0.01432	0.23416	0.2351
V2	0.22439	0.07785	0.16476	0.533
V3	0.11851	0.48863	0.14307	0.2498
V4	0.75337	0.1261	0.06057	0.05996
V5	0.14683	0.38221	0.3367	0.13425
V6	0.15081	0.6498	0.16061	0.03877
V7	0.1899	0.28966	0.19596	0.32448
V8	0.18917	0.02737	0.73577	0.04768
V9	0.27871	0.19831	0.13972	0.38327
V10	0.09473	0.03874	0.7996	0.06693
V11	0.24298	0.30036	0.45667	0
V12	0.09231	0.46111	0.42995	0.01664
V13	0.29525	0.54584	0.12748	0.03144
V14	0.15188	0.68079	0.1464	0.02094
V15	0.16435	0.46649	0.23568	0.13348
V16	0.75582	0.06105	0.10209	0.08103
V17	0.15915	0.6544	0.14769	0.03876
V18	0.52854	0.284	0.13643	0.05102
V19	0.21311	0.62242	0.13714	0.02732
V20	0.20701	0.36958	0.13711	0.28631
V21	0.18523	0.08922	0.68331	0.04224
V22	0.07158	0.08688	0.31262	0.52892
V23	0.37557	0.07424	0.52971	0.02049
V24	0.80688	0.05574	0.13241	0.00497
V25	0.34958	0.19944	0.21247	0.2385
V26	0.39239	0.31412	0.11526	0.17823
V27	0.20433	0.06279	0.13153	0.60135
V28	0.04104	0.11258	0.84638	0
V29	0.42084	0.05752	0.47893	0.04271
V30	0.14395	0.1894	0.35007	0.31657
V31	0.23467	0.16908	0.35161	0.24465
V32	0.19588	0.02525	0.16256	0.61631
V33	0.09317	0.40307	0.42064	0.08313
V34	0.18603	0.07207	0.69762	0.04427
V35	0.20958	0.54973	0.20684	0.03384
V36	0.06294	0.0595	0.51121	0.36636
V37	0.50979	0.06572	0.1741	0.25038
V38	0.42911	0	0.24606	0.32482
V39	0.20495	0.44151	0.23644	0.11711
V40	0.16714	0.62037	0.21249	0
V41	0.06018	0.53305	0.18785	0.21892
V42	0.27231	0.0244	0.29135	0.41193
V43	0.17495	0.29071	0.51133	0.023
V44	0.0688	0.10474	0.6909	0.13556
V45	0.14577	0.46234	0.31496	0.07693
V46	0.7007	0.08281	0.19196	0.02453
V47	0.42778	0.17292	0.34988	0.04943
V48	0.70827	0.15772	0.082	0.05201
V49	0.66313	0.18002	0.05371	0.10314
V50	0.14423	0.62965	0.22318	0.00294
V51	0.32608	0.32693	0.324	0.02298
V52	0.08538	0.13685	0.72831	0.04946
V53	0.65982	0.12564	0.21454	0
V54	0.41076	0.17718	0.39063	0.02142
V55	0.25	0.11379	0.3138	0.32241
V56	0.1447	0.01006	0.2272	0.61804
V57	0.16877	0.64494	0.16049	0.02581
V58	0.59428	0.01154	0.12251	0.27167
V59	0.42087	0.33026	0.19859	0.05028
V60	0.17656	0.1406	0.38374	0.2991
V61	0.70383	0.10745	0.08119	0.10753
V62	0.74496	0.05281	0.15079	0.05143
V63	0.08064	0.63062	0.25596	0.03278
V64	0.08996	0.68169	0.11883	0.10952
V65	0.10259	0	0.25165	0.64575
V66	0.25328	0.53777	0.14202	0.06693
V67	0.19723	0.28273	0.51479	0.00525
V68	0.23018	0.12952	0.12989	0.51041
V69	0.07861	0.27592	0.60126	0.0442
V70	0.49678	0.13974	0.24271	0.12078
V71	0.20846	0.07522	0.41815	0.29817
V72	0.52645	0.14208	0.17085	0.16062
V73	0.19463	0.47842	0.24876	0.07819
V74	0.11992	0.21287	0.66721	0
V75	0.6351	0	0.25563	0.10927
V76	0.02254	0.15905	0.30601	0.51239
V77	0.10972	0.24421	0.12797	0.5181
V78	0.32617	0.1018	0.2647	0.30733
V79	0.05613	0.12637	0.73151	0.08599
V80	0.3555	0.04871	0.5139	0.08188
V81	0.12718	0.1739	0.69876	0.00016
V82	0.0271	0.12066	0.81385	0.03839
V83	0.20048	0.15032	0.18592	0.46328
V84	0.40013	0.0432	0.24114	0.31553
V85	0.14623	0.27058	0.4417	0.14149
V86	0.11821	0.0854	0.73842	0.05798
V87	0.10084	0.63055	0.19846	0.07015
V88	0.2185	0.05779	0.34157	0.38215
V89	0.10219	0.01839	0.30986	0.56955
V90	0.10388	0.66091	0.20543	0.02977
V91	0.09672	0.56673	0.30281	0.03374
V92	0.43599	0.04218	0.39613	0.1257
V93	0.77726	0.05201	0.04359	0.12715
V94	0.08138	0.35727	0.15977	0.40158
V95	0.27951	0.34665	0.24612	0.12772
V96	0.16794	0.10209	0.14252	0.58746
V97	0.61244	0.11015	0.25879	0.01863
V98	0.63165	0.25848	0.0691	0.04077
V99	0.69835	0.06432	0.20965	0.02768
V100	0.14891	0.06705	0.74018	0.04385
V101	0.13702	0.11026	0.08023	0.67249
V102	0.7773	0.08032	0.07866	0.06372
V103	0.07073	0.05488	0.23743	0.63696
V104	0.12462	0.69529	0.15138	0.02872
V105	0.14456	0.67788	0.15877	0.01879
V106	0.16321	0.41399	0.38989	0.0329
V107	0.22305	0.19121	0.54107	0.04467
V108	0.20497	0.57512	0.2199	0
V109	0.06238	0.1629	0.5892	0.18552
V110	0.13302	0.64602	0.18207	0.03889
V111	0.77956	0.00271	0.17013	0.0476
V112	0.17795	0.07236	0.45949	0.29019
V113	0.23901	0.09208	0.27135	0.39755
V114	0.2979	0.03505	0.19195	0.47509
V115	0.07658	0.5757	0.33199	0.01573
V116	0.17795	0.2664	0.41365	0.142
V117	0.60837	0.2194	0.11601	0.05622
V118	0.20623	0.45687	0.15472	0.18218
V119	0.2014	0.07178	0.1705	0.55632
V120	0.14894	0.10422	0.72026	0.02659
V121	0.54378	0.11964	0.1682	0.16838
V122	0.7826	0.0277	0.11004	0.07966
V123	0.05959	0.41366	0.18559	0.34116
V124	0.60688	0.25446	0.06701	0.07165
V125	0.38755	0.33728	0.25457	0.02059
V126	0.11144	0.13447	0.18122	0.57286
V127	0.22016	0.04733	0.33457	0.39793
V128	0.12189	0.01587	0.24584	0.6164
V129	0.52877	0.20298	0.23185	0.0364
V130	0.07463	0.5064	0.40366	0.01531
V131	0.1028	0.69266	0.12866	0.07588
V132	0.77296	0.0214	0.12427	0.08137
V133	0.76281	0.03466	0.14268	0.05985
V134	0.15692	0.31922	0.23872	0.28515
V135	0.15972	0.01912	0.28703	0.53413
V136	0.27864	0.3236	0.12076	0.277
V137	0.58155	0.05265	0.28627	0.07953
V138	0.24031	0.32764	0.2647	0.16735
V139	0.35507	0.17772	0.26688	0.20032
V140	0.10523	0.09489	0.18914	0.61074
V141	0.11234	0.15721	0.54383	0.18662
V142	0.71718	0.01831	0.26451	0
V143	0.41995	0.22061	0.15691	0.20254
V144	0.21781	0.13698	0.26371	0.38151
V145	0.03056	0.60198	0.34525	0.0222
V146	0.18434	0.01109	0.17711	0.62746
V147	0.76166	0.04444	0.10341	0.09049
V148	0.17566	0.09187	0.56208	0.17039
V149	0.28762	0.40852	0.29883	0.00504
V150	0.13568	0.2245	0.56903	0.0708
V151	0.24339	0.49171	0.15387	0.11103
V152	0.25801	0.35604	0.29954	0.08641
V153	0.16713	0.58204	0.15056	0.10027
V154	0.27019	0.36836	0.33935	0.0221
V155	0.44379	0.13887	0.32289	0.09445
V156	0.08322	0.15588	0.65176	0.10913
V157	0.3162	0.14482	0.35501	0.18398
V158	0.1375	0	0.20506	0.65744
V159	0.76185	0.09573	0.05003	0.09239
V160	0.63167	0.01394	0.1401	0.21428
V161	0.28462	0	0.15424	0.56115
V162	0.12351	0.25092	0.20696	0.4186
V163	0.14001	0.39662	0.27337	0.19
V164	0.34738	0.25758	0.1945	0.20054
V165	0.08867	0.2445	0.10012	0.56671
V166	0.06793	0.1026	0.21214	0.61733
V167	0.3826	0	0.11909	0.49831
V168	0.30556	0.44751	0.19	0.05694
V169	0.26246	0.04998	0.15471	0.53285
V170	0.15978	0.04679	0.52969	0.26374
V171	0.17803	0.22466	0.56211	0.03521
V172	0.63659	0.00601	0.31556	0.04185
V173	0.10013	0.13687	0.17559	0.58741
V174	0.07395	0.14932	0.21229	0.56444
V175	0.13127	0.04923	0.7143	0.1052
V176	0.07767	0.61414	0.29237	0.01581
V177	0.09726	0.72574	0.12878	0.04822
V178	0.08074	0.59408	0.15256	0.17261
V179	0.21231	0.02761	0.42364	0.33643
V180	0.10885	0.66712	0.22404	0
V181	0.20264	0.13911	0.52541	0.13284
V182	0.3124	0.17363	0.45897	0.05499
V183	0.22706	0.61104	0.13991	0.02198
V184	0.83669	0.00118	0.14958	0.01255
V185	0.52844	0.3278	0.11369	0.03007
V186	0.16057	0.3884	0.34172	0.1093
V187	0.78477	0.02774	0.13186	0.05564
V188	0.13289	0.22626	0.08751	0.55334
V189	0.71784	0.03454	0.09536	0.15226
V190	0.58502	0.04292	0.33507	0.03698
V191	0.22431	0.19963	0.54116	0.0349
V192	0.31865	0.37393	0.15423	0.1532
V193	0.54634	0.04838	0.28155	0.12373
V194	0.12325	0.68828	0.14204	0.04643
V195	0.0954	0.08488	0.77545	0.04427
V196	0.09055	0.10936	0.14029	0.65981
V197	0.42605	0.04549	0.12276	0.4057
V198	0.11773	0.40883	0.42475	0.04869
V199	0.23164	0.02296	0.27644	0.46895
V200	0.1762	0.45101	0.14283	0.22996
V201	0.14121	0.44167	0.29132	0.1258
V202	0.09086	0.06315	0.70878	0.1372
V203	0.20656	0.35337	0.42797	0.0121
V204	0.07982	0.42485	0.14587	0.34946
V205	0.08913	0.10626	0.76179	0.04283
V206	0.12572	0.13406	0.73537	0.00484
V207	0.20041	0.16789	0.16723	0.46446
V208	0.27432	0.09886	0.60655	0.02027
V209	0.31738	0.37486	0.17022	0.13754
V210	0.14859	0.57877	0.21985	0.05279
V211	0.43344	0.0112	0.13718	0.41818
V212	0.46887	0.06907	0.42292	0.03914
V213	0.58108	0.03748	0.18141	0.20003
V214	0.3417	0.14342	0.24583	0.26904
V215	0.33393	0.09166	0.11863	0.45578
V216	0.17891	0	0.17812	0.64297
V217	0.08933	0.40051	0.32966	0.1805
V218	0.13838	0.36639	0.27254	0.2227
V219	0.16117	0.50451	0.13832	0.196
V220	0.08293	0.63697	0.15535	0.12475
V221	0.71752	0.02278	0.08282	0.17688
V222	0.32291	0.13222	0.39146	0.15342
V223	0.05642	0.16216	0.70363	0.0778
V224	0.82657	0.00617	0.15203	0.01523
V225	0.13987	0.65104	0.20339	0.00571
V226	0.31881	0.11062	0.55304	0.01753
V227	0.69019	0.01474	0.24882	0.04625
V228	0.6734	0.07478	0.14041	0.11141
V229	0.09787	0.07443	0.77317	0.05452
V230	0.1051	0.0579	0.17907	0.65794
V231	0.06753	0.24099	0.23744	0.45404
V232	0.11465	0.53622	0.10659	0.24254
V233	0.51507	0.09202	0.2559	0.13701
V234	0.12054	0.66701	0.17857	0.03388
V235	0.37096	0.08863	0.50244	0.03797
V236	0.1106	0.10628	0.70708	0.07603
V237	0.25061	0	0.16058	0.58881
V238	0.17399	0.43956	0.34428	0.04216
V239	0.12925	0.32806	0.14816	0.39452
V240	0.45723	0.06486	0.42191	0.056
V241	0.09434	0.04689	0.78483	0.07394
V242	0.18996	0.57763	0.22029	0.01212
V243	0.26466	0.07585	0.58469	0.0748
V244	0.24449	0.02444	0.64859	0.08249
V245	0.54586	0.24826	0.13819	0.0677
V246	0.11949	0.16914	0.6832	0.02818
V247	0.214	0.07739	0.70862	0
V248	0.11514	0.04848	0.19914	0.63723
V249	0.01257	0.10049	0.80304	0.0839
V250	0.67576	0.01281	0.26907	0.04237
V251	0.78886	0.07555	0.08614	0.04945
V252	0.08811	0.63348	0.27841	0
V253	0.37356	0.0678	0.24364	0.315
V254	0.08373	0.68858	0.20684	0.02085
V255	0.12905	0.7027	0.11226	0.056
V256	0.21111	0.20283	0.50824	0.07782
V257	0.40831	0.10006	0.28996	0.20168
V258	0.21033	0.23532	0.4445	0.10985
V259	0.09224	0.26791	0.60329	0.03656
V260	0.02467	0.27348	0.68151	0.02035
V261	0.55662	0.0435	0.25294	0.14694
V262	0.20117	0.07081	0.13062	0.5974
V263	0.10622	0.72051	0.12347	0.04981
