cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.56135	0.0087	0.17396	0.25599
V2	0.1456	0.07795	0.05556	0.72089
V3	0.04878	0.64725	0.01338	0.2906
V4	0.86246	0.11854	0	0.01901
V5	0.10195	0.48525	0.2632	0.1496
V6	0.06806	0.89386	0.01912	0.01897
V7	0.13944	0.36234	0.08629	0.41193
V8	0.12462	0.03317	0.8143	0.0279
V9	0.23548	0.22963	0.03937	0.49552
V10	0.01875	0.03904	0.89712	0.04509
V11	0.20392	0.35675	0.434	0.00534
V12	0.02244	0.5999	0.36573	0.01193
V13	0.25426	0.7221	0.00496	0.01868
V14	0.06244	0.92481	0.00639	0.00636
V15	0.11115	0.62292	0.11991	0.14602
V16	0.91191	0.0449	0.01769	0.02551
V17	0.07764	0.89129	0.01207	0.019
V18	0.57475	0.35149	0.04086	0.0329
V19	0.1483	0.83417	0.00535	0.01218
V20	0.15957	0.47464	0.02077	0.34501
V21	0.12512	0.05761	0.78961	0.02766
V22	0.01561	0.07988	0.2238	0.68071
V23	0.37998	0.04532	0.56897	0.00573
V24	0.92564	0.04221	0.03112	0.00102
V25	0.35003	0.22535	0.13439	0.29024
V26	0.39435	0.39463	0.01839	0.19262
V27	0.0972	0.05107	0.02599	0.82573
V28	0.00377	0.08589	0.90853	0.00181
V29	0.43935	0.03006	0.50468	0.0259
V30	0.09337	0.19848	0.3001	0.40805
V31	0.19993	0.17437	0.31979	0.3059
V32	0.07859	0.02516	0.03862	0.85763
V33	0.03905	0.5057	0.36691	0.08833
V34	0.12465	0.04354	0.80408	0.02774
V35	0.15066	0.74681	0.07671	0.02582
V36	0.00693	0.03254	0.51128	0.44924
V37	0.56104	0.05862	0.09807	0.28227
V38	0.43122	0.00471	0.18093	0.38313
V39	0.15652	0.58699	0.13001	0.12648
V40	0.0912	0.8366	0.07143	0.00077
V41	0.00572	0.70148	0.04476	0.24804
V42	0.2211	0.02169	0.22536	0.53185
V43	0.12457	0.33444	0.51427	0.02671
V44	0.01388	0.06434	0.76901	0.15277
V45	0.08922	0.61045	0.2219	0.07843
V46	0.80225	0.07414	0.11817	0.00544
V47	0.45746	0.1767	0.32378	0.04206
V48	0.80304	0.17407	0.00436	0.01853
V49	0.7415	0.18625	0	0.07225
V50	0.05998	0.85712	0.07726	0.00563
V51	0.30809	0.40565	0.26021	0.02605
V52	0.02463	0.10669	0.84038	0.0283
V53	0.72626	0.12557	0.14752	0.00065
V54	0.42778	0.18185	0.37205	0.01833
V55	0.21266	0.10999	0.26127	0.41608
V56	0.04435	0.01369	0.1001	0.84185
V57	0.08795	0.8804	0.01955	0.0121
V58	0.65431	0.00769	0.04276	0.29524
V59	0.43626	0.41688	0.10532	0.04154
V60	0.12785	0.13222	0.35642	0.38351
V61	0.81963	0.09825	0.01015	0.07197
V62	0.88402	0.0389	0.0654	0.01169
V63	0.01384	0.85495	0.11247	0.01873
V64	0.00712	0.87707	0.00085	0.11495
V65	0.01598	0.00705	0.11947	0.85749
V66	0.20434	0.71999	0.0179	0.05778
V67	0.14782	0.32512	0.51521	0.01184
V68	0.15578	0.13715	0.02683	0.68025
V69	0.02218	0.30128	0.63315	0.0434
V70	0.56264	0.13702	0.1863	0.11404
V71	0.1606	0.05586	0.40849	0.37505
V72	0.59585	0.14503	0.09701	0.16211
V73	0.14342	0.6414	0.13757	0.0776
V74	0.05643	0.22503	0.7175	0.00104
V75	0.71815	0.00846	0.19291	0.08047
V76	0.00066	0.16303	0.19916	0.63715
V77	0.03556	0.29941	0.01206	0.65297
V78	0.31204	0.09832	0.20115	0.38849
V79	0.00718	0.0904	0.82393	0.07849
V80	0.34835	0.02191	0.5538	0.07594
V81	0.0546	0.15997	0.77912	0.00632
V82	0.00233	0.08673	0.90248	0.00846
V83	0.13154	0.16671	0.0808	0.62095
V84	0.40476	0.03505	0.1739	0.38629
V85	0.10299	0.305	0.4303	0.16172
V86	0.04401	0.05525	0.86447	0.03627
V87	0.02932	0.86285	0.05039	0.05744
V88	0.16327	0.04603	0.29494	0.49576
V89	0.01865	0.01357	0.228	0.73978
V90	0.02283	0.91364	0.05134	0.01219
V91	0.03	0.76287	0.18116	0.02597
V92	0.46068	0.02117	0.39671	0.12144
V93	0.89384	0.02018	0	0.08598
V94	0.01423	0.46588	0.02427	0.49562
V95	0.25551	0.44337	0.16233	0.13878
V96	0.07079	0.09676	0.03277	0.79969
V97	0.6896	0.10161	0.20358	0.00522
V98	0.67929	0.30865	0	0.01206
V99	0.80024	0.04962	0.14466	0.00548
V100	0.07484	0.04332	0.86081	0.02103
V101	0.02831	0.05663	0.01183	0.90323
V102	0.92394	0.05866	0.00492	0.01248
V103	0.01078	0.04601	0.10972	0.8335
V104	0.02613	0.96022	0.00699	0.00667
V105	0.05207	0.92809	0.01359	0.00625
V106	0.11211	0.52631	0.3272	0.03438
V107	0.18184	0.18684	0.58818	0.04314
V108	0.14186	0.76925	0.08816	0.00073
V109	0.01321	0.14058	0.6282	0.21801
V110	0.04911	0.8974	0.0346	0.01888
V111	0.91321	0.01345	0.06725	0.00609
V112	0.12504	0.04878	0.46601	0.36017
V113	0.18889	0.09073	0.19491	0.52547
V114	0.24776	0.03816	0.08956	0.62451
V115	0.00697	0.7714	0.21584	0.00579
V116	0.13771	0.30433	0.39578	0.16218
V117	0.68285	0.25196	0.0324	0.03279
V118	0.15601	0.60465	0.03521	0.20412
V119	0.11342	0.07079	0.0575	0.75828
V120	0.07516	0.07352	0.838	0.01332
V121	0.61777	0.11527	0.09644	0.17052
V122	0.95547	0.01935	0.01242	0.01276
V123	0.00606	0.53438	0.04802	0.41154
V124	0.65797	0.29369	0	0.04834
V125	0.38629	0.42232	0.17315	0.01824
V126	0.03711	0.14551	0.05842	0.75896
V127	0.16333	0.03776	0.28343	0.51548
V128	0.03259	0.01379	0.12985	0.82378
V129	0.59028	0.22412	0.16024	0.02535
V130	0.00688	0.67132	0.31602	0.00577
V131	0.02269	0.91196	0.00065	0.06471
V132	0.93864	0.01645	0.02602	0.01889
V133	0.91422	0.02414	0.04968	0.01197
V134	0.104	0.39978	0.13734	0.35887
V135	0.07747	0.01712	0.20227	0.70314
V136	0.24162	0.41276	0.01297	0.33265
V137	0.66229	0.03377	0.24709	0.05685
V138	0.20971	0.40962	0.18774	0.19293
V139	0.36286	0.19232	0.20943	0.23539
V140	0.02987	0.08932	0.06286	0.81795
V141	0.05973	0.1385	0.57953	0.22224
V142	0.78181	0.0192	0.19807	0.00091
V143	0.44388	0.25643	0.07108	0.22861
V144	0.16611	0.14116	0.18444	0.50829
V145	0.00094	0.77847	0.21468	0.00591
V146	0.06162	0.01648	0.04273	0.87916
V147	0.92191	0.02775	0.01763	0.0327
V148	0.12353	0.06375	0.61601	0.19672
V149	0.25583	0.52659	0.21238	0.00521
V150	0.08066	0.22985	0.61896	0.07053
V151	0.19825	0.65463	0.0339	0.11322
V152	0.22982	0.45647	0.22501	0.0887
V153	0.09716	0.78271	0.0185	0.10163
V154	0.23725	0.46515	0.27141	0.02619
V155	0.48706	0.13119	0.29511	0.08663
V156	0.03085	0.12701	0.72563	0.11651
V157	0.30872	0.14241	0.33563	0.21324
V158	0.02857	0.00467	0.05013	0.91662
V159	0.89054	0.06917	0	0.04029
V160	0.708	0.00886	0.06643	0.21671
V161	0.21708	0.00943	0.03915	0.73433
V162	0.06255	0.30553	0.08934	0.54257
V163	0.09089	0.50929	0.17603	0.2238
V164	0.34675	0.30767	0.11236	0.23322
V165	0.00981	0.28461	0.00652	0.69906
V166	0.00932	0.10085	0.08354	0.80629
V167	0.36182	0.00348	0.01226	0.62243
V168	0.27874	0.59304	0.07782	0.05039
V169	0.19193	0.04967	0.04581	0.71259
