CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.1341	0.02514	0.67937	0.0453	0.04907	0.06702
V2	0.46025	0.10736	0.05896	0.10439	0.15851	0.11053
V3	0.26238	0.0499	0.19951	0.02925	0.06999	0.38897
V4	0.23207	0.34973	0.04747	0.09218	0.16077	0.11777
V5	0.06217	0.06444	0.00447	0.4847	0.34349	0.04072
V6	0.25927	0.02283	0.16765	0.06112	0.17793	0.3112
V7	0.09438	0.33123	0.02538	0.06372	0.42958	0.0557
V8	0.54063	0.05068	0.06812	0.1074	0.085	0.14818
V9	0.28292	0.13837	0.03961	0.20567	0.12258	0.21085
V10	0.38063	0.04374	0.08312	0.26017	0.12378	0.10855
V11	0.13775	0.59224	0.05596	0.04862	0.11258	0.05284
V12	0.27871	0.0245	0.09094	0.03274	0.07458	0.49853
V13	0.12739	0.41135	0.26674	0.0518	0.08801	0.05472
V14	0.10751	0.03894	0.02075	0.62739	0.15506	0.05035
V15	0.40108	0.07675	0.0452	0.11983	0.22915	0.12799
V16	0.11048	0.03039	0.02122	0.32989	0.37267	0.13535
V17	0.2634	0.03245	0.15815	0.02796	0.0644	0.45363
V18	0.55405	0.12101	0.07343	0.04667	0.07599	0.12885
V19	0.46337	0.05706	0.1875	0.04279	0.13148	0.1178
V20	0.48616	0.06237	0.11758	0.10782	0.08318	0.14289
V21	0.28297	0.03385	0.06249	0.03378	0.10162	0.48529
V22	0.19284	0.07	0.03106	0.10134	0.51233	0.09242
V23	0.09496	0.03401	0.29506	0.06418	0.45662	0.05518
V24	0.16718	0.03844	0.01955	0.13794	0.54276	0.09413
V25	0.37661	0.22694	0.04858	0.12336	0.1228	0.10172
V26	0.25919	0.04243	0.03712	0.05674	0.52333	0.0812
V27	0.24468	0.01674	0.17928	0.03402	0.0704	0.45488
V28	0.16048	0.2115	0.15715	0.18968	0.11901	0.16218
V29	0.13726	0.45563	0.1146	0.08265	0.09283	0.11703
V30	0.24256	0.17103	0.1241	0.03992	0.23271	0.18968
V31	0.50495	0.03334	0.19146	0.05197	0.06548	0.1528
V32	0.0719	0.03296	0.29972	0.41459	0.10894	0.0719
V33	0.23985	0.31873	0.21697	0.05044	0.07863	0.09538
V34	0.04921	0.02224	0.43462	0.06933	0.36585	0.05875
V35	0.0699	0.06669	0.16715	0.41614	0.2141	0.06603
V36	0.13796	0.38979	0.12654	0.0498	0.23072	0.06519
V37	0.10957	0.02036	0.63156	0.04786	0.0491	0.14154
V38	0.26323	0.0097	0.15261	0.02749	0.06352	0.48345
V39	0.4579	0.04804	0.05559	0.21662	0.09919	0.12265
V40	0.12881	0.39459	0.04327	0.14143	0.18838	0.10352
V41	0.53149	0.03268	0.08046	0.03703	0.07579	0.24255
V42	0.25077	0.02813	0.44966	0.0411	0.08816	0.14219
V43	0.2151	0.32324	0.04413	0.06134	0.25185	0.10433
V44	0.14387	0.59829	0.05178	0.04354	0.1011	0.06143
V45	0.35638	0.24712	0.0864	0.04824	0.09327	0.16859
V46	0.13594	0.02588	0.03639	0.23437	0.35196	0.21546
V47	0.12329	0.33934	0.03407	0.14177	0.27377	0.08775
V48	0.10867	0.47152	0.18309	0.0428	0.14695	0.04697
V49	0.1342	0.57208	0.04793	0.04415	0.14969	0.05195
V50	0.06336	0.02437	0.24053	0.06415	0.51235	0.09524
V51	0.03724	0.03456	0.01053	0.07682	0.78613	0.05471
V52	0.11329	0.42506	0.23162	0.064	0.11004	0.056
V53	0.15648	0.03235	0.09572	0.08028	0.57049	0.06469
V54	0.1176	0.10937	0.47106	0.07536	0.12446	0.10215
V55	0.043	0.06243	0.11035	0.08425	0.64794	0.05203
V56	0.05694	0.04663	0.62905	0.1281	0.0917	0.04758
V57	0.21409	0.27595	0.07598	0.03582	0.17403	0.22413
V58	0.07505	0.02292	0.71036	0.05884	0.04991	0.08293
V59	0.09144	0.03214	0.00431	0.6482	0.18024	0.04367
V60	0.40199	0.03034	0.04719	0.31102	0.11145	0.09801
V61	0.31113	0.10858	0.05161	0.14127	0.13208	0.25533
V62	0.41206	0.04402	0.10524	0.11558	0.14572	0.17738
V63	0.17445	0.37798	0.05408	0.08536	0.10319	0.20494
V64	0.04753	0.11788	0.01262	0.06548	0.70474	0.05176
V65	0.42786	0.1136	0.07788	0.0488	0.10537	0.22648
V66	0.38456	0.04742	0.13808	0.05913	0.26735	0.10346
V67	0.13378	0.12871	0.27025	0.20172	0.09238	0.17316
V68	0.60563	0.04094	0.07559	0.06533	0.07384	0.13867
V69	0.46255	0.04108	0.06363	0.03433	0.08921	0.3092
V70	0.08445	0.0283	0.19781	0.46367	0.17673	0.04904
V71	0.1217	0.21731	0.05283	0.11552	0.34759	0.14505
V72	0.44743	0.10971	0.11024	0.05167	0.11748	0.16348
V73	0.09823	0.02277	0.08885	0.57393	0.16594	0.05028
V74	0.07046	0.14307	0.02072	0.57089	0.15767	0.03719
V75	0.12321	0.59938	0.04236	0.05943	0.12551	0.05011
V76	0.06527	0.01814	0.59704	0.07112	0.19192	0.0565
V77	0.14515	0.12718	0.10458	0.40514	0.12441	0.09354
V78	0.40623	0.10748	0.09223	0.11739	0.09404	0.18264
V79	0.19314	0.39044	0.05971	0.0321	0.08483	0.23979
V80	0.18442	0.40981	0.05189	0.03902	0.09866	0.21619
V81	0.51787	0.09935	0.11628	0.04668	0.08443	0.13539
V82	0.11956	0.54584	0.04418	0.07034	0.16408	0.056
V83	0.17231	0.13668	0.04282	0.31329	0.22585	0.10906
V84	0.30176	0.0332	0.10424	0.32629	0.13048	0.10403
V85	0.58208	0.03943	0.12763	0.04748	0.0686	0.13479
V86	0.26396	0.04079	0.13727	0.23322	0.10465	0.22011
V87	0.06651	0.03791	0.02471	0.66173	0.16039	0.04875
V88	0.16454	0.03865	0.03017	0.38576	0.16317	0.21772
V89	0.16379	0.13405	0.37289	0.04002	0.06147	0.22777
V90	0.14002	0.4738	0.13363	0.04719	0.13699	0.06838
V91	0.0727	0.03926	0.04887	0.13823	0.63476	0.06619
V92	0.0494	0.08673	0.01897	0.07156	0.71059	0.06275
V93	0.24245	0.0651	0.04463	0.10414	0.27233	0.27136
V94	0.05814	0.02715	0.23292	0.5153	0.12653	0.03995
V95	0.04315	0.03309	0.27411	0.14101	0.46226	0.04638
V96	0.13912	0.29074	0.04448	0.07352	0.30445	0.14769
V97	0.03706	0.04128	0.0169	0.11586	0.74084	0.04807
V98	0.0841	0.08445	0.01315	0.5557	0.21678	0.04583
V99	0.06212	0.03868	0.00905	0.68136	0.17026	0.03853
V100	0.06668	0.02539	0.40049	0.23491	0.19699	0.07554
V101	0.08891	0.28331	0.37416	0.10968	0.08598	0.05797
V102	0.5674	0.04556	0.13998	0.04742	0.06791	0.13173
V103	0.48126	0.0495	0.06618	0.14701	0.12337	0.13268
V104	0.08136	0.02008	0.19655	0.50911	0.13987	0.05303
V105	0.27553	0.0101	0.11229	0.02674	0.06554	0.5098
V106	0.1444	0.01066	0.50545	0.03588	0.05739	0.24621
V107	0.14823	0.45985	0.21182	0.04051	0.08603	0.05357
V108	0.22346	0.03608	0.07247	0.03941	0.22577	0.40281
V109	0.23699	0.01975	0.05509	0.03165	0.21065	0.44588
V110	0.10364	0.13837	0.57667	0.04186	0.06372	0.07573
V111	0.05782	0.03116	0.72873	0.06116	0.06553	0.0556
V112	0.10249	0.26423	0.01562	0.42593	0.14616	0.04557
V113	0.07498	0.08834	0.53103	0.07419	0.173	0.05846
V114	0.1608	0.01786	0.54448	0.1459	0.06351	0.06744
V115	0.3776	0.06933	0.06516	0.05577	0.17154	0.26059
V116	0.59647	0.04024	0.07414	0.07707	0.07541	0.13667
V117	0.41252	0.04194	0.04488	0.11085	0.28243	0.10738
V118	0.12008	0.48604	0.11857	0.06456	0.14644	0.06432
V119	0.13037	0.57107	0.0536	0.06821	0.10734	0.06941
V120	0.13735	0.17322	0.10506	0.32501	0.18636	0.073
V121	0.32472	0.02493	0.05152	0.21305	0.0911	0.29468
V122	0.26502	0.04259	0.03082	0.43305	0.15598	0.07254
V123	0.34287	0.02711	0.05135	0.06667	0.17955	0.33244
V124	0.04865	0.02718	0.26107	0.06841	0.54042	0.05425
