cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.55726	0.01019	0.1681	0.26446
V2	0.14565	0.08219	0.06008	0.71208
V3	0.05669	0.62855	0.01573	0.29903
V4	0.859	0.12153	0	0.01947
V5	0.1081	0.47553	0.25928	0.15708
V6	0.07664	0.88452	0.01936	0.01948
V7	0.14374	0.34667	0.08462	0.42496
V8	0.12355	0.01917	0.82914	0.02813
V9	0.23539	0.22055	0.04115	0.50291
V10	0.01878	0.02275	0.91304	0.04543
V11	0.2083	0.34537	0.44089	0.00544
V12	0.0282	0.59019	0.36947	0.01214
V13	0.26053	0.71579	0.00446	0.01922
V14	0.07189	0.91316	0.00823	0.00672
V15	0.11828	0.61312	0.11615	0.15245
V16	0.9101	0.04888	0.0149	0.02612
V17	0.08634	0.88161	0.01252	0.01953
V18	0.58327	0.3456	0.03724	0.03389
V19	0.15621	0.82537	0.00586	0.01257
V20	0.16415	0.45889	0.02228	0.35468
V21	0.12366	0.04393	0.80452	0.02789
V22	0.02135	0.08165	0.2182	0.6788
V23	0.37961	0.03681	0.57774	0.00583
V24	0.9174	0.0509	0.03016	0.00154
V25	0.35275	0.21836	0.12845	0.30044
V26	0.40062	0.38252	0.01741	0.19944
V27	0.10079	0.06223	0.03675	0.80023
V28	0.00727	0.07648	0.91464	0.00162
V29	0.44069	0.02367	0.50902	0.02663
V30	0.09651	0.18987	0.29192	0.42169
V31	0.2026	0.16674	0.31191	0.31876
V32	0.08465	0.03865	0.05057	0.82614
V33	0.04434	0.49544	0.36769	0.09253
V34	0.12312	0.03022	0.81872	0.02793
V35	0.15895	0.74043	0.07412	0.02651
V36	0.00981	0.03122	0.50144	0.45753
V37	0.55687	0.05865	0.09325	0.29124
V38	0.42589	0.00657	0.17492	0.39262
V39	0.16424	0.57801	0.12558	0.13218
V40	0.10059	0.82662	0.07173	0.00106
V41	0.01279	0.6861	0.04531	0.25581
V42	0.21841	0.0248	0.21781	0.53898
V43	0.12834	0.32155	0.52272	0.02739
V44	0.0144	0.05373	0.77469	0.15718
V45	0.09633	0.60345	0.21847	0.08175
V46	0.80506	0.07492	0.11425	0.00577
V47	0.46518	0.171	0.32031	0.04352
V48	0.80495	0.17372	0.00228	0.01905
V49	0.74252	0.18378	0	0.0737
V50	0.06831	0.84898	0.07681	0.0059
V51	0.31783	0.39725	0.25804	0.02688
V52	0.02473	0.09073	0.85614	0.0284
V53	0.72861	0.12581	0.14451	0.00106
V54	0.43395	0.17567	0.37156	0.01882
V55	0.21268	0.10574	0.25299	0.42859
V56	0.05074	0.02671	0.10658	0.81597
V57	0.09637	0.87155	0.0196	0.01248
V58	0.64591	0.01206	0.04121	0.30083
V59	0.44659	0.41003	0.10034	0.04304
V60	0.12957	0.12579	0.34763	0.397
V61	0.81991	0.09881	0.00776	0.07351
V62	0.88431	0.0423	0.0613	0.01209
V63	0.02163	0.84761	0.11148	0.01928
V64	0.0158	0.86403	0.00251	0.11767
V65	0.02514	0.02083	0.12826	0.82576
V66	0.21186	0.71175	0.01698	0.05942
V67	0.15116	0.31206	0.52481	0.01197
V68	0.15604	0.13608	0.03343	0.67445
V69	0.02459	0.28592	0.64484	0.04465
