B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.568	0	0.1754	0.2566
V2	0.18779	0.08215	0.07455	0.65551
V3	0.06752	0.62493	0.02938	0.27816
V4	0.86167	0.09721	0	0.04112
V5	0.11218	0.47575	0.27303	0.13903
V6	0.09007	0.838	0.04735	0.02458
V7	0.16108	0.36525	0.10276	0.37091
V8	0.12664	0.02554	0.81058	0.03724
V9	0.26501	0.23899	0.04704	0.44896
V10	0.0084	0.03044	0.90369	0.05747
V11	0.20681	0.36068	0.43251	0
V12	0.02598	0.58162	0.38733	0.00508
V13	0.282	0.68164	0.0179	0.01846
V14	0.08368	0.87983	0.02928	0.00721
V15	0.12845	0.58802	0.14548	0.13805
V16	0.88773	0.03306	0.01943	0.05978
V17	0.10073	0.83898	0.03582	0.02446
V18	0.57439	0.33723	0.04864	0.03975
V19	0.17479	0.7888	0.02322	0.01319
V20	0.18358	0.46571	0.03057	0.32015
V21	0.1269	0.08029	0.75946	0.03335
V22	0.02839	0.09626	0.24101	0.63433
V23	0.38099	0.05411	0.55882	0.00607
V24	0.94069	0.02467	0.03464	0
V25	0.35523	0.23906	0.14059	0.26511
V26	0.40781	0.3834	0.02087	0.18792
V27	0.14703	0.05055	0.04352	0.75891
V28	0	0.07735	0.92265	0
V29	0.44019	0.03707	0.49075	0.03199
V30	0.10778	0.22918	0.29869	0.36436
V31	0.21078	0.20331	0.30948	0.27643
V32	0.1304	0.01582	0.07047	0.78331
V33	0.04355	0.50134	0.37311	0.082
V34	0.12656	0.05952	0.77883	0.03509
V35	0.17393	0.69504	0.10745	0.02358
V36	5e-04	0.04944	0.51506	0.435
V37	0.55976	0.06183	0.10342	0.27499
V38	0.45483	0	0.17652	0.36865
V39	0.17408	0.55431	0.15189	0.11972
V40	0.10574	0.79247	0.10179	0
V41	0.00618	0.6801	0.0749	0.23882
V42	0.25358	0.01992	0.23415	0.49236
V43	0.13127	0.35101	0.5001	0.01762
V44	0.00052	0.10003	0.74872	0.15073
V45	0.10352	0.57914	0.24285	0.0745
V46	0.79926	0.06918	0.12153	0.01003
V47	0.44759	0.19511	0.31424	0.04306
V48	0.80613	0.1583	0	0.03557
V49	0.73799	0.17173	0	0.09028
V50	0.07858	0.8067	0.11472	0
V51	0.31538	0.39979	0.26779	0.01703
V52	0.01433	0.13763	0.81079	0.03725
V53	0.7333	0.11771	0.14899	0
V54	0.42366	0.19975	0.36384	0.01275
V55	0.23069	0.13311	0.26112	0.37507
V56	0.0893	1e-04	0.12924	0.78136
V57	0.11215	0.8277	0.04735	0.01281
V58	0.66821	0	0.03319	0.2986
V59	0.43751	0.40148	0.11871	0.04231
V60	0.14207	0.16478	0.34776	0.34539
V61	0.80588	0.09566	0.00207	0.0964
V62	0.86927	0.02923	0.06733	0.03417
V63	0.02297	0.80367	0.15389	0.01948
V64	0.01843	0.85686	0.00883	0.11588
V65	0.04548	0	0.13906	0.81546
V66	0.23016	0.67375	0.03605	0.06004
V67	0.15343	0.33991	0.50666	0
V68	0.19714	0.14555	0.03645	0.62085
V69	0.01678	0.32933	0.61389	0.03999
V70	0.54123	0.15172	0.18691	0.12013
V71	0.17744	0.07832	0.39769	0.34656
V72	0.57941	0.15438	0.10088	0.16533
V73	0.16132	0.60073	0.16315	0.0748
V74	0.04602	0.23921	0.71477	0
V75	0.71184	0	0.18923	0.09893
V76	0	0.18511	0.21952	0.59537
V77	0.06045	0.3022	0.01928	0.61807
V78	0.32653	0.11564	0.20406	0.35377
V79	0	0.12543	0.79374	0.08083
V80	0.35651	0.02749	0.53455	0.08144
V81	0.05088	0.18534	0.76378	0
V82	0	0.09853	0.88583	0.01564
V83	0.16544	0.17945	0.09848	0.55662
V84	0.42081	0.03641	0.18039	0.36239
V85	0.10898	0.32928	0.4123	0.14945
V86	0.03684	0.07745	0.83765	0.04807
V87	0.04377	0.80694	0.08743	0.06186
V88	0.18834	0.05957	0.29731	0.45479
V89	0.04182	0.00858	0.24369	0.70591
V90	0.0393	0.85573	0.09	0.01497
V91	0.04017	0.71899	0.21727	0.02357
V92	0.46416	0.02336	0.38359	0.12889
V93	0.88683	0	0	0.11317
V94	0.02541	0.46516	0.04186	0.46758
V95	0.26434	0.43025	0.17409	0.13132
V96	0.11726	0.09833	0.05155	0.73286
V97	0.68457	0.10438	0.2064	0.00465
V98	0.69852	0.27995	0	0.02153
V99	0.79752	0.04362	0.14626	0.0126
V100	0.0706	0.05371	0.84323	0.03246
V101	0.07613	0.06173	0.01096	0.85118
V102	0.91159	0.04486	0.00026	0.04329
V103	0.03491	0.04295	0.13411	0.78804
V104	0.04704	0.90619	0.03355	0.01321
V105	0.07359	0.87909	0.0414	0.00592
V106	0.12342	0.51303	0.33693	0.02662
V107	0.18589	0.21905	0.55473	0.04034
V108	0.1578	0.72654	0.11566	0
V109	0.00123	0.18441	0.60717	0.20719
V110	0.06894	0.83809	0.0688	0.02417
V111	0.90756	0	0.06553	0.02691
V112	0.13975	0.07232	0.45126	0.33667
V113	0.21561	0.10774	0.20441	0.47224
V114	0.28568	0.03482	0.10719	0.5723
V115	0.00877	0.73497	0.25516	0.0011
