CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.18417	0	0.79896	0	0.01124	0.00563
V2	0.50208	0.09629	0.03943	0.10294	0.18525	0.07402
V3	0.32974	0.02525	0.26671	0	0.00082	0.37749
V4	0.29704	0.39765	0	0.1095	0.13424	0.06158
V5	0.10078	0	0	0.5249	0.37433	0
V6	0.30366	0	0.21173	0	0.20689	0.27772
V7	0.14144	0.34479	0	0.01184	0.50193	0
V8	0.58677	0.03238	0.06926	0.12033	0.07285	0.11841
V9	0.35303	0.12491	0	0.24334	0.11534	0.16337
V10	0.43543	0	0.06369	0.28891	0.15665	0.05532
V11	0.19814	0.72902	0	0.07284	0	0
V12	0.35191	0.00551	0.11183	0	0	0.53075
V13	0.20691	0.4497	0.27348	0.0241	0.04581	0
V14	0.14089	0	0	0.73761	0.1215	0
V15	0.44333	0.04929	0.01988	0.10026	0.29768	0.08956
V16	0.15169	0	0	0.31625	0.47264	0.05942
V17	0.32942	0.01149	0.20003	0	0	0.45906
V18	0.6	0.12859	0.07185	0.04978	0.05425	0.09552
V19	0.4961	0.03033	0.22094	0	0.16821	0.08442
V20	0.53324	0.04211	0.12926	0.10617	0.08028	0.10893
V21	0.35358	0.0228	0.07735	0	0.03057	0.5157
V22	0.23345	0.01866	0	0.01202	0.69413	0.04173
V23	0.13218	0	0.31619	0	0.55162	0
V24	0.19455	0	0	0.04487	0.72217	0.03841
V25	0.43548	0.24243	0.00604	0.14843	0.11349	0.05413
V26	0.27907	0	0.00599	0	0.68254	0.03241
V27	0.30362	0	0.24263	0	0	0.45375
V28	0.24391	0.19939	0.14303	0.1963	0.11321	0.10415
V29	0.22037	0.53647	0.06506	0.10748	0.01536	0.05526
V30	0.29806	0.16605	0.12424	0	0.26519	0.14646
V31	0.54515	0.0061	0.23921	0.01397	0.07225	0.12333
V32	0.13591	0	0.31278	0.4109	0.1404	0
V33	0.31117	0.34405	0.22669	0.03126	0.04258	0.04424
V34	0.09013	0	0.48135	0	0.42852	0
V35	0.14944	0	0.13766	0.43601	0.27689	0
V36	0.20862	0.42287	0.0849	0.01909	0.25634	0.00818
V37	0.16438	0	0.75682	0	0.00238	0.07642
V38	0.31552	0	0.19372	0	0	0.49077
V39	0.50724	0.01896	0.02958	0.25841	0.10672	0.0791
V40	0.20114	0.44412	0	0.1694	0.15077	0.03457
V41	0.57858	0.02076	0.1013	0.02273	0.05281	0.22382
V42	0.29047	0	0.54615	0	0.07286	0.09051
V43	0.27599	0.35112	0	0.04355	0.27906	0.05027
V44	0.20081	0.7421	0	0.05708	0	0
V45	0.41795	0.28106	0.06831	0.04402	0.06032	0.12833
V46	0.17915	0	0.00089	0.1952	0.46872	0.15604
V47	0.1883	0.36055	0	0.14374	0.28603	0.02138
V48	0.17932	0.53176	0.15155	0.0235	0.11387	0
V49	0.19962	0.69579	0	0.07396	0.03063	0
V50	0.0971	0	0.2526	0	0.62044	0.02987
V51	0.04518	0	0	0	0.95482	0
V52	0.19082	0.46943	0.22171	0.04463	0.07341	0
V53	0.17849	0	0.07357	0	0.73837	0.00957
V54	0.20326	0.05208	0.55418	0	0.14388	0.04661
V55	0.08853	0	0.07652	0	0.83495	0
V56	0.12964	0	0.72377	0.0015	0.1451	0
V57	0.28123	0.3108	0.04458	0.00668	0.16824	0.18847
V58	0.13432	0	0.83508	0	0.01227	0.01833
V59	0.11019	0	0	0.75299	0.13682	0
V60	0.44422	0	0.01521	0.35452	0.14492	0.04114
V61	0.37957	0.09518	0.02629	0.14958	0.13152	0.21786
V62	0.45229	0.01719	0.10823	0.09842	0.18413	0.13975
V63	0.24944	0.45226	0	0.11223	0.0263	0.15977
V64	0.08586	0.05598	0	0	0.85816	0
V65	0.48691	0.11302	0.07907	0.03164	0.09421	0.19514
V66	0.42111	0.00532	0.14944	0	0.36302	0.06111
V67	0.21897	0.08753	0.303	0.18434	0.08975	0.11641
V68	0.64671	0.02715	0.08955	0.06835	0.05547	0.11277
V69	0.5182	0.03221	0.07532	0.01761	0.05805	0.2986
V70	0.12718	0	0.17299	0.46792	0.23191	0
V71	0.1856	0.20665	0	0.07347	0.44443	0.08985
V72	0.4965	0.10256	0.118	0.02706	0.1269	0.12898
V73	0.13315	0	0.02345	0.63343	0.20997	0
V74	0.1333	0.07544	0	0.70289	0.08836	0
V75	0.17678	0.73567	0	0.08755	0	0
V76	0.11207	0	0.68116	0	0.20678	0
V77	0.24042	0.07239	0.05342	0.47874	0.14018	0.01486
V78	0.4651	0.09486	0.08814	0.12462	0.08231	0.14497
V79	0.26999	0.48297	0.00547	0.03684	0	0.20474
V80	0.25964	0.50627	0	0.05496	0.00331	0.17582
V81	0.56045	0.09509	0.13231	0.03548	0.07358	0.10309
V82	0.18654	0.6523	0	0.10283	0.05832	0
V83	0.24753	0.09495	0	0.35404	0.26263	0.04085
V84	0.35013	0	0.08218	0.35017	0.17696	0.04054
V85	0.62029	0.02358	0.15717	0.03286	0.05625	0.10984
V86	0.32812	0	0.14034	0.24551	0.11753	0.16851
V87	0.09635	0	0	0.77758	0.12607	0
V88	0.22675	0	0	0.45448	0.1699	0.14888
V89	0.24249	0.10608	0.45973	0	0.01113	0.18057
V90	0.21788	0.55089	0.08615	0.04722	0.09106	0.00681
V91	0.10666	0	0.00131	0.0194	0.86667	0.00597
V92	0.09556	0.01486	0	0	0.88958	0
V93	0.2995	0.03385	0.02023	0.0589	0.3538	0.23372
V94	0.09932	0	0.2088	0.52745	0.16443	0
V95	0.08562	0	0.27683	0.00837	0.62917	0
V96	0.20099	0.30748	0	0.03708	0.3618	0.09265
V97	0.05328	0	0	0	0.94672	0
V98	0.14372	0.00014	0	0.66505	0.19108	0
V99	0.08257	0	0	0.80367	0.11376	0
V100	0.12397	0	0.4474	0.14677	0.273	0.00886
V101	0.18056	0.26258	0.41035	0.06313	0.08339	0
V102	0.60973	0.02798	0.17147	0.02502	0.05939	0.10641
V103	0.52631	0.02379	0.05235	0.15678	0.14446	0.09632
V104	0.12284	0	0.16516	0.5249	0.1871	0
V105	0.33372	0	0.13212	0	0	0.53416
V106	0.18831	0	0.62455	0	0	0.18713
V107	0.2251	0.52431	0.19742	0.02711	0.02605	0
V108	0.28048	0.00754	0.08203	0	0.23723	0.39271
V109	0.28859	0	0.06374	0	0.20209	0.44558
V110	0.19732	0.07655	0.68514	0	0.02676	0.01423
V111	0.1176	0	0.84483	0	0.03757	0
V112	0.16187	0.24543	0	0.52669	0.06602	0
V113	0.16708	0.0113	0.62018	0	0.20065	0.00078
V114	0.20892	0	0.63482	0.04172	0.10313	0.0114
V115	0.42959	0.05652	0.06154	0.02557	0.19407	0.23272
V116	0.63812	0.02519	0.08423	0.08379	0.05848	0.11019
V117	0.44826	0.0015	0.02561	0.06965	0.39026	0.06472
V118	0.20059	0.56449	0.0599	0.07372	0.1013	0
V119	0.19938	0.70248	0	0.09814	0	0
V120	0.22412	0.1343	0.05207	0.36255	0.22696	0
V121	0.3878	0	0.03106	0.24885	0.07077	0.26152
V122	0.31587	0	0	0.50687	0.17726	0
V123	0.40293	0.0017	0.0488	0.0304	0.20363	0.31254
V124	0.08	0	0.26912	0	0.65088	0
V125	0.18933	0.07165	0.63174	0	0.07147	0.0358
V126	0.30816	0.22997	0.08992	0.01396	0	0.35799
V127	0.14324	0	0.76113	0	0.09563	0
V128	0.35144	0.20279	0.09872	0.15026	0.15786	0.03892
V129	0.12737	0	0.79501	0	0.07761	0
V130	0.45305	0.10141	0.01464	0.24121	0.12952	0.06017
V131	0.11625	0	0.00393	0	0.80122	0.0786
V132	0.18524	0.36038	0.35937	0	0.09501	0
V133	0.19573	0.11303	0.52886	0.01938	0.143	0
V134	0.27129	0.5456	0	0.06519	0.09754	0.02038
V135	0.17168	0	0.70585	0	0.05871	0.06376
V136	0.24277	0.59589	0.03406	0.06987	0.05741	0
V137	0.17178	0.08033	0.51849	0	0.22939	0
V138	0.23959	0	0.0105	0.33049	0.204	0.21542
V139	0.19253	0.00455	0.16039	0	0.46472	0.17781
V140	0.48765	0.19743	0.07344	0.09928	0.06496	0.07723
V141	0.30826	0.20096	0.10466	0.23217	0.13079	0.02315
V142	0.25824	0.60075	0	0.11497	0	0.02603
V143	0.1924	0	0.60051	0	0.18907	0.01803
V144	0.31746	0.14224	0.04662	0.11766	0.02202	0.354
V145	0.08829	0	0	0.79699	0.11472	0
V146	0.16812	0	0.05931	0	0.72245	0.05012
V147	0.45495	0.06126	0.16693	0.04729	0.04347	0.22609
V148	0.17758	0.08702	0.72094	0	0.01447	0
V149	0.27207	0.43374	0	0.05418	0	0.24001
V150	0.07632	0	0	0.79025	0.13343	0
V151	0.29447	0.35733	0.01005	0.03694	0.01686	0.28436
