Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.01791	0.0431	0	0.00234	0.11266	0.00415	0.02117	0	0.01946	0.77923
V2	0.6125	0.0197	0.04763	0	0.02909	0.24092	0.05007	8e-05	0	0
V3	0.1136	0.10324	0.07847	0.00809	0.38915	0.01443	0.10337	0.09844	0.02762	0.0636
V4	0.0099	0.09863	0.02618	0	0.03766	0.0862	0.01827	0.00695	0.47707	0.23913
V5	0.01223	0.12201	0.00497	0.0563	0	0.06504	0.02543	0	0.01552	0.69848
V6	0.00897	0.13581	0.15692	0.01827	0.53249	0.03203	0.00874	0.03493	0.01933	0.05251
V7	0	0.57469	0	0.01296	0.24343	0.0095	0.07502	0.04214	0.02715	0.0151
V8	0.00051	0.62096	0.04048	0.01499	0.00675	0.02339	0.03866	0.19981	0.04927	0.00519
V9	0.01893	0	0.08821	0.10384	0.03655	0.02143	0.27034	0.38855	0.04809	0.02406
V10	0	0.14834	0	0	0.60381	0.06869	0.02382	0.09138	0.0143	0.04966
V11	0.00863	0.60941	0.00123	0.01012	0.00703	0.04882	0.03867	0.18141	0.07727	0.01739
V12	0.04747	0.0352	0.1758	0.40049	0.02195	0	0.10148	0	0.01944	0.19817
V13	0.09811	0.01302	0.11648	0.0107	0.05007	0.1201	0.44556	0.00313	0.10581	0.03702
V14	0.07863	0.47798	0.13026	0.06295	0.03038	0.04701	0.14057	0	0.02919	0.00303
V15	0.30117	0.017	0.15481	0.44315	0.01572	0.01637	0.03025	0.00077	0.02077	0
V16	0.05312	0.06904	0.22267	0.4535	0.02585	0.04765	0.00306	0	0.106	0.01912
V17	0.01623	0.13879	0	0	0	0.07293	0.05242	0.00094	0.0229	0.69579
V18	0.08871	0.07743	0.04973	0.22071	0	0.00779	0.01034	0	0.01554	0.52976
V19	0.00579	0	0	0.04101	0	0.07762	0.0239	0.00243	0.0125	0.83674
V20	0	0.2415	0.00246	0.01884	0.01214	0	0.54799	0.03	0.01799	0.12907
