CD56NK	CD4MemoryT	CD19B	CD14
V1	0.54855	0	0.14624	0.30521
V2	0.13271	0.04499	0.03578	0.78652
V3	0.05484	0.56168	0.00753	0.37595
V4	0.89452	0.08131	0	0.02417
V5	0.11507	0.43107	0.25111	0.20275
V6	0.08427	0.87202	0.01737	0.02635
V7	0.14143	0.29136	0.0698	0.49741
V8	0.1428	0	0.81674	0.04047
V9	0.22898	0.17195	0.0268	0.57227
V10	0.016	0.00085	0.91728	0.06587
V11	0.23635	0.32006	0.43807	0.00552
V12	0.02664	0.57633	0.38126	0.01577
V13	0.29904	0.67206	0.00358	0.02532
V14	0.07576	0.91295	0.00484	0.00645
V15	0.12561	0.56151	0.11422	0.19866
V16	0.93081	0.01991	0.01597	0.03332
V17	0.09581	0.86795	0.00987	0.02637
V18	0.61935	0.29932	0.03628	0.04506
V19	0.17939	0.80093	0.00369	0.01599
V20	0.16635	0.39544	0.01348	0.42473
V21	0.14308	0.02153	0.79529	0.04011
V22	0.01367	0.04759	0.17256	0.76618
V23	0.42145	0.01359	0.55857	0.00638
V24	0.96126	0.01243	0.02608	0.00023
V25	0.35522	0.17654	0.11556	0.35267
V26	0.41373	0.3275	0.01377	0.245
V27	0.08323	0.02241	0.01019	0.88417
V28	0.00203	0.01526	0.98165	0.00106
V29	0.47675	0.00518	0.48181	0.03627
V30	0.09673	0.15135	0.25603	0.49589
V31	0.20901	0.13333	0.27983	0.37783
V32	0.06371	0.00431	0.01905	0.91293
V33	0.04505	0.46434	0.36508	0.12553
V34	0.14225	0.00868	0.80897	0.0401
V35	0.18222	0.70467	0.0758	0.03732
V36	0.00557	0.00954	0.43577	0.54912
V37	0.54721	0.0354	0.08144	0.33595
V38	0.41243	0	0.14482	0.44276
V39	0.17798	0.52571	0.12352	0.17279
V40	0.11073	0.81795	0.07132	0
V41	0.00781	0.62607	0.03608	0.33004
V42	0.21034	0.00575	0.17788	0.60602
V43	0.14458	0.30045	0.516	0.03897
V44	0.01394	0.03513	0.73887	0.21206
V45	0.10552	0.56558	0.2179	0.111
V46	0.84273	0.04202	0.10974	0.00551
V47	0.49684	0.13819	0.30735	0.05761
V48	0.84018	0.13217	0.00406	0.02358
V49	0.76133	0.14449	0	0.09418
V50	0.07354	0.84073	0.08014	0.00559
V51	0.35098	0.35952	0.25264	0.03686
V52	0.02541	0.06577	0.86723	0.04159
V53	0.77426	0.08631	0.13943	0
V54	0.47202	0.14289	0.35946	0.02562
V55	0.21155	0.0751	0.21845	0.4949
V56	0.03405	0	0.06274	0.90321
V57	0.10858	0.8579	0.01761	0.01591
V58	0.62251	0	0.03211	0.34539
V59	0.47727	0.36539	0.10029	0.05705
V60	0.12941	0.09564	0.30734	0.46761
V61	0.83142	0.06664	0.00871	0.09324
V62	0.91165	0.01397	0.05982	0.01456
V63	0.01828	0.83892	0.11642	0.02638
V64	0.00907	0.82775	0	0.16318
