mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.24949	0.22932	0.2554	0.15694	0.10885
V2	0.05793	0.6904	0.11047	0.08795	0.05325
V3	0.04705	0.15536	0.3942	0.36056	0.04283
V4	0.01531	0.14074	0.26374	0.08008	0.50013
V5	0.0273	0.09681	0.09781	0.12566	0.65242
V6	0.2523	0.15514	0.26764	0.22823	0.09669
V7	0.00527	0.18419	0.41095	0.09441	0.30518
V8	0	0.21476	0.67678	0.09196	0.01649
V9	0.04758	0.11135	0.25716	0.53306	0.05085
V10	0.32442	0.1905	0.40327	0.05002	0.03179
V11	0.04158	0.12382	0.14126	0.09227	0.60107
V12	0.07051	0.12837	0.23475	0.29112	0.27526
V13	0.121	0.11968	0.06734	0.40506	0.28693
V14	0.13723	0.08018	0.0953	0.57591	0.11139
V15	0.03346	0.06466	0.02628	0.79647	0.07914
V16	0.44274	0.14826	0.04091	0.32415	0.04394
V17	0.07318	0.29551	0.05794	0.08761	0.48577
V18	0.06917	0.41815	0.27019	0.20803	0.03446
V19	0.04275	0.09265	0.03475	0.14318	0.68668
V20	0	0.18313	0.58732	0.20055	0.029
V21	0.02532	0.31217	0.16978	0.17426	0.31846
V22	0.61437	0.1816	0.09187	0.06966	0.0425
V23	0.08387	0.10482	0.05713	0.15923	0.59494
V24	0.38501	0.20073	0.05335	0.09312	0.2678
V25	0.03476	0.09443	0.04546	0.4177	0.40765
V26	0.38242	0.26715	0.09423	0.0886	0.16759
V27	0.10465	0.49106	0.2196	0.0461	0.13859
V28	0.02877	0.15234	0.21233	0.53758	0.06898
V29	0.00545	0.11454	0.31537	0.51044	0.0542
V30	0.5682	0.19209	0.05766	0.08717	0.09488
V31	0.34837	0.20502	0.04468	0.24754	0.15438
V32	0.70402	0.11385	0.03581	0.08389	0.06243
V33	0.03487	0.25144	0.05659	0.13958	0.51752
