CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.1311	0.01823	0.71287	0.05004	0.0335	0.05425
V2	0.41852	0.11301	0.06201	0.12789	0.17634	0.10222
V3	0.23934	0.0598	0.23119	0.04201	0.06883	0.35883
V4	0.21187	0.35414	0.04421	0.1168	0.16996	0.10302
V5	0.06867	0.05078	0	0.52856	0.32768	0.02431
V6	0.24231	0.02424	0.18159	0.07593	0.20152	0.27441
V7	0.09943	0.3137	0	0.06931	0.47366	0.0439
V8	0.49824	0.05611	0.08349	0.13637	0.08645	0.13933
V9	0.25616	0.14355	0.04115	0.25297	0.11996	0.18622
V10	0.34492	0.04276	0.08124	0.31446	0.12026	0.09636
V11	0.12517	0.59969	0.05266	0.06835	0.10533	0.04881
V12	0.25612	0.0354	0.1225	0.04923	0.07448	0.46228
V13	0.11902	0.41797	0.26538	0.06883	0.0796	0.04921
V14	0.10684	0.03038	0	0.70602	0.12155	0.03521
V15	0.36469	0.07679	0.04135	0.14352	0.25932	0.11434
V16	0.11307	0.0196	0	0.37014	0.3916	0.10559
V17	0.24174	0.04291	0.1932	0.04191	0.06359	0.41666
V18	0.51033	0.13433	0.09167	0.06156	0.07913	0.12299
V19	0.42635	0.05997	0.20443	0.05073	0.14959	0.10893
V20	0.44606	0.06789	0.13379	0.13582	0.08311	0.13333
V21	0.25941	0.04512	0.08887	0.04961	0.10996	0.44703
V22	0.18623	0.05635	0.00028	0.106	0.57931	0.07183
V23	0.10623	0.0171	0.26289	0.06045	0.51598	0.03736
V24	0.16195	0.02304	0	0.14346	0.6006	0.07095
V25	0.34049	0.23623	0.04994	0.15491	0.12553	0.0929
V26	0.24394	0.02832	0.0082	0.05261	0.60354	0.06339
V27	0.2255	0.02485	0.21368	0.04913	0.06962	0.41723
V28	0.15043	0.21331	0.15368	0.23015	0.11096	0.14148
V29	0.12485	0.46548	0.11454	0.10921	0.08271	0.10321
V30	0.22468	0.17501	0.12179	0.0484	0.26304	0.16708
V31	0.46847	0.0374	0.21938	0.06511	0.0662	0.14344
V32	0.07759	0.02508	0.28047	0.48168	0.08032	0.05486
V33	0.219	0.33038	0.22439	0.06739	0.0722	0.08665
V34	0.06464	0.00634	0.40932	0.06959	0.40931	0.04079
V35	0.0774	0.05746	0.13963	0.47484	0.20168	0.049
V36	0.13174	0.38619	0.1125	0.06222	0.25095	0.0564
V37	0.10918	0.0146	0.66256	0.05513	0.03537	0.12317
V38	0.24141	0.01906	0.18886	0.04114	0.06199	0.44755
V39	0.41366	0.05035	0.06058	0.26725	0.09555	0.11261
V40	0.12327	0.39161	0.03249	0.17138	0.19419	0.08706
V41	0.49466	0.04002	0.10538	0.04961	0.08074	0.2296
V42	0.23508	0.02614	0.47757	0.04782	0.08608	0.1273
V43	0.19959	0.32174	0.03258	0.07557	0.27976	0.09075
V44	0.13143	0.60648	0.05025	0.06306	0.09289	0.0559
V45	0.32246	0.26345	0.09836	0.0663	0.09395	0.15549
V46	0.13476	0.01851	0.01717	0.26766	0.38212	0.17977
V47	0.12121	0.32901	0.01625	0.16571	0.29409	0.07373
V48	0.10433	0.47333	0.17499	0.05709	0.14945	0.04082
V49	0.12311	0.57527	0.04169	0.06143	0.15009	0.04841
V50	0.08003	0.00694	0.20475	0.05968	0.57825	0.07033
V51	0.05553	0.01066	0	0.06127	0.84177	0.03077
V52	0.10693	0.42858	0.22656	0.08303	0.1051	0.0498
V53	0.15933	0.01405	0.05769	0.07635	0.64714	0.04543
V54	0.11771	0.10715	0.47686	0.08812	0.12348	0.08668
V55	0.06644	0.04015	0.06247	0.07776	0.72105	0.03214
V56	0.0648	0.03853	0.6357	0.14889	0.07787	0.03421
V57	0.19453	0.28243	0.07736	0.0482	0.19054	0.20694
V58	0.07854	0.01488	0.74076	0.06646	0.0319	0.06747
V59	0.08983	0.02325	0	0.71853	0.1401	0.02829
V60	0.36221	0.02871	0.04451	0.37557	0.10178	0.08722
V61	0.28432	0.11559	0.05868	0.17719	0.13757	0.22666
V62	0.37683	0.04572	0.1143	0.14322	0.16039	0.15953
V63	0.15631	0.38708	0.0575	0.11211	0.0971	0.18989
V64	0.06318	0.09403	0	0.05355	0.758	0.03124
V65	0.39232	0.12532	0.09533	0.06425	0.11504	0.20774
V66	0.35486	0.04241	0.1347	0.06608	0.31208	0.08988
V67	0.12858	0.12976	0.27023	0.24286	0.07703	0.15154
V68	0.56448	0.04651	0.09624	0.08401	0.07598	0.13279
V69	0.42901	0.04999	0.0884	0.04767	0.09862	0.2863
V70	0.08928	0.01895	0.17122	0.53037	0.15627	0.03391
V71	0.12156	0.20851	0.03201	0.13261	0.38339	0.12191
V72	0.40917	0.11856	0.12438	0.06552	0.12948	0.15289
V73	0.10052	0.01366	0.06352	0.64933	0.13828	0.03469
V74	0.07717	0.13104	0	0.64113	0.12563	0.02503
V75	0.113	0.60376	0.03733	0.08055	0.11921	0.04614
V76	0.0741	0.00636	0.5982	0.0772	0.2035	0.04064
V77	0.13692	0.12341	0.08886	0.47223	0.10059	0.07799
V78	0.37009	0.11538	0.1043	0.14845	0.09444	0.16733
V79	0.17437	0.40496	0.06928	0.05058	0.08003	0.22079
V80	0.16664	0.4223	0.0586	0.05821	0.09532	0.19893
V81	0.47688	0.10984	0.13638	0.06006	0.08901	0.12783
V82	0.11308	0.54442	0.03473	0.09182	0.16584	0.05011
V83	0.16216	0.13091	0.02432	0.36436	0.22735	0.09091
V84	0.27254	0.03102	0.09749	0.38997	0.12017	0.08881
V85	0.54287	0.04441	0.15251	0.05987	0.07148	0.12885
V86	0.2415	0.04243	0.14248	0.28454	0.09602	0.19304
V87	0.07378	0.02854	0	0.74052	0.12438	0.03278
V88	0.15485	0.03653	0.02088	0.45256	0.15219	0.183
V89	0.15452	0.14252	0.39486	0.05231	0.05071	0.20508
V90	0.1287	0.48042	0.12855	0.06401	0.13779	0.06053
V91	0.09032	0.01814	0.00413	0.14013	0.70305	0.04423
V92	0.06634	0.06407	0	0.06038	0.76937	0.03985
V93	0.22589	0.06549	0.04111	0.1249	0.30871	0.23389
V94	0.0661	0.01793	0.20658	0.58797	0.09504	0.02637
V95	0.06249	0.01489	0.23458	0.14899	0.51039	0.02867
V96	0.13518	0.28586	0.02942	0.08773	0.33833	0.12348
V97	0.05642	0.0177	0	0.10644	0.79324	0.0262
V98	0.08643	0.07376	0	0.61816	0.19076	0.03088
V99	0.06673	0.02908	0	0.75397	0.12662	0.02359
V100	0.07634	0.01491	0.38399	0.27088	0.19668	0.0572
V101	0.08949	0.28457	0.36926	0.13435	0.07262	0.04969
V102	0.52814	0.05105	0.1646	0.05964	0.07036	0.1262
V103	0.43874	0.05158	0.0737	0.1819	0.13169	0.12239
V104	0.08549	0.01124	0.17213	0.58101	0.11252	0.03761
V105	0.25314	0.01995	0.14796	0.04123	0.06418	0.47354
V106	0.13721	0.00949	0.54018	0.04359	0.04874	0.22079
V107	0.13568	0.47033	0.21207	0.05704	0.07698	0.04791
V108	0.2065	0.03994	0.08158	0.04981	0.26018	0.36199
V109	0.21869	0.02445	0.06893	0.04179	0.24425	0.40188
V110	0.10458	0.13862	0.59424	0.04882	0.05042	0.06332
V111	0.06408	0.02216	0.75273	0.06864	0.05039	0.042
V112	0.10208	0.25052	0	0.48866	0.12317	0.03558
V113	0.08232	0.08149	0.52909	0.08359	0.17908	0.04444
V114	0.1555	0.0111	0.56	0.17356	0.04569	0.05414
V115	0.34759	0.07496	0.07534	0.07073	0.19649	0.23489
V116	0.55502	0.04535	0.09338	0.09914	0.07661	0.13049
V117	0.37839	0.0367	0.0366	0.12893	0.32649	0.09289
V118	0.1122	0.48886	0.11105	0.08409	0.14742	0.05638
V119	0.11946	0.57785	0.05055	0.09128	0.09854	0.06231
V120	0.13254	0.16714	0.08548	0.3788	0.17784	0.0582
V121	0.29735	0.0292	0.0614	0.26615	0.08355	0.26236
V122	0.23882	0.03764	0.01629	0.50585	0.14256	0.05884
V123	0.31967	0.03028	0.06282	0.08516	0.20581	0.29625
V124	0.06847	0.00733	0.21913	0.06227	0.60817	0.03464
V125	0.09514	0.12949	0.54462	0.10318	0.04858	0.07898
V126	0.21051	0.21247	0.11043	0.05209	0.07979	0.33469
V127	0.09222	0.00691	0.67459	0.13361	0.04792	0.04475
V128	0.26156	0.21404	0.11893	0.17871	0.14508	0.08168
V129	0.06767	0.02205	0.70231	0.117	0.04582	0.04515
V130	0.35812	0.12343	0.05176	0.24882	0.12054	0.09734
V131	0.10722	0.00986	0.00124	0.06698	0.70747	0.10724
V132	0.10204	0.35641	0.33045	0.05331	0.11123	0.04656
V133	0.10962	0.16111	0.46093	0.12095	0.10349	0.04391
V134	0.18721	0.46426	0.04624	0.06448	0.16391	0.0739
V135	0.12016	0.01584	0.61896	0.04804	0.08823	0.10876
V136	0.14661	0.50832	0.09342	0.07188	0.12072	0.05905
V137	0.09276	0.13794	0.44808	0.06722	0.21714	0.03686
V138	0.18086	0.0133	0.0404	0.36302	0.16942	0.233
V139	0.13405	0.05006	0.13241	0.05467	0.43654	0.19228
V140	0.39296	0.19847	0.09805	0.11197	0.08916	0.10938
V141	0.21437	0.21693	0.12376	0.2534	0.11637	0.07518
V142	0.1648	0.50497	0.05505	0.10319	0.08943	0.08255
V143	0.11299	0.05874	0.51499	0.11584	0.13894	0.05849
V144	0.21763	0.14728	0.07603	0.14272	0.08371	0.33264
V145	0.07346	0.01358	0	0.76028	0.11596	0.03672
V146	0.14479	0.02063	0.04551	0.05928	0.64772	0.08208
V147	0.36386	0.08389	0.1626	0.08603	0.06899	0.23463
V148	0.08367	0.15196	0.62597	0.05001	0.04172	0.04668
V149	0.17939	0.36672	0.05721	0.0697	0.08066	0.24632
V150	0.06897	0.01476	0	0.75228	0.13995	0.02404
V151	0.19627	0.30777	0.06164	0.055	0.10013	0.27918
V152	0.11919	0.19366	0.3525	0.08126	0.17838	0.075
V153	0.06748	0.03929	0.51427	0.26176	0.08093	0.03628
V154	0.33914	0.18749	0.08378	0.04728	0.07585	0.26646
V155	0.1163	0.28062	0.07213	0.05271	0.4113	0.06693
V156	0.09287	0.36085	0.00515	0.05634	0.44828	0.0365
V157	0.17802	0.0991	0.07708	0.25905	0.09804	0.28871
V158	0.07998	0.05691	0.73162	0.05088	0.03172	0.04888
V159	0.16091	0.19549	0.27793	0.18922	0.10905	0.06739
V160	0.08445	0.00689	0.73989	0.05816	0.02845	0.08216
V161	0.09858	0.36976	0.00491	0.30171	0.18865	0.03639
V162	0.11055	0.39998	0.01105	0.1512	0.27385	0.05337
V163	0.07457	0.00735	0.7864	0.05165	0.03011	0.04992
V164	0.09147	0.2772	0.29722	0.14268	0.14665	0.04477
V165	0.09996	0.02548	0.00553	0.06795	0.71176	0.08931
V166	0.14193	0.01815	0.0046	0.16576	0.47067	0.19888
V167	0.07201	0.00878	0.33267	0.45362	0.09954	0.03337
V168	0.44366	0.04489	0.06601	0.24425	0.08647	0.11472
V169	0.08153	0.0146	0.57653	0.22309	0.05561	0.04864
V170	0.31806	0.04847	0.11381	0.28545	0.14858	0.08563
V171	0.20131	0.34858	0.07153	0.04916	0.09314	0.23628
V172	0.12916	0.0669	0.44848	0.19355	0.06275	0.09917
V173	0.09567	0.02307	0.66801	0.04758	0.05187	0.11381
V174	0.41283	0.11355	0.05904	0.06024	0.25283	0.10151
V175	0.13467	0.48328	0.12833	0.07144	0.132	0.05028
V176	0.06235	0.00634	0.78057	0.06094	0.04726	0.04254
V177	0.17585	0.07686	0.28399	0.06925	0.21693	0.17711
V178	0.07924	0.04134	0	0.05422	0.78261	0.04259
V179	0.10462	0.01228	0.02736	0.54247	0.19493	0.11833
V180	0.23126	0.02615	0.17679	0.36068	0.07879	0.12634
V181	0.3642	0.11623	0.1097	0.10278	0.13966	0.16742
V182	0.08119	0.08107	0.635	0.10684	0.0406	0.0553
V183	0.07614	0.01472	0	0.77164	0.11246	0.02504
V184	0.28554	0.31365	0.0513	0.07615	0.1898	0.08355
V185	0.16331	0.39058	0.05565	0.06	0.19964	0.13082
V186	0.06306	0.00693	0.50167	0.32942	0.06778	0.03114
V187	0.23822	0.37246	0.03747	0.06992	0.21215	0.06978
V188	0.18364	0.43163	0.05911	0.07396	0.08366	0.168
V189	0.0973	0.06465	0.13376	0.07294	0.52728	0.10407
V190	0.11109	0.14921	0.00041	0.06607	0.55017	0.12304
V191	0.16343	0.42789	0.05249	0.05846	0.0961	0.20162
V192	0.3598	0.19723	0.12749	0.07447	0.13082	0.11018
V193	0.24324	0.1113	0.09027	0.05042	0.07954	0.42522
V194	0.07219	0.02561	0	0.14642	0.71536	0.04042
V195	0.06955	0.00568	0.59598	0.13369	0.15585	0.03926
V196	0.07006	0.01309	0	0.73464	0.15408	0.02813
V197	0.18935	0.01628	0.0101	0.0607	0.66363	0.05994
V198	0.14605	0.30592	0.04449	0.16712	0.27916	0.05727
V199	0.09107	0.18485	0.07188	0.13487	0.47721	0.04013
V200	0.11871	0.01582	0.47152	0.23679	0.06325	0.09391
V201	0.07762	0.01472	0	0.75696	0.1091	0.0416
V202	0.14394	0.05951	0.36237	0.07761	0.18734	0.16923
V203	0.38332	0.05468	0.0531	0.31961	0.09273	0.09655
V204	0.23242	0.05616	0.1001	0.17617	0.08356	0.35158
V205	0.06926	0.02267	0.76259	0.06818	0.03393	0.04336
V206	0.07525	0.0505	0.07451	0.6361	0.13786	0.02578
V207	0.2877	0.16222	0.07533	0.23895	0.11012	0.12568
V208	0.28839	0.08671	0.34797	0.08876	0.10833	0.07984
V209	0.24456	0.36145	0.05502	0.07936	0.09073	0.16888
V210	0.13097	0.02711	0.70396	0.0505	0.03316	0.05431
V211	0.3662	0.05401	0.13822	0.05555	0.21134	0.17469
V212	0.09038	0.21662	0.1633	0.34468	0.142	0.04301
