cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.9086	0	0.06824	0.02316
V2	0.84015	0	0.04598	0.11387
V3	0.85341	0	0.03179	0.1148
V4	0.99834	0	0	0.00166
V5	0.71833	0	0.25028	0.03139
V6	0.95127	0	0.03817	0.01056
V7	0.83878	0	0.08752	0.0737
V8	0.459	0	0.53593	0.00507
V9	0.90001	0	0.02656	0.07342
V10	0.13386	0	0.8553	0.01084
V11	0.72353	0	0.27522	0.00125
V12	0.34666	0	0.64657	0.00677
V13	0.99491	0	0	0.00509
V14	0.98792	0	0.00765	0.00443
V15	0.84257	0	0.12518	0.03225
V16	0.99892	0	0	0.00108
V17	0.97326	0	0.01716	0.00958
V18	0.98398	0	0.01163	0.00439
V19	0.99564	0	0	0.00436
V20	0.92564	0	0.01257	0.06179
V21	0.4709	0	0.52389	0.00521
V22	0.29235	0	0.45609	0.25156
V23	0.8256	0	0.17384	0.00056
V24	1	0	0	0
V25	0.86327	0	0.09778	0.03895
V26	0.96704	0	0.006	0.02696
V27	0.79348	0	0.02029	0.18623
V28	0	0.00409	0.99588	3e-05
V29	0.80683	0	0.19022	0.00295
V30	0.61033	0	0.31093	0.07874
V31	0.7627	0	0.19992	0.03738
V32	0.72564	0	0.04466	0.2297
V33	0.47016	0	0.50059	0.02925
V34	0.46364	0	0.53124	0.00512
V35	0.9104	0	0.08177	0.00783
V36	0.11642	0	0.7538	0.12978
V37	0.92276	0	0.04775	0.0295
V38	0.8779	0	0.08554	0.03656
V39	0.84987	0	0.12376	0.02637
V40	0.89916	0	0.10051	0.00033
V41	0.25658	0.35781	0.20718	0.17843
V42	0.76585	0	0.1604	0.07375
V43	0.59467	0	0.39905	0.00628
V44	0.15356	0	0.8079	0.03854
V45	0.71589	0	0.26165	0.02246
V46	0.97356	0	0.02592	0.00053
V47	0.81294	0	0.1803	0.00675
V48	0.99832	0	0	0.00168
V49	0.99301	0	0	0.00699
V50	0.84249	0	0.15376	0.00375
V51	0.81085	0	0.1837	0.00545
V52	0.20019	0	0.79237	0.00744
V53	0.96706	0	0.03294	0
V54	0.8257	0	0.17164	0.00267
V55	0.78308	0	0.16638	0.05055
V56	0.52371	0	0.17954	0.29675
V57	0.96729	0	0.027	0.00571
V58	0.97312	0	0.00515	0.02173
V59	0.9405	0	0.05317	0.00633
V60	0.63294	0	0.3019	0.06516
V61	0.99306	0	0	0.00694
V62	0.99948	0	0	0.00052
V63	0.5033	0	0.47583	0.02088
V64	0.24966	0.64506	0.00959	0.09568
V65	0.2028	0	0.29169	0.50551
V66	0.9771	0	0.00975	0.01315
V67	0.62746	0	0.36962	0.00292
V68	0.86589	0	0.01837	0.11574
V69	0.24575	0	0.74021	0.01404
V70	0.89625	0	0.09052	0.01323
V71	0.67388	0	0.2728	0.05333
V72	0.93415	0	0.04814	0.01772
V73	0.84958	0	0.13213	0.01829
V74	0.36022	0	0.63973	5e-05
V75	0.9462	0	0.0475	0.00629
V76	0.00881	0.19674	0.50537	0.28907
V77	0.66361	0	0.02688	0.3095
V78	0.81535	0	0.13465	0.05
V79	0.0799	0	0.8985	0.0216
V80	0.72043	0	0.26965	0.00993
V81	0.33907	0	0.65926	0.00167
V82	5e-05	0.02169	0.97622	0.00204
V83	0.81368	0	0.07781	0.1085
V84	0.85663	0	0.09985	0.04352
V85	0.60519	0	0.36461	0.0302
V86	0.28782	0	0.70429	0.00788
V87	0.77606	0	0.18088	0.04306
V88	0.73678	0	0.19894	0.06428
V89	0.28514	0	0.44151	0.27335
V90	0.74292	0	0.24237	0.01471
V91	0.57453	0	0.40957	0.01589
V92	0.81236	0	0.17391	0.01373
V93	0.9931	0	0	0.0069
V94	0.52611	0	0.11915	0.35474
V95	0.85911	0	0.11831	0.02259
V96	0.73908	0	0.04422	0.2167
V97	0.94905	0	0.05044	0.00052
V98	0.99862	0	0	0.00138
V99	0.96675	0	0.03273	0.00052
V100	0.38899	0	0.60685	0.00416
V101	0.27585	0	0.03716	0.68699
V102	0.99948	0	0	0.00052
V103	0.22399	0	0.31723	0.45878
V104	0.94674	0	0.04311	0.01015
V105	0.96022	0	0.03465	0.00513
V106	0.68487	0	0.3058	0.00934
V107	0.59526	0	0.39655	0.0082
V108	0.91861	0	0.0812	0.00019
V109	0.17887	0	0.76283	0.05829
V110	0.8927	0	0.09438	0.01291
