Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.37888	0.10594	0.22953	0.12088	0.16477
V2	0.0908	0.76107	0.04193	0.04733	0.05886
V3	0.08634	0	0.42365	0.44354	0.04647
V4	0.01742	0	0.20063	0.039	0.74296
V5	0.02019	0	0.04635	0.07584	0.85762
V6	0.3846	0.00864	0.24974	0.21654	0.14048
V7	0.01651	0.00585	0.38606	0.06357	0.52801
V8	0.01507	0	0.91602	0.06528	0.00363
V9	0.07482	0	0.23939	0.62981	0.05599
V10	0.53155	0.01738	0.43308	0	0.01799
V11	0.04097	0	0.0831	0.04804	0.8279
V12	0.09406	0	0.19061	0.2844	0.43093
V13	0.14647	0.02348	0.02807	0.38757	0.41441
V14	0.17817	0	0.06063	0.61654	0.14466
V15	0.04293	0.00676	0.00017	0.84819	0.10196
V16	0.60416	0.07308	0.00411	0.28868	0.02996
V17	0.08012	0.19591	0.00639	0.0436	0.67398
V18	0.12217	0.39318	0.24401	0.21119	0.02945
V19	0.03343	0	0	0.08605	0.88051
V20	0.00524	0	0.73189	0.2338	0.02907
V21	0.03954	0.21101	0.1118	0.14731	0.49033
V22	0.84301	0.08291	0.05213	0	0.02196
V23	0.08334	0	0.01354	0.10693	0.79619
V24	0.47341	0.102	0.0093	0.02243	0.39287
V25	0.03773	0.00452	0.0096	0.38059	0.56756
V26	0.5107	0.18174	0.04585	0.019	0.24271
V27	0.15919	0.45798	0.16631	0	0.21652
V28	0.05015	0.04732	0.18627	0.62802	0.08824
V29	0.01696	0	0.30928	0.60795	0.06581
V30	0.76234	0.10854	0.01591	0	0.11321
V31	0.45179	0.12492	0.00342	0.20369	0.21619
V32	0.94034	0.00558	0.00191	0	0.05217
V33	0.03709	0.15143	0.00777	0.09565	0.70807
V34	0.16263	0.82719	0	0	0.01018
V35	0.13378	0.59866	0.24663	0.0154	0.00553
V36	0.04212	0.12964	0.1436	0.07627	0.60836
V37	0.74523	0.00902	0	0	0.24574
V38	0.15009	0.00181	0.45522	0.19882	0.19407
V39	0.36407	0.0159	0.29615	0	0.32388
V40	0.27197	0.58185	0.00688	0.08829	0.05101
V41	0.08667	0.81488	0.00512	0	0.09333
V42	0.87875	0.04313	0.01163	0	0.06649
V43	0.55473	0.11346	0.32346	0	0.00834
V44	0.05431	0.2566	0.55355	0	0.13554
V45	0.07179	0.64469	0.08332	0.13414	0.06605
V46	0.1569	0.74023	0.05759	0.01806	0.02722
V47	4e-04	0	0.99217	0	0.00743
V48	0.19841	0.10013	0.19944	0.32461	0.17742
V49	0.52938	0.13097	0.20304	0.11717	0.01943
V50	0.02906	0.00417	0.96676	0	0
V51	0.12699	0.21861	0.1721	0.0525	0.42981
V52	0.09368	0.89308	0.00101	0	0.01222
V53	0.05133	0.14596	0.00432	0.72333	0.07506
V54	0.23229	0	0.0059	0.51401	0.2478
V55	0.09408	0	0	0.81915	0.08677
V56	0.08898	0	0.00316	0.71488	0.19299
V57	0.19271	0.10179	0.54718	0.01084	0.14748
V58	0.07645	0	0.11116	0.17691	0.63547
V59	0.88797	0.02966	0.07399	0	0.00837
V60	0.47415	0.18238	0.10505	0.10225	0.13617
V61	0.19992	0	0.0177	0.19305	0.58933
V62	0.07077	0	0.26323	0.12276	0.54324
V63	0.43288	0.22501	0.04714	0.01662	0.27834
V64	0.9531	0.01994	0.01607	0	0.01089
V65	0.10763	0.05347	0.03105	0.59758	0.21026
V66	0.04421	0	0.12046	0.75402	0.08131
V67	0.01545	0	0.29722	0.08467	0.60266
V68	0.5271	0	0.36656	0.01227	0.09407
V69	0.64695	0.1118	0.17226	0	0.06899
V70	0.09734	0.68332	0.03297	0.14749	0.03888
V71	0.13598	0.75747	0.03372	0.05106	0.02177
V72	0.06091	0.33711	0.0147	0.02698	0.5603
V73	0.07418	0	0.08688	0.54847	0.29048
V74	0.03302	0.04024	0.00583	0.75982	0.16108
V75	0.53701	0.16737	0.28097	0	0.01465
V76	0.02794	0	0.01571	0.80801	0.14834
V77	0.02541	0	0.94829	0.02608	0.00022
V78	0.00219	0	0.9892	0	0.0086
V79	0.10564	0.34728	0.02873	0.12797	0.39038
V80	0.16297	0.69355	0	0.03939	0.10409
V81	0.01319	0	0.98681	0	0
V82	0.26869	0.13694	0.02132	0.51596	0.05709
V83	0.11767	0.05171	0.0149	0.51661	0.29911
V84	0.10489	0.12165	0	0.04739	0.72607
V85	0.00075	0	0.99925	0	0
V86	0.04904	0.22163	0.28812	0.396	0.04521
V87	0.49231	0.00527	0.03368	0.41289	0.05585
V88	0.33614	0.13202	0.0402	0.17428	0.31737
V89	0.06059	0.08021	0.83572	0.02348	0
V90	0.03467	0.13438	0.04455	0.09401	0.69241
V91	0.02593	0	0.07335	0.81741	0.08332
V92	0.24194	0.01504	0.01738	0.04439	0.68124
V93	0.02894	0.05279	0.14564	0.5094	0.26322
V94	0.05575	0.12743	0.01414	0.22161	0.58107
V95	0.0793	0.18039	0.01315	0.09529	0.63187
V96	0.80691	0.02088	0.01568	0	0.15653
V97	0.16907	0.00395	0.03265	0.10351	0.69081
V98	0.08078	0.3263	0.16002	0.11696	0.31593
V99	0.54061	0.11808	0	0.19029	0.15101
V100	0.56557	0.14548	0.03756	0.03058	0.22081
V101	0.10267	0.87849	0.00772	0	0.01113
V102	0.35127	0.20648	0.11629	0.09048	0.23548
V103	0.12616	0	0	0.04627	0.82757
V104	0.07134	0.3496	0.06849	0.02798	0.48259
V105	0.0221	0	0.03171	0.08421	0.86198
V106	0.0875	0.73296	0.13593	0	0.04361
V107	0.07195	0.19369	0.69044	0.03292	0.011
V108	0.0293	0.15116	0.81954	0	0
V109	0.08042	0.17179	0.04429	0.26227	0.44124
V110	0.22535	0.47684	0.16943	0.09828	0.0301
V111	0.34458	0.20001	0.45541	0	0
V112	0.19653	0	0.09008	0.44615	0.26725
V113	0.24566	0	0.08349	0.13573	0.53511
V114	0.60386	0.06936	0.03746	0.1448	0.14452
V115	0.87678	0.00513	0	0	0.11808
V116	0.02298	0	0	0.05921	0.91781
V117	0.06452	0	0.82893	0.07224	0.03431
V118	0.06165	0	0	0.82926	0.10909
V119	0.38677	0.00203	0.3681	0.22622	0.01688
V120	0.01385	0	0.83136	0.1052	0.0496
V121	0.23664	0.68346	0	0	0.0799
V122	0.06173	0.33943	0.07165	0.226	0.30118
V123	0.52204	0.03061	0.06084	0.1658	0.22071
V124	0.23223	0.08041	0.04838	0.20614	0.43284
V125	0.06966	0.42674	0.49415	0	0.00945
V126	0.18318	0.14346	0.19222	0.10737	0.37377
V127	0.33285	0	0.63019	0.02875	0.00821
V128	0.25032	0.72263	0.00314	0	0.02391
V129	0.30117	0.01421	0.23792	0.16096	0.28574
V130	0.0607	0.4579	0.03171	0.21856	0.23112
V131	0.03169	0	0.21274	0.69157	0.064
V132	0.36855	0.00366	0	0.3101	0.31769
V133	0.01476	0.02056	0.52867	0.0872	0.34881
V134	0.09107	0.00074	0.79168	0.01067	0.10583
V135	0.03576	0.07409	0.7322	0.01568	0.14228
V136	0.97675	0.00512	0.00465	0	0.01349
V137	0.92278	0.03707	0.00011	0	0.04004
V138	0.27023	0.10973	0.0634	0.12242	0.43421
V139	0.1419	0	0.13975	0.65085	0.0675
V140	0.03457	0	0.12818	0.04404	0.79321
V141	0.03607	0.19418	0.66184	0.09113	0.01679
V142	0.23506	0	0.28899	0.11882	0.35714
V143	0.0385	0.16241	0.46607	0.1427	0.19032
