Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.01209	0	0.09182	0	0.40447	0	0	0	0	0.49161
V2	0.64585	0	0	0	0	0.30996	0.04419	0	0	0
V3	0.11524	0.0094	0.11486	0	0.49978	0.01876	0.05596	0.18597	0	3e-05
V4	0.0184	0.07977	0.03275	0.00628	0.07059	0.07049	0.01423	0.01229	0.6015	0.09369
V5	0	0.11159	0.07687	0.08549	0.19236	0.07483	0.01043	0	0	0.44843
V6	0.0225	0	0.21954	0	0.66828	0.02055	0	0.06913	0	0
V7	0.01023	0.37494	0.03312	0	0.44919	0.00982	0.03319	0.0895	0	0
V8	0.01794	0.42098	0.06609	0	0.15639	0	0	0.3386	0	0
V9	0.01636	0.01607	0.05907	0.14029	0	0.02627	0.12915	0.61132	0	0.00147
V10	0.00906	0	0.02966	0	0.74641	0.05365	0	0.16122	0	0
V11	0.02488	0.42931	0.02954	0	0.16424	0.02244	0	0.3206	0.00368	0.00532
V12	0.01043	0.04114	0.12325	0.56961	0.04157	0.027	0.08497	0.01627	0	0.08576
V13	0.0951	0.04889	0.10996	0	7e-05	0.2156	0.34172	0.03589	0.14888	0.00389
V14	0.08302	0.37402	0.17095	0.02737	0.14813	0.07332	0.09917	0.024	0	0
V15	0.23497	0.01387	0.0236	0.64407	0	0.03542	0.03387	0.01244	0.00176	0
V16	0.01727	0.05755	0.13179	0.60316	0.00806	0.05556	0.01721	0	0.1094	0
V17	0.01929	0.12397	0.05134	0	0.22152	0.09155	0.03415	0.0044	0	0.45378
V18	0.06537	0.0833	0.05181	0.37369	0.09628	0.00914	0.00568	0	0	0.31472
V19	0	0	0.05661	0.08511	0.14368	0.09656	0.00759	0.00221	0	0.60823
V20	0.00428	0.24261	0.02523	0	0.05459	0.10598	0.41296	0.09409	0.00187	0.0584
V21	0.10023	0.34199	0.02095	0	0.12119	0.34525	0.03357	0.03455	0	0.00228
V22	0.00547	0.00315	0.04155	0.00424	0.11019	0	0	0.38174	0.01267	0.44098
V23	0.31475	0.00939	0.59633	0	0.0046	0.00664	0	0.0013	0.00184	0.06514
V24	0.0366	0.49567	0.06362	0	0.18917	0.00379	0.0513	0.0993	0.06055	0
V25	0.02596	0.09925	0.05901	0.01751	0.20051	0.13223	0.02943	0	0.16574	0.27037
V26	0.02043	0	0.04125	0.02635	0	0	0	0.91196	0	0
V27	0.00223	0.00249	0.05024	0	0.61985	0	0.01066	0	0	0.31452
V28	0.31931	0	0.02426	0	0.08989	0.02177	0.021	0.03676	0	0.48701
V29	0.01731	0.54298	0.03396	0	0.23363	0.09373	0.00908	0.02268	0	0.04664
V30	0.0114	0.03183	0.0992	0.00056	0	0.3421	0.23149	0.01229	0.27029	0.00084
V31	0.03078	0.24166	0.21414	0	0.15225	0	0	0.36118	0	0
V32	0.49619	0.00171	0	0	0.32737	0.04995	0.02784	0	0.09694	0
V33	0.03524	0.0346	0.16106	0.53872	0	0.04827	0.16269	0.01337	0.00606	0
V34	0.00185	0.02101	0.05579	0	0.45438	0	0.00368	0.01233	0.0241	0.42687
V35	0.01975	0.65916	0.02802	0	0.25878	0.00094	0.00759	0.02576	0	0
V36	0.04657	0.08775	0.00375	0	0	0.15018	0.59457	0.08622	0.03096	0
V37	0.00953	0.46997	0.02353	0	0.17238	0.04643	0.21845	0.05961	0	9e-05
V38	0.11722	0.05135	0.02543	0.17813	0	0.11283	0.45006	0.03905	0.02593	0
V39	0.07408	0.06054	0.04529	0.17047	0.0116	0.10817	0.43822	0.06074	0.02693	0.00396
V40	0.15288	0	0.73574	0	0.10669	0	0	0.00028	0.0044	0
V41	0.64605	0.0547	0	0	0	0.00066	0.00845	0.0051	0.28503	0
V42	0.00978	0.44025	0.03524	0	0.50502	0	0	0	0	0.00972
V43	0.13478	0.03418	0.12105	0.05748	0.20522	0.08155	0.17244	0.04178	0.15153	0
V44	0.05449	0	0.53655	0	0	0	0	0.40896	0	0
V45	0.01703	0.04541	0.02422	0.01342	0	0.04643	0.20345	0.00945	0.62777	0.01284
V46	0.17505	0.0874	0.0565	0.27858	0.12453	0	0.00238	0.01468	0	0.26088
V47	0	0.07567	0.00437	0	0	0.16464	0.65042	0.05403	0.04632	0.00455
V48	0.01112	0.02654	0.06171	0	0.18318	0	0.00587	0	0.09606	0.61553
V49	0.15967	0	0	0.01118	0	0	0	0.82915	0	0
V50	0.30257	0.1306	0	0	0.05237	0.48283	0.03163	0	0	0
V51	0.19208	0	0.61399	0	0.06224	0	0.00051	0.07614	0.05504	0
V52	0.01073	0.03767	0.15119	0.35316	0	0.08101	0.3088	0.03634	0.0211	0
V53	0.47269	0.00417	0.1036	0.07821	0.02161	0	0	0.19322	0	0.1265
V54	0	0	0.00843	0.00498	0.20475	0.72359	0.05204	0	0	0.00621
V55	0.00791	0.02937	0.02869	0.80086	0.05684	0.02989	0.03972	0.0034	0.00332	0
V56	0.17411	0	0.58557	0	0.07747	0.15277	0.00998	0	0	0.00011
V57	0.05011	0	0.61884	0.16113	0	0.01371	0.011	0.03821	0.10643	0.00057
V58	0.0149	0.14179	0.06617	0.15499	0.05254	0.51782	0.05172	0	0	8e-05
V59	0.02343	0.12278	0.00537	0	0	0.15372	0.60795	0.05089	0.03586	0
V60	0.78287	0	0	0	0.05199	0.00015	0.00087	0	0.16412	0
V61	0	0	0.02503	0.03566	0	0.85337	0.06888	0	0	0.01706
V62	0.02101	0.04385	0.04022	0.00373	0.06435	0.08216	0.35546	0.03898	0.04948	0.30076
V63	0.00424	0.15537	0.03587	0	0.24821	0.50497	0.03975	0	0	0.01159
V64	0.08267	0	0.29959	0.25212	0	0	0	0.34608	0	0.01954
V65	0.06694	0.02944	0.03991	0.39937	0	0.00619	0.04219	0.32181	0.08875	0.0054
V66	0.00785	0.01265	0.05297	0	0.77263	0.02915	0.01341	0.02121	0	0.09012
V67	0.04453	0.14127	0.55511	0	0.0495	0.05857	0.06671	0.01965	0.0573	0.00735
V68	0.03403	0.02112	0.01418	0.01751	0.00982	0	0	0.39159	0.51175	0
V69	0.07905	0	0.91164	0	0	0	0	0	0.00931	0
V70	0.78964	0	0.03923	0	0	0.04098	0.02777	0.0076	0.09478	0
V71	0.03164	0	0	0.03423	0	0	0	0.92831	0	0.00582
V72	0.23565	0.00925	0.04144	0.30512	0.25306	0.00524	0.00349	0.00432	0	0.14243
V73	0.02906	0.00846	0.05147	0	0.89043	0.02058	0	0	0	0
V74	0.00796	0.00301	0.06892	0.24861	0.11338	0.04209	0.00689	0.00391	0	0.50524
V75	0.022	0.07243	0.16531	0.48682	0.02122	0.01766	0.0127	0.00726	0.19459	0
V76	0	0	0	0.01256	0	0.89961	0.07587	0	0	0.01197
V77	0	0.02676	0.01295	0.34645	0	0.34232	0.24622	0.01744	0.00602	0.00183
V78	0.01018	0.40375	0.06154	0	0.16905	0.06129	0.23583	0.01664	0	0.04173
V79	0.00932	0.03019	0.03293	0.33193	0	0.28056	0.03768	0	0.26767	0.00972
V80	0.46811	0.00293	0.00578	0	0.0742	0.00209	0.02905	0	0.06102	0.35683
V81	0	0	0.01524	0.17701	0.17123	0.5913	0.04444	0	0	0.00078
V82	0.0617	0.38841	0.0417	0.27347	0.14222	0.0129	3e-04	0.0793	0	0
V83	0.03374	0.0444	0.04295	0.53411	0.01704	0	0	0.32776	0	0
V84	0.01967	0.00871	0.02077	0.03317	0.10671	0.60378	0.19369	0.00741	0	0.00608
V85	0.24883	0	0.52792	0	0.02609	0	0	0	0	0.19717
V86	0.30063	0.00052	0.30051	0.37233	0	0.01844	0.00757	0	0	0
V87	0.02593	0.04412	0.02185	0.02016	0.03964	0.00198	0.01215	0	0.83417	0
V88	0.01084	0.26735	0.05152	0.56304	0.08242	0.00931	0.01553	0	0	0
V89	0.0011	0.06398	0.01214	0.03112	0	0.13174	0.56163	0.17268	0.02561	0
V90	0.03533	0.04802	0.49	0	0.09249	0.01901	0	0	0	0.31514
V91	0.08877	0	0.8922	0	0	0	0	0.00144	0.01759	0
V92	0.00076	0.08014	0.00541	0	0	0.15492	0.61039	0.04983	0.09855	0
V93	0.0227	0.07391	0.08284	0	0	0.04039	0.18018	0.03015	0.56982	0
V94	0.90237	0	0	0	0	0.0344	0.01377	0.04946	0	0
V95	0.00805	0.05163	0.00902	0.00468	0	0.08338	0.38584	0.44999	0.00741	0
V96	0.0423	0.09795	0.36106	0.40827	0.01657	0.02443	0.00996	0.01893	0.02053	0
V97	0	0.07252	0.01143	0	0	0.14179	0.60286	0.05015	0.04453	0.07672
V98	0.01184	0.21006	0.04599	0.05432	0.30371	0.01661	0.02627	0.1228	0.14387	0.06455
V99	0.59812	0.00583	0	0	0	0.01409	0.06301	0.00988	0.30908	0
V100	0.19125	0.01494	0.02498	0.24141	0.01431	0.34013	0.04185	0	0.12555	0.0056
