CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12316	0.01759	0.69978	0.03072	0.06827	0.06048
V2	0.40664	0.11465	0.08116	0.12223	0.17638	0.09894
V3	0.22719	0.06153	0.23743	0.0363	0.0819	0.35565
V4	0.20574	0.34436	0.06111	0.11459	0.17178	0.10243
V5	0.05979	0.05005	0	0.49858	0.35979	0.03179
V6	0.22524	0.02752	0.19237	0.06603	0.21334	0.27551
V7	0.09072	0.30004	0.02382	0.06281	0.47748	0.04513
V8	0.48476	0.06253	0.09974	0.13146	0.08596	0.13554
V9	0.24551	0.14384	0.05789	0.24104	0.12605	0.18568
V10	0.3334	0.04787	0.09921	0.29648	0.12713	0.09592
V11	0.12851	0.57732	0.06708	0.07387	0.10633	0.04689
V12	0.2405	0.03876	0.13154	0.04542	0.08399	0.45979
V13	0.11945	0.40227	0.27174	0.06609	0.09085	0.0496
V14	0.09421	0.03295	0.02041	0.67042	0.14016	0.04186
V15	0.35003	0.07915	0.06356	0.13397	0.26138	0.11191
V16	0.09639	0.02095	0.02256	0.34108	0.40845	0.11058
V17	0.22712	0.04584	0.19957	0.03667	0.07554	0.41526
V18	0.49841	0.13688	0.10664	0.06361	0.07585	0.11861
V19	0.41338	0.06342	0.21578	0.04679	0.15419	0.10644
V20	0.43435	0.07244	0.14745	0.12942	0.08603	0.13031
V21	0.2438	0.04781	0.10006	0.04636	0.11824	0.44374
V22	0.16756	0.05534	0.03196	0.09003	0.58092	0.0742
V23	0.09008	0.01642	0.27802	0.04097	0.53105	0.04347
V24	0.14572	0.02354	0.01962	0.12478	0.61163	0.07471
V25	0.33254	0.23255	0.0676	0.15068	0.12577	0.09087
V26	0.22326	0.03011	0.04049	0.0405	0.60043	0.0652
V27	0.21004	0.02818	0.21989	0.04239	0.08336	0.41615
V28	0.14238	0.20898	0.1659	0.21701	0.12385	0.14189
V29	0.12527	0.44929	0.12557	0.1085	0.08881	0.10256
V30	0.21288	0.17022	0.13755	0.04309	0.2711	0.16516
V31	0.45557	0.04321	0.22808	0.06164	0.07104	0.14047
V32	0.066	0.0257	0.29175	0.44797	0.10694	0.06165
V33	0.21528	0.32112	0.232	0.06555	0.08006	0.086
V34	0.05056	0.00521	0.4152	0.04669	0.43433	0.04801
V35	0.06477	0.05668	0.15782	0.44159	0.22427	0.05487
V36	0.12767	0.3712	0.12846	0.05947	0.25708	0.05611
V37	0.09963	0.01407	0.65282	0.03597	0.06946	0.12806
V38	0.22587	0.02243	0.19558	0.03567	0.07453	0.44591
V39	0.40268	0.05588	0.07871	0.25379	0.09837	0.11057
V40	0.11882	0.37793	0.05019	0.16516	0.19987	0.08803
V41	0.47958	0.04691	0.11889	0.0498	0.08037	0.22445
V42	0.22447	0.02724	0.47512	0.03466	0.10977	0.12873
V43	0.19077	0.31144	0.05336	0.07281	0.28186	0.08976
V44	0.13393	0.58569	0.06425	0.06942	0.09271	0.054
V45	0.31535	0.25876	0.11117	0.06735	0.09529	0.15207
V46	0.11619	0.0202	0.04187	0.24433	0.39658	0.18083
V47	0.11346	0.31859	0.0376	0.15686	0.29946	0.07404
V48	0.10449	0.45457	0.18583	0.05658	0.15732	0.04122
V49	0.12583	0.55276	0.05764	0.06618	0.15142	0.04617
V50	0.06215	0.00649	0.22415	0.03947	0.59177	0.07595
V51	0.04334	0.00853	0.00055	0.04409	0.86434	0.03914
V52	0.10695	0.41255	0.23502	0.0799	0.11535	0.05023
V53	0.13938	0.01485	0.0882	0.05828	0.64931	0.04999
V54	0.10953	0.10308	0.47619	0.07214	0.14909	0.08996
