Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00073	0	0.10117	0	0.42336	0	0.00122	0	0	0.47352
V2	0.63712	0	0	0	0.0057	0.31185	0.04345	0.00188	0	0
V3	0.10016	0	0.10964	0	0.51302	0.01982	0.05565	0.19551	0	0.0062
V4	0.02087	0.05372	0.03895	0.0015	0.10958	0.06661	0.01705	0.01617	0.58256	0.093
V5	0	0.10142	0.08766	0.07156	0.2218	0.07048	0.01194	0	0	0.43514
V6	0.01262	0	0.21273	0	0.67607	0.01719	0	0.0814	0	0
V7	0.0076	0.36614	0.02247	0	0.46129	0.01026	0.03379	0.09845	0	0
V8	0.01675	0.41333	0.04856	0	0.16463	0	0	0.35506	0	0.00167
V9	0.01183	0.00733	0.07778	0.10183	0.00485	0.03737	0.13131	0.61482	0.01048	0.00239
V10	0.00553	0	0.02696	0	0.73899	0.04751	0.00723	0.17378	0	0
V11	0.02388	0.41334	0.01289	0	0.17093	0.02296	0.00366	0.32981	0.01253	0.01
V12	0	0.02697	0.18033	0.51965	0.05732	0.02416	0.08927	0.00798	0.00109	0.09322
V13	0.08547	0.0277	0.12172	0	0.0151	0.24194	0.32641	0.01879	0.15677	0.0061
V14	0.07012	0.37814	0.1685	0.02432	0.16669	0.07562	0.09245	0.02417	0	0
V15	0.20396	0.0076	0.10049	0.59985	0	0.02753	0.04349	0.007	0.01009	0
V16	0	0.04504	0.19114	0.55048	0.02348	0.04493	0.02831	0	0.11661	0
V17	0.0098	0.11183	0.05898	0	0.25207	0.08798	0.03051	0.01032	0	0.43852
V18	0.04099	0.0731	0.09958	0.33057	0.12282	0.00599	0.01068	0	0	0.31628
V19	0	0	0.07634	0.06805	0.17364	0.08927	0.00951	0.00826	0	0.57493
V20	0	0.23363	0.02768	0	0.06704	0.1378	0.39281	0.07624	0.00066	0.06415
V21	0.08819	0.34683	0.01506	0	0.13278	0.3306	0.0362	0.04389	0	0.00645
V22	0.00301	0	0.04776	0	0.1357	0	0	0.38701	0.01462	0.41189
V23	0.28151	0.00583	0.60667	0	0.02699	0.00413	0	0.00335	0	0.07153
V24	0.03348	0.48926	0.04946	0	0.20645	0.00676	0.04781	0.10516	0.06161	0
V25	0.01976	0.0826	0.06856	0.01099	0.23494	0.12647	0.02934	0	0.16044	0.26689
V26	0.02416	0	0.0494	0	0	0	0.00136	0.92508	0	0
V27	0	0	0.05283	0	0.62829	0	0.0119	0	0	0.30698
V28	0.28228	0	0.04034	0	0.12133	0.02388	0.01501	0.04304	0	0.47412
V29	0.01323	0.5414	0.02142	0	0.24363	0.08757	0.00984	0.03133	0	0.05158
V30	0.0071	0.01806	0.1087	0	0	0.35199	0.22113	0.002	0.2882	0.00283
V31	0.0231	0.23706	0.19436	0	0.16369	0	0	0.38179	0	0
V32	0.4727	0	0.00047	0	0.35827	0.04897	0.02515	0	0.08753	0.0069
V33	0.00816	0.02307	0.2321	0.50739	0	0.05137	0.16649	0	0.01142	0
V34	0	0.00308	0.06207	0	0.48252	0	0.0057	0.02076	0.01211	0.41376
V35	0.01859	0.66247	0.01094	0	0.26579	0.00072	0.00731	0.03419	0	0
V36	0.03818	0.06367	0.01728	0	0	0.20215	0.58792	0.05679	0.03047	0.00354
V37	0.00511	0.47141	0.01561	0	0.18531	0.05994	0.20163	0.05362	0	0.00738
V38	0.10524	0.03122	0.05786	0.17345	0	0.14755	0.44573	0.01184	0.02712	0
V39	0.05906	0.03753	0.07628	0.16319	0.0211	0.14122	0.42997	0.03647	0.02665	0.00853
V40	0.12738	0	0.74449	0	0.12599	0	0	0.00214	0	0
V41	0.62443	0.04309	0	0	0.03145	0.00207	0.00426	0.00987	0.28153	0.00331
V42	0.00691	0.43212	0.02282	0	0.51166	0	0	0.00884	0	0.01765
