B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.5608	0	0.18663	0.25258
V2	0.19479	0.08177	0.08986	0.63358
V3	0.07582	0.60492	0.04703	0.27223
V4	0.84819	0.10627	0	0.04554
V5	0.11838	0.46116	0.28341	0.13705
V6	0.09886	0.80923	0.06539	0.02652
V7	0.16694	0.35362	0.11769	0.36175
V8	0.1357	0.02565	0.80025	0.0384
V9	0.26844	0.2328	0.06194	0.43683
V10	0.02152	0.03093	0.88921	0.05834
V11	0.21227	0.35085	0.43687	0
V12	0.03624	0.56269	0.39485	0.00622
V13	0.2842	0.66073	0.03482	0.02025
V14	0.09348	0.84982	0.04775	0.00895
V15	0.13458	0.56947	0.15971	0.13624
V16	0.86664	0.03716	0.03225	0.06395
V17	0.10915	0.81082	0.05359	0.02645
V18	0.56761	0.32849	0.0624	0.04149
V19	0.18052	0.76343	0.04096	0.01509
V20	0.18843	0.45108	0.04722	0.31327
V21	0.13551	0.08147	0.74888	0.03415
V22	0.03727	0.09505	0.25296	0.61472
V23	0.37977	0.05708	0.55501	0.00815
V24	0.92056	0.03001	0.04943	0
V25	0.35506	0.23278	0.15236	0.25981
V26	0.40609	0.37246	0.03571	0.18575
V27	0.15736	0.05314	0.05881	0.73069
V28	0	0.08315	0.91685	0
V29	0.4369	0.04013	0.48954	0.03343
V30	0.11487	0.22311	0.30735	0.35468
V31	0.21528	0.19815	0.31673	0.26984
V32	0.14204	0.01779	0.0871	0.75307
V33	0.05187	0.48598	0.38112	0.08102
V34	0.1353	0.06125	0.76748	0.03597
V35	0.17949	0.67283	0.123	0.02467
V36	0.01142	0.05101	0.51608	0.42148
V37	0.55265	0.06238	0.11491	0.27006
V38	0.45146	0	0.18846	0.36008
V39	0.17929	0.53698	0.16536	0.11837
V40	0.11465	0.76625	0.1191	0
V41	0.01514	0.65851	0.09223	0.23413
V42	0.25762	0.0209	0.24404	0.47744
V43	0.13833	0.34134	0.50276	0.01756
V44	0.01169	0.1004	0.74128	0.14663
V45	0.11052	0.56108	0.25445	0.07395
V46	0.78399	0.07134	0.13219	0.01249
V47	0.44459	0.19159	0.32014	0.04368
V48	0.7918	0.15869	0.01074	0.03878
V49	0.72949	0.17717	0	0.09334
V50	0.08827	0.78002	0.13171	0
V51	0.3172	0.38849	0.277	0.0173
V52	0.02556	0.13694	0.79906	0.03844
V53	0.72216	0.11863	0.15921	0
V54	0.42165	0.1962	0.36847	0.01368
V55	0.23476	0.13037	0.26996	0.36491
V56	0.10018	0.00156	0.14657	0.75169
V57	0.12036	0.79997	0.06521	0.01446
V58	0.65772	0	0.04862	0.29366
V59	0.43521	0.39014	0.13143	0.04323
V60	0.14862	0.16116	0.35415	0.33607
V61	0.7902	0.09692	0.01443	0.09845
V62	0.84981	0.03305	0.07974	0.0374
V63	0.03206	0.77716	0.16983	0.02096
V64	0.02914	0.83119	0.02563	0.11404
V65	0.05643	0	0.15873	0.78484
V66	0.23395	0.65302	0.05243	0.0606
V67	0.16035	0.33077	0.50888	0
V68	0.20374	0.14338	0.05176	0.60112
V69	0.02683	0.32051	0.61303	0.03963
V70	0.5346	0.14961	0.19589	0.11989
V71	0.18326	0.07798	0.40183	0.33693
V72	0.57164	0.15208	0.11214	0.16414
V73	0.16687	0.58191	0.17669	0.07453
V74	0.05716	0.23425	0.70859	0
V75	0.69956	0	0.19995	0.10049
V76	0	0.18196	0.23517	0.58287
V77	0.0696	0.29362	0.0366	0.60019
V78	0.32737	0.11366	0.21409	0.34487
V79	7e-05	0.12605	0.79081	0.08306
V80	0.35625	0.0306	0.53228	0.08087
V81	0.06231	0.18288	0.75481	0
V82	0	0.1017	0.87857	0.01973
V83	0.17243	0.17502	0.11304	0.53951
V84	0.41844	0.03754	0.19055	0.35347
V85	0.11553	0.31995	0.41768	0.14685
V86	0.04907	0.07855	0.82337	0.04901
V87	0.05261	0.78015	0.10476	0.06248
V88	0.19428	0.05948	0.30513	0.44111
V89	0.05285	0.01035	0.25542	0.68138
V90	0.04914	0.82597	0.10812	0.01677
V91	0.04909	0.69559	0.23088	0.02444
V92	0.45989	0.02608	0.3862	0.12782
V93	0.8733	0.00983	0	0.11687
V94	0.03499	0.44933	0.06034	0.45534
V95	0.26707	0.41716	0.18583	0.12995
V96	0.12704	0.09899	0.0672	0.70677
V97	0.67346	0.10512	0.21451	0.00691
V98	0.69166	0.28243	0	0.02591
V99	0.78204	0.04683	0.15588	0.01525
V100	0.08208	0.05553	0.8286	0.03379
V101	0.08805	0.07041	0.0228	0.81873
V102	0.89024	0.04997	0.01247	0.04733
V103	0.0433	0.04492	0.15144	0.76033
V104	0.05832	0.87399	0.05238	0.01531
V105	0.08387	0.84854	0.06011	0.00748
V106	0.13007	0.49753	0.34572	0.02668
V107	0.19165	0.21442	0.55374	0.04019
V108	0.16487	0.70319	0.13194	0
V109	0.01145	0.18081	0.60585	0.20188
V110	0.07833	0.80879	0.08674	0.02614
V111	0.8873	0	0.08188	0.03082
V112	0.14668	0.07241	0.45369	0.32723
V113	0.22053	0.10562	0.21556	0.45829
V114	0.28874	0.03531	0.12135	0.5546
V115	0.0192	0.71032	0.26766	0.00282
V116	0.1501	0.31635	0.38606	0.1475
V117	0.66601	0.23959	0.04794	0.04646
V118	0.18348	0.55655	0.06866	0.19132
V119	0.165	0.07316	0.09531	0.66653
V120	0.08357	0.09887	0.80017	0.0174
V121	0.5934	0.12278	0.11073	0.17309
V122	0.90159	0.0056	0.03383	0.05899
V123	0.01727	0.51403	0.09008	0.37861
V124	0.66073	0.27644	0	0.06283
V125	0.39196	0.39818	0.19765	0.01221
V126	0.07809	0.14779	0.09899	0.67513
V127	0.19601	0.04776	0.29588	0.46035
V128	0.0811	0.00623	0.16792	0.74475
V129	0.5686	0.22546	0.17742	0.02853
V130	0.01628	0.62253	0.35858	0.00261
V131	0.0481	0.84924	0.03255	0.07011
V132	0.88917	0.00068	0.04816	0.06198
V133	0.87492	0.01392	0.06722	0.04393
V134	0.12845	0.38983	0.16766	0.31406
V135	0.12147	0.01415	0.23022	0.63416
V136	0.26986	0.39339	0.03268	0.30407
V137	0.63809	0.03736	0.25195	0.07259
V138	0.22339	0.39388	0.20772	0.17502
V139	0.36151	0.20627	0.21773	0.21449
V140	0.0738	0.09071	0.10691	0.72859
V141	0.07017	0.17551	0.552	0.20232
V142	0.78881	0	0.21119	0
V143	0.44059	0.25488	0.09004	0.21449
V144	0.19596	0.1594	0.20589	0.43875
V145	0	0.72509	0.26963	0.00529
V146	0.1262	0.00313	0.1001	0.77056
V147	0.87342	0.02038	0.03312	0.07309
V148	0.13885	0.09296	0.58316	0.18502
V149	0.26941	0.48868	0.24192	0
V150	0.09245	0.25738	0.58209	0.06808
V151	0.22489	0.5958	0.06866	0.11065
V152	0.2414	0.42922	0.24542	0.08397
V153	0.1295	0.71303	0.05742	0.10005
V154	0.25124	0.4409	0.29149	0.01637
V155	0.46806	0.14906	0.2912	0.09167
V156	0.0332	0.1668	0.68716	0.11284
V157	0.31334	0.16463	0.32553	0.1965
V158	0.08579	0	0.10939	0.80482
V159	0.8616	0.0624	0	0.076
V160	0.70003	0	0.07534	0.22463
V161	0.26492	0	0.07023	0.66485
V162	0.09178	0.30556	0.1258	0.47687
V163	0.11088	0.48103	0.20768	0.20041
V164	0.35163	0.3029	0.13209	0.21338
V165	0.03984	0.28167	0.01825	0.66024
V166	0.03886	0.10248	0.12737	0.73129
V167	0.39984	0	0.02073	0.57943
V168	0.29686	0.53961	0.11319	0.05034
V169	0.24009	0.04924	0.07873	0.63193
V170	0.12135	0.03715	0.54425	0.29725
V171	0.13762	0.25648	0.57576	0.03014
V172	0.70282	0	0.27297	0.0242
V173	0.06667	0.14855	0.09161	0.69317
V174	0.04369	0.17089	0.12837	0.65705
V175	0.07138	0.03418	0.78145	0.11299
V176	0.02176	0.76037	0.21498	0.00289
V177	0.03674	0.89803	0.03416	0.03106
V178	0.02447	0.74249	0.04878	0.18426
V179	0.18682	0.01539	0.41238	0.3854
V180	0.04729	0.82778	0.12493	0
V181	0.17127	0.15179	0.53705	0.13989
V182	0.30203	0.19455	0.45285	0.05056
V183	0.19994	0.75044	0.04173	0.00789
V184	0.95309	0	0.04683	8e-05
V185	0.56915	0.38491	0.03151	0.01443
V186	0.13032	0.46892	0.29108	0.10968
V187	0.90355	0.00652	0.05078	0.03915
V188	0.09899	0.25011	0.01092	0.63998
V189	0.80844	0.01359	0.02619	0.15178
V190	0.64392	0.01973	0.31473	0.02163
V191	0.19223	0.22464	0.55335	0.02978
V192	0.31509	0.44912	0.07825	0.15754
V193	0.59592	0.03447	0.24692	0.12269
V194	0.06215	0.85874	0.0468	0.03231
V195	0.02256	0.07025	0.87703	0.03015
V196	0.05568	0.08687	0.0607	0.79675
V197	0.45126	0.04164	0.04651	0.46059
V198	0.07603	0.49218	0.38722	0.04457
V199	0.20665	0.02055	0.22202	0.55078
V200	0.15163	0.55088	0.0513	0.24619
V201	0.1098	0.53585	0.22681	0.12754
V202	0.01882	0.05201	0.77587	0.1533
