cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.50886	0.03328	0.17667	0.28119
V2	0.14419	0.09224	0.08687	0.6767
V3	0.07607	0.59329	0.04134	0.2893
V4	0.79879	0.15966	0.01718	0.02437
V5	0.11703	0.47488	0.26061	0.14748
V6	0.10112	0.82382	0.06323	0.01183
V7	0.14602	0.34848	0.10337	0.40213
V8	0.13886	0.04818	0.76648	0.04648
V9	0.22197	0.23393	0.06101	0.48309
V10	0.0515	0.05017	0.82997	0.06836
V11	0.208	0.36225	0.42551	0.00423
V12	0.05349	0.56691	0.37004	0.00956
V13	0.26163	0.6881	0.03813	0.01214
V14	0.1001	0.83991	0.05988	0.00011
V15	0.12896	0.59339	0.13613	0.14152
V16	0.84599	0.08877	0.03331	0.03193
V17	0.11024	0.82129	0.05641	0.01206
V18	0.53586	0.37779	0.05612	0.03022
V19	0.17149	0.7748	0.04824	0.00547
V20	0.16709	0.44989	0.04258	0.34045
V21	0.13644	0.07883	0.74196	0.04277
V22	0.04078	0.09131	0.22153	0.64639
V23	0.35716	0.07359	0.55409	0.01516
V24	0.84136	0.08736	0.06038	0.01091
V25	0.3204	0.25065	0.13842	0.29053
V26	0.37079	0.40551	0.02904	0.19465
V27	0.10881	0.06821	0.07065	0.75233
V28	0.06049	0.0994	0.81059	0.02952
V29	0.40916	0.05981	0.4954	0.03564
V30	0.10251	0.21003	0.28449	0.40297
V31	0.19231	0.19809	0.30185	0.30776
V32	0.09694	0.04731	0.08364	0.7721
V33	0.06114	0.49155	0.35881	0.0885
V34	0.13722	0.06315	0.75561	0.04402
V35	0.16935	0.70557	0.1068	0.01828
V36	0.02504	0.04573	0.46578	0.46346
V37	0.50273	0.09386	0.10291	0.30051
V38	0.38635	0.02032	0.1847	0.40864
V39	0.16818	0.5661	0.14373	0.12199
V40	0.12382	0.76183	0.11435	0
V41	0.03323	0.64401	0.07559	0.24717
V42	0.20379	0.04144	0.222	0.53277
V43	0.13742	0.34197	0.4913	0.02931
V44	0.03194	0.08321	0.71213	0.17272
V45	0.1098	0.58552	0.23024	0.07444
V46	0.74061	0.11688	0.13475	0.00777
V47	0.42181	0.2162	0.31772	0.04427
V48	0.74564	0.21223	0.02131	0.02083
V49	0.68862	0.22827	0.00432	0.07879
V50	0.0938	0.78748	0.11871	0
V51	0.2983	0.41612	0.26295	0.02263
V52	0.05288	0.12293	0.78021	0.04398
V53	0.66724	0.16462	0.16434	0.0038
V54	0.39716	0.21779	0.36554	0.01951
V55	0.19908	0.1335	0.25149	0.41592
V56	0.06955	0.03705	0.12945	0.76394
V57	0.119	0.81157	0.06465	0.00478
V58	0.59067	0.03347	0.05054	0.32533
V59	0.40951	0.43433	0.11849	0.03767
V60	0.12951	0.15334	0.33291	0.38424
V61	0.76046	0.14367	0.01603	0.07983
V62	0.81849	0.08194	0.08298	0.01659
V63	0.04963	0.78908	0.14882	0.01248
V64	0.04459	0.80374	0.03758	0.11408
V65	0.05195	0.03343	0.14823	0.76639
V66	0.21604	0.6873	0.04491	0.05175
V67	0.15842	0.33202	0.49581	0.01374
V68	0.1542	0.14379	0.06071	0.64131
V69	0.04541	0.30669	0.5971	0.05081
V70	0.51166	0.18141	0.18658	0.12034
V71	0.15634	0.07852	0.37969	0.38545
V72	0.54231	0.18751	0.10003	0.17015
V73	0.15837	0.61522	0.15397	0.07245
V74	0.08768	0.22836	0.67042	0.01354
V75	0.66997	0.03686	0.19864	0.09453
V76	0.02495	0.16133	0.20525	0.60847
V77	0.06373	0.26749	0.05233	0.61645
V78	0.28167	0.126	0.19899	0.39333
V79	0.03038	0.10759	0.76576	0.09627
V80	0.32765	0.04543	0.53578	0.09115
V81	0.08222	0.17146	0.72774	0.01858
V82	0.04706	0.09706	0.82584	0.03005
V83	0.13495	0.17093	0.10404	0.59009
V84	0.36096	0.06157	0.17638	0.40109
V85	0.11387	0.31768	0.40381	0.16465
V86	0.06932	0.07208	0.80401	0.05459
V87	0.06206	0.79984	0.08653	0.05157
V88	0.15661	0.06681	0.2802	0.49638
V89	0.04675	0.0324	0.22547	0.69538
V90	0.06114	0.83595	0.09779	0.00511
V91	0.06155	0.7125	0.20558	0.02037
V92	0.42619	0.04928	0.38702	0.13752
V93	0.83191	0.06078	0.00569	0.10162
V94	0.0435	0.41551	0.05914	0.48185
V95	0.24936	0.44647	0.1682	0.13597
V96	0.08948	0.10514	0.07436	0.73101
V97	0.6357	0.14304	0.21509	0.00617
V98	0.63476	0.33163	0.02142	0.01219
V99	0.73957	0.09132	0.16035	0.00876
V100	0.09942	0.05913	0.80219	0.03926
V101	0.06226	0.07526	0.07184	0.79064
V102	0.85105	0.10236	0.02752	0.01908
V103	0.04416	0.06118	0.13677	0.75788
V104	0.07054	0.86431	0.06403	0.00112
V105	0.09088	0.843	0.06611	0
V106	0.12941	0.51345	0.32552	0.03162
V107	0.18299	0.21383	0.55316	0.05001
V108	0.1651	0.70981	0.12508	0
V109	0.02825	0.15965	0.57992	0.23218
V110	0.08396	0.82629	0.07796	0.01179
V111	0.84184	0.05496	0.08877	0.01443
V112	0.12607	0.07042	0.42954	0.37397
V113	0.17804	0.11071	0.19615	0.5151
V114	0.22343	0.05828	0.10976	0.60854
V115	0.04405	0.71133	0.24344	0.00118
V116	0.14394	0.31914	0.37288	0.16405
V117	0.63295	0.28879	0.04592	0.03233
V118	0.16812	0.57489	0.05581	0.20118
V119	0.11972	0.08487	0.09095	0.70446
V120	0.09922	0.09192	0.78003	0.02883
V121	0.56238	0.15743	0.09941	0.18077
V122	0.87936	0.06329	0.03602	0.02133
V123	0.03327	0.48266	0.0792	0.40486
V124	0.61588	0.32395	0.00967	0.0505
V125	0.3673	0.43372	0.18569	0.01329
V126	0.063	0.14356	0.09413	0.69931
V127	0.15635	0.05804	0.27046	0.51516
V128	0.05974	0.03621	0.15119	0.75286
V129	0.54219	0.26452	0.16905	0.02424
V130	0.04197	0.62414	0.331	0.00288
V131	0.05992	0.83783	0.04058	0.06166
V132	0.86909	0.0592	0.04516	0.02655
V133	0.84554	0.06732	0.06879	0.01835
V134	0.11675	0.3841	0.14868	0.35047
V135	0.08991	0.03564	0.2035	0.67095
V136	0.23602	0.40219	0.03042	0.33137
V137	0.61311	0.07243	0.24907	0.0654
V138	0.20804	0.41221	0.18968	0.19008
V139	0.33138	0.22495	0.20504	0.23864
V140	0.05806	0.09755	0.10054	0.74385
V141	0.07159	0.1609	0.53436	0.23315
V142	0.71559	0.05858	0.21427	0.01155
V143	0.40528	0.28428	0.07844	0.232
V144	0.16051	0.1573	0.18732	0.49487
V145	0.03665	0.71671	0.24398	0.00267
V146	0.08517	0.0417	0.08923	0.7839
V147	0.85628	0.07151	0.03178	0.04043
V148	0.12626	0.08817	0.57184	0.21372
V149	0.25674	0.51567	0.22759	0
V150	0.0956	0.24904	0.57724	0.07812
V151	0.20769	0.62798	0.05545	0.10887
V152	0.22848	0.45897	0.22647	0.08608
V153	0.12258	0.73321	0.04741	0.0968
V154	0.23729	0.46606	0.27437	0.02228
V155	0.4455	0.17387	0.28829	0.09234
V156	0.04807	0.14758	0.67329	0.13107
V157	0.28654	0.17513	0.31803	0.22029
V158	0.06362	0.03787	0.10206	0.79645
V159	0.82701	0.11356	0.01067	0.04876
V160	0.64919	0.03601	0.07166	0.24313
V161	0.19767	0.03198	0.07417	0.69617
V162	0.08132	0.28643	0.11212	0.52012
V163	0.10832	0.48828	0.18399	0.2194
V164	0.32185	0.32607	0.11863	0.23345
V165	0.04597	0.24985	0.05275	0.65143
V166	0.0421	0.10554	0.11636	0.73601
V167	0.31324	0.02442	0.04389	0.61845
V168	0.27632	0.58191	0.0976	0.04417
V169	0.17852	0.06822	0.07798	0.67529
V170	0.10611	0.03882	0.51521	0.33985
V171	0.13574	0.25248	0.57053	0.04125
V172	0.66229	0.05021	0.27544	0.01207
V173	0.05605	0.14464	0.08881	0.7105
V174	0.04561	0.15987	0.11671	0.67781
V175	0.07761	0.03781	0.7489	0.13568
V176	0.04537	0.7607	0.19356	0.00037
V177	0.05643	0.87527	0.05756	0.01075
V178	0.03762	0.73007	0.03971	0.1926
V179	0.15399	0.02705	0.38484	0.43413
V180	0.0698	0.80887	0.12133	0
V181	0.15856	0.14793	0.53391	0.1596
V182	0.28496	0.20522	0.45331	0.0565
V183	0.19062	0.75859	0.05079	0
V184	0.86341	0.06751	0.05242	0.01665
V185	0.52481	0.43438	0.03933	0.00147
V186	0.12746	0.48649	0.26953	0.11652
V187	0.86751	0.06517	0.05312	0.0142
V188	0.08223	0.22366	0.04748	0.64663
V189	0.7704	0.05996	0.02123	0.14841
V190	0.60769	0.05738	0.32337	0.01156
V191	0.18367	0.22387	0.55144	0.04102
V192	0.28941	0.48162	0.06581	0.16315
V193	0.56704	0.06777	0.24157	0.12362
V194	0.07165	0.85969	0.05521	0.01345
V195	0.05805	0.07076	0.84062	0.03057
V196	0.04962	0.09933	0.07505	0.77599
V197	0.3714	0.06897	0.04944	0.51019
V198	0.08119	0.50215	0.36605	0.05062
V199	0.15689	0.04122	0.19817	0.60371
V200	0.13935	0.55512	0.0429	0.26263
V201	0.10933	0.55461	0.20216	0.1339
V202	0.03538	0.04347	0.73752	0.18363
V203	0.16807	0.43356	0.38148	0.01689
V204	0.03749	0.50318	0.04382	0.41551
V205	0.0554	0.0878	0.82391	0.03289
V206	0.07798	0.12054	0.77962	0.02186
V207	0.1357	0.18922	0.08757	0.58751
V208	0.24139	0.09729	0.63853	0.02279
V209	0.28988	0.48399	0.08311	0.14301
V210	0.10477	0.74421	0.11628	0.03474
V211	0.37766	0.03574	0.05918	0.52742
V212	0.47089	0.07796	0.42613	0.02502
V213	0.59674	0.06195	0.11664	0.22466
V214	0.30635	0.17752	0.17837	0.33776
V215	0.26397	0.11063	0.05037	0.57503
V216	0.08076	0.0359	0.09146	0.79188
V217	0.06064	0.48636	0.24342	0.20958
V218	0.10766	0.44368	0.18502	0.26363
V219	0.1212	0.62386	0.03703	0.21791
V220	0.04034	0.78508	0.04249	0.13208
V221	0.76078	0.04325	0.00855	0.18742
V222	0.29628	0.15768	0.36783	0.17821
V223	0.02933	0.15174	0.73361	0.08532
V224	0.85936	0.0655	0.06011	0.01503
V225	0.08642	0.81552	0.09806	0
