mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.25196	0.23404	0.2211	0.1779	0.115
V2	0.06147	0.68546	0.07082	0.12471	0.05753
V3	0.06628	0.16687	0.34784	0.39362	0.0254
V4	0.02593	0.18299	0.20241	0.07497	0.5137
V5	0.03171	0.15317	0.07058	0.10933	0.63521
V6	0.25684	0.16427	0.23513	0.24953	0.09422
V7	0.02229	0.2118	0.33664	0.09787	0.3314
V8	0.02473	0.23799	0.60195	0.11453	0.02079
V9	0.06387	0.12256	0.22307	0.57049	0.02001
V10	0.33977	0.19825	0.35633	0.0687	0.03694
V11	0.04405	0.17132	0.10381	0.0819	0.59892
V12	0.07806	0.15544	0.19512	0.28947	0.2819
V13	0.11964	0.14477	0.05352	0.40091	0.28116
V14	0.14322	0.09487	0.08062	0.60101	0.08027
V15	0.04604	0.0807	0.0194	0.821	0.03285
V16	0.43892	0.14899	0.03248	0.35569	0.02391
V17	0.06743	0.30769	0.03688	0.08837	0.49963
V18	0.08177	0.41681	0.2284	0.24593	0.0271
V19	0.04293	0.15163	0.02363	0.1235	0.65832
V20	0.01892	0.20428	0.52101	0.22978	0.02602
V21	0.03272	0.31943	0.12987	0.17973	0.33825
V22	0.60647	0.18307	0.07662	0.09167	0.04217
V23	0.07738	0.15396	0.04154	0.14128	0.58583
V24	0.35731	0.21263	0.04013	0.10278	0.28716
V25	0.04042	0.13263	0.03405	0.39496	0.39795
V26	0.36817	0.2694	0.07339	0.10534	0.1837
V27	0.10893	0.48557	0.17472	0.06918	0.1616
V28	0.044	0.16162	0.18081	0.57416	0.03941
V29	0.02548	0.12883	0.27323	0.54573	0.02674
V30	0.55281	0.19529	0.04563	0.10648	0.09979
V31	0.33589	0.21058	0.03344	0.26616	0.15394
V32	0.68237	0.12045	0.03016	0.10408	0.06294
V33	0.03625	0.27248	0.03673	0.13245	0.52209
V34	0.11833	0.73148	0.03109	0.09019	0.02891
V35	0.08876	0.56113	0.23198	0.09505	0.02307
V36	0.03733	0.27453	0.15708	0.11344	0.41762
V37	0.56164	0.12498	0.02213	0.09392	0.19733
V38	0.10256	0.19365	0.37329	0.21111	0.11939
V39	0.24546	0.19612	0.27177	0.06914	0.21751
V40	0.19665	0.54436	0.03924	0.17038	0.04938
V41	0.05872	0.73735	0.03729	0.07897	0.08767
V42	0.63813	0.1478	0.04026	0.10225	0.07157
V43	0.35496	0.24221	0.28082	0.09513	0.02688
V44	0.04021	0.36998	0.43017	0.06013	0.09951
V45	0.04745	0.59562	0.10526	0.19594	0.05573
V46	0.10944	0.66523	0.08455	0.10328	0.0375
V47	0.01852	0.25102	0.64212	0.05981	0.02852
V48	0.14014	0.22154	0.19722	0.329	0.11209
V49	0.34995	0.23386	0.19811	0.19144	0.02665
V50	0.03261	0.25788	0.62794	0.05933	0.02225
V51	0.0922	0.33176	0.18032	0.10265	0.29307
V52	0.06491	0.78179	0.03246	0.09095	0.02989
V53	0.04713	0.19068	0.02726	0.71081	0.02412
V54	0.18759	0.0932	0.03177	0.52877	0.15867
V55	0.08529	0.06764	0.01887	0.8029	0.02529
V56	0.08193	0.07031	0.02523	0.71694	0.10559
V57	0.12409	0.27017	0.4233	0.07947	0.10297
V58	0.07188	0.14375	0.1323	0.20341	0.44865
V59	0.626	0.14561	0.09386	0.1035	0.03102
V60	0.32961	0.26734	0.12338	0.17697	0.10269
V61	0.16659	0.13466	0.04648	0.2311	0.42117
V62	0.05956	0.18661	0.25289	0.149	0.35193
V63	0.31252	0.3074	0.07471	0.09818	0.20719
V64	0.68474	0.13332	0.04214	0.10404	0.03576
V65	0.08926	0.1458	0.05363	0.5861	0.12521
V66	0.04545	0.09483	0.12686	0.70522	0.02764
V67	0.02347	0.18936	0.27779	0.11496	0.39442
V68	0.337	0.17614	0.3113	0.09875	0.07682
V69	0.43602	0.22408	0.1783	0.09434	0.06726
V70	0.06733	0.61849	0.06219	0.21512	0.03688
V71	0.09499	0.67655	0.06357	0.13351	0.03138
V72	0.04795	0.41388	0.04525	0.07877	0.41415
V73	0.06757	0.10798	0.10412	0.53883	0.1815
V74	0.03663	0.11478	0.0263	0.74312	0.07917
V75	0.35148	0.27643	0.25535	0.08411	0.03263
V76	0.0361	0.07291	0.03326	0.79154	0.06619
V77	0.03139	0.23958	0.61863	0.08924	0.02116
V78	0.01856	0.25323	0.6347	0.06546	0.02805
V79	0.07876	0.40576	0.05798	0.17607	0.28143
V80	0.11836	0.64155	0.02786	0.1206	0.09163
V81	0.02533	0.25079	0.64137	0.05991	0.02259
V82	0.20164	0.19898	0.04662	0.5243	0.02844
V83	0.09749	0.15035	0.03975	0.52096	0.19145
V84	0.089	0.25203	0.02965	0.0904	0.53892
V85	0.01878	0.25036	0.6418	0.0663	0.02276
V86	0.03784	0.30012	0.25835	0.37689	0.0268
V87	0.36041	0.10547	0.05746	0.44283	0.03384
V88	0.24962	0.23388	0.06775	0.22715	0.2216
V89	0.04774	0.27727	0.56504	0.0892	0.02076
V90	0.03395	0.26541	0.07069	0.12872	0.50122
V91	0.03336	0.08178	0.08345	0.7782	0.0232
V92	0.19569	0.16589	0.04687	0.09611	0.49545
V93	0.02926	0.17501	0.15129	0.48495	0.15949
V94	0.04983	0.24197	0.04232	0.25045	0.41543
V95	0.06656	0.29244	0.04306	0.13615	0.4618
V96	0.58522	0.13198	0.04478	0.10905	0.12897
V97	0.13923	0.15988	0.06058	0.14254	0.49776
V98	0.05734	0.39639	0.16935	0.16055	0.21638
V99	0.40017	0.19809	0.02705	0.2639	0.11079
V100	0.40849	0.23768	0.06582	0.11962	0.16839
V101	0.07147	0.77056	0.03912	0.0897	0.02915
V102	0.24547	0.29843	0.13323	0.15536	0.16751
V103	0.11684	0.13891	0.02894	0.09028	0.62502
V104	0.05324	0.42388	0.09392	0.08072	0.34824
V105	0.03259	0.15627	0.05691	0.1174	0.63682
V106	0.05763	0.66483	0.14968	0.07808	0.04978
V107	0.05228	0.33075	0.49312	0.09745	0.0264
V108	0.03015	0.32383	0.56372	0.06002	0.02229
V109	0.06532	0.27127	0.07028	0.28638	0.30674
V110	0.15178	0.47304	0.17419	0.16714	0.03386
V111	0.21918	0.31859	0.36816	0.07228	0.02179
V112	0.15729	0.10922	0.10969	0.4518	0.172
V113	0.19575	0.14304	0.10842	0.18028	0.37251
V114	0.43506	0.16937	0.06437	0.22303	0.10817
V115	0.64199	0.11883	0.0286	0.1044	0.10618
V116	0.03677	0.14996	0.0246	0.0998	0.68887
V117	0.05147	0.2271	0.56606	0.11897	0.03641
V118	0.0613	0.06772	0.01903	0.8129	0.03905
V119	0.2467	0.16838	0.30945	0.25539	0.02008
V120	0.0241	0.22121	0.57232	0.13971	0.04266
V121	0.17558	0.63079	0.02828	0.08735	0.078
V122	0.04521	0.39278	0.0946	0.26043	0.20698
V123	0.37755	0.15136	0.08469	0.22981	0.15659
V124	0.17859	0.20256	0.07499	0.24333	0.30053
V125	0.04795	0.46372	0.3909	0.06934	0.0281
V126	0.13063	0.27327	0.19602	0.15093	0.24915
V127	0.20523	0.19992	0.4656	0.10386	0.02539
V128	0.18508	0.65678	0.03608	0.08214	0.03993
V129	0.207	0.17835	0.23033	0.19882	0.1855
V130	0.04313	0.4716	0.05936	0.26273	0.16318
V131	0.03493	0.11468	0.19999	0.62969	0.02071
V132	0.28879	0.11805	0.0199	0.35388	0.21938
V133	0.02025	0.22619	0.42335	0.11866	0.21155
V134	0.06511	0.23307	0.54964	0.07538	0.07679
V135	0.03314	0.27134	0.52249	0.07638	0.09665
V136	0.69994	0.12203	0.03147	0.10867	0.03789
V137	0.65778	0.13847	0.02931	0.12398	0.05045
V138	0.20253	0.23082	0.08894	0.17355	0.30416
V139	0.11516	0.09846	0.14699	0.61304	0.02635
V140	0.04152	0.16061	0.14513	0.07901	0.57374
V141	0.03132	0.32522	0.47968	0.13747	0.02632
V142	0.16801	0.16549	0.2733	0.16004	0.23315
