CD56NK	CD4MemoryT	CD19B	CD14
V1	0.57191	0.00161	0.14616	0.28033
V2	0.14769	0.04322	0.05567	0.75342
V3	0.08923	0.5724	0.01751	0.32086
V4	0.89004	0.09992	0	0.01004
V5	0.13719	0.45478	0.2467	0.16132
V6	0.11621	0.85086	0.02363	0.0093
V7	0.16716	0.30459	0.07734	0.45091
V8	0.12628	0.02561	0.81666	0.03145
V9	0.2507	0.17956	0.03676	0.53299
V10	0.01865	0.02995	0.89873	0.05267
V11	0.2356	0.34044	0.42397	0
V12	0.04891	0.58219	0.36323	0.00567
V13	0.30809	0.67722	0.00614	0.00855
V14	0.10963	0.87504	0.01533	0
V15	0.15316	0.58132	0.11091	0.1546
V16	0.93481	0.04044	0.00649	0.01826
V17	0.12733	0.84596	0.01698	0.00973
V18	0.62735	0.32105	0.02811	0.02349
V19	0.19859	0.7898	0.00895	0.00266
V20	0.19602	0.41076	0.01974	0.37349
V21	0.12708	0.05026	0.79357	0.02909
V22	0.03199	0.04653	0.18905	0.73243
V23	0.39975	0.04281	0.55531	0.00213
V24	0.93988	0.04008	0.02004	0
V25	0.37706	0.19733	0.11365	0.31196
V26	0.43547	0.351	0.01269	0.20084
V27	0.0994	0.01996	0.04162	0.83901
V28	0.01718	0.06459	0.90803	0.01019
V29	0.46658	0.02644	0.48436	0.02262
V30	0.11255	0.16424	0.26775	0.45546
V31	0.21947	0.15293	0.28713	0.34047
V32	0.0818	0.00334	0.05273	0.86214
V33	0.06699	0.48465	0.3565	0.09186
V34	0.12519	0.03693	0.80804	0.02984
V35	0.20193	0.70972	0.07225	0.0161
V36	0.01223	0.01531	0.45842	0.51404
V37	0.57101	0.0476	0.07777	0.30362
V38	0.42547	0	0.15236	0.42217
V39	0.20169	0.54791	0.11864	0.13176
V40	0.13901	0.78844	0.07255	0
V41	0.04262	0.63356	0.04716	0.27665
V42	0.221	0.00618	0.1894	0.58342
V43	0.15122	0.3192	0.50809	0.02148
V44	0.01481	0.05543	0.75223	0.17753
V45	0.12881	0.5826	0.21151	0.07708
V46	0.84041	0.06474	0.09485	0
V47	0.4991	0.16684	0.29734	0.03671
V48	0.84091	0.15056	0	0.00852
V49	0.7725	0.16146	0	0.06604
V50	0.10326	0.81942	0.07732	0
V51	0.35335	0.38788	0.24179	0.01697
V52	0.02617	0.09548	0.84749	0.03087
V53	0.76729	0.11021	0.1225	0
V54	0.46917	0.1711	0.34823	0.01151
V55	0.22287	0.08879	0.22817	0.46017
V56	0.05275	0	0.09089	0.85636
V57	0.13688	0.83687	0.02366	0.00259
V58	0.65284	7e-05	0.03106	0.31604
V59	0.48877	0.3894	0.0887	0.03314
V60	0.14119	0.11012	0.31917	0.42952
V61	0.84643	0.08631	0	0.06726
V62	0.91413	0.03526	0.04631	0.0043
V63	0.05212	0.82443	0.11357	0.00988
V64	0.04946	0.81837	0.00968	0.12248
V65	0.03147	0	0.1044	0.86413
V66	0.25778	0.67376	0.01737	0.05109
V67	0.17451	0.30853	0.51155	0.00542
V68	0.16289	0.09064	0.03163	0.71483
V69	0.03389	0.28544	0.63755	0.04313
V70	0.5977	0.12641	0.15949	0.1164
V71	0.16632	0.04291	0.36707	0.4237
V72	0.62762	0.1289	0.07564	0.16785
V73	0.19097	0.60608	0.12808	0.07486
V74	0.06797	0.20906	0.7227	0.00027
V75	0.74936	0.0065	0.16348	0.08066
V76	0.01896	0.11155	0.17359	0.6959
V77	0.06215	0.21747	0.02286	0.69753
V78	0.32294	0.07952	0.17204	0.4255
V79	0.00726	0.07911	0.82402	0.08961
V80	0.36781	0.01671	0.53375	0.08174
V81	0.05858	0.14687	0.78897	0.00558
V82	0.00792	0.07216	0.90836	0.01155
V83	0.14195	0.1197	0.07259	0.66576
V84	0.40639	0.02409	0.14704	0.42248
V85	0.12848	0.28501	0.40729	0.17922
V86	0.04181	0.04729	0.87041	0.0405
V87	0.07231	0.82113	0.05286	0.0537
V88	0.16406	0.02978	0.25409	0.55206
V89	0.03198	0	0.18949	0.77853
V90	0.06607	0.87464	0.05605	0.00323
V91	0.06654	0.73734	0.178	0.01812
V92	0.48462	0.01758	0.36547	0.13232
V93	0.89827	0.01884	0	0.08289
V94	0.04537	0.38028	0.02997	0.54437
V95	0.29977	0.41125	0.14455	0.14443
V96	0.08209	0.0518	0.04373	0.82238
V97	0.73451	0.09088	0.17461	0
V98	0.72722	0.27057	0	0.00221
V99	0.83721	0.04469	0.1181	0
V100	0.07546	0.03563	0.86531	0.0236
V101	0.04509	0.01442	0.04821	0.89227
V102	0.9441	0.05062	0	0.00528
V103	0.03113	0.01513	0.09854	0.8552
V104	0.07285	0.90912	0.01803	0
V105	0.09878	0.87997	0.02125	0
V106	0.14783	0.50872	0.315	0.02846
V107	0.20382	0.17734	0.57674	0.0421
V108	0.18955	0.72509	0.08536	0
V109	0.02035	0.12423	0.60385	0.25157
V110	0.09496	0.85655	0.03901	0.00948
V111	0.9345	0.01487	0.05025	0.00038
V112	0.12983	0.03525	0.42428	0.41064
V113	0.19313	0.06554	0.1662	0.57513
V114	0.24331	0.01626	0.07783	0.66259
V115	0.03859	0.74648	0.21493	0
V116	0.16565	0.28498	0.37125	0.17812
V117	0.73158	0.22534	0.01963	0.02345
V118	0.20061	0.54935	0.0326	0.21743
V119	0.1168	0.03616	0.05846	0.78859
V120	0.07654	0.06501	0.8439	0.01454
V121	0.64591	0.10217	0.07471	0.17721
V122	0.96912	0.02028	0.00422	0.00638
V123	0.03767	0.4568	0.04902	0.45651
V124	0.70184	0.25828	0	0.03988
V125	0.43789	0.39884	0.15503	0.00823
V126	0.05582	0.09006	0.06023	0.79389
V127	0.16318	0.02156	0.24288	0.57238
V128	0.04191	0	0.11366	0.84443
V129	0.63853	0.20794	0.13762	0.01592
V130	0.03258	0.65049	0.31693	0
V131	0.0688	0.85881	0.00878	0.06361
V132	0.95621	0.0176	0.01413	0.01206
V133	0.93749	0.02358	0.0338	0.00514
V134	0.13599	0.3466	0.12281	0.39461
V135	0.08056	0	0.17081	0.74862
