Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.28032	0.23864	0.24646	0.05909	0.17549
V2	0.02998	0.84709	0.03414	0.02498	0.06381
V3	0.08276	0.04042	0.53615	0.32997	0.0107
V4	0.00657	0.00138	0.20591	0	0.78613
V5	0	0	0.04784	0	0.95216
V6	0.29857	0.15383	0.28306	0.12421	0.14033
V7	0.01236	0.03416	0.38919	0.00648	0.55782
V8	0.03264	0.02139	0.90618	0.03978	0
V9	0.06911	0.01815	0.37275	0.53587	0.00413
V10	0.40046	0.11588	0.47147	0	0.01219
V11	0.02012	0.01118	0.08764	0	0.88106
V12	0.07329	0.03005	0.24188	0.16621	0.48856
V13	0.1168	0.07798	0.03678	0.26184	0.50661
V14	0.17979	0.03853	0.0999	0.53006	0.15171
V15	0.01567	0.02182	0	0.91998	0.04253
V16	0.556	0.23918	0	0.20482	0
V17	0.03712	0.21619	0.00192	0	0.74476
V18	0.08149	0.48442	0.28322	0.14107	0.0098
V19	0.00827	0	0	0	0.99173
V20	0.02503	0.00304	0.80447	0.16024	0.00722
V21	0.00781	0.23958	0.13352	0.06861	0.55048
V22	0.73897	0.19385	0.04997	0	0.01721
V23	0.05177	0.01918	0.01492	0.01466	0.89948
V24	0.33424	0.22428	0	0	0.44148
V25	0.01235	0.02198	0.01198	0.2519	0.7018
V26	0.40684	0.2766	0.04368	0	0.27289
V27	0.09674	0.48572	0.17394	0	0.24359
V28	0.03256	0.10597	0.28426	0.52494	0.05225
V29	0.00208	0	0.45451	0.52351	0.0199
V30	0.65484	0.21911	0.00247	0	0.12358
V31	0.35497	0.28249	0	0.12123	0.24131
V32	0.76907	0.18278	0	0	0.04815
V33	0.00542	0.17147	0.005	0.01465	0.80346
V34	0.08579	0.91386	0	0	0.00035
V35	0.0738	0.67206	0.24839	0.00574	0
V36	0.01525	0.15036	0.16004	0.00247	0.67189
V37	0.6257	0.0941	0	0	0.2802
V38	0.12943	0.04632	0.50178	0.10995	0.21252
V39	0.24881	0.12937	0.3017	0	0.32012
V40	0.19079	0.70903	0	0.05423	0.04595
V41	0.0215	0.87591	0	0	0.10259
V42	0.75723	0.17167	0.00039	0	0.07071
V43	0.44444	0.18674	0.36882	0	0
V44	0.03954	0.29628	0.52118	0	0.14301
V45	0.0238	0.72028	0.09721	0.09077	0.06794
V46	0.08241	0.84401	0.04452	0.00695	0.0221
V47	0.02575	0.01293	0.9577	0	0.00363
V48	0.15952	0.18784	0.25299	0.20728	0.19237
V49	0.43793	0.25224	0.23547	0.07258	0.00178
V50	0.04463	0.03362	0.92175	0	0
V51	0.07814	0.28717	0.18365	0.00144	0.44959
V52	0.02351	0.97461	0	0	0.00188
V53	0.01853	0.25067	0.00223	0.71331	0.01526
V54	0.22712	0.04618	0.00705	0.40872	0.31093
V55	0.08999	0.00889	0	0.88153	0.01959
V56	0.07524	0	0.00542	0.68819	0.23116
V57	0.14763	0.16007	0.53788	0	0.15442
V58	0.05314	0	0.13507	0.07049	0.7413
V59	0.76254	0.16062	0.07684	0	0
V60	0.36679	0.31135	0.11732	0.05304	0.15149
V61	0.15442	0.03665	0.02031	0.07814	0.71048
V62	0.04951	0.0343	0.28544	0.04031	0.59044
V63	0.31743	0.3253	0.0443	0	0.31296
V64	0.80822	0.19178	0	0	0
V65	0.08729	0.12046	0.04686	0.49025	0.25515
V66	0.0313	0.00074	0.20806	0.73131	0.02859
V67	0.00733	0.00865	0.30731	0.01121	0.66549
