B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	1	0	0	0
V2	0.61336	0	0	0.38664
V3	0.28832	0.71168	0	0
V4	1	0	0	0
V5	0.4533	0.48305	0.06365	0
V6	0.14942	0.85058	0	0
V7	0.5135	0.4582	0	0.0283
V8	0.46211	0	0.53789	0
V9	0.60959	0.28723	0	0.10318
V10	0.37861	0	0.62139	0
V11	0.49959	0.13466	0.36575	0
V12	0.25529	0.50559	0.23912	0
V13	0.38031	0.61969	0	0
V14	0.10463	0.89537	0	0
V15	0.40871	0.59129	0	0
V16	1	0	0	0
V17	0.15737	0.84263	0	0
V18	0.91035	0.08945	2e-04	0
V19	0.24714	0.75286	0	0
V20	0.46831	0.53169	0	0
V21	0.46133	0	0.53867	0
V22	0.58844	0.09952	0	0.31204
V23	0.7185	0	0.2815	0
V24	1	0	0	0
V25	0.75445	0.24555	0	0
V26	0.70978	0.29022	0	0
V27	0.41568	0	0	0.58432
V28	0.30712	0	0.69288	0
V29	0.78311	0	0.21689	0
V30	0.61808	0.38192	0	0
V31	0.63928	0.24211	0.1186	0
V32	0.34673	0	0	0.65327
V33	0.3701	0.44901	0.18089	0
V34	0.47062	0	0.52938	0
V35	0.3489	0.6511	0	0
V36	0.60513	0.15523	0.20145	0.03818
V37	1	0	0	0
V38	1	0	0	0
V39	0.46617	0.53383	0	0
V40	0.2254	0.7746	0	0
V41	0.23707	0.76293	0	0
V42	0.82334	0.06583	0	0.11083
V43	0.4537	0.15385	0.39245	0
V44	0.41078	0	0.58922	0
V45	0.40428	0.56682	0.0289	0
V46	1	0	0	0
V47	0.79475	0	0.20525	0
V48	1	0	0	0
V49	1	0	0	0
V50	0.20121	0.79879	0	0
V51	0.61477	0.20573	0.1795	0
V52	0.36584	0	0.63416	0
V53	1	0	0	0
V54	0.75158	0	0.24842	0
V55	0.76287	0.21264	0.02448	0
V56	0.39515	0	0	0.60485
V57	0.17943	0.82057	0	0
V58	1	0	0	0
V59	0.74157	0.21613	0.0423	0
V60	0.6542	0.25725	0.08856	0
V61	1	0	0	0
V62	1	0	0	0
V63	0.171	0.829	0	0
V64	0.08001	0.91999	0	0
V65	0.32663	0	0	0.67337
V66	0.36828	0.63172	0	0
V67	0.46257	0.11947	0.41796	0
V68	0.61124	0.05391	0	0.33485
V69	0.3653	0.13926	0.49543	0
V70	0.92805	0	0.07195	0
V71	0.71441	0.12702	0.15857	0
V72	1	0	0	0
V73	0.41743	0.58257	0	0
V74	0.39009	0	0.60991	0
V75	1	0	0	0
V76	0.53	0.21263	0	0.25738
V77	0.40504	0.26684	0	0.32812
V78	0.81517	0.17655	0.00828	0
V79	0.35409	0	0.64591	0
V80	0.7355	0	0.2645	0
V81	0.38684	0	0.61316	0
V82	0.33047	0	0.66953	0
V83	0.59361	0.16953	0	0.23685
V84	0.95065	0.03265	0.01441	0.00229
V85	0.48472	0.30906	0.20622	0
V86	0.37872	0	0.62128	0
V87	0.15605	0.84395	0	0
V88	0.78034	0.1532	0.01634	0.05012
V89	0.59321	0	0	0.40679
V90	0.10533	0.89467	0	0
V91	0.26148	0.73852	0	0
V92	0.85606	0	0.14394	0
V93	1	0	0	0
V94	0.30492	0.53733	0	0.15775
V95	0.58346	0.3836	0.03294	0
V96	0.46241	0	0	0.53759
V97	0.97861	0	0.02139	0
V98	1	0	0	0
V99	1	0	0	0
V100	0.41823	0	0.58177	0
V101	0.09935	0	0	0.90065
V102	1	0	0	0
V103	0.40631	0	0	0.59369
V104	0.04885	0.95115	0	0
V105	0.09988	0.90012	0	0
V106	0.38846	0.42052	0.19101	0
V107	0.54379	0	0.45621	0
V108	0.3193	0.6807	0	0
V109	0.4459	0.16187	0.39224	0
V110	0.13705	0.86295	0	0
V111	1	0	0	0
V112	0.66205	0.11288	0.22507	0
V113	0.72027	0.18066	0	0.09907
V114	0.74959	0	0	0.25041
V115	0.20184	0.75072	0.04744	0
V116	0.51939	0.29468	0.18593	0
V117	1	0	0	0
V118	0.41946	0.58054	0	0
V119	0.56524	0	0	0.43476
V120	0.42058	0	0.57942	0
V121	1	0	0	0
V122	1	0	0	0
V123	0.30147	0.65115	0	0.04739
V124	1	0	0	0
V125	0.66999	0.21912	0.11089	0
V126	0.51334	0.0368	0	0.44986
V127	0.78425	0.13843	0.00014	0.07717
V128	0.44584	0	0	0.55416
V129	0.89818	0	0.10182	0
V130	0.21034	0.59868	0.19098	0
V131	0.07372	0.92628	0	0
V132	1	0	0	0
V133	1	0	0	0
V134	0.50521	0.49479	0	0
V135	0.66146	0	0	0.33854
V136	0.5497	0.4503	0	0
V137	1	0	0	0
V138	0.58351	0.40485	0.01164	0
V139	0.76638	0.15341	0.0802	0
V140	0.43977	0	0	0.56023
V141	0.485	0.15938	0.35562	0
V142	1	0	0	0
V143	0.80665	0.19335	0	0
V144	0.67791	0.24445	0	0.07765
V145	0.19364	0.75854	0.04783	0
V146	0.27132	0	0	0.72868
V147	1	0	0	0
V148	0.54351	0	0.45649	0
V149	0.52855	0.34528	0.12616	0
V150	0.43792	0.09175	0.47034	0
V151	0.40333	0.59667	0	0
V152	0.5585	0.36119	0.08032	0
V153	0.25719	0.74281	0	0
V154	0.53174	0.31108	0.15717	0
V155	0.84325	0	0.15675	0
V156	0.4099	0.0101	0.57999	0
V157	0.73405	0.0917	0.17425	0
V158	0.10379	0	0	0.89621
V159	1	0	0	0
V160	1	0	0	0
V161	0.60992	0	0	0.39008
V162	0.45256	0.40099	0	0.14645
V163	0.45978	0.54022	0	0
V164	0.71471	0.28529	0	0
V165	0.3577	0.21955	0	0.42275
V166	0.44619	0	0	0.55381
V167	0.73517	0	0	0.26483
V168	0.54091	0.45909	0	0
V169	0.64081	0	0	0.35919
V170	0.62637	0.02509	0.34854	0
V171	0.47763	0.03719	0.48518	0
V172	1	0	0	0
V173	0.4806	0.00715	0	0.51224
V174	0.48985	0.10679	0	0.40336
V175	0.43812	0	0.56188	0
V176	0.17807	0.82193	0	0
V177	0.02016	0.97984	0	0
V178	0.13183	0.86817	0	0
V179	0.76707	0.05761	0.17532	0
V180	0.11326	0.88674	0	0
V181	0.56281	0.03454	0.40265	0
V182	0.6618	0	0.3382	0
V183	0.27081	0.72919	0	0
V184	1	0	0	0
V185	0.86765	0.13235	0	0
V186	0.45096	0.45761	0.09144	0
V187	1	0	0	0
V188	0.43053	0.17977	0	0.3897
V189	1	0	0	0
V190	0.95624	0	0.04376	0
V191	0.5395	0	0.4605	0
V192	0.58263	0.41737	0	0
V193	0.98627	0	0.01373	0
V194	0.07004	0.92996	0	0
V195	0.32395	0	0.67605	0
V196	0.23731	0	0	0.76269
V197	0.8642	0	0	0.1358
V198	0.35476	0.4279	0.21734	0
V199	0.75647	0.00018	0	0.24335
V200	0.39388	0.60612	0	0
V201	0.43636	0.56364	0	0
V202	0.42673	0	0.57327	0
V203	0.4482	0.27751	0.27429	0
V204	0.23315	0.67234	0	0.09451
V205	0.36637	0	0.63363	0
V206	0.38158	0	0.61842	0
V207	0.58036	0.18463	0	0.23501
V208	0.58803	0	0.41197	0
V209	0.59181	0.40819	0	0
V210	0.25614	0.74386	0	0
V211	0.85494	0	0	0.14506
V212	0.8289	0	0.1711	0
V213	1	0	0	0
V214	0.80155	0.19247	0.00598	0
V215	0.74798	0.01774	0	0.23429
V216	0.17069	0	0	0.82931
V217	0.42758	0.5724	2e-05	0
V218	0.46459	0.53541	0	0
V219	0.32759	0.67241	0	0
V220	0.11094	0.88906	0	0
V221	1	0	0	0
V222	0.74197	0.01604	0.24198	0
V223	0.36375	0	0.63625	0
V224	1	0	0	0
V225	0.14477	0.85523	0	0
V226	0.63981	0	0.36019	0
V227	1	0	0	0
V228	1	0	0	0
V229	0.36489	0	0.63511	0
V230	0.15143	0	0	0.84857
V231	0.4348	0.37771	0	0.18749
V232	0.24699	0.75301	0	0
V233	0.95558	0	0.04442	0
V234	0.09581	0.90419	0	0
V235	0.71184	0	0.28816	0
V236	0.3858	0	0.6142	0
V237	0.50652	0	0	0.49348
V238	0.40319	0.48517	0.11164	0
V239	0.38374	0.48172	0	0.13453
V240	0.83775	0	0.16225	0
V241	0.36885	0	0.63115	0
V242	0.2955	0.7045	0	0
V243	0.6067	0	0.3933	0
V244	0.58838	0	0.41162	0
V245	0.93837	0.01738	0.04425	0
V246	0.39802	0	0.60198	0
V247	0.49174	0	0.50826	0
V248	0.28753	0	0	0.71247
V249	0.35225	0	0.64775	0
V250	1	0	0	0
V251	1	0	0	0
V252	0.15567	0.84433	0	0
V253	0.89684	0.09103	0.01213	0
V254	0.05754	0.94246	0	0
V255	0.08866	0.91134	0	0
V256	0.53093	0.05256	0.41651	0
V257	0.86474	0.00215	0.13311	0
V258	0.52818	0.18684	0.28498	0
V259	0.37178	0.1187	0.50952	0
V260	0.32762	0.05857	0.61382	0
V261	1	0	0	0
V262	0.4337	0	0	0.5663
V263	0.03957	0.96043	0	0
V264	0.70621	0.05333	0.24046	0
V265	0.4862	0	0	0.5138
V266	0.97847	0.00751	0.01402	0
V267	0.54167	0.34592	0	0.11241
V268	0.95075	0	0	0.04925
V269	0.24456	0.49636	0.25908	0
V270	1	0	0	0
V271	1	0	0	0
V272	0.1721	0.8279	0	0
V273	0.32554	0	0	0.67446
V274	1	0	0	0
V275	0.30838	0	0.69162	0
V276	0.82211	0.17789	0	0
V277	0.53058	0.29464	0	0.17478
V278	0.67486	0.13431	0	0.19083
V279	1	0	0	0
V280	0.10379	0	0	0.89621
V281	1	0	0	0
V282	0.39467	0	0.60533	0
V283	0.44952	0.55048	0	0
V284	0.10121	0.89879	0	0
V285	0.38575	0	0.61425	0
V286	0.52059	0.47941	0	0
V287	0.17513	0.82487	0	0
V288	0.46287	0.35784	0.17929	0
V289	0.6255	0.02896	0.34554	0
V290	1	0	0	0
V291	0.79552	0	0.20448	0
V292	1	0	0	0
V293	0.66513	0	0.33487	0
V294	0.39277	0.42826	0	0.17896
V295	0.53221	0.26508	0	0.2027
V296	0.53662	0	0.46338	0
V297	0.42233	0	0	0.57767
V298	0.64233	0	0.35767	0
V299	0.4568	0.26225	0	0.28095
V300	0.61995	0.0013	0	0.37875
V301	0.50914	0	0.49086	0
