CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.12299	0.01864	0.70185	0.03999	0.06019	0.05634
V2	0.42841	0.10942	0.06916	0.12177	0.1763	0.09494
V3	0.24441	0.05364	0.23449	0.03975	0.07905	0.34866
V4	0.21744	0.34624	0.05441	0.11088	0.17345	0.09758
V5	0.06943	0.05032	0	0.50708	0.345	0.02818
V6	0.24247	0.02027	0.18873	0.07086	0.20796	0.26971
V7	0.09977	0.30445	0.02037	0.06229	0.47274	0.04038
V8	0.51075	0.05376	0.0854	0.13119	0.08718	0.13172
V9	0.2622	0.13996	0.04906	0.24375	0.12398	0.18104
V10	0.3518	0.04204	0.08881	0.30115	0.12383	0.09237
V11	0.13404	0.58418	0.06253	0.0649	0.11276	0.0416
V12	0.26237	0.028	0.12521	0.04886	0.08196	0.45361
V13	0.12221	0.40612	0.27163	0.06268	0.09239	0.04496
V14	0.10527	0.03155	0.01392	0.67911	0.13143	0.03871
V15	0.37105	0.07386	0.05261	0.13565	0.25881	0.108
V16	0.10976	0.01887	0.01746	0.35105	0.39682	0.10604
V17	0.24661	0.03618	0.19587	0.04037	0.07282	0.40815
V18	0.52417	0.12985	0.0925	0.05998	0.07899	0.11452
V19	0.43326	0.05722	0.20743	0.04703	0.15285	0.10221
V20	0.45631	0.06524	0.13614	0.12976	0.08623	0.12632
V21	0.26635	0.03756	0.09277	0.04936	0.11607	0.43789
V22	0.18295	0.05408	0.02639	0.09581	0.57115	0.06963
V23	0.09804	0.01721	0.28051	0.04978	0.51532	0.03914
V24	0.16113	0.02163	0.0142	0.13253	0.6003	0.07021
V25	0.34997	0.23069	0.05712	0.14816	0.12742	0.08665
V26	0.24112	0.02724	0.03367	0.0454	0.59179	0.06077
V27	0.22884	0.01835	0.21698	0.04703	0.0798	0.409
V28	0.15125	0.20852	0.16309	0.21938	0.12092	0.13683
V29	0.13109	0.45408	0.1225	0.10337	0.09201	0.09694
V30	0.22669	0.16843	0.13321	0.04383	0.26785	0.15999
V31	0.47723	0.03509	0.21862	0.06181	0.07103	0.13622
V32	0.07157	0.02568	0.29132	0.4558	0.09765	0.05798
V33	0.22363	0.32187	0.22893	0.06228	0.08216	0.08112
V34	0.05498	0.00703	0.41977	0.05716	0.41727	0.04378
V35	0.07264	0.05703	0.15604	0.4495	0.21368	0.05112
V36	0.1345	0.37515	0.12631	0.05635	0.25632	0.05138
V37	0.1009	0.01394	0.65652	0.04557	0.06093	0.12214
V38	0.2461	0.01189	0.19162	0.04002	0.07149	0.43887
V39	0.42481	0.04872	0.06576	0.25658	0.09711	0.10701
V40	0.12635	0.38238	0.04589	0.16259	0.19967	0.08312
V41	0.50769	0.03624	0.1055	0.04875	0.08166	0.22016
V42	0.23204	0.02427	0.47599	0.04056	0.10369	0.12345
V43	0.20281	0.31326	0.04738	0.07009	0.28151	0.08495
V44	0.14026	0.59138	0.05949	0.06003	0.1001	0.04874
V45	0.3322	0.2567	0.1025	0.06364	0.09791	0.14706
V46	0.13098	0.01651	0.03699	0.25342	0.38636	0.17574
V47	0.12234	0.32184	0.03324	0.15631	0.29686	0.06941
V48	0.10812	0.45979	0.18482	0.0517	0.15914	0.03644
V49	0.13172	0.55972	0.05316	0.05794	0.15658	0.04087
V50	0.0711	0.00687	0.22665	0.04909	0.57522	0.07106
V51	0.05611	0.0093	0	0.05348	0.84689	0.03423
V52	0.1101	0.41685	0.23458	0.07633	0.11658	0.04556
V53	0.15309	0.01383	0.08552	0.06607	0.63602	0.04548
V54	0.1119	0.10379	0.47907	0.07813	0.142	0.0851
V55	0.05866	0.03893	0.09451	0.06598	0.7079	0.03402
V56	0.05561	0.0387	0.63176	0.13305	0.10285	0.03802
V57	0.20062	0.27619	0.08757	0.04566	0.19663	0.19333
V58	0.0689	0.01533	0.72989	0.05492	0.06111	0.06985
V59	0.09112	0.02411	0	0.69559	0.15642	0.03276
V60	0.3708	0.02868	0.05217	0.36076	0.10436	0.08323
V61	0.29027	0.11132	0.06549	0.17042	0.14142	0.22108
V62	0.38409	0.04317	0.1203	0.13619	0.16226	0.154
V63	0.16403	0.38021	0.06562	0.10852	0.10457	0.17706
V64	0.06437	0.09009	0.00228	0.04649	0.7639	0.03286
V65	0.40263	0.12013	0.09838	0.062	0.11711	0.19975
V66	0.35662	0.04079	0.14547	0.06025	0.3111	0.08577
V67	0.12606	0.12636	0.27809	0.23028	0.09152	0.14769
V68	0.57808	0.04435	0.0962	0.0815	0.07577	0.12411
V69	0.44017	0.04518	0.08956	0.0469	0.09969	0.2785
V70	0.08417	0.02011	0.1861	0.50294	0.16913	0.03755
V71	0.12031	0.20257	0.05165	0.12328	0.38575	0.11644
V72	0.41916	0.11432	0.12838	0.06245	0.13179	0.14389
V73	0.09701	0.01511	0.07972	0.62081	0.14891	0.03844
V74	0.07577	0.13065	0.01299	0.61662	0.13633	0.02764
V75	0.12151	0.58836	0.04817	0.07656	0.12637	0.03903
V76	0.06414	0.00746	0.59605	0.06449	0.22366	0.04421
V77	0.137	0.12139	0.10127	0.45227	0.11111	0.07696
V78	0.37993	0.11159	0.10829	0.14262	0.09791	0.15966
V79	0.18256	0.39743	0.07562	0.04929	0.08711	0.20799
V80	0.17482	0.41457	0.06573	0.05646	0.10236	0.18606
V81	0.48844	0.10573	0.13736	0.05759	0.09101	0.11987
V82	0.1194	0.53113	0.04751	0.08654	0.17209	0.04332
V83	0.16262	0.12815	0.04021	0.34684	0.23382	0.08836
V84	0.27658	0.03056	0.10675	0.37266	0.12624	0.0872
V85	0.55454	0.04221	0.15183	0.05782	0.07305	0.12055
V86	0.24448	0.03987	0.14963	0.27302	0.1039	0.1891
V87	0.07024	0.02989	0.01655	0.71139	0.13493	0.03701
V88	0.15438	0.03469	0.03335	0.43651	0.15985	0.18122
V89	0.15194	0.13677	0.39734	0.04627	0.06806	0.19962
V90	0.13461	0.46698	0.13808	0.05916	0.14608	0.05509
V91	0.0832	0.01787	0.03734	0.12544	0.69065	0.04549
V92	0.06568	0.06096	0.00845	0.05243	0.771	0.04149
V93	0.22664	0.0609	0.05479	0.11764	0.31144	0.22858
V94	0.06037	0.0195	0.22006	0.55928	0.10981	0.03098
V95	0.05383	0.01541	0.25494	0.13282	0.51108	0.03192
