cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.25528	0.74472	0	0
V2	0.10026	0.60964	0.10796	0.18213
V3	0	1	0	0
V4	0.33172	0.66828	0	0
V5	0	0.85248	0.14752	0
V6	0	1	0	0
V7	0	0.98932	0.00188	0.0088
V8	0	0.39002	0.60998	0
V9	0.06795	0.87489	0	0.05715
V10	0	0.30447	0.69553	0
V11	0	0.7892	0.2108	0
V12	0	0.80983	0.19017	0
V13	0	1	0	0
V14	0	1	0	0
V15	0	1	0	0
V16	0.37333	0.62667	0	0
V17	0	1	0	0
V18	0.1358	0.8642	0	0
V19	0	1	0	0
V20	0	1	0	0
V21	0	0.43634	0.56366	0
V22	0	0.49737	0.36799	0.13464
V23	0	0.68399	0.31601	0
V24	0.37849	0.62151	0	0
V25	0.0692	0.92969	0.0011	0
V26	0.07196	0.92804	0	0
V27	0.11318	0.52687	0.10233	0.25762
V28	0	0.27276	0.72724	0
V29	0.02794	0.71036	0.2617	0
V30	0	0.71991	0.2734	0.0067
V31	0	0.81923	0.18077	0
V32	0.12472	0.46644	0.12305	0.2858
V33	0	0.79447	0.20553	0
V34	0	0.41276	0.58724	0
V35	0	1	0	0
V36	0	0.40917	0.54689	0.04394
V37	0.24988	0.75012	0	0
V38	0.20166	0.70877	0.05651	0.03305
V39	0	1	0	0
V40	0	1	0	0
V41	0	1	0	0
V42	0.06997	0.61139	0.2203	0.09833
V43	0	0.69742	0.30258	0
V44	0	0.38175	0.61825	0
V45	0	0.93979	0.06021	0
V46	0.28676	0.71324	0	0
V47	0.01728	0.9106	0.07212	0
V48	0.29399	0.70601	0	0
V49	0.27443	0.72557	0	0
V50	0	1	0	0
V51	0	0.95667	0.04333	0
V52	0	0.37506	0.62494	0
V53	0.22961	0.77039	0	0
V54	0.00522	0.86588	0.12889	0
V55	0	0.79443	0.17132	0.03425
V56	0.06938	0.45321	0.20435	0.27305
V57	0	1	0	0
V58	0.33216	0.66784	0	0
V59	0.02438	0.97562	0	0
V60	0	0.70027	0.29793	0.0018
V61	0.32672	0.67328	0	0
V62	0.35215	0.64785	0	0
V63	0	1	0	0
