Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00534	0	0.09234	0	0.36011	0	0	0	0	0.54221
V2	0.64194	0	0	0	0	0.33252	0.02409	0.00145	0	0
V3	0.10423	0	0.14406	0	0.47207	0.0088	0.04916	0.21575	0	0.00593
V4	0.02962	0.04587	0.03602	0	0.03543	0.06387	0	0.02087	0.66505	0.10328
V5	0	0.09435	0.09373	0.06346	0.16919	0.07267	0	0	0	0.5066
V6	0.01974	0	0.25431	0	0.61799	0.01081	0	0.09715	0	0
V7	0.00968	0.38621	0.02879	0	0.41573	0.008	0.03808	0.11352	0	0
V8	0.02726	0.41573	0.0631	0	0.10632	0	0	0.38546	0	0.00214
V9	0.03289	0.00238	0.14152	0.06312	0	0.01178	0.10732	0.63754	0.002	0.00145
V10	0.00814	0	0.05005	0	0.70491	0.04269	0	0.19422	0	0
V11	0.03183	0.43705	0.02275	0	0.11446	0.00852	0	0.37379	0	0.01159
V12	0.00164	0.0206	0.18809	0.54192	0.02517	0.01605	0.08375	0.01236	0	0.11041
V13	0.09771	0.00848	0.1238	0	0.00278	0.23397	0.36044	0.01492	0.15686	0.00106
V14	0.07854	0.38147	0.21574	0	0.10953	0.07891	0.10995	0.02586	0	0
V15	0.19904	0.0042	0.11331	0.6144	0	0.02164	0.02768	0.01208	0.00765	0
V16	0.01172	0.03891	0.19706	0.56741	0	0.04312	0.00946	0.00143	0.1287	0.00219
V17	0.0129	0.10236	0.04992	0	0.20052	0.09215	0.02161	0.00825	0	0.51229
V18	0.04318	0.06332	0.09765	0.35325	0.06996	0	0	0	0	0.37264
V19	0	0	0.07621	0.0525	0.12713	0.09039	0	0.00758	0	0.64618
V20	0.0108	0.20845	0.00571	0	0.04509	0.1249	0.46605	0.07058	0	0.06842
V21	0.09406	0.36995	0.0134	0	0.08272	0.3831	0.01019	0.04206	0	0.00452
V22	0.01331	0	0.0517	0	0.08524	0	0	0.38818	0	0.46156
V23	0.26304	0	0.64277	0	0	0	0	0.02157	0	0.07262
V24	0.04098	0.50904	0.06053	0	0.14913	0.00273	0.05629	0.12215	0.05914	0
V25	0.02337	0.07909	0.07831	0	0.17618	0.1351	0.01303	0	0.18343	0.31149
V26	0.04475	0	0.07667	0	0	0	0	0.87789	0	0.00069
V27	0	0	0.05188	0	0.5765	0	0.00707	0.00034	0	0.36421
V28	0.26853	0	0.03621	0	0.07132	0.01919	0.003	0.04688	0	0.55486
V29	0.01574	0.56742	0.01513	0	0.18797	0.10709	0.00548	0.03347	0	0.0677
V30	0.02316	0.00091	0.10315	0	0	0.34864	0.21594	0	0.3082	0
V31	0.03764	0.22968	0.22889	0	0.1106	0	0	0.39319	0	0
V32	0.44914	0	0.02784	0	0.32292	0.04861	0.02208	0.0062	0.11134	0.01187
V33	0.02983	0.01004	0.23565	0.50891	0	0.04048	0.17197	0.00312	0	0
V34	0	0	0.06121	0	0.42883	0	0	0.02191	0	0.48805
V35	0.02117	0.70816	0.00318	0	0.21216	0.00323	0.01339	0.0387	0	0
V36	0.05366	0.02913	0	0	0	0.18613	0.68461	0.04647	0	0
V37	0.01215	0.47726	0	0	0.13748	0.0568	0.25783	0.05309	0	0.0054
V38	0.11813	0.00841	0.05145	0.17401	0	0.12958	0.5153	0.00313	0	0
V39	0.07499	0.0148	0.07236	0.1649	0.01833	0.12328	0.49656	0.02937	7e-04	0.00472
V40	0.13945	0	0.74895	0	0.08567	0	0	0.02593	0	0
V41	0.59499	0.03364	0.01182	0	0	0	0	0.01717	0.33276	0.00962
V42	0.00602	0.46225	0.02507	0	0.46875	0	0	0.01193	0	0.02598
V43	0.12591	0.01034	0.18525	0.01519	0.19269	0.08035	0.17897	0.03945	0.17185	0
V44	0.06351	0	0.52611	0	0	0	0	0.41039	0	0
V45	0.03226	0	0.03109	0	0	0.04912	0.18504	0.00168	0.68169	0.01912
V46	0.13912	0.06825	0.11755	0.24184	0.0975	0	0	0.02017	0	0.31557
V47	0.00684	0.00918	0	0	0	0.20913	0.76495	0.00171	0	0.00818
V48	0.00707	0	0.06401	0	0.17697	0	0	0	0.06234	0.68961
V49	0.15706	0	0.02595	0	0	0	0	0.81699	0	0
V50	0.28564	0.14022	0.00302	0	0.04077	0.53034	0	0	0	0
V51	0.17046	0	0.64677	0	0.05042	0	0	0.10339	0.02743	0.00154
V52	0.01199	0.00504	0.21214	0.33816	0	0.0826	0.3349	0.01516	0	0
V53	0.41035	0	0.20932	0	0.0179	0	0	0.21293	0	0.14951
V54	0	0.00065	0.01923	0	0.2121	0.75089	0.01712	0	0	0
V55	0	0.01791	0.08148	0.78743	0.03579	0.01462	0.03636	0	0.01187	0.01454
V56	0.15336	0	0.62696	0	0.06431	0.14577	0	0.00922	0	0.00038
V57	0.05396	0	0.72413	0.0512	0	0.00358	0.003	0.0566	0.10212	0.00541
V58	0.00981	0.15254	0.09853	0.14438	0.02807	0.54787	0.01879	0	0	0
V59	0.02894	0.0642	0	0	0	0.1952	0.7103	0.00136	0	0
V60	0.76074	0	0	0	0.05422	0	0	0.00677	0.17265	0.00562
V61	0	0	0.05525	0.00961	0	0.89717	0.02043	0	0.01352	0.00402
V62	0.02328	0	0.04213	0	0.07306	0.09317	0.39367	0.01288	0.00607	0.35573
V63	0.00217	0.17108	0.03667	0	0.22985	0.53704	0.01341	0	0	0.00977
V64	0.07587	0	0.39995	0.14087	0	0	0	0.35638	0	0.02693
V65	0.06152	0.0124	0.11829	0.33345	0	0	0.01791	0.335	0.10697	0.01447
V66	0.00139	0.00672	0.0702	0	0.7375	0.02242	0.01256	0.03681	0	0.11239
V67	0.04761	0.12762	0.59318	0	0.03054	0.05573	0.06459	0.03093	0.0399	0.00991
V68	0.05055	0	0.03417	0	0	0	0	0.38079	0.53449	0
V69	0.08381	0	0.89928	0	0	0	0	0.01692	0	0
V70	0.74919	0	0.07538	0	0	0.04	0.01969	0.01924	0.0965	0
V71	0.05544	0	0.03727	0	0	0	0	0.89444	0	0.01286
V72	0.19237	0	0.11948	0.27465	0.22724	0	0	0.01114	0	0.17511
V73	0.0192	0.01172	0.07621	0	0.85852	0.01441	0.00371	0.01491	0	0.00131
V74	0	0	0.10421	0.20806	0.08916	0.03247	0	0.00818	0	0.55791
V75	0.01932	0.05481	0.22903	0.44256	0	0.00655	0.00493	0.01348	0.22933	0
V76	0	0	0.0077	0	0	0.95348	0.02377	0	0.01506	0
V77	0	0.00427	0.03814	0.34768	0	0.35587	0.24927	0	0.00052	0.00424
V78	0.0117	0.40435	0.04362	0	0.13658	0.07308	0.27469	0.00141	0	0.05458
V79	0.00877	0.01062	0.06868	0.30096	0	0.26861	0.0092	0	0.32015	0.013
V80	0.42745	0	0.02774	0	0.06212	0.00033	0.01399	0.00349	0.01892	0.44596
V81	0	0.00617	0.04194	0.16714	0.16322	0.61041	0.0106	0	0.00052	0
V82	0.05302	0.40293	0.06829	0.27351	0.09816	0.00486	0	0.09924	0	0
V83	0.02828	0.04071	0.12562	0.45992	0.00239	0	0	0.34307	0	0
V84	0.01828	9e-05	0.04201	0.0137	0.10882	0.63815	0.17896	0	0	0
V85	0.20721	0	0.56482	0	0.00534	0	0	0.0088	0	0.21383
V86	0.25797	0	0.44493	0.28343	0	0.00523	0.00018	0.00826	0	0
V87	0.04067	0.01148	0.03665	0	0.01165	0.00208	0	0.00209	0.89539	0
V88	0.00171	0.26927	0.08664	0.58	0.04687	0	0.01531	2e-04	0	0
V89	0.01517	0.01036	0.01835	0.01408	0	0.15734	0.63235	0.15235	0	0
V90	0.03554	0.02474	0.50895	0	0.07179	0.0113	0	0.008	0	0.33968
V91	0.09251	0	0.8799	0	0	0	0	0.02759	0	0
V92	0.01097	0.01751	0	0	0	0.195	0.70993	0.00156	0.06504	0
V93	0.03702	0.02395	0.08515	0	0	0.0421	0.16382	0.02504	0.62292	0
V94	0.87346	0	0	0	0	0.03637	0.00404	0.06915	0	0.01698
V95	0.02691	0.01162	0.01135	0	0	0.08582	0.39675	0.46755	0	0
V96	0.03888	0.08955	0.47048	0.34034	0	0.01258	0.00496	0.02986	0.01333	0
V97	0.00851	0.01084	0	0	0	0.17968	0.70383	0.00133	0	0.09581
V98	0.01336	0.20004	0.07471	0.02848	0.26047	0.0102	0.01705	0.14449	0.16899	0.0822
