CD19B	CD56NK	CD4MemoryT	CD14
V1	0.37294	0.10622	0.22684	0.29399
V2	0.12276	0.16281	0.15523	0.55921
V3	0.06261	0.50246	0.11706	0.31787
V4	0.59238	0.17846	0.11464	0.11452
V5	0.10652	0.41449	0.26246	0.21654
V6	0.07638	0.6782	0.12259	0.12283
V7	0.12084	0.33379	0.16883	0.37654
V8	0.13935	0.12388	0.60645	0.13032
V9	0.17309	0.2564	0.14418	0.42633
V10	0.06981	0.13076	0.65428	0.14515
V11	0.17272	0.34574	0.37463	0.10691
V12	0.0577	0.4927	0.33364	0.11596
V13	0.19769	0.57001	0.11245	0.11985
V14	0.07113	0.70677	0.11293	0.10917
V15	0.1086	0.49076	0.18467	0.21597
V16	0.61927	0.12484	0.1325	0.12339
V17	0.08431	0.67638	0.11681	0.1225
V18	0.38837	0.3389	0.14276	0.12997
V19	0.12889	0.64407	0.11364	0.1134
V20	0.12982	0.39789	0.12835	0.34394
V21	0.13833	0.15029	0.58181	0.12957
V22	0.05323	0.16927	0.2398	0.5377
V23	0.28661	0.13644	0.46915	0.1078
V24	0.65083	0.11249	0.13815	0.09853
V25	0.23684	0.26198	0.19622	0.30497
V26	0.2645	0.36012	0.12658	0.2488
V27	0.09524	0.13909	0.13877	0.62691
V28	0.06267	0.13956	0.69344	0.10433
V29	0.3192	0.12501	0.42795	0.12785
V30	0.10062	0.25038	0.27648	0.37252
V31	0.1611	0.23708	0.28905	0.31277
V32	0.08335	0.12321	0.14638	0.64706
V33	0.06926	0.43058	0.32167	0.17849
V34	0.13825	0.13751	0.59409	0.13016
V35	0.13269	0.57727	0.16159	0.12845
V36	0.05232	0.13618	0.39516	0.41633
V37	0.36183	0.15234	0.17806	0.30776
V38	0.29213	0.10251	0.22877	0.37659
V39	0.13503	0.47021	0.19146	0.2033
V40	0.09311	0.64844	0.15605	0.10239
V41	0.03446	0.53411	0.1412	0.29022
V42	0.17377	0.1261	0.24619	0.45394
V43	0.12967	0.3327	0.40906	0.12857
V44	0.06416	0.16417	0.54669	0.22498
V45	0.09836	0.4884	0.24289	0.17035
V46	0.54901	0.15086	0.19782	0.10232
V47	0.3139	0.23681	0.30878	0.14051
V48	0.54821	0.21954	0.11884	0.11341
V49	0.49172	0.2323	0.11191	0.16407
V50	0.07305	0.65572	0.1616	0.10962
V51	0.23017	0.37412	0.26854	0.12716
V52	0.0744	0.1853	0.60915	0.13114
V53	0.50281	0.18726	0.21234	0.09759
V54	0.30059	0.24005	0.34071	0.11865
V55	0.16578	0.19401	0.26116	0.37905
V56	0.06792	0.11835	0.17527	0.63845
V57	0.09016	0.67131	0.12243	0.1161
V58	0.42658	0.09982	0.14865	0.32495
V59	0.29662	0.37988	0.18392	0.13959
V60	0.12386	0.21163	0.30589	0.35862
V61	0.54012	0.17267	0.12316	0.16405
V62	0.60383	0.12129	0.16525	0.10963
V63	0.04356	0.64998	0.1827	0.12377
V64	0.03316	0.65793	0.10641	0.2025
V65	0.05171	0.11446	0.18149	0.65234
V66	0.16172	0.5594	0.12284	0.15604
V67	0.14255	0.32683	0.41727	0.11334
V68	0.12715	0.19763	0.13944	0.53578
V69	0.0662	0.31534	0.47594	0.14251
V70	0.36796	0.20976	0.22911	0.19316
V71	0.14466	0.15927	0.33747	0.3586
V72	0.38517	0.21328	0.17465	0.2269
V73	0.12933	0.50529	0.19575	0.16963
V74	0.09012	0.25976	0.54805	0.10207
V75	0.48483	0.10008	0.24309	0.172
V76	0.03985	0.22053	0.2266	0.51302
V77	0.05762	0.28679	0.12704	0.52855
V78	0.21875	0.18438	0.23321	0.36366
V79	0.05861	0.17864	0.59077	0.17197
V80	0.26582	0.12044	0.44455	0.1692
V81	0.0924	0.21976	0.57988	0.10795
V82	0.0607	0.15698	0.67218	0.11015
V83	0.116	0.22152	0.16775	0.49472
V84	0.2716	0.13417	0.22323	0.37099
V85	0.11109	0.31774	0.34663	0.22454
V86	0.08959	0.14686	0.626	0.13755
V87	0.05158	0.64496	0.14549	0.15797
V88	0.14245	0.14985	0.27748	0.43022
V89	0.05588	0.12076	0.24044	0.58292
V90	0.04684	0.68981	0.14521	0.11814
V91	0.05662	0.59143	0.22128	0.13066
V92	0.32531	0.12259	0.35153	0.20056
V93	0.60258	0.1042	0.11676	0.17646
V94	0.04237	0.38785	0.13072	0.43906
V95	0.19133	0.38804	0.21078	0.20985
V96	0.08115	0.16915	0.14285	0.60685
V97	0.47332	0.17709	0.24678	0.1028
V98	0.47219	0.30682	0.11417	0.10681
V99	0.55075	0.13099	0.21441	0.10384
V100	0.10742	0.13583	0.63382	0.12294
V101	0.05204	0.12433	0.13539	0.68824
V102	0.63771	0.13003	0.12239	0.10987
V103	0.05033	0.13659	0.17945	0.63364
V104	0.0454	0.73068	0.11267	0.11124
V105	0.06355	0.70885	0.11798	0.10962
V106	0.11577	0.44358	0.30501	0.13564
V107	0.16305	0.24725	0.44774	0.14196
V108	0.12771	0.60223	0.16851	0.10155
