CD19B	CD56NK	CD4MemoryT	CD14
V1	0.4328	0.08033	0.19053	0.29634
V2	0.17154	0.14898	0.11016	0.56932
V3	0.10136	0.52669	0.07288	0.29907
V4	0.67291	0.15929	0.05158	0.11623
V5	0.13619	0.42629	0.23421	0.20331
V6	0.11055	0.70785	0.07543	0.10617
V7	0.16346	0.34684	0.12424	0.36546
V8	0.15764	0.08818	0.63163	0.12256
V9	0.221	0.25908	0.09606	0.42387
V10	0.07956	0.09424	0.68998	0.13623
V11	0.20239	0.34229	0.36082	0.09451
V12	0.08005	0.50206	0.31789	0.1
V13	0.23639	0.59479	0.06148	0.10734
V14	0.10499	0.7379	0.06513	0.09197
V15	0.14228	0.50782	0.14866	0.20124
V16	0.70431	0.0938	0.07516	0.12673
V17	0.11861	0.7058	0.06975	0.10584
V18	0.43946	0.34266	0.09298	0.12491
V19	0.16703	0.67094	0.06409	0.09794
V20	0.17393	0.41767	0.07802	0.33038
V21	0.15709	0.11774	0.60386	0.12131
V22	0.08858	0.15567	0.21328	0.54246
V23	0.32129	0.10159	0.47586	0.10126
V24	0.7428	0.07675	0.08241	0.09804
V25	0.2838	0.26182	0.15666	0.29771
V26	0.31427	0.37143	0.0748	0.2395
V27	0.1422	0.1186	0.09221	0.64698
V28	0.07136	0.10293	0.73177	0.09394
V29	0.35887	0.08925	0.4273	0.12458
V30	0.13541	0.24658	0.25569	0.36232
V31	0.20039	0.23043	0.26658	0.3026
V32	0.1285	0.09907	0.10108	0.67136
V33	0.09419	0.43756	0.30546	0.16279
V34	0.15698	0.10263	0.61816	0.12222
V35	0.16889	0.59714	0.12083	0.11314
V36	0.07708	0.11227	0.39973	0.41092
V37	0.42326	0.1313	0.13652	0.30893
V38	0.35061	0.07577	0.19445	0.37917
V39	0.17089	0.48619	0.15431	0.18862
V40	0.12546	0.67247	0.11623	0.08583
V41	0.0669	0.56349	0.0975	0.27211
V42	0.21962	0.10449	0.21858	0.45731
V43	0.15249	0.32654	0.40399	0.11698
V44	0.07974	0.13843	0.56842	0.21341
V45	0.12796	0.50278	0.21381	0.15545
V46	0.62075	0.12383	0.15481	0.10062
V47	0.35531	0.22328	0.28662	0.13479
V48	0.62147	0.20689	0.05774	0.1139
V49	0.56055	0.22206	0.0527	0.16469
V50	0.10499	0.67981	0.12287	0.09232
V51	0.26492	0.37766	0.2403	0.11712
