CD19B	CD56NK	CD4MemoryT	CD14
V1	0.44395	0.07658	0.18079	0.29869
V2	0.17529	0.15838	0.08901	0.57732
V3	0.09285	0.5576	0.04542	0.30413
V4	0.69071	0.15058	0.0413	0.11742
V5	0.12989	0.44669	0.21883	0.20459
V6	0.09814	0.74845	0.04845	0.10495
V7	0.16145	0.36376	0.10298	0.37181
V8	0.15049	0.08955	0.63788	0.12207
V9	0.22543	0.27108	0.07349	0.43001
V10	0.06674	0.0976	0.69901	0.13665
V11	0.19714	0.35529	0.35365	0.09393
V12	0.06603	0.53017	0.30506	0.09875
V13	0.23489	0.62181	0.03772	0.10559
V14	0.09229	0.78009	0.03767	0.08996
V15	0.13588	0.53439	0.12713	0.2026
V16	0.72364	0.08373	0.06537	0.12726
V17	0.1059	0.74668	0.04276	0.10467
V18	0.44975	0.3502	0.07538	0.12466
V19	0.15893	0.70636	0.03812	0.09659
V20	0.17249	0.43827	0.05369	0.33555
V21	0.15001	0.12089	0.60821	0.12089
V22	0.08598	0.16691	0.19545	0.55167
V23	0.32468	0.0992	0.47469	0.10144
V24	0.76203	0.06552	0.07352	0.09893
V25	0.28829	0.27019	0.14005	0.30146
V26	0.31997	0.38436	0.05409	0.24158
V27	0.1461	0.12919	0.06882	0.65589
V28	0.05635	0.10634	0.74429	0.09302
V29	0.36528	0.08626	0.42401	0.12444
V30	0.13209	0.25849	0.24031	0.36911
V31	0.19956	0.23889	0.25434	0.3072
V32	0.13287	0.11016	0.07735	0.67962
V33	0.08206	0.46256	0.29207	0.16332
V34	0.14984	0.10487	0.62352	0.12177
V35	0.16186	0.62863	0.09807	0.11143
V36	0.07059	0.12101	0.38866	0.41975
V37	0.43371	0.13178	0.12267	0.31184
V38	0.35901	0.07512	0.18227	0.3836
V39	0.16605	0.51063	0.13392	0.1894
V40	0.11377	0.71041	0.09206	0.08375
V41	0.05664	0.59701	0.07074	0.27561
V42	0.22338	0.11004	0.20282	0.46377
V43	0.14474	0.34185	0.39782	0.11558
V44	0.06815	0.14504	0.5694	0.21741
V45	0.11877	0.52895	0.19708	0.15521
V46	0.63533	0.11537	0.14699	0.10232
V47	0.36173	0.22527	0.2787	0.1343
V48	0.63736	0.20135	0.04611	0.11518
V49	0.5767	0.22041	0.03896	0.16394
V50	0.09138	0.7196	0.09849	0.09053
V51	0.26466	0.38973	0.22965	0.11596
V52	0.07414	0.16629	0.63906	0.12051
V53	0.58043	0.16042	0.16529	0.09386
V54	0.34472	0.22635	0.31632	0.11261
V55	0.21127	0.18962	0.22003	0.37908
V56	0.11129	0.1058	0.11381	0.6691
V57	0.11334	0.7408	0.04862	0.09724
V58	0.51228	0.07051	0.08397	0.33324
V59	0.34678	0.39959	0.12272	0.13091
V60	0.15678	0.20989	0.27728	0.35605
V61	0.63325	0.14754	0.05263	0.16657
V62	0.70277	0.07727	0.10883	0.11113
V63	0.05565	0.71551	0.12398	0.10486
V64	0.05115	0.73298	0.03108	0.18479
V65	0.09136	0.10054	0.12203	0.68608
V66	0.19894	0.61064	0.04998	0.14045
V67	0.16029	0.33251	0.40666	0.10055
V68	0.18076	0.20144	0.06792	0.54988
V69	0.07105	0.32311	0.47548	0.13036
V70	0.42847	0.19548	0.18545	0.1906
V71	0.18131	0.14488	0.3157	0.3581
V72	0.45285	0.2005	0.12029	0.22636
V73	0.15737	0.54724	0.14043	0.15497
V74	0.09473	0.2517	0.56434	0.08923
V75	0.564	0.05733	0.20327	0.1754
V76	0.06872	0.22968	0.17838	0.52322
V77	0.09601	0.3147	0.0509	0.53839
V78	0.27041	0.17663	0.18644	0.36652
V79	0.05687	0.16016	0.61979	0.16318
V80	0.30475	0.08506	0.4449	0.1653
V81	0.096	0.20465	0.60228	0.09706
V82	0.05469	0.12814	0.71717	0.1
V83	0.16321	0.22867	0.1036	0.50452
V84	0.33376	0.1154	0.17456	0.37628
V85	0.13236	0.33021	0.32431	0.21312
V86	0.09067	0.11828	0.66237	0.12868
V87	0.06958	0.7127	0.07754	0.14018
V88	0.18527	0.13696	0.24307	0.4347
V89	0.09129	0.10664	0.1972	0.60487
V90	0.0625	0.76126	0.07763	0.09862
V91	0.07023	0.64434	0.17242	0.11301
V92	0.37766	0.08872	0.3346	0.19902
V93	0.71017	0.06149	0.04572	0.18262
V94	0.07315	0.4352	0.05606	0.43558
V95	0.22788	0.41599	0.15683	0.1993
V96	0.12799	0.16764	0.07303	0.63133
V97	0.54388	0.14787	0.208	0.10025
V98	0.54893	0.30862	0.03758	0.10487
V99	0.63697	0.09138	0.16812	0.10354
V100	0.11311	0.1016	0.67026	0.11503
V101	0.09598	0.11388	0.06046	0.72969
