cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.57658	0.00922	0.16639	0.24781
V2	0.15203	0.07819	0.05474	0.71504
V3	0.05114	0.64824	0.01305	0.28757
V4	0.86802	0.11484	0	0.01714
V5	0.10653	0.48621	0.25974	0.14752
V6	0.07101	0.89243	0.0188	0.01776
V7	0.14603	0.36232	0.0833	0.40834
V8	0.12698	0.03354	0.81266	0.02681
V9	0.24534	0.22797	0.03767	0.48902
V10	0.01911	0.03941	0.89794	0.04354
V11	0.21004	0.35215	0.43286	0.00495
V12	0.02319	0.5981	0.36736	0.01135
V13	0.26306	0.71488	0.00467	0.01739
V14	0.06533	0.92263	0.00671	0.00532
V15	0.11609	0.62358	0.11661	0.14371
V16	0.91679	0.04409	0.01587	0.02325
V17	0.08092	0.8894	0.0119	0.01778
V18	0.5877	0.34337	0.03808	0.03085
V19	0.15424	0.82942	0.00529	0.01104
V20	0.16658	0.4734	0.01982	0.34021
V21	0.12758	0.05726	0.78843	0.02673
V22	0.01635	0.08061	0.22375	0.6793
V23	0.38709	0.04528	0.56226	0.00538
V24	0.92806	0.04198	0.02981	0.00015
V25	0.36377	0.2232	0.1287	0.28433
V26	0.40721	0.38927	0.01702	0.1865
V27	0.1019	0.05134	0.02695	0.8198
V28	0.00445	0.08532	0.90835	0.00188
V29	0.44858	0.03027	0.49638	0.02478
V30	0.09792	0.19883	0.29707	0.40619
V31	0.20893	0.1739	0.31466	0.30251
V32	0.08249	0.02594	0.04015	0.85142
V33	0.04065	0.5062	0.36621	0.08695
V34	0.12695	0.04365	0.80266	0.02674
V35	0.15664	0.74403	0.07481	0.02452
V36	0.00718	0.03324	0.51253	0.44705
V37	0.57634	0.05802	0.09234	0.2733
V38	0.44603	0.00523	0.17469	0.37405
V39	0.16323	0.58658	0.1262	0.12399
V40	0.0954	0.83266	0.07184	1e-04
V41	0.00599	0.70415	0.0437	0.24616
V42	0.23065	0.0222	0.22133	0.52581
V43	0.12877	0.33152	0.51386	0.02585
V44	0.01416	0.0643	0.77202	0.14952
V45	0.09301	0.611	0.21914	0.07684
V46	0.80972	0.07248	0.1132	0.00459
V47	0.46977	0.17349	0.31645	0.04029
V48	0.8112	0.16835	0.00366	0.01678
V49	0.75172	0.18029	0	0.06798
V50	0.0626	0.85542	0.07714	0.00483
V51	0.31808	0.40095	0.25615	0.02481
V52	0.02498	0.10519	0.84253	0.0273
V53	0.73521	0.12204	0.14262	0.00013
V54	0.4383	0.17839	0.366	0.01731
V55	0.22224	0.10994	0.25618	0.41165
V56	0.04668	0.01455	0.10159	0.83718
V57	0.09165	0.87808	0.01927	0.011
V58	0.66833	0.00822	0.03985	0.28361
V59	0.44927	0.41051	0.10069	0.03953
V60	0.13381	0.13245	0.3528	0.38094
V61	0.82834	0.0953	0.00885	0.0675
V62	0.88954	0.03851	0.06159	0.01037
V63	0.01441	0.85566	0.1122	0.01774
V64	0.00765	0.87855	0.00104	0.11276
V65	0.01705	0.00768	0.12249	0.85278
V66	0.212	0.71536	0.017	0.05564
V67	0.15252	0.32161	0.51458	0.01129
V68	0.16269	0.13695	0.02659	0.67376
V69	0.02276	0.29874	0.63633	0.04217
V70	0.57768	0.13433	0.17829	0.10969
V71	0.16776	0.05634	0.40446	0.37144
