cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.5521	0.0095	0.18567	0.25274
V2	0.14059	0.08684	0.06233	0.71025
V3	0.04974	0.6319	0.01749	0.30087
V4	0.87135	0.11087	0	0.01778
V5	0.10291	0.45761	0.28952	0.14996
V6	0.06891	0.88986	0.02362	0.01761
V7	0.14071	0.34311	0.09669	0.41949
V8	0.11834	0.02807	0.82767	0.02592
V9	0.23534	0.21819	0.04535	0.50112
V10	0.01819	0.03465	0.90467	0.04248
V11	0.20079	0.33216	0.46285	0.00421
V12	0.02183	0.57256	0.39509	0.01053
V13	0.26	0.71572	0.00692	0.01736
V14	0.06275	0.92217	0.0101	0.00498
V15	0.11394	0.60177	0.13555	0.14874
V16	0.91728	0.03927	0.0192	0.02425
V17	0.07858	0.88801	0.01574	0.01766
V18	0.58634	0.33615	0.04582	0.03169
V19	0.15105	0.83034	0.0079	0.01071
V20	0.16281	0.45675	0.0252	0.35524
V21	0.11903	0.04875	0.80652	0.02569
V22	0.01582	0.08639	0.23417	0.66362
V23	0.36711	0.03898	0.589	0.00491
V24	0.92677	0.03986	0.03337	0
V25	0.35084	0.20863	0.148	0.29252
V26	0.40321	0.37837	0.02188	0.19654
V27	0.09313	0.07287	0.03277	0.80123
V28	0.00467	0.08502	0.90862	0.00169
V29	0.42631	0.02474	0.52466	0.0243
V30	0.0921	0.18277	0.32058	0.40455
V31	0.19739	0.15796	0.34187	0.30278
V32	0.0757	0.05137	0.04589	0.82704
V33	0.03866	0.47526	0.39915	0.08693
V34	0.11834	0.03691	0.819	0.02575
V35	0.15421	0.73415	0.08723	0.02441
V36	0.00718	0.03697	0.52273	0.43311
V37	0.55713	0.0543	0.10673	0.28184
V38	0.4215	0.00905	0.19213	0.37732
V39	0.16028	0.56523	0.14634	0.12816
V40	0.09212	0.8267	0.08118	0
V41	0.00552	0.68495	0.05261	0.25692
V42	0.21398	0.02722	0.23767	0.52113
V43	0.12269	0.30688	0.54552	0.02491
V44	0.01331	0.05589	0.78533	0.14548
V45	0.09024	0.58563	0.24619	0.07793
V46	0.80273	0.06636	0.12664	0.00428
V47	0.45425	0.15866	0.3469	0.04018
V48	0.81374	0.164	0.005	0.01725
V49	0.75222	0.17591	0	0.07187
V50	0.06024	0.8478	0.08781	0.00415
V51	0.31003	0.38163	0.28396	0.02439
V52	0.02347	0.09361	0.85663	0.02629
V53	0.72566	0.11614	0.1582	0
V54	0.42306	0.16377	0.39646	0.01671
V55	0.20885	0.10124	0.27818	0.41173
V56	0.04303	0.0394	0.10785	0.80972
V57	0.08911	0.87625	0.02404	0.01059
V58	0.64838	0.00979	0.04714	0.29468
V59	0.44455	0.39784	0.11733	0.04028
V60	0.12503	0.12043	0.37684	0.3777
V61	0.82799	0.08936	0.01141	0.07123
V62	0.8858	0.03381	0.06995	0.01044
V63	0.01331	0.84272	0.12663	0.01734
V64	0.00696	0.87194	0.00283	0.11827
V65	0.01701	0.03595	0.12726	0.81977
V66	0.21027	0.71027	0.02175	0.05771
V67	0.14476	0.29959	0.54513	0.01051
V68	0.15179	0.14019	0.03263	0.67539
V69	0.02137	0.2737	0.66394	0.04099
V70	0.56204	0.12273	0.20239	0.11283
V71	0.15559	0.05182	0.42667	0.36592
V72	0.59987	0.13184	0.10641	0.16189
V73	0.14672	0.62067	0.15491	0.07769
V74	0.05436	0.20521	0.73986	0.00057
V75	0.71047	0.00589	0.20545	0.07818
V76	0.00161	0.16065	0.21118	0.62656
V77	0.03592	0.29371	0.01777	0.65261
V78	0.30761	0.09082	0.21574	0.38584
V79	0.00685	0.07859	0.84028	0.07428
V80	0.33606	0.01775	0.57385	0.07234
V81	0.05222	0.14253	0.79963	0.00562
V82	0.00251	0.07999	0.90953	0.00797
V83	0.12941	0.16215	0.08936	0.61908
V84	0.39692	0.03502	0.18591	0.38215
V85	0.10193	0.27843	0.46087	0.15877
V86	0.04196	0.04732	0.87688	0.03385
V87	0.02928	0.85464	0.05866	0.05742
V88	0.15817	0.04669	0.30969	0.48546
V89	0.01895	0.03251	0.2362	0.71234
V90	0.02256	0.90719	0.05955	0.0107
V91	0.02968	0.74399	0.20179	0.02454
V92	0.44917	0.01715	0.41651	0.11717
V93	0.89727	0.0176	0	0.08513
V94	0.01444	0.44919	0.0299	0.50647
V95	0.26017	0.41986	0.18047	0.1395
V96	0.06878	0.11202	0.03964	0.77955
V97	0.68589	0.09149	0.21849	0.00412
V98	0.69089	0.29835	0	0.01076
V99	0.79764	0.04345	0.15454	0.00437
V100	0.07086	0.03713	0.87253	0.01949
V101	0.02861	0.09529	0.02119	0.85491
V102	0.93005	0.05343	0.0054	0.01112
V103	0.0119	0.06922	0.11755	0.80133
V104	0.02602	0.9575	0.01118	0.0053
V105	0.05218	0.92498	0.01799	0.00485
V106	0.11241	0.49846	0.35644	0.03269
V107	0.1772	0.16546	0.61661	0.04073
V108	0.14394	0.75698	0.09908	0
V109	0.01274	0.12547	0.65103	0.21076
V110	0.04951	0.89217	0.04084	0.01748
V111	0.91248	0.01086	0.07174	0.00492
V112	0.12072	0.04545	0.48421	0.34962
V113	0.1845	0.08722	0.20846	0.51981
V114	0.24123	0.04501	0.09705	0.61672
V115	0.00642	0.7518	0.2373	0.00448
V116	0.13645	0.2786	0.42534	0.15961
V117	0.69445	0.23781	0.03619	0.03154
V118	0.16079	0.58745	0.04147	0.2103
V119	0.10932	0.0832	0.06463	0.74284
V120	0.07136	0.06349	0.85296	0.01219
V121	0.62052	0.1039	0.1055	0.17008
V122	0.95851	0.01673	0.01334	0.01142
V123	0.00613	0.51558	0.05589	0.4224
V124	0.67162	0.28081	0	0.04757
V125	0.39083	0.40194	0.19055	0.01668
V126	0.03673	0.15308	0.06594	0.74425
V127	0.1581	0.0398	0.29738	0.50473
V128	0.03211	0.0384	0.13788	0.79161
V129	0.59382	0.20761	0.17468	0.02388
V130	0.00633	0.64652	0.34261	0.00453
V131	0.02284	0.90905	0.00265	0.06545
V132	0.94095	0.01362	0.02782	0.01761
V133	0.91544	0.02075	0.05312	0.01069
V134	0.10479	0.37785	0.15245	0.36492
V135	0.07463	0.03127	0.21136	0.68274
V136	0.24597	0.39639	0.01623	0.34141
V137	0.65449	0.02806	0.26281	0.05464
V138	0.21282	0.38558	0.20736	0.19424
V139	0.36228	0.17625	0.22708	0.23439
V140	0.02969	0.10646	0.07048	0.79336
V141	0.0578	0.12305	0.60414	0.215
V142	0.77344	0.01724	0.2093	2e-05
V143	0.44985	0.2394	0.07949	0.23126
V144	0.16343	0.13259	0.19839	0.5056
V145	0.00034	0.75922	0.23579	0.00465
V146	0.05918	0.04594	0.0503	0.84458
V147	0.92567	0.02377	0.01916	0.03141
V148	0.11922	0.05526	0.63654	0.18898
V149	0.25735	0.50594	0.23285	0.00386
V150	0.07858	0.20548	0.64864	0.0673
V151	0.20446	0.64015	0.03974	0.11565
V152	0.23296	0.43107	0.24821	0.08776
V153	0.09999	0.7737	0.02276	0.10355
V154	0.23899	0.43991	0.29661	0.02449
V155	0.48299	0.11657	0.31607	0.08437
V156	0.02957	0.10935	0.74979	0.11129
V157	0.30528	0.12643	0.35892	0.20938
V158	0.02846	0.03904	0.05807	0.87443
V159	0.89803	0.06279	0	0.03919
V160	0.70385	0.00895	0.07189	0.21531
V161	0.20877	0.02796	0.04535	0.71793
V162	0.06236	0.29139	0.09933	0.54692
V163	0.09224	0.48445	0.19594	0.22736
V164	0.35066	0.28824	0.12512	0.23598
V165	0.01101	0.28406	0.0126	0.69234
V166	0.01045	0.11677	0.09168	0.78111
V167	0.35189	0.0183	0.01671	0.6131
V168	0.28599	0.57642	0.08809	0.0495
V169	0.18539	0.06094	0.05199	0.70167
V170	0.09772	0.02291	0.57338	0.30598
V171	0.12187	0.2091	0.6361	0.03293
V172	0.70215	0.01353	0.27957	0.00475
V173	0.02752	0.1573	0.05747	0.75771
V174	0.01696	0.16982	0.09551	0.71772
V175	0.05756	0.02475	0.81093	0.10676
V176	0.00649	0.81353	0.1755	0.00447
V177	0.00988	0.97365	0.00413	0.01234
V178	0.00566	0.78622	0.01004	0.19807
V179	0.15254	0.01726	0.42675	0.40345
V180	0.02698	0.8902	0.08282	0
V181	0.15503	0.10269	0.5995	0.14278
V182	0.2952	0.15196	0.50357	0.04927
V183	0.1728	0.81418	0.0085	0.00452
V184	0.96598	0.01978	0.01424	0
V185	0.56695	0.41526	0.01362	0.00417
V186	0.11421	0.46826	0.29934	0.11819
V187	0.94738	0.01787	0.02966	0.00508
V188	0.05663	0.24606	0.01147	0.68584
V189	0.83099	0.0201	0.01944	0.12947
V190	0.64412	0.01945	0.33176	0.00466
V191	0.17752	0.17668	0.61316	0.03264
V192	0.30774	0.46371	0.05932	0.16923
V193	0.6076	0.02616	0.2583	0.10794
V194	0.03236	0.94007	0.00939	0.01819
V195	0.01338	0.05211	0.92643	0.00808
V196	0.01604	0.11807	0.03078	0.83511
V197	0.41672	0.0476	0.03482	0.50085
V198	0.05872	0.48622	0.40525	0.04982
V199	0.15853	0.03125	0.20639	0.60382
V200	0.12553	0.57581	0.02449	0.27417
V201	0.09129	0.55384	0.21625	0.13862
V202	0.01464	0.03	0.80438	0.15098
V203	0.15633	0.40856	0.41805	0.01706
V204	0.00655	0.54729	0.01323	0.43292
V205	0.01809	0.06522	0.90337	0.01332
V206	0.04443	0.09413	0.85526	0.00618
V207	0.12919	0.18424	0.06882	0.61775
V208	0.2372	0.06062	0.69109	0.01108
V209	0.30785	0.46387	0.07968	0.1486
V210	0.07842	0.7831	0.09786	0.04062
V211	0.42352	0.02147	0.04432	0.51069
V212	0.49643	0.0366	0.44999	0.01698
V213	0.65028	0.02485	0.12253	0.20233
V214	0.33597	0.13626	0.19288	0.3349
V215	0.29127	0.09385	0.02916	0.58572
V216	0.04807	0.03675	0.04918	0.86599
V217	0.03892	0.48083	0.26613	0.21413
V218	0.09276	0.43619	0.19745	0.2736
V219	0.10196	0.65408	0.01606	0.22789
V220	0.00571	0.84746	0.00916	0.13767
V221	0.82076	0.01101	0.00628	0.16195
V222	0.31465	0.10763	0.41322	0.16449
V223	0.00645	0.11818	0.80934	0.06603
V224	0.95367	0.0178	0.02852	0
V225	0.05085	0.88456	0.06024	0.00435
V226	0.29431	0.07336	0.6216	0.01073
V227	0.78022	0.00971	0.19957	0.0105
V228	0.79541	0.05441	0.07044	0.07974
V229	0.01897	0.04408	0.91638	0.02058
V230	0.02042	0.07426	0.04699	0.85834
V231	0.01434	0.26923	0.13274	0.58368
V232	0.04105	0.6714	0.00429	0.28326
V233	0.57909	0.06903	0.222	0.12987
V234	0.03199	0.92372	0.0334	0.01089
V235	0.36306	0.05243	0.56003	0.02448
V236	0.03953	0.06072	0.83422	0.06553
V237	0.15586	0.03154	0.04876	0.76384
V238	0.12391	0.54631	0.28865	0.04112
V239	0.06268	0.40434	0.0289	0.50408
V240	0.47924	0.0333	0.44818	0.03928
V241	0.01724	0.0328	0.89238	0.05758
V242	0.12088	0.7724	0.0967	0.01002
V243	0.22574	0.0377	0.67189	0.06467
V244	0.18974	0.0196	0.71857	0.07209
V245	0.61559	0.28172	0.05473	0.04796
V246	0.05038	0.13336	0.79783	0.01842
V247	0.15704	0.04346	0.79871	0.00079
V248	0.02523	0.06741	0.06997	0.83739
V249	0.00156	0.05303	0.88755	0.05786
V250	0.75472	0.01204	0.22857	0.00467
V251	0.93884	0.05008	0.00595	0.00513
V252	0.00981	0.83431	0.15589	0
V253	0.3646	0.05724	0.18865	0.38952
V254	0.00753	0.93426	0.05333	0.00487
V255	0.04091	0.92332	0.00274	0.03303
V256	0.16762	0.18205	0.57347	0.07686
V257	0.42839	0.0786	0.26695	0.22606
V258	0.17112	0.23224	0.47975	0.11688
V259	0.03034	0.26396	0.67266	0.03304
V260	0.00122	0.27007	0.72302	0.00569
V261	0.62327	0.02504	0.21625	0.13543
V262	0.09225	0.08041	0.03229	0.79505
