Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02615	0.03615	0.00078	0.01772	0.14249	0.00029	0.01981	0	0	0.75663
V2	0.61971	0.01596	0.03929	0.00505	0.02794	0.23722	0.04562	0.00803	0.00117	0
V3	0.11391	0.08198	0.07727	0.02499	0.40179	0.01101	0.10125	0.11541	0.02393	0.04847
V4	0.01547	0.11289	0.01982	0.00613	0.0564	0.08768	0.01957	0.01325	0.46783	0.20097
V5	0.01459	0.13639	0.01066	0.08154	0	0.06247	0.02387	0	0.00276	0.66771
V6	0.01807	0.10974	0.15131	0.0428	0.55827	0.02272	0.00096	0.046	0.01262	0.03752
V7	0	0.56182	0	0.02046	0.22989	0.0068	0.0808	0.04963	0.04342	0.0072
V8	0.00749	0.59884	0.02608	0.02569	0	0.02109	0.04129	0.21259	0.06692	0
V9	0.01098	0	0.08722	0.12065	0.03982	0.0273	0.24579	0.40775	0.04678	0.0137
V10	0	0.12236	0	0.00176	0.63531	0.06273	0.01927	0.11344	0.01179	0.03334
V11	0.01118	0.5919	0	0.01586	0	0.0449	0.04247	0.19444	0.09299	0.00625
V12	0.02881	0.0266	0.18754	0.45092	0.03104	0	0.08195	0.0062	0.01941	0.16753
V13	0.0884	0.00618	0.12294	0.01009	0.07056	0.12057	0.4351	0.0153	0.10547	0.02538
V14	0.07663	0.46636	0.12219	0.07529	0.02671	0.04237	0.1405	0.00474	0.04523	0
V15	0.26396	0.00793	0.16099	0.49858	0.01565	0.00803	0.01029	0.00892	0.02567	0
V16	0.03564	0.06272	0.22308	0.50544	0.03076	0.02995	0	0	0.10457	0.00783
V17	0.02337	0.1543	0	0.01118	0	0.07259	0.05624	0.00293	0.01051	0.66888
V18	0.0812	0.08214	0.06261	0.27494	0	0.00236	0.00111	0	0.00781	0.48784
V19	0.0072	0	0	0.06636	0	0.0788	0.01875	0.00566	0	0.82322
V20	0	0.22333	0.0227	0.00934	0.02533	0.01237	0.53117	0.0408	0.02878	0.10619
V21	0.10126	0.4628	0.00922	0.01237	0	0.29837	0.04864	0.02093	0.0464	0
V22	0.00205	0	0	0.0031	0	0.01923	0.03438	0.22646	0.03731	0.67748
V23	0.27832	0.03221	0.45858	0.07699	0.01077	0.00342	0	0	0.00987	0.12985
V24	0.02722	0.6428	0.02789	0.02357	0.00504	0.00128	0.10089	0.05015	0.12116	0
V25	0.03361	0.13866	0.00837	0.02819	0.0585	0.11608	0.04135	0	0.1309	0.44434
V26	0.01286	0	0.05184	0.01591	0.02127	0.03507	0.07713	0.7386	0.04187	0.00546
V27	0	0.08107	0	0.00349	0.34394	0	0.02883	0	0	0.54267
V28	0.27087	0	0	0.01015	0	0.01934	0.03856	0.02392	0	0.63715
