Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.30494	0.1365	0.27732	0.12899	0.15225
V2	0.0139	0.80452	0.08119	0.05168	0.04871
V3	0.04631	0.02785	0.45334	0.43003	0.04247
V4	0	0.00702	0.22875	0.04765	0.71658
V5	0	0	0.05313	0.09086	0.85601
V6	0.31656	0.02705	0.29768	0.22806	0.13065
V7	0	0.04118	0.41597	0.0667	0.47615
V8	0	0.05702	0.8757	0.06248	0.0048
V9	0.03708	0.00598	0.26588	0.63883	0.05222
V10	0.45243	0.03935	0.49203	0	0.01619
V11	0.01716	0.00782	0.0988	0.05944	0.81677
V12	0.05995	0.00765	0.22402	0.30056	0.40781
V13	0.10428	0.03682	0.03851	0.42051	0.39987
V14	0.13249	0	0.07259	0.6588	0.13612
V15	0.00281	0.01619	0	0.8921	0.0889
V16	0.55451	0.07286	0.02043	0.32683	0.02537
V17	0.03831	0.23281	0.02191	0.05395	0.65302
V18	0.05473	0.43254	0.28294	0.20635	0.02345
V19	0.00976	0	0	0.10364	0.8866
V20	0	0.02902	0.72484	0.22059	0.02555
V21	0	0.25191	0.13923	0.15505	0.45382
V22	0.81046	0.08917	0.08246	0	0.01791
V23	0.05662	0.00267	0.02004	0.12428	0.79639
V24	0.4231	0.11685	0.02708	0.03333	0.39964
V25	0.00575	0.01605	0.01295	0.41535	0.5499
V26	0.44893	0.20956	0.0752	0.02847	0.23785
V27	0.08751	0.50834	0.2075	0.00236	0.19428
V28	0.00929	0.07436	0.20693	0.6303	0.07912
V29	0	0.00027	0.33062	0.60951	0.0596
V30	0.73076	0.11177	0.0406	0.00447	0.11239
V31	0.39389	0.14662	0.02059	0.22898	0.20992
V32	0.93567	0	0.01719	0	0.04714
V33	0.00095	0.18362	0.0194	0.10871	0.68731
V34	0.07248	0.8841	0.03681	0.0019	0.00472
V35	0.05837	0.63672	0.2838	0.01925	0.00187
V36	0.00657	0.1654	0.171	0.08394	0.57309
V37	0.73736	0	0.0039	0	0.25875
V38	0.10036	0.03864	0.49445	0.19528	0.17127
V39	0.30226	0.03872	0.3493	0.00208	0.30764
V40	0.18199	0.63797	0.04293	0.09543	0.04168
V41	0.00701	0.86702	0.04334	0.00161	0.08102
V42	0.86606	0.03723	0.03283	0	0.06388
V43	0.46952	0.139	0.38151	0.00503	0.00493
V44	0.01311	0.30153	0.56944	0	0.11592
V45	0.00383	0.68601	0.12089	0.13491	0.05435
V46	0.07046	0.78784	0.09805	0.02335	0.02028
V47	0	0.05315	0.93825	0	0.0086
V48	0.13803	0.13256	0.23567	0.33195	0.16179
V49	0.44838	0.15581	0.25232	0.12865	0.01485
V50	0.01059	0.07326	0.91615	0	0
V51	0.07473	0.26266	0.20938	0.05786	0.39538
V52	0.00683	0.94328	0.03862	0.00491	0.00636
V53	0.00361	0.1692	0.01195	0.7486	0.06663
V54	0.18782	0	0.01114	0.56122	0.23982
V55	0.05192	0	0	0.8709	0.07719
V56	0.04862	0	0.00171	0.76772	0.18195
V57	0.13271	0.14406	0.58072	0.01455	0.12796
V58	0.0478	0	0.13074	0.19631	0.62515
V59	0.86486	0.02359	0.10791	0	0.00364
V60	0.3991	0.21207	0.14477	0.1154	0.12866
V61	0.1647	0	0.02677	0.21723	0.59131
V62	0.04031	0.02187	0.3001	0.13009	0.50763
V63	0.36448	0.26376	0.07706	0.02524	0.26947
V64	0.94524	0.01487	0.03613	0	0.00376
V65	0.06168	0.07121	0.04072	0.62968	0.19671
V66	0.00926	0.00012	0.13304	0.78386	0.07372
V67	0	0.01431	0.33105	0.09108	0.56357
V68	0.45219	0.0149	0.42798	0.01916	0.08577
V69	0.58472	0.12459	0.22421	0.00104	0.06544
V70	0.02251	0.72653	0.07028	0.15027	0.0304
V71	0.05125	0.80474	0.07304	0.05583	0.01514
V72	0.01314	0.3848	0.0371	0.03436	0.5306
V73	0.03874	0	0.10105	0.58483	0.27539
V74	0	0.05262	0.00709	0.79378	0.14651
V75	0.45319	0.19695	0.33835	0	0.01151
V76	0	0	0.01371	0.85202	0.13426
V77	0.00993	0.04997	0.91097	0.02701	0.00212
V78	0	0.06202	0.92874	0	0.00925
V79	0.04885	0.39725	0.05538	0.1364	0.36211
V80	0.0811	0.75118	0.03145	0.0454	0.09088
V81	0.00048	0.05547	0.94405	0	0
V82	0.20514	0.1599	0.03704	0.54571	0.05222
V83	0.07286	0.06863	0.02341	0.5508	0.28431
V84	0.06734	0.1504	0.01024	0.05888	0.71313
V85	0	0.05419	0.94548	0	0.00033
V86	0.00226	0.26015	0.31632	0.38197	0.0393
V87	0.43802	0.00384	0.0495	0.45687	0.05177
V88	0.27735	0.15928	0.06237	0.19304	0.30796
V89	0.02945	0.1359	0.8095	0.02432	0.00083
V90	0	0.1662	0.06061	0.10602	0.66717
V91	0	0	0.07715	0.84949	0.07336
V92	0.20762	0.02195	0.02897	0.05629	0.68517
V93	0	0.07698	0.1641	0.51885	0.24007
V94	0.01714	0.1556	0.02622	0.24071	0.56033
V95	0.0373	0.21533	0.02892	0.10758	0.61087
V96	0.79454	0.00187	0.03685	0.0068	0.15994
V97	0.13552	0.0134	0.04486	0.11968	0.68655
V98	0.02654	0.37256	0.19655	0.11965	0.2847
V99	0.48778	0.13348	0.01374	0.218	0.147
V100	0.51236	0.16354	0.06479	0.04147	0.21785
V101	0.01616	0.92844	0.04586	0.00388	0.00566
V102	0.27924	0.24629	0.15432	0.09951	0.22064
V103	0.10029	0	0	0.05904	0.84067
V104	0.02069	0.4001	0.09775	0.03401	0.44745
V105	0	0	0.03744	0.10051	0.86205
V106	0.0128	0.77379	0.17535	0.00236	0.0357
V107	0.03062	0.24221	0.68467	0.03315	0.00935
V108	0.00153	0.20622	0.79225	0	0
V109	0.0348	0.20661	0.0631	0.27837	0.41712
V110	0.14037	0.52317	0.21204	0.10129	0.02314
V111	0.25893	0.24343	0.49765	0	0
V112	0.15264	0	0.10765	0.48132	0.25839
V113	0.20675	0	0.10484	0.15326	0.53515
V114	0.55764	0.07279	0.061	0.1673	0.14127
V115	0.86808	0	0.01346	0	0.11846
V116	0	0	0	0.07404	0.92596
V117	0.03776	0.04843	0.81422	0.06952	0.03007
V118	0.02198	0	0	0.88106	0.09696
V119	0.30983	0.02609	0.41877	0.23015	0.01516
V120	0	0.03867	0.81706	0.10086	0.04342
V121	0.14745	0.74704	0.03206	0.00357	0.06988
V122	0.0092	0.38582	0.09934	0.23195	0.27368
V123	0.47325	0.03411	0.08597	0.18923	0.21745
V124	0.18296	0.1005	0.06781	0.22642	0.42231
V125	0.0161	0.46612	0.51016	0	0.00761
V126	0.12718	0.18257	0.23105	0.11335	0.34585
V127	0.26402	0.02444	0.67207	0.03242	0.00704
V128	0.15605	0.78474	0.04129	0	0.01792
V129	0.24197	0.03508	0.28404	0.17101	0.2679
V130	0.00325	0.50517	0.06108	0.22272	0.20778
V131	0	0.00542	0.23037	0.70552	0.05869
V132	0.32436	0.0073	0	0.35159	0.31675
V133	0	0.06238	0.54786	0.08579	0.30397
V134	0.05796	0.05455	0.78372	0.01288	0.09089
V135	0.00917	0.12497	0.72638	0.01761	0.12188
V136	0.97434	0	0.02047	0	0.00519
V137	0.91318	0.03039	0.01856	0.00374	0.03413
V138	0.21733	0.13464	0.08716	0.13666	0.42421
V139	0.09753	0	0.15979	0.6794	0.06328
V140	0.01284	0	0.14796	0.05471	0.78449
V141	0.00091	0.24166	0.65729	0.08609	0.01405
V142	0.19016	0	0.34234	0.12819	0.33931
V143	0.00107	0.20489	0.49461	0.13668	0.16274
V144	0.47976	0.22672	0.08705	0.10979	0.09668
V145	0	0.05962	0.91819	0.00235	0.01984
V146	0.00963	0.33935	0.01892	0.31392	0.31819
V147	0.07902	0.091	0.69583	0.09475	0.0394
V148	0.11048	0.80255	0.04165	0.02394	0.02138
V149	0	0	0	0.87266	0.12734
V150	0.12069	0.2086	0.59666	0	0.07405
V151	0.41147	0.00056	0.01543	0.41761	0.15493
V152	0	0	0.11124	0.75102	0.13773
V153	0.14643	0.1939	0.47807	0.04037	0.14123
V154	0.08071	0.59589	0.04904	0.03219	0.24216
V155	0.01881	0	0.13303	0.77515	0.07301
V156	0.07974	0.03091	0.40761	0.15039	0.33134
V157	0.07117	0.03442	0.1718	0.28285	0.43976
V158	0.17604	0.00417	0.45983	0.04556	0.3144
V159	0.08376	0.22135	0.02225	0.58977	0.08286
V160	0.4286	0.15985	0.10969	0.03856	0.2633
V161	0.18626	0.00508	0.0614	0.04221	0.70506
V162	0	0.06431	0.93569	0	0
V163	0.03548	0	0.00917	0.0892	0.86615
V164	0.91835	0.05284	0.02881	0	0
V165	0.58812	0.22231	0.10537	0.03344	0.05077
V166	0.03626	0	0.24358	0.58765	0.13251
V167	0.00574	0.64814	0.04301	0.12828	0.17484
V168	0	0.06431	0.93569	0	0
