Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.0023	0	0.10099	0	0.40128	0	0	0	0	0.49543
V2	0.6466	0	0	0	0	0.31318	0.04022	0	0	0
V3	0.1008	0	0.1271	0	0.50095	0.01389	0.05385	0.20124	0	0.00216
V4	0.0212	0.05115	0.04752	0.00315	0.07348	0.06545	0.0092	0.01677	0.61172	0.10036
V5	0	0.10047	0.09528	0.06776	0.20137	0.06805	0.00704	0	0	0.46002
V6	0.01377	0	0.23246	0	0.65553	0.01267	0	0.08558	0	0
V7	0.00607	0.36834	0.03513	0	0.44467	0.00845	0.03423	0.10311	0	0
V8	0.01721	0.41017	0.06618	0	0.14399	0	0	0.36246	0	0
V9	0.01938	0.00742	0.09419	0.10009	0.00063	0.02535	0.12706	0.61852	0.00636	0.00101
V10	0.00462	0	0.04001	0	0.73032	0.04384	0.0013	0.17991	0	0
V11	0.02334	0.41809	0.02977	0	0.15153	0.01591	0	0.34297	0.01001	0.00839
V12	0	0.02875	0.17431	0.53743	0.04234	0.01993	0.08903	0.01301	0	0.0952
V13	0.09074	0.02183	0.12399	0	0.00604	0.23798	0.34499	0.01732	0.15455	0.00257
V14	0.07305	0.37529	0.19146	0.0195	0.14269	0.07539	0.09863	0.02399	0	0
V15	0.21159	0.00799	0.08732	0.61671	0	0.0238	0.04019	0.01216	0.00025	0
V16	0.00603	0.04665	0.1833	0.57326	0.00739	0.04256	0.02417	0	0.11663	0
V17	0.01072	0.10937	0.06142	0	0.23259	0.0861	0.02727	0.00763	0	0.4649
V18	0.04764	0.07253	0.09461	0.3431	0.10101	0.00209	0.00553	0	0	0.33349
V19	0	0	0.07996	0.0623	0.15749	0.08659	0.00379	0.00673	0	0.60314
V20	0.00248	0.2228	0.0232	0	0.05587	0.13435	0.4241	0.07482	0	0.0624
V21	0.08937	0.35148	0.02742	0	0.11569	0.34262	0.03189	0.03911	0	0.00242
V22	0.0055	0	0.05449	0	0.11962	0	0	0.3856	0	0.43478
V23	0.27868	0.00822	0.62303	0	0.01283	4e-05	0	0.00644	0	0.07077
V24	0.03311	0.48901	0.06615	0	0.18321	0.00459	0.0495	0.10935	0.06507	0
V25	0.02028	0.08245	0.08046	0.00653	0.2124	0.12614	0.02493	0	0.16183	0.28497
V26	0.0292	0	0.06542	0	0	0	0	0.90538	0	0
V27	0	0	0.05635	0	0.61146	0	0.00881	0	0	0.32338
V28	0.28042	0	0.04136	0	0.10309	0.01981	0.01043	0.04207	0	0.50281
V29	0.01204	0.54477	0.03361	0	0.22436	0.09177	0.00823	0.03094	0	0.05427
V30	0.01241	0.00916	0.11203	0	0	0.34823	0.22758	0	0.29059	0
V31	0.0257	0.23359	0.21684	0	0.14264	0	0	0.38123	0	0
V32	0.46728	0	0.01591	0	0.34695	0.04701	0.02434	0	0.09286	0.00566
V33	0.02427	0.02021	0.21479	0.51887	0	0.04681	0.17058	0.00441	5e-05	0
V34	0	0.00507	0.06738	0	0.46648	0	8e-05	0.01975	0	0.44124
V35	0.01701	0.66901	0.02389	0	0.24579	0.0012	0.00763	0.03547	0	0
V36	0.04763	0.05321	0.0042	0	0	0.19739	0.62854	0.05417	0.01487	0
V37	0.0062	0.46804	0.01989	0	0.16652	0.05965	0.22241	0.05365	0	0.00365
V38	0.11442	0.02367	0.04717	0.17611	0	0.14185	0.47334	0.01215	0.01128	0
V39	0.0691	0.03184	0.06787	0.16614	0.01676	0.13539	0.45739	0.03673	0.01452	0.00425
V40	0.13249	0	0.74946	0	0.11073	0	0	0.00699	0.00033	0
V41	0.62211	0.04193	0.00869	0	0.01098	0.00048	0.00121	0.01011	0.29878	0.00572
V42	0.00423	0.43651	0.03608	0	0.49646	0	0	0.00949	0	0.01723
V43	0.1253	0.01191	0.15241	0.04423	0.21777	0.08538	0.172	0.03786	0.15314	0
V44	0.04933	0	0.53037	0	0	0	0	0.4203	0	0
V45	0.02246	0.01021	0.03569	0.01321	0	0.05719	0.19407	5e-05	0.64657	0.02055
V46	0.14873	0.07621	0.098	0.24947	0.12908	0	0	0.01952	0	0.279
V47	0.00023	0.03523	0.00437	0	0	0.21871	0.69536	0.01361	0.02494	0.00754
V48	0.00382	0.01132	0.07774	0	0.20638	0	0.00184	0	0.06891	0.62999
V49	0.15487	0	0.0106	0	0	0	0	0.83454	0	0
V50	0.2878	0.13487	0.00811	0	0.05663	0.4834	0.02919	0	0	0
V51	0.16607	0	0.62662	0	0.06677	0	0	0.08581	0.05417	0.00056
V52	0.00466	0.01643	0.19282	0.34371	0	0.09289	0.31934	0.01883	0.01132	0
V53	0.42744	0	0.15112	0.04565	0.0346	0	0	0.20602	0	0.13517
V54	0	0	0.02416	0	0.21289	0.70318	0.05369	0	0.00609	0
V55	0	0.01996	0.08129	0.7673	0.05512	0.01696	0.0498	0.00161	0.00328	0.00469
V56	0.15152	0	0.61314	0	0.08245	0.14285	0.00707	0	0.00196	0.00101
V57	0.04089	0	0.65291	0.13223	0	0.00579	0.01053	0.04406	0.10793	0.00566
V58	0.00638	0.14557	0.09696	0.13923	0.04645	0.50734	0.05242	0	0.00566	0
V59	0.02395	0.08947	0.00452	0	0	0.20406	0.64748	0.01269	0.01784	0
V60	0.76897	0	0	0	0.06953	0	0	0	0.1615	0
V61	0	0	0.05268	0.01728	0	0.83469	0.06801	0	0.02335	0.00399
V62	0.01731	0.01436	0.0523	0	0.08417	0.10392	0.35758	0.01956	0.02603	0.32476
V63	0	0.15859	0.04515	0	0.25206	0.49556	0.04083	0	0	0.0078
V64	0.07055	0	0.34245	0.20334	0	0	0	0.35904	0	0.02461
V65	0.05807	0.01906	0.0885	0.35404	0	0	0.04429	0.33299	0.09316	0.00989
V66	5e-04	0	0.06491	0	0.77109	0.02158	0.01434	0.0315	0	0.09609
V67	0.03402	0.13477	0.57597	0	0.04849	0.05576	0.06259	0.02088	0.0577	0.00983
V68	0.03987	0.00037	0.0363	0	0.01524	0	0	0.39593	0.51229	0
V69	0.06846	0	0.92345	0	0	0	0	0	0.00809	0
V70	0.7652	0	0.06794	0	0	0.03989	0.02155	0.01088	0.09455	0
V71	0.04152	0	0.02572	0	0.00063	0	0	0.92155	0	0.01058
V72	0.20596	0	0.08999	0.27755	0.2596	0	0.00288	0.00973	0	0.1543
V73	0.01985	0	0.06524	0	0.88822	0.01339	0.00338	0.00992	0	0
V74	0	0	0.10336	0.21415	0.12291	0.03366	0.00439	0.00789	0	0.51363
V75	0.01249	0.05913	0.21067	0.4593	0.02006	0.00761	0.01765	0.00988	0.20321	0
V76	0	0	0.01601	0	0	0.88271	0.07337	0	0.0279	0
V77	0	0.01066	0.04252	0.33363	0	0.34817	0.2539	0.00141	0.00959	0.00011
V78	0.00523	0.39998	0.06033	0	0.16679	0.07558	0.2391	0.0057	0	0.04729
V79	0.00406	0.01624	0.07081	0.30804	0	0.26406	0.03798	0	0.28817	0.01064
V80	0.43479	0	0.02826	0	0.09296	0.00234	0.01899	0	0.03445	0.38821
V81	0	0	0.04464	0.15722	0.1745	0.57348	0.04788	0	0.00229	0
V82	0.05034	0.38987	0.06672	0.25854	0.13295	0.0056	0.00417	0.0918	0	0
V83	0.02393	0.04098	0.09754	0.47623	0.01671	0	0.00265	0.34197	0	0
V84	0.01346	0	0.04463	0.01807	0.11208	0.60614	0.19588	0	0.00973	0
V85	0.21513	0	0.54773	0	0.03255	0	0	0	0	0.20459
V86	0.27389	0	0.36582	0.34236	0	0.00729	0.00942	0.00123	0	0
V87	0.03072	0.0134	0.03455	0.02225	0.04438	0.00262	0.00897	0	0.84311	0
V88	0	0.26576	0.08912	0.54722	0.07372	0	0.02242	0.00176	0	0
V89	0.00364	0.03001	0.02203	0.02131	0	0.17143	0.58682	0.15444	0.01032	0
V90	0.02346	0.04023	0.50006	0	0.09969	0.01284	0	0	0	0.32372
V91	0.07671	0	0.89905	0	0	0	0	0.00689	0.01735	0
V92	0.0028	0.0409	0.00612	0	0	0.20405	0.64681	0.01212	0.0872	0
V93	0.02653	0.03853	0.09522	0	0.00479	0.04935	0.17171	0.0229	0.59097	0
V94	0.89242	0	0	0	0	0.03545	0.00794	0.05899	0	0.0052
V95	0.01337	0.02697	0.01338	0	0	0.10303	0.38374	0.45674	0.00276	0
V96	0.02985	0.09317	0.41157	0.37826	0.0149	0.01367	0.0138	0.02273	0.02204	0
V97	0	0.03629	0.01265	0	0	0.18965	0.63713	0.01242	0.02438	0.08748
V98	0.0089	0.19434	0.0656	0.03991	0.30338	0.01203	0.02501	0.13497	0.14396	0.07193
V99	0.58526	0	0	0	0	0.01748	0.05609	0.01099	0.33019	0
V100	0.17339	0.00662	0.06774	0.22048	0.0168	0.32759	0.04057	0	0.14175	0.00505
V101	0	0	0.04516	0	0.12659	0.12323	0.13041	0.05843	0	0.51618
V102	0.03876	0.15688	0.02094	0	0.1496	0.3449	0.118	0.1632	0	0.00773
V103	0.0878	0.00558	0.03507	0.01714	0.0053	0.00227	0.00801	0.00633	0.83249	0
V104	0.07595	0	0.8871	0	0	0	0	0	0.03695	0
V105	0.30192	0	0.09586	0	0	0.10558	0	0.49664	0	0
V106	0.02981	0.51637	0.25039	0	0.18943	0.014	0	0	0	0
V107	0.24613	0.12754	0.04025	0	0.39384	0.00996	0.00236	0.05494	0.12498	0
V108	0	0	0.05925	0.15966	0.05578	0.42891	0.03354	0.02504	0	0.23782
V109	0	0.01191	0.02011	0.00596	0.00626	0.84585	0.07512	0	0.03479	0
V110	0.00406	0	0.05601	0	0.8425	0	0	0.09743	0	0
V111	8e-04	0.04204	0.02007	0	0.08882	0.18526	0.62378	0.01293	0.01728	0.00902
V112	0.00069	0.03858	0.02322	0	0.01345	0.15446	0.51894	0.01149	0.07335	0.1658
V113	0.0332	0	0.04421	0.00568	0.02683	0.05284	0.01909	0.02843	0.69857	0.09114
V114	0.04215	0.00644	0.0439	0.01366	0.00703	0.00281	0.00939	0.00644	0.86818	0
V115	0.00878	0.67956	0.03798	0	0.25486	0	0.01442	0.00189	0	0.0025
V116	0.38879	0.04728	0.00335	0	0.01009	0	0	0.55049	0	0
V117	0.01234	0.03476	0.00253	0	0	0.20982	0.70212	0.01418	0.02424	0
V118	0.01166	0	0.01869	0	0	0.86937	0.07701	0.00049	0.02279	0
V119	0	0.02399	0.07574	0.57112	0	0.18844	0.05038	0	0.09033	0
V120	0.6785	0	0.22364	0	0	0.09786	0	0	0	0
V121	0.04935	0.08511	0.3098	0	0.0332	0.20426	0.25594	0.02625	0.00532	0.03077
V122	0.02898	0.0164	0.14756	0	0.00665	0.08083	0.10031	0	0.61928	0
V123	0.02435	0	0.0382	0	0.39646	0	0	0.54099	0	0
V124	0.66767	0.01616	0	0	0	0	0	0.31617	0	0
V125	0.02145	0.10266	0.1261	0	0.04352	0.0876	0.00344	0.61524	0	0
V126	0.00561	0.03382	0.05973	0	0.82339	0	0	0.07744	0	0
V127	0.04557	0.00127	0.62105	0	0	0.04554	0.1598	0	0.12677	0
V128	0.02758	0.0986	0.45311	0	0.37444	0.04018	0	0.0061	0	0
V129	0.02719	0.04459	0.09427	0.22508	0.10289	0.00723	0.0118	0	0.48556	0.00137
V130	0.04328	0	0.43183	0	0	0	0	0.52489	0	0
V131	0.05283	0.30226	0.52374	0	0.0957	0.00343	0.00592	0.00036	0.01576	0
V132	0.107	0.02717	0.01529	0	0.04792	0.14767	0.50291	0.15204	0	0
V133	0.01403	0.01707	0.04342	0.16628	0	0.09258	0.03854	0.62808	0	0
V134	0.02027	0.01931	0.30945	0	0.34411	0.03314	0.1257	0.01365	0	0.13436
V135	0.03318	0.12896	0.19403	0	0.05261	0.00126	0.0135	0	0.57645	0
V136	0	0.47228	0.06001	0.15712	0.20785	0	0	0	0	0.10275
V137	0.00026	0.02652	0.03289	0	0.00336	0.46669	0.3797	0.00324	0.08735	0
V138	0.01019	0.04802	0.03732	0	0.05546	0.13603	0.45883	0.00993	0.0411	0.20312
V139	0.59765	0	0.0061	0	0.07566	0.08497	0.00189	0	0.23373	0
V140	0.03397	0.00898	0.3842	0.46695	0.02177	0.05239	0.02537	0.00017	0.00414	0.00207
V141	0.00082	0.02037	0.08878	0.80569	4e-05	0.02823	0.03038	0.00126	0.00534	0.0191
V142	0	0.02728	0.04985	0.24742	0	0.14752	0.49563	0.01205	0.00992	0.01032
V143	0.00802	0.64802	0.04519	0.04363	0.24914	0.00072	0.00299	0.0023	0	0
V144	0	0.01206	0.01576	0	0	0.49537	0.42778	0.02994	0.01909	0
V145	0.03003	0.07172	0.0823	0.52487	0.01015	0.01256	0.01278	0.25558	0	0
V146	0.03439	0	0.55192	0	0.03433	0.00991	0.01993	0.17628	0	0.17324
V147	0.01988	0	0.05856	0.00501	0.19673	0	0.0025	0.02868	0.56721	0.12144
V148	0.03881	0.01411	0.03071	0.01303	0.00284	0.05135	0.03256	0	0.81659	0
V149	0.00326	0.01598	0.07474	0.59893	0	0	0.01724	0.14143	0.14842	0
V150	0.06087	0	0.06706	0	0.30563	0.00079	4e-04	0.00864	0	0.5566
V151	0	0	0.096	0	0.17895	0.07687	0	0	0	0.64817
V152	0.02317	0	0.02455	0	0.02315	0	0	0.86198	0	0.06714
V153	0.00508	0	0.05277	0	0.81278	0	0	0.12937	0	0
V154	0.08732	0.00183	0.67163	0.21328	0	0.01512	0.00852	0	0.00231	0
V155	0.05918	0	0.02745	0	0	0.05666	0	0.6534	0.20331	0
V156	0.1045	0.00732	0.20616	0	0	0.47905	0.04954	0.04893	0.10449	0
V157	0.00151	0.31519	0.06139	0.02827	0.35602	0.22058	0.0169	0	0	0.00014
V158	0.26878	0.43627	0.0216	0	0.21862	0	1e-04	0.05463	0	0
V159	0.03357	0.00432	0.32016	0	0.41762	0.01213	1e-05	0.12679	0	0.0854
V160	0.02641	0.68738	0.02648	0	0.25744	0	0	0.00074	0	0.00156
V161	0	0.01911	0.08217	0.8309	0	0.0117	0.03045	0.00124	0.02443	0
V162	0	0	0.08209	0	0.21206	0	0	0	0	0.70585
V163	0.13853	0	0.82109	0	0	0.00795	0	0.0295	0.00293	0
V164	0.06454	0	0.89879	0	0	0.01438	0.00768	0	0.01461	0
V165	0.01655	0	0.40635	0	0.12823	0	0	0.0156	0	0.43327
