CD19B	CD56NK	CD4MemoryT	CD14
V1	0.41474	0.07995	0.18558	0.31973
V2	0.16434	0.13295	0.11994	0.58277
V3	0.10118	0.47041	0.09943	0.32898
V4	0.64419	0.13961	0.07216	0.14403
V5	0.1381	0.39061	0.24357	0.22772
V6	0.10753	0.64952	0.11126	0.13169
V7	0.15731	0.3075	0.14092	0.39427
V8	0.16506	0.10527	0.58855	0.14112
V9	0.21319	0.22691	0.1107	0.44921
V10	0.0929	0.11144	0.64279	0.15287
V11	0.20178	0.3251	0.355	0.11813
V12	0.08469	0.47116	0.32145	0.12271
V13	0.22881	0.54181	0.09536	0.13402
V14	0.10048	0.67873	0.10257	0.11822
V15	0.14126	0.46355	0.16745	0.22774
V16	0.67145	0.08922	0.08731	0.15203
V17	0.1138	0.64918	0.10533	0.1317
V18	0.42808	0.31013	0.11124	0.15054
V19	0.16016	0.61562	0.09906	0.12516
V20	0.16664	0.3703	0.10295	0.36011
V21	0.16415	0.12978	0.56595	0.14012
V22	0.09388	0.14212	0.20687	0.55713
V23	0.32183	0.11256	0.44203	0.12359
V24	0.70434	0.07645	0.09148	0.12773
V25	0.27526	0.23444	0.16503	0.32528
V26	0.30326	0.3317	0.09722	0.26782
V27	0.13722	0.11082	0.10078	0.65118
V28	0.08267	0.12051	0.68504	0.11178
V29	0.35771	0.10143	0.3963	0.14456
V30	0.13764	0.22269	0.25032	0.38934
V31	0.19604	0.21087	0.26236	0.33073
V32	0.1269	0.09483	0.10664	0.67163
V33	0.09929	0.41002	0.30472	0.18598
V34	0.16442	0.11745	0.57731	0.14082
V35	0.16392	0.55002	0.14787	0.1382
V36	0.08803	0.1141	0.36376	0.43412
V37	0.40386	0.12193	0.14077	0.33344
V38	0.33353	0.07826	0.18677	0.40144
V39	0.16744	0.4454	0.17287	0.21429
V40	0.12176	0.62153	0.14545	0.11125
V41	0.0699	0.50555	0.12408	0.30047
V42	0.21436	0.10107	0.20752	0.47706
V43	0.15517	0.31469	0.39257	0.13758
V44	0.09144	0.14326	0.52814	0.23717
V45	0.12923	0.46387	0.22789	0.17901
V46	0.59858	0.1149	0.15727	0.12925
V47	0.35313	0.20861	0.28046	0.15779
V48	0.59791	0.18087	0.07942	0.1418
V49	0.54174	0.19496	0.07371	0.18959
V50	0.10207	0.62879	0.15206	0.11708
V51	0.26217	0.35101	0.24614	0.14068
V52	0.09653	0.16799	0.5979	0.13757
V53	0.54933	0.15391	0.17558	0.12119
V54	0.33803	0.21242	0.31336	0.13618
V55	0.20412	0.16683	0.22967	0.39938
V56	0.11042	0.09043	0.13822	0.66093
V57	0.1201	0.64376	0.11116	0.12498
V58	0.4697	0.07276	0.10495	0.35259
V59	0.33485	0.35264	0.15625	0.15626
V60	0.15872	0.18624	0.27749	0.37755
V61	0.59143	0.13516	0.08247	0.19094
V62	0.65464	0.08683	0.12042	0.13811
V63	0.07141	0.62301	0.1751	0.13048
V64	0.06525	0.62992	0.09424	0.21059
V65	0.09346	0.08644	0.14426	0.67584
V66	0.19582	0.53063	0.10711	0.16644
V67	0.16942	0.30711	0.39954	0.12393
V68	0.16918	0.16806	0.10423	0.55853
V69	0.09074	0.2988	0.46069	0.14977
V70	0.40883	0.18052	0.1963	0.21435
V71	0.18001	0.13337	0.30748	0.37915
V72	0.42686	0.18063	0.14138	0.25113
V73	0.16029	0.47909	0.18071	0.17991
V74	0.11349	0.23878	0.53777	0.10997
V75	0.53196	0.07136	0.20086	0.19583
V76	0.07961	0.19189	0.1968	0.53171
V77	0.10052	0.25792	0.09536	0.5462
V78	0.25802	0.15688	0.19778	0.38731
V79	0.08529	0.15867	0.57575	0.18029
V80	0.30192	0.09744	0.41564	0.185
V81	0.11494	0.1995	0.56833	0.11723
V82	0.08081	0.13858	0.66238	0.11823
V83	0.15703	0.19174	0.13454	0.5167
V84	0.31323	0.10851	0.18355	0.39472
V85	0.14287	0.29553	0.32552	0.23609
V86	0.11195	0.12877	0.61397	0.14531
V87	0.08296	0.61749	0.13452	0.16504
V88	0.17978	0.12413	0.24464	0.45145
V89	0.09707	0.09523	0.20519	0.60251
V90	0.07646	0.66258	0.13624	0.12472
V91	0.08654	0.56403	0.21256	0.13687
V92	0.36495	0.09646	0.31764	0.22095
V93	0.65417	0.07039	0.06953	0.2059
V94	0.08269	0.35971	0.10461	0.45299
V95	0.22571	0.36405	0.18722	0.22302
V96	0.12442	0.14031	0.10575	0.62952
V97	0.51811	0.14547	0.21031	0.12611
V98	0.51838	0.27361	0.0758	0.1322
