mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.26474	0.19641	0.23067	0.18667	0.12151
V2	0.08941	0.62061	0.09143	0.13422	0.06433
V3	0.10507	0.14237	0.3454	0.37737	0.02979
V4	0.04682	0.14419	0.20927	0.08807	0.51165
V5	0.05289	0.12458	0.08322	0.11971	0.61959
V6	0.27114	0.13444	0.24245	0.25142	0.10054
V7	0.04604	0.16856	0.34123	0.10837	0.33581
V8	0.05166	0.20388	0.59927	0.12102	0.02417
V9	0.11075	0.11129	0.2245	0.52816	0.0253
V10	0.34171	0.1642	0.36038	0.08735	0.04636
V11	0.06342	0.13678	0.11481	0.09485	0.59014
V12	0.10848	0.12264	0.2019	0.2851	0.28187
V13	0.15119	0.12206	0.06832	0.38221	0.27622
V14	0.18137	0.0889	0.09338	0.55273	0.08362
V15	0.11151	0.08988	0.03797	0.72351	0.03713
V16	0.43287	0.13454	0.05469	0.34251	0.03538
V17	0.08846	0.26374	0.05343	0.10348	0.4909
V18	0.1138	0.37151	0.23657	0.24446	0.03365
V19	0.06522	0.12739	0.04007	0.13342	0.6339
V20	0.05279	0.17321	0.5162	0.22871	0.02909
V21	0.06163	0.27444	0.14169	0.1848	0.33745
V22	0.57657	0.156	0.09792	0.11408	0.05544
V23	0.09805	0.12349	0.056	0.15004	0.57242
V24	0.35269	0.17735	0.06003	0.12154	0.28839
V25	0.07834	0.11505	0.049	0.37407	0.38355
V26	0.36523	0.22854	0.09263	0.12397	0.18963
V27	0.12884	0.43235	0.18752	0.08514	0.16615
V28	0.09264	0.1467	0.18562	0.53142	0.04362
V29	0.07485	0.11636	0.27099	0.50716	0.03064
V30	0.5288	0.16681	0.06892	0.12672	0.10875
V31	0.33998	0.18121	0.05396	0.26634	0.15852
V32	0.6397	0.10199	0.05707	0.1267	0.07454
V33	0.06122	0.23343	0.05258	0.14229	0.51048
V34	0.14074	0.65574	0.0583	0.10612	0.0391
V35	0.11275	0.50766	0.24121	0.1075	0.03089
V36	0.06185	0.22945	0.16724	0.12411	0.41736
V37	0.53445	0.10232	0.04654	0.11658	0.20011
V38	0.12944	0.15749	0.37578	0.21379	0.12349
