CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.0997	0.01242	0.60961	0.03235	0.08761	0.1583
V2	0.39659	0.10553	0.02212	0.08968	0.15509	0.23099
V3	0.18335	0.04696	0.15342	0.01442	0.07298	0.52887
V4	0.165	0.35899	0.01401	0.08079	0.14371	0.23751
V5	0.03012	0.04023	0.02644	0.41143	0.32929	0.16248
V6	0.1858	0.01453	0.13619	0.04386	0.17301	0.4466
V7	0.02856	0.31958	0.03123	0.0523	0.40335	0.16497
V8	0.47132	0.05524	0.01998	0.09175	0.08858	0.27313
V9	0.21943	0.13189	0.0053	0.1793	0.11586	0.34822
V10	0.32662	0.03565	0.05134	0.2268	0.12887	0.23072
V11	0.06468	0.62753	0.02166	0.04524	0.08898	0.15191
V12	0.18331	0.03262	0.04773	0.01841	0.07199	0.64594
V13	0.0695	0.41683	0.23882	0.0417	0.08263	0.15052
V14	0.08037	0.02033	0.02351	0.53729	0.16375	0.17476
V15	0.33669	0.06877	0.02044	0.10178	0.22045	0.25187
V16	0.06525	0.0074	0.03587	0.27808	0.35218	0.26122
V17	0.17625	0.03507	0.11219	0.01296	0.0659	0.59763
V18	0.48314	0.13105	0.02126	0.03961	0.07547	0.24947
V19	0.39925	0.05284	0.14543	0.03255	0.13697	0.23296
V20	0.42136	0.06222	0.07178	0.09145	0.08805	0.26515
V21	0.18769	0.04027	0.02332	0.02003	0.09479	0.6339
V22	0.13358	0.04603	0.05068	0.08244	0.4766	0.21067
V23	0.05307	0.00977	0.29788	0.04823	0.43089	0.16016
V24	0.11127	0.01519	0.04661	0.11308	0.5004	0.21346
V25	0.31705	0.23067	0.00827	0.10995	0.11359	0.22048
V26	0.19487	0.02282	0.05436	0.04415	0.48605	0.19775
V27	0.16055	0.01787	0.1339	0.01806	0.07351	0.5961
V28	0.1044	0.19845	0.13014	0.16501	0.11572	0.28628
V29	0.07012	0.47133	0.07936	0.07215	0.07608	0.23096
V30	0.17485	0.15911	0.10155	0.02728	0.22131	0.31591
V31	0.43586	0.03504	0.14001	0.04107	0.07619	0.27183
V32	0.04661	0.0113	0.27914	0.34931	0.12986	0.1838
V33	0.18076	0.32298	0.17976	0.03999	0.07383	0.20269
V34	0.01673	0.00071	0.4162	0.05225	0.35485	0.15927
V35	0.03907	0.04177	0.1649	0.35441	0.21828	0.18158
V36	0.07373	0.39211	0.10893	0.0399	0.21576	0.16957
V37	0.07166	0.00632	0.56796	0.03245	0.08325	0.23835
V38	0.17388	0.01466	0.10679	0.01247	0.06635	0.62584
V39	0.39922	0.04514	0.01643	0.18934	0.10289	0.24698
V40	0.06316	0.39923	0.01978	0.12654	0.17027	0.22103
V41	0.44842	0.04136	0.02898	0.02778	0.07766	0.3758
V42	0.19922	0.01461	0.40192	0.0268	0.10977	0.24768
V43	0.1474	0.32397	0.023	0.05075	0.2336	0.22129
V44	0.06895	0.63586	0.01545	0.04049	0.07705	0.1622
V45	0.28702	0.25605	0.04058	0.03855	0.08305	0.29475
V46	0.07845	0.00665	0.04173	0.1955	0.33116	0.3465
V47	0.05929	0.33537	0.02107	0.12551	0.25517	0.20359
V48	0.04463	0.48381	0.15973	0.03401	0.13464	0.14318
V49	0.06071	0.60363	0.01784	0.04022	0.1259	0.1517
V50	0.02002	0	0.25255	0.04827	0.47443	0.20473
V51	0	0.00792	0.07087	0.05967	0.69328	0.16825
V52	0.05395	0.43125	0.20607	0.05324	0.10197	0.15353
V53	0.1032	0.00822	0.12172	0.06302	0.5256	0.17824
V54	0.07551	0.08747	0.43613	0.05705	0.14062	0.20321
V55	0	0.03301	0.14867	0.0658	0.58873	0.16378
V56	0.03139	0.02836	0.57474	0.10163	0.12368	0.14019
V57	0.13893	0.27675	0.0442	0.02439	0.15849	0.35724
V58	0.04712	0.00911	0.63684	0.04294	0.09003	0.17395
V59	0.06606	0.01415	0.01327	0.5517	0.18602	0.1688
V60	0.34911	0.02412	0.01599	0.27225	0.11757	0.22096
V61	0.24029	0.10334	0.01579	0.11982	0.12467	0.39609
V62	0.34675	0.03827	0.06938	0.09687	0.14358	0.30516
V63	0.10108	0.38908	0.01431	0.07356	0.08499	0.33698
V64	0	0.08499	0.06097	0.05033	0.63905	0.16466
V65	0.35299	0.11576	0.03229	0.03737	0.10076	0.36083
V66	0.31991	0.03652	0.11656	0.0466	0.26067	0.21975
V67	0.08491	0.10962	0.24117	0.17116	0.10014	0.29299
V68	0.53044	0.05048	0.02319	0.05543	0.07884	0.26162
V69	0.37567	0.04867	0.01591	0.02409	0.08658	0.44908
V70	0.05782	0.00749	0.19083	0.39206	0.18791	0.16389
V71	0.05823	0.1985	0.05109	0.09667	0.32625	0.26926
V72	0.37939	0.11009	0.06728	0.04097	0.11525	0.28702
V73	0.07227	0.00356	0.08911	0.48798	0.17575	0.17134
V74	0.04044	0.12032	0.01925	0.50023	0.16297	0.1568
V75	0.04952	0.63428	0.01011	0.0557	0.10115	0.14924
V76	0.03636	0.0015	0.54749	0.05375	0.2101	0.1508
V77	0.10568	0.10654	0.08776	0.3555	0.13051	0.21402
V78	0.34166	0.10502	0.0494	0.09992	0.09276	0.31123
V79	0.11289	0.40611	0.01585	0.02298	0.06567	0.37649
V80	0.10486	0.42737	0.00992	0.03053	0.07827	0.34906
V81	0.44977	0.10415	0.06622	0.03778	0.08665	0.25543
V82	0.04695	0.57359	0.01643	0.06413	0.14069	0.15821
