Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.00302	0	0.09849	0	0.39504	0	0	0	0	0.50345
V2	0.64562	0	0	0	0	0.31613	0.03825	0	0	0
V3	0.10108	0	0.12896	0	0.49729	0.01274	0.05301	0.20438	0	0.00253
V4	0.02315	0.05074	0.04761	0.00128	0.06602	0.06575	0.00719	0.01767	0.61912	0.10147
V5	0	0.0987	0.0939	0.06814	0.19636	0.06856	0.00614	0	0	0.4682
V6	0.01446	0	0.23525	0	0.65048	0.01199	0	0.08782	0	0
V7	0.00622	0.37103	0.03434	0	0.44053	0.00823	0.03455	0.1051	0	0
V8	0.01825	0.41171	0.06566	0	0.13766	0	0	0.36671	0	0
V9	0.02184	0.00664	0.09789	0.09726	0	0.02229	0.12479	0.62298	0.00506	0.00124
V10	0.00504	0	0.04079	0	0.72773	0.04338	0	0.18307	0	0
V11	0.02413	0.42173	0.0289	0	0.14541	0.01412	0	0.34845	0.00852	0.00874
V12	0	0.02733	0.17567	0.54064	0.03869	0.01928	0.08828	0.01255	0	0.09756
V13	0.09243	0.01915	0.12374	0	0.00476	0.23946	0.34704	0.01667	0.15456	0.00221
V14	0.07358	0.37733	0.19418	0.01812	0.13687	0.0761	0.0997	0.02413	0	0
V15	0.21011	0.00677	0.08995	0.61959	0	0.02321	0.03868	0.01168	0	0
V16	0.0075	0.04638	0.18466	0.57596	0.00357	0.04234	0.02259	0	0.11699	0
V17	0.01129	0.10739	0.05892	0	0.22796	0.08694	0.0267	0.00753	0	0.47328
V18	0.04756	0.07072	0.09411	0.34635	0.09527	0.00163	0.00429	0	0	0.34007
V19	0	0	0.07786	0.06199	0.15209	0.08721	0.00279	0.00671	0	0.61135
V20	0.00401	0.22056	0.01966	0	0.05393	0.1348	0.42937	0.07427	0	0.0634
V21	0.08955	0.35559	0.02582	0	0.11003	0.3477	0.02959	0.03928	0	0.00244
V22	0.00703	0	0.05253	0	0.11326	0	0	0.38762	0	0.43957
V23	0.27618	0.00697	0.62733	0	0.00983	0	0	0.00853	0	0.07116
V24	0.03375	0.49217	0.0656	0	0.17736	0.00425	0.0501	0.11146	0.06533	0
V25	0.02114	0.0817	0.08039	0.00549	0.20733	0.12762	0.02362	0	0.16217	0.29055
V26	0.03173	0	0.06567	0	0	0	0	0.9026	0	0
V27	0	0	0.05477	0	0.60695	0	0.00845	0	0	0.32983
V28	0.27897	0	0.03947	0	0.09697	0.01955	0.00967	0.04275	0	0.51263
V29	0.01208	0.54888	0.03155	0	0.21838	0.09363	0.00805	0.03135	0	0.05609
V30	0.0146	0.00695	0.11073	0	0	0.34995	0.22618	0	0.29158	0
V31	0.02716	0.23387	0.21806	0	0.13688	0	0	0.38403	0	0
V32	0.46483	0	0.01801	0	0.34471	0.04736	0.024	0.00059	0.09419	0.00631
V33	0.02568	0.01781	0.21604	0.5202	0	0.0462	0.17032	0.00375	0	0
V34	0	0.00193	0.06579	0	0.4628	0	0	0.02001	0	0.44946
V35	0.01695	0.67466	0.02194	0	0.24053	0.00147	0.00835	0.0361	0	0
V36	0.04996	0.04855	0.00068	0	0	0.19916	0.63747	0.05296	0.01119	3e-05
V37	0.00686	0.47028	0.01703	0	0.16198	0.06009	0.22629	0.05363	0	0.00385
V38	0.11606	0.02011	0.0467	0.17727	0	0.14243	0.47925	0.01039	0.00778	0
V39	0.07081	0.02834	0.06732	0.16728	0.01663	0.13564	0.46255	0.0354	0.01167	0.00435
V40	0.13301	0	0.75022	0	0.10699	0	0	0.00978	0	0
V41	0.6205	0.04112	0.01003	0	0.00687	0.00042	0.00058	0.01098	0.30337	0.00612
V42	0.00404	0.44	0.03502	0	0.49244	0	0	0.01001	0	0.0185
V43	0.12601	0.01097	0.1562	0.0421	0.21432	0.0853	0.17258	0.03814	0.15437	0
V44	0.0514	0	0.5286	0	0	0	0	0.42	0	0
V45	0.02481	0.00668	0.03522	0.01143	0	0.05711	0.19317	0.00025	0.65115	0.02019
V46	0.14774	0.07464	0.09948	0.25048	0.12332	0	0	0.01934	0	0.28501
V47	0.00273	0.02967	0.00035	0	0	0.22139	0.70628	0.01137	0.01991	0.0083
V48	0.00483	0.00744	0.07529	0	0.20336	0	0.00131	0	0.06496	0.64281
V49	0.1548	0	0.01157	0	0	0	0	0.83363	0	0
V50	0.28714	0.13615	0.0077	0	0.05348	0.49007	0.02546	0	0	0
V51	0.16592	0	0.62869	0	0.06357	0	0	0.08859	0.05264	0.00058
V52	0.00656	0.01379	0.19441	0.3455	0	0.09254	0.32122	0.01789	0.00809	0
V53	0.42507	0	0.15981	0.03868	0.03077	0	0	0.20802	0	0.13766
V54	0	0	0.02341	0	0.21293	0.70999	0.04942	0	0.00424	0
V55	0	0.0197	0.08112	0.77313	0.05176	0.01632	0.0485	0.00099	0.00223	0.00625
V56	0.15186	0	0.61756	0	0.07979	0.14376	0.00608	0	0	0.00095
V57	0.04319	0	0.65762	0.12637	0	0.00524	0.00967	0.04593	0.10632	0.00565
V58	0.007	0.14737	0.0976	0.14019	0.04292	0.51267	0.04867	0	0.00358	0
V59	0.02621	0.08483	0.00063	0	0	0.20653	0.65762	0.01054	0.01363	0
V60	0.77048	0	0	0	0.06668	0	0	0.00013	0.16271	0
V61	0	0	0.05359	0.01547	0	0.8437	0.06268	0	0.02083	0.00372
V62	0.01898	0.00953	0.04971	0	0.0833	0.10424	0.36299	0.01831	0.02149	0.33146
V63	0	0.16066	0.04407	0	0.24879	0.50115	0.03755	0	0	0.00778
V64	0.07165	0	0.34644	0.19806	0	0	0	0.35904	0	0.0248
V65	0.05905	0.01773	0.09131	0.35342	0	0	0.04096	0.33449	0.09259	0.01045
V66	0.00058	0	0.06523	0	0.76793	0.02139	0.01392	0.03253	0	0.09842
V67	0.03597	0.13438	0.57837	0	0.04453	0.05579	0.06264	0.02221	0.0564	0.0097
V68	0.04211	0.00048	0.036	0	0.01026	0	0	0.39663	0.51451	0
V69	0.07068	0	0.92449	0	0	0	0	0	0.00483	0
V70	0.76339	0	0.06975	0	0	0.04015	0.02135	0.01166	0.09369	0
V71	0.04376	0	0.02599	0	0.00034	0	0	0.91883	0	0.01108
V72	0.20437	0	0.09316	0.27923	0.25431	0	0.00163	0.00971	0	0.15759
V73	0.0196	0	0.06679	0	0.88612	0.01331	0.00323	0.01096	0	0
V74	0	0	0.10215	0.21499	0.11661	0.03341	0.00326	0.00775	0	0.52183
V75	0.01402	0.05908	0.21261	0.46059	0.01528	0.00716	0.01617	0.01024	0.20485	0
V76	0	0	0.01482	0	0	0.89277	0.06772	0	0.02469	0
V77	0	0.00898	0.04216	0.3368	0	0.35087	0.25384	0	0.00668	0.00067
V78	0.00601	0.40151	0.05779	0	0.16213	0.07627	0.24304	0.00492	0	0.04833
V79	0.0053	0.01495	0.07088	0.30893	0	0.2651	0.03447	0	0.28978	0.01058
V80	0.43528	0	0.02788	0	0.08767	0.00201	0.01865	0	0.02963	0.39888
V81	0	0.00029	0.04488	0.15861	0.17317	0.57874	0.04361	0	7e-04	0
V82	0.05039	0.3927	0.06679	0.26167	0.12673	0.00519	0.0035	0.09303	0	0
V83	0.02501	0.04138	0.09998	0.47645	0.01364	0	0	0.34353	0	0
V84	0.01451	0	0.04421	0.0169	0.11138	0.61165	0.19407	0	0.00728	0
V85	0.21425	0	0.55181	0	0.0273	0	0	0	0	0.20665
V86	0.27141	0	0.37328	0.33848	0	0.00671	0.00824	0.00188	0	0
V87	0.03317	0.01319	0.03519	0.0201	0.03722	0.00275	0.00702	0	0.85136	0
V88	0	0.26685	0.08858	0.55319	0.06858	0	0.02157	0.00123	0	0
V89	0.0062	0.02578	0.02016	0.02025	0	0.17211	0.59401	0.15503	0.00646	0
V90	0.02547	0.03775	0.5021	0	0.09464	0.01266	0	0	0	0.32738
V91	0.07864	0	0.89721	0	0	0	0	0.01005	0.0141	0
V92	0.00534	0.03572	0.00241	0	0	0.2063	0.65603	0.0101	0.0841	0
V93	0.02891	0.03677	0.0945	0	0	0.04917	0.17082	0.02338	0.59646	0
V94	0.88975	0	0	0	0	0.03568	0.00762	0.06034	0	0.00661
V95	0.01593	0.02408	0.01174	0	0	0.10129	0.38569	0.46127	0	0
V96	0.03147	0.09322	0.41672	0.37713	0.01117	0.01321	0.01289	0.02357	0.02061	0
V97	0.00194	0.03082	0.00889	0	0	0.19167	0.64711	0.01032	0.01972	0.08953
V98	0.00963	0.19583	0.06631	0.03941	0.29716	0.01134	0.02399	0.13721	0.14564	0.07348
V99	0.58176	0	0	0	0	0.01739	0.05557	0.01166	0.33362	0
V100	0.17291	0.00697	0.07067	0.2206	0.01313	0.33034	0.03718	0	0.14294	0.00525
V101	0	0	0.0423	0	0.12167	0.12381	0.13064	0.05868	0	0.52289
V102	0.03955	0.15768	0.01937	0	0.14634	0.34804	0.1164	0.16485	0	0.00777
V103	0.0894	0.00489	0.0362	0.01424	0	0.0023	0.00597	0.00759	0.83942	0
V104	0.07814	0	0.88824	0	0	0	0	0	0.03361	0
V105	0.29959	0	0.09812	0	0	0.102	0	0.50029	0	0
V106	0.03042	0.51884	0.25245	0	0.1834	0.01462	0	0.00026	0	0
V107	0.24537	0.12871	0.04155	0	0.38959	0.00969	0.00166	0.05629	0.12714	0
V108	0	0	0.05886	0.16017	0.05196	0.43311	0.02931	0.02455	0	0.24204
V109	0	0.01265	0.02018	0.00427	0.00528	0.85543	0.06987	0	0.03232	0
V110	0.00413	0	0.05732	0	0.839	0	0	0.09955	0	0
V111	0.00283	0.03668	0.01658	0	0.09098	0.18693	0.63267	0.01093	0.0134	0.009
V112	0.00279	0.03331	0.01962	0	0.01349	0.15565	0.52643	0.00978	0.06986	0.16907
V113	0.03531	0	0.04463	0.00329	0.01977	0.05295	0.01694	0.02956	0.70557	0.09198
V114	0.04467	0.00619	0.04482	0.011	9e-05	0.00278	0.00731	0.0078	0.87534	0
V115	0.0086	0.68595	0.03615	0	0.24912	0	0.01533	0.00167	0	0.00318
V116	0.38435	0.0467	0.00532	0	0.00861	0	0	0.55502	0	0
V117	0.01432	0.02916	0	0	0	0.21233	0.71319	0.01191	0.01909	0
V118	0.01274	0	0.01707	0	0	0.87887	0.0717	0	0.01962	0
