CD19B	CD56NK	CD4MemoryT	CD14
V1	0.39336	0.07545	0.20408	0.32711
V2	0.16202	0.1226	0.1372	0.57818
V3	0.10485	0.42782	0.12682	0.34051
V4	0.60284	0.1251	0.10879	0.16327
V5	0.14325	0.36161	0.25588	0.23925
V6	0.11451	0.59114	0.141	0.15335
V7	0.15666	0.28142	0.16098	0.40095
V8	0.18133	0.11823	0.55261	0.14783
V9	0.20663	0.20738	0.13252	0.45347
V10	0.11784	0.12578	0.59744	0.15894
V11	0.20912	0.30479	0.35245	0.13364
V12	0.10091	0.4379	0.32144	0.13976
V13	0.22554	0.49247	0.12794	0.15405
V14	0.10776	0.61803	0.13223	0.14199
V15	0.14418	0.42448	0.19068	0.24067
V16	0.628	0.07999	0.12217	0.16984
V17	0.1202	0.59061	0.13582	0.15338
V18	0.40709	0.27956	0.1452	0.16815
V19	0.16196	0.56053	0.13026	0.14725
V20	0.16396	0.33703	0.12933	0.36967
V21	0.17945	0.13945	0.53287	0.14823
V22	0.10117	0.1349	0.21252	0.55142
V23	0.31929	0.11776	0.42767	0.13528
V24	0.65689	0.06884	0.12691	0.14737
V25	0.26584	0.21752	0.18482	0.33182
V26	0.29133	0.30063	0.12768	0.28037
V27	0.13855	0.10448	0.11621	0.64076
V28	0.11108	0.13557	0.63143	0.12192
V29	0.34997	0.10694	0.38776	0.15533
V30	0.14185	0.20972	0.25627	0.39216
V31	0.19693	0.19965	0.2695	0.33392
V32	0.12953	0.09202	0.11974	0.65871
V33	0.11023	0.38232	0.30933	0.19813
V34	0.18038	0.12904	0.54267	0.14791
V35	0.16608	0.50233	0.17385	0.15774
V36	0.10244	0.11762	0.35013	0.42981
V37	0.38276	0.11071	0.16516	0.34138
V38	0.31891	0.07445	0.20203	0.4046
V39	0.16888	0.40757	0.19572	0.22783
V40	0.12873	0.56658	0.17098	0.13371
V41	0.07759	0.46141	0.14867	0.31234
V42	0.20877	0.09861	0.21656	0.47606
V43	0.16786	0.2976	0.38435	0.15019
V44	0.11241	0.15047	0.49895	0.23817
V45	0.13552	0.42898	0.24267	0.19283
V46	0.56187	0.10817	0.18262	0.14734
V47	0.34289	0.19848	0.28825	0.17038
V48	0.56133	0.16324	0.1146	0.16083
V49	0.50951	0.1746	0.11173	0.20416
V50	0.11169	0.57304	0.17569	0.13957
V51	0.25846	0.32291	0.2618	0.15683
V52	0.1211	0.17503	0.55773	0.14614
V53	0.51872	0.14208	0.19995	0.13925
V54	0.33094	0.20223	0.31709	0.14974
V55	0.20157	0.15848	0.23884	0.40111
V56	0.11559	0.08866	0.14665	0.6491
V57	0.12632	0.58592	0.14045	0.14731
V58	0.44024	0.06423	0.13395	0.36158
