CD56NK	CD4MemoryT	CD19B	CD14
V1	0.71718	0	0.12837	0.15446
V2	0.22436	0	0.07298	0.70266
V3	0.14954	0.67515	0	0.17532
V4	1	0	0	0
V5	0.23173	0.47105	0.25826	0.03895
V6	0.17873	0.82127	0	0
V7	0.26637	0.36602	0.07832	0.28929
V8	0.23719	0	0.76281	0
V9	0.38829	0.19725	0.01928	0.39519
V10	0.12058	0	0.87942	0
V11	0.31929	0.3093	0.37141	0
V12	0.11082	0.55805	0.33112	0
V13	0.37176	0.62824	0	0
V14	0.16145	0.83855	0	0
V15	0.24554	0.59948	0.11585	0.03913
V16	1	0	0	0
V17	0.19011	0.80989	0	0
V18	0.71117	0.28883	0	0
V19	0.26463	0.73537	0	0
V20	0.29786	0.47923	0	0.22291
V21	0.24847	0.01299	0.73855	0
V22	0.0308	0	0.31721	0.652
V23	0.49028	0	0.50972	0
V24	1	0	0	0
V25	0.51497	0.18962	0.13008	0.16534
V26	0.54756	0.35791	0	0.09453
V27	0.09028	0	0.02107	0.88865
V28	0.0967	0.01167	0.89163	0
V29	0.55256	0	0.44744	0
V30	0.20413	0.18731	0.33561	0.27295
V31	0.34698	0.14679	0.33686	0.16937
V32	0.02792	0	0.02597	0.94612
V33	0.14699	0.49582	0.3572	0
V34	0.24689	0	0.75311	0
V35	0.26923	0.68113	0.04964	0
V36	0.02449	0	0.62965	0.34586
V37	0.742	0	0.06889	0.18911
V38	0.57907	0	0.15268	0.26824
V39	0.29306	0.5594	0.11951	0.02804
V40	0.19744	0.76756	0.035	0
V41	0.08858	0.74333	0.03066	0.13743
V42	0.33298	0	0.23752	0.4295
V43	0.2369	0.30289	0.46021	0
V44	0.12384	0.04092	0.79608	0.03916
V45	0.21342	0.58062	0.20596	0
V46	0.94924	0	0.05076	0
V47	0.58671	0.12798	0.28531	0
V48	0.94888	0.05112	0	0
V49	0.90086	0.08294	0	0.0162
V50	0.16673	0.7864	0.04687	0
V51	0.4318	0.35567	0.21253	0
V52	0.13292	0.07776	0.78931	0
V53	0.88878	0.02078	0.09045	0
V54	0.54681	0.13016	0.32303	0
V55	0.36066	0.0518	0.29145	0.29609
V56	0	0	0.10441	0.89559
V57	0.20143	0.79857	0	0
V58	0.80225	0	0	0.19775
V59	0.56624	0.36756	0.0662	0
V60	0.2558	0.09532	0.39851	0.25037
V61	0.97566	0	0	0.02434
V62	1	0	0	0
V63	0.11449	0.79467	0.09084	0
V64	0.10334	0.88391	0	0.01275
V65	0	0	0.10141	0.89859
V66	0.33661	0.66339	0	0
V67	0.25371	0.28951	0.45678	0
V68	0.2618	0.06497	0.02482	0.64841
V69	0.11163	0.2904	0.59797	0
V70	0.71144	0.07534	0.16488	0.04835
V71	0.29193	0	0.45821	0.24986
V72	0.75835	0.0803	0.06929	0.09206
V73	0.27793	0.59864	0.12343	0
V74	0.15679	0.17788	0.66533	0
V75	0.85256	0	0.12881	0.01863
V76	0.01186	0.11938	0.27435	0.59441
V77	0.07233	0.29942	6e-05	0.6282
V78	0.48699	0.02343	0.21876	0.27082
V79	0.11378	0.07295	0.81327	0
V80	0.48075	0	0.51925	0
V81	0.15915	0.11874	0.7221	0
V82	0.09517	0.04024	0.8646	0
V83	0.23922	0.12065	0.0953	0.54483
V84	0.56692	0	0.16109	0.27199
V85	0.2279	0.30003	0.4212	0.05087
V86	0.15703	0.01934	0.82363	0
V87	0.14243	0.81977	0.0378	0
V88	0.2811	0	0.33726	0.38164
V89	0	0	0.28262	0.71738
V90	0.1229	0.85436	0.02274	0
V91	0.13574	0.70557	0.1587	0
V92	0.5954	0	0.36784	0.03676
V93	0.99121	0	0	0.00879
V94	0.06481	0.52394	0	0.41125
V95	0.39666	0.41783	0.14486	0.04065
V96	0.09883	0	0.06128	0.83989
V97	0.83767	0.0089	0.15343	0
V98	0.81706	0.18294	0	0
V99	0.93283	0	0.06717	0
V100	0.18941	0	0.81059	0
V101	0	0	0	1
V102	1	0	0	0
V103	0	0	0.12664	0.87336
V104	0.11594	0.88406	0	0
V105	0.15109	0.84891	0	0
V106	0.22636	0.48583	0.28782	0
V107	0.30062	0.16209	0.53729	0
V108	0.25669	0.69577	0.04753	0
V109	0.09594	0.1396	0.66465	0.09981
V110	0.15999	0.83131	0.0087	0
V111	1	0	0	0
V112	0.24161	0	0.5193	0.2391
V113	0.32772	0.02227	0.23016	0.41984
V114	0.36286	0	0.07412	0.56302
V115	0.09647	0.71871	0.18483	0
V116	0.2687	0.29428	0.38739	0.04963
V117	0.8222	0.1778	0	0
V118	0.29337	0.59661	0.01234	0.09768
V119	0.16181	0	0.07935	0.75885
V120	0.18688	0.0334	0.77973	0
V121	0.78345	0.04435	0.07072	0.10148
V122	1	0	0	0
V123	0.06237	0.59725	0.03555	0.30483
V124	0.80187	0.19813	0	0
V125	0.51129	0.3639	0.12481	0
V126	0.05286	0.08157	0.09834	0.76724
V127	0.27315	0	0.31934	0.40751
V128	0	0	0.14531	0.85469
V129	0.71728	0.16586	0.11685	0
V130	0.08931	0.62448	0.28622	0
V131	0.12514	0.87486	0	0
V132	1	0	0	0
V133	1	0	0	0
V134	0.22071	0.41349	0.14057	0.22523
V135	0.0878	0	0.24659	0.6656
V136	0.3914	0.39927	0	0.20933
V137	0.80139	0	0.19861	0
V138	0.34811	0.39837	0.17278	0.08073
V139	0.51814	0.15489	0.20412	0.12285
V140	0.01053	0	0.10865	0.88082
V141	0.16505	0.12669	0.60451	0.10375
V142	0.90207	0	0.09793	0
V143	0.60991	0.21531	0.04619	0.12859
V144	0.29675	0.0929	0.21408	0.39626
V145	0.08544	0.72892	0.18564	0
V146	0	0	0.02045	0.97955
V147	1	0	0	0
V148	0.25582	0.02561	0.62947	0.08911
V149	0.3728	0.4643	0.1629	0
V150	0.19517	0.22504	0.57979	0
V151	0.3395	0.62581	0.00957	0.02512
V152	0.37163	0.42501	0.20337	0
V153	0.23149	0.75402	0.00612	0.00838
V154	0.36138	0.41331	0.22531	0
V155	0.62695	0.08265	0.27267	0.01773
V156	0.14535	0.11976	0.72612	0.00877
V157	0.4637	0.10229	0.33498	0.09904
V158	0	0	0	1
V159	1	0	0	0
V160	0.86091	0	0	0.13909
V161	0.26704	0	0	0.73296
V162	0.14019	0.31221	0.10218	0.44542
V163	0.20807	0.50996	0.17908	0.1029
V164	0.505	0.28033	0.09499	0.11967
V165	0.00737	0.2751	0	0.71753
V166	0	0	0.14082	0.85918
V167	0.45164	0	0	0.54836
V168	0.41222	0.5422	0.04558	0
V169	0.2688	0	0.03506	0.69615
V170	0.19954	0	0.60472	0.19573
V171	0.2345	0.21544	0.55006	0
V172	0.82552	0	0.17448	0
V173	0.03447	0.08447	0.08862	0.79243
V174	0.02477	0.11679	0.13385	0.7246
V175	0.18421	0	0.80983	0.00597
V176	0.09665	0.7724	0.13096	0
V177	0.09539	0.90461	0	0
V178	0.08333	0.83009	0	0.08658
V179	0.25582	0	0.44867	0.29551
V180	0.11889	0.84406	0.03705	0
V181	0.29392	0.09427	0.56963	0.04218
V182	0.43379	0.13523	0.43099	0
V183	0.2808	0.7192	0	0
V184	1	0	0	0
V185	0.68435	0.31565	0	0
V186	0.24701	0.47588	0.25952	0.01759
V187	1	0	0	0
V188	0.097	0.21618	0	0.68682
V189	0.93964	0	0	0.06036
V190	0.7677	0	0.2323	0
V191	0.29474	0.17529	0.52997	0
V192	0.44827	0.45634	0.0271	0.06829
V193	0.75717	0	0.20258	0.04025
V194	0.13063	0.86937	0	0
V195	0.10787	0.01218	0.87995	0
V196	0	0	0.02132	0.97868
V197	0.58906	0	0	0.41094
V198	0.16772	0.48633	0.34595	0
V199	0.24199	0	0.21689	0.54112
V200	0.2556	0.59528	0	0.14911
V201	0.21778	0.56007	0.19181	0.03034
V202	0.12141	0	0.83442	0.04417
V203	0.27223	0.39194	0.33583	0
V204	0.05643	0.62265	0	0.32093
V205	0.11788	0.0391	0.84302	0
V206	0.15099	0.06641	0.78261	0
V207	0.24102	0.14874	0.0659	0.54434
V208	0.3687	0.00984	0.62146	0
V209	0.44741	0.45502	0.04432	0.05325
V210	0.19891	0.73172	0.06937	0
V211	0.57676	0	0	0.42324
V212	0.62619	0	0.37381	0
V213	0.81022	0	0.06297	0.12681
V214	0.50854	0.09741	0.18222	0.21183
