Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.32925	0.12815	0.26144	0.12468	0.15647
V2	0.04478	0.79692	0.06058	0.0493	0.04841
V3	0.06299	0	0.47367	0.41764	0.04571
V4	0	0	0.21405	0.06878	0.71717
V5	0	0	0.04382	0.11048	0.8457
V6	0.34493	0.01371	0.28791	0.21594	0.13751
V7	0.00035	0.01396	0.41134	0.0798	0.49455
V8	0.01005	0	0.92428	0.05947	0.0062
V9	0.04851	0	0.2751	0.61966	0.05673
V10	0.48542	0.00754	0.48751	0	0.01954
V11	0.01749	0.00507	0.08843	0.08246	0.80655
V12	0.0678	0	0.21527	0.29212	0.42481
V13	0.11449	0.03982	0.03183	0.39724	0.41662
V14	0.15037	0	0.06969	0.62988	0.15006
V15	0.01223	0.01662	0	0.86638	0.10478
V16	0.57838	0.08202	0.01146	0.29858	0.02957
V17	0.04735	0.23336	0.01093	0.07072	0.63764
V18	0.08317	0.43534	0.26832	0.18883	0.02435
V19	0.00892	0	0	0.12165	0.86943
V20	0	0	0.75964	0.2115	0.02886
V21	0.01005	0.2499	0.12534	0.15602	0.45869
V22	0.82019	0.0834	0.0718	0	0.02461
V23	0.05594	0.00615	0.01326	0.13882	0.78583
V24	0.42696	0.12367	0.01585	0.04619	0.38733
V25	0.00921	0.0191	0.00762	0.39389	0.57018
V26	0.45778	0.20892	0.06061	0.03738	0.23531
V27	0.11218	0.50234	0.18395	0.01007	0.19146
V28	0.02229	0.06771	0.21339	0.60903	0.08757
V29	0	0	0.34356	0.59038	0.06606
V30	0.72809	0.11191	0.02963	0.01479	0.11558
V31	0.40837	0.15449	0.00972	0.21368	0.21375
V32	0.93263	0	0.00933	0	0.05804
V33	0.00788	0.18498	0.01018	0.12064	0.67632
V34	0.10317	0.86648	0.01888	0.006	0.00548
V35	0.08858	0.62983	0.26003	0.01916	0.0024
V36	0.01514	0.15936	0.15734	0.09669	0.57148
V37	0.73041	0	0	0.00985	0.25974
