Neutrophils	T_cells_.gamma.delta.	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	Fibroblasts	Endothelial_cells	Keratinocytes	CD34.	Platelets
V1	0.02433	0.03459	0	0	0.08383	0.00482	0.00023	0.00251	0	0.84969
V2	0.56534	0.0306	0.09606	0.00228	0.02895	0.21287	0.05822	0.00569	0	0
V3	0.1085	0.06658	0.08669	0.0017	0.45855	0.01493	0.10871	0.11908	0	0.03527
V4	0.0216	0.12768	0	0	0.04249	0.0934	0.02607	0.01717	0.3553	0.3163
V5	0.01724	0.12907	0.00918	0.03202	0	0.06029	0.01401	0.00094	0	0.73725
V6	0	0.07618	0.16264	0.01627	0.64579	0.0329	0.00266	0.05147	0	0.01208
V7	0	0.55309	0	0	0.30148	0.01106	0.06964	0.05723	0	0.00751
V8	0	0.62558	0.02896	0	0.03563	0.01925	0.03832	0.21789	0.01769	0.01668
V9	0.0097	0.01146	0.09476	0.04951	0.02262	0.01793	0.30604	0.43164	0.0265	0.02984
V10	0	0.07839	0	0	0.71244	0.06692	0.02542	0.11369	0	0.00313
V11	0.00319	0.61955	0	0	0.03497	0.04222	0.04039	0.20088	0.02993	0.02887
V12	0.03801	0.05453	0.24258	0.30395	0.00297	0.00149	0.10587	0	0.02824	0.22236
V13	0.09469	0.02114	0.12544	0.00234	0.04005	0.12038	0.4913	0.00654	0.0519	0.04623
V14	0.06624	0.48427	0.14353	0.03886	0.05289	0.04509	0.14024	0.00836	0.00908	0.01143
V15	0.30183	0.03971	0.2508	0.35027	0.00508	0.01797	0.02873	0	0.00562	0
V16	0.04241	0.09337	0.30626	0.36064	0.02429	0.0493	0.00131	0	0.10017	0.02225
V17	0.02055	0.14161	0	0	0	0.06581	0.04668	0.00613	0	0.71921
V18	0.08802	0.09159	0.07991	0.15689	0	0.00565	0	0	0	0.57795
V19	0.01511	0	0	0.02014	0	0.07061	0.01272	0.00692	0	0.8745
V20	0	0.25983	0	0	0	0.00483	0.55282	0.03578	0	0.14674
V21	0.09195	0.46687	0.02159	0	0.03276	0.28721	0.06752	0.02275	0	0.00936
V22	0	0	0	0	0	0.01206	0.02485	0.20635	0	0.75674
V23	0.23082	0.04302	0.52216	0.05064	0	0.00934	0	0.00069	0.00539	0.13795
V24	0.01893	0.67019	0.03628	0	0.0565	0.00218	0.09091	0.06075	0.05215	0.01209
V25	0.03943	0.15032	9e-04	0.00504	0.03144	0.11787	0.04507	0.00085	0.06636	0.54271
V26	0.00151	0.00467	0.0331	0	0.01641	0.01854	0.12161	0.77822	0.01053	0.01541
V27	0	0.06286	0	0	0.31893	0.00518	0.01307	0	0	0.59996
V28	0.24546	0	0.01468	0	0	0.01691	0.02438	0.02248	0	0.6761
V29	0.00608	0.70396	0	0	0.04069	0.08742	0.02987	0.0159	0.00349	0.11259
V30	0.00755	0.01681	0.09793	0.00175	0.0252	0.29396	0.37599	0	0.13799	0.04283
V31	0	0.40193	0.19404	0.001	0.07994	0.00676	0.03389	0.24161	0.02091	0.01991
V32	0.4795	0.05195	0.07656	0.00696	0.2872	0.03883	0.03787	0.00289	0	0.01824
V33	0.0599	0.0395	0.30666	0.31141	0.00293	0.00067	0.227	0	0.03464	0.0173
V34	0.00156	0.06836	0	0	0.14531	0.00552	0.00057	0.01257	0	0.76611
V35	0.00296	0.86501	0	0.00113	0.06301	0.00853	0.02538	0.01694	0.01094	0.00609
V36	0.04826	0.02704	0.00494	0	0.02397	0.00485	0.81933	0.02539	0	0.04621
V37	0	0.59055	0	0	0.04931	0	0.30086	0.02456	0.00174	0.03298
V38	0.13933	0.01481	0.0897	0.09571	0.01104	0	0.61551	0	0	0.03391
V39	0.08837	0.01688	0.08836	0.09123	0.04791	0	0.6052	0.01296	0	0.04909
V40	0.09111	0.04102	0.63717	0.06367	0.09693	0.0045	0	0	0.03447	0.03113
V41	0.63758	0.09507	0.13473	0.01291	0.02946	0.00412	0.01283	0.01146	0.04408	0.01776
V42	0	0.63792	0	0	0.29955	0.00353	0.00333	0.00272	0	0.05295
V43	0.14368	0.04592	0.13432	0.05116	0.22984	0.03829	0.26256	0.01901	0.0541	0.02113
V44	0.00522	0.0147	0.56347	0.03248	0	0.00925	0.03504	0.27381	0.0505	0.01554
V45	0.02091	0.00735	0.01179	0	0.04095	0.0039	0.39367	0	0.3897	0.13174
V46	0.17973	0.1155	0.08811	0.12378	0	0.00088	0	0.00839	0	0.4836
V47	0	0.00091	0	0	0.00194	0.00485	0.92074	0.00239	0	0.06918
V48	0.01634	0.00698	0	0	0	0.00265	0.00671	0.00256	0.00997	0.95479
V49	0.20868	0.01147	0.00949	0	0.01253	0.014	0.08618	0.65765	0	0
V50	0.28493	0.19388	0.049	0	0.03772	0.37915	0.05389	0.00144	0	0
V51	0.13888	0.02799	0.56664	0.0494	0.07025	0.00592	0.01019	0.04336	0.04729	0.04008
V52	0.02176	0.0194	0.24188	0.20614	0.00153	0	0.44977	2e-04	0.029	0.03032
V53	0.40765	0.02834	0.17117	0.0531	0	0.00361	0.01642	0.10003	0	0.2197
V54	0	0.0315	0	0	0.21783	0.64961	0.10105	0	0	0
V55	0.05126	0.04694	0.25041	0.46212	0.07512	0.01196	0.02846	0	0.03973	0.034
V56	0.12409	0.03599	0.50805	0.05782	0.07717	0.12759	0.01487	0	0.01972	0.03468
V57	0.0243	0.02446	0.58946	0.16504	0.00051	0.01287	0.00855	0.01619	0.09796	0.06066
V58	0.01895	0.22103	0.09467	0.07365	0.03509	0.45971	0.08552	0	0.01139	0
V59	0.02246	0.07041	0.00253	0	0.00774	0.00407	0.84093	0.00205	0	0.0498
V60	0.73638	0.0404	0.11089	0.01742	0.08168	0.0046	0.00301	0.00563	0	0
V61	0.0039	0.00498	0.04051	0	0.03275	0.77712	0.13346	0	0	0.00729
V62	0.0267	0	0	0	0	0	0.42708	0.00808	0	0.53814
V63	0	0.25702	0.00537	0	0.19213	0.4451	0.07674	0	0	0.02364
V64	0.08052	0.01946	0.36549	0.15758	0	0.01385	0.02817	0.22097	0.02849	0.08546
V65	0.09945	0.0474	0.16334	0.21722	0.0058	0.00593	0.1046	0.22804	0.07525	0.05297
V66	0	0.09586	0	0	0.62192	0.02982	0.02258	0.01624	0	0.21359
V67	0.00703	0.20012	0.45832	0.06507	0.01605	0.04003	0.09038	0.00434	0.0599	0.05875
V68	0.03264	0.02472	0	0	0.08133	0.01302	0.06192	0.38275	0.37995	0.02367
V69	0.01447	0.03355	0.76975	0.08466	0.00706	0.00404	0	0	0.05985	0.02661
V70	0.666	0.03822	0.1905	0.02601	0.00992	0.02661	0.03366	0.00908	0	0
V71	0.01787	0.0056	0	0	0.01126	0.01779	0.11253	0.79266	0	0.04228
V72	0.25252	0.04601	0.11112	0.1523	0.14628	0.00226	0	0.00217	0	0.28733
V73	0.00874	0.11699	0	0	0.82381	0.02482	0.00193	0.00287	0	0.02084
V74	0.03352	0	0.03501	0.0907	0	0.03316	0.00383	0.00481	0	0.79897
V75	0.03904	0.11845	0.31614	0.31052	0.04271	0.01256	0	0	0.14841	0.01216
V76	0.00087	0.01118	0.00102	0	0.02728	0.82287	0.13677	2e-05	0	0
V77	0.01991	0.01519	0.1036	0.17477	0.00713	0.26889	0.36849	0	0.01247	0.02954
V78	0	0.49823	0.02483	0	0.04082	0.00602	0.31583	0	0	0.11426
V79	0.0288	0.04344	0.12634	0.18769	0.02498	0.3035	0.06013	0	0.16873	0.05639
V80	0.37103	0	0.04043	0.00399	0	0.00252	0.02311	0.00515	0	0.55378
V81	0.00964	0.03643	0.04775	0.07894	0.1925	0.55414	0.0806	0	0	0
V82	0.06779	0.56609	0.09475	0.14036	0.0399	0.01631	0.01186	0.04837	0.01304	0.00153
V83	0.06093	0.08922	0.20605	0.29871	0.03832	0.00698	0.02897	0.23867	0.03214	0
V84	0.02406	0.01578	0.02137	0.00393	0.13235	0.50004	0.29449	0	0	0.00798
V85	0.1735	0.00637	0.43081	0.04416	0	0.00164	0	0	0	0.34351
V86	0.30578	0.03575	0.40563	0.22849	0.00092	0.00878	0	0	0.00212	0.01252
V87	0.02953	0.05588	0.02519	0.00607	0.15146	0.00923	0.01449	0	0.6606	0.04756
V88	0.03073	0.40555	0.18664	0.3083	0.0269	0.00132	0.00473	0	0.03288	0.00294
V89	0.00067	0.00343	0.01203	0.00431	0.01313	0	0.83195	0.08613	0	0.04834
V90	0.01267	0.05922	0.32026	0.03113	0	0.02036	0	0	0.01197	0.54439
V91	0.02287	0.02519	0.75631	0.07921	0.01327	0.0048	0	0	0.06068	0.03767
V92	0	0.01288	0	0	0.00831	0.00464	0.8953	0.0022	0.02079	0.05588
V93	0.01546	0.06691	0.08967	0.00052	0.06148	0.00415	0.34484	0.0175	0.35345	0.04602
V94	0.73608	0.03415	0.12645	0.01848	0.00361	0.02533	0.02446	0.02911	0	0.00233
V95	0	0.01346	0	0	0.02113	0.00342	0.64534	0.28341	0	0.03324
V96	0.04211	0.15555	0.43016	0.25842	0.01006	0.01925	0	0.00123	0.05941	0.02381
V97	0	0	0	0	0	0	0.80271	0.00227	0	0.19501
V98	0.00825	0.33633	0.00447	0.02265	0.20264	0.02082	0.05925	0.08436	0.07745	0.18378
V99	0.62795	0.03058	0.11811	0.01581	0.03439	0.00385	0.0858	0.01071	0.06024	0.01256
V100	0.2283	0.03397	0.12159	0.12718	0.04443	0.30909	0.06506	0	0.04658	0.02379
V101	0	0	0	0	0	0.06349	0.16304	0.02829	0	0.74518
V102	0.03952	0.24138	0	0	0.10927	0.28381	0.20263	0.0936	0	0.0298
V103	0.14351	0.03378	0.04278	0.00768	0.07948	0.00843	0.01538	0.00989	0.59743	0.06165
V104	0.02325	0.02396	0.76948	0.07812	0.00028	0.00427	0	0	0.07341	0.02723
V105	0.33506	0.01761	0.15202	0	0.0128	0.13386	0.05826	0.29039	0	0
V106	0.00743	0.66828	0.19048	0.0202	0.04067	0.02158	0.00765	0	0.02126	0.02246
V107	0.27661	0.24593	0.04441	0.00897	0.33117	0.02013	0.01467	0.03295	0.0226	0.00256
V108	0.01819	0.00074	0.0353	0.07027	0	0.36945	0.05907	0.01668	0	0.43031
V109	0.00154	0.03311	0.00479	0	0.03668	0.78423	0.13965	0	0	0
V110	0	0.11367	0	0	0.79798	0.00914	0.00016	0.06039	0	0.01866
V111	0	0.0133	0	0	0.10952	0	0.81137	0.00144	0	0.06437
V112	0.00051	0.00496	0	0	0	0	0.65787	0.00217	0.01105	0.32344
V113	0.04365	0.01177	0.00401	0	0.02243	0.0775	0.0493	0.02973	0.43826	0.32335
V114	0.05094	0.03226	0.0427	0	0.08705	0.00917	0.01752	0.01035	0.67811	0.0719
V115	0	0.86689	0	0.0029	0.06213	0.00119	0.02867	0	0.01902	0.0192
V116	0.42743	0.10512	0.07556	0	0.01586	0.0128	0.0494	0.31383	0	0
V117	0.01097	0.00123	0.00112	0	0.0044	0	0.92547	0.00262	0	0.05419
V118	0.02313	0.00186	0.00436	0	0.02534	0.79767	0.14074	0.00689	0	0
V119	0.04015	0.05324	0.20384	0.3419	0.02655	0.20124	0.05288	0	0.07752	0.00268
V120	0.565	0.0303	0.28184	0.03546	0.00194	0.07307	0.01121	0.00119	0	0
V121	0.03624	0.11465	0.25214	0.01932	0.01602	0.1072	0.34116	0.00932	0.01162	0.09235
V122	0.01746	0.03884	0.15784	0.00858	0.06119	0.07314	0.20493	0	0.37889	0.05913
V123	0	0.05253	0	0	0.4745	0.01285	0.05012	0.40699	0	0.00302
V124	0.63332	0.06933	0.10098	0	0.00836	0.00567	0.02262	0.15972	0	0
V125	0.00102	0.20045	0.09642	0	0.03601	0.13489	0.09563	0.41764	0.01625	0.0017
V126	0	0.16406	0	0	0.77266	0.00875	0	0.04678	0	0.00776
V127	0.00733	0.02454	0.55325	0.04948	0.00188	0.00321	0.22301	0	0.08995	0.04735
V128	0.00075	0.20131	0.37574	0.03545	0.30217	0.04958	0.00347	0	0.0163	0.01523
V129	0.04622	0.1175	0.13883	0.16592	0.15172	0.01582	0.00333	0	0.30287	0.05779
V130	0.00556	0.02283	0.48121	0.01647	0.00065	0.01053	0.04696	0.36371	0.03983	0.01225
V131	0.02668	0.40344	0.3923	0.07519	0.02353	0.00943	0.00733	0	0.04779	0.0143
V132	0.10982	0.01274	0.0209	0	0.07454	0	0.66869	0.07836	0	0.03496
V133	0.01293	0.04621	0.0607	0.08349	0.01978	0.13774	0.15772	0.46405	0.01614	0.00125
V134	0.01976	0.06923	0.19171	0.03857	0.21651	0.00309	0.17427	0.00245	0.00178	0.28263
V135	0.01557	0.26419	0.20655	0.01884	0.07139	0.00554	0.02737	0	0.35878	0.03177
V136	0.00897	0.64016	0.03664	0.08152	0.01394	0.00112	0.00301	0	0.01022	0.20441
V137	0.00136	0.01566	0.01369	0	0.04428	0.32328	0.55184	0.00047	0.02155	0.02786
V138	0.01585	0.03202	0	0	0	0	0.57255	0.00251	0.00203	0.37504
