CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.13039	0.02805	0.63521	0.01758	0.07334	0.11543
V2	0.43573	0.12264	0.05527	0.0779	0.14197	0.1665
V3	0.22095	0.06879	0.18175	0	0.06195	0.46656
V4	0.20738	0.36449	0.04853	0.06983	0.13962	0.17015
V5	0.07435	0.05491	0.03988	0.41497	0.31877	0.09713
V6	0.22519	0.03627	0.16233	0.02969	0.15973	0.3868
V7	0.07983	0.33003	0.05256	0.04696	0.3865	0.10412
V8	0.50994	0.07223	0.05551	0.07865	0.07597	0.2077
V9	0.26102	0.15167	0.03788	0.16443	0.10668	0.27831
V10	0.36951	0.05453	0.08102	0.21372	0.11498	0.16624
V11	0.11567	0.60236	0.05686	0.03784	0.09614	0.09113
V12	0.22557	0.05198	0.07846	0.00291	0.05977	0.5813
V13	0.11255	0.418	0.25696	0.03271	0.08447	0.09532
V14	0.12406	0.03376	0.04239	0.54398	0.14911	0.10669
V15	0.37914	0.08793	0.04983	0.09049	0.20543	0.18719
V16	0.10847	0.02483	0.05151	0.2738	0.34107	0.20032
V17	0.21559	0.05583	0.1416	0	0.05263	0.53436
V18	0.51844	0.14468	0.0587	0.02827	0.06582	0.18409
V19	0.43714	0.07171	0.17367	0.02029	0.12362	0.17356
V20	0.45889	0.08072	0.10471	0.07779	0.07647	0.20142
V21	0.23051	0.06009	0.05404	0.00504	0.08245	0.56788
V22	0.18045	0.06485	0.06538	0.07472	0.46286	0.15173
V23	0.09276	0.02575	0.31103	0.03894	0.42189	0.10962
V24	0.15812	0.0322	0.05886	0.10634	0.48939	0.15509
V25	0.35492	0.24285	0.04415	0.09738	0.10644	0.15425
V26	0.24298	0.04066	0.06963	0.03593	0.47135	0.13946
V27	0.19918	0.03863	0.16269	0.00226	0.06109	0.53616
V28	0.14524	0.21785	0.15628	0.15029	0.10891	0.22143
V29	0.11551	0.46711	0.11018	0.06124	0.08064	0.16532
V30	0.21565	0.17924	0.12689	0.01723	0.20926	0.25173
V31	0.4733	0.05322	0.17095	0.02729	0.06429	0.21095
V32	0.08194	0.02725	0.30227	0.34554	0.11617	0.12683
V33	0.21849	0.33126	0.2045	0.0301	0.07288	0.14276
V34	0.05193	0.01489	0.43385	0.04187	0.34535	0.11212
V35	0.07791	0.05937	0.18431	0.35068	0.20642	0.12131
V36	0.12048	0.39561	0.13271	0.03303	0.20835	0.10982
V37	0.10063	0.0241	0.59288	0.01669	0.07018	0.19552
V38	0.21397	0.03424	0.13596	0	0.05125	0.56458
V39	0.44085	0.06341	0.04948	0.17521	0.08979	0.18124
V40	0.11046	0.40333	0.05137	0.11413	0.16623	0.15447
V41	0.48747	0.05881	0.06476	0.01472	0.06506	0.30918
V42	0.23393	0.03469	0.42468	0.01215	0.09671	0.19784
V43	0.19211	0.33262	0.05295	0.0425	0.2236	0.15621
V44	0.11951	0.60949	0.05174	0.03334	0.08538	0.10055
V45	0.32448	0.26676	0.07568	0.02796	0.0792	0.22593
V46	0.12125	0.026	0.06044	0.18692	0.31881	0.28658
V47	0.10788	0.34484	0.04884	0.11474	0.24522	0.13848
V48	0.09155	0.47842	0.18121	0.02723	0.13489	0.0867
V49	0.11238	0.58161	0.05188	0.03346	0.12964	0.09103
V50	0.05939	0.01566	0.26423	0.03867	0.46784	0.15421
V51	0.03801	0.02227	0.07317	0.05627	0.69473	0.11554
V52	0.09861	0.43145	0.22565	0.04427	0.10288	0.09714
V53	0.14918	0.02439	0.13216	0.05522	0.51606	0.12298
V54	0.10944	0.1081	0.45386	0.04433	0.13032	0.15395
V55	0.04299	0.04883	0.15498	0.06017	0.58348	0.10956
V56	0.06152	0.04405	0.59901	0.08996	0.11039	0.09507
V57	0.18131	0.28978	0.07549	0.01482	0.15207	0.28652
V58	0.07518	0.02408	0.6641	0.02844	0.0757	0.13249
V59	0.1101	0.02602	0.03008	0.56204	0.17159	0.10016
V60	0.39401	0.04155	0.04653	0.25952	0.10335	0.15505
V61	0.28119	0.1239	0.0484	0.10543	0.11429	0.32679
