Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.03263	0	0.0746	0	0.3964	0	0	0	0	0.49636
V2	0.67558	0	0	0	0	0.31136	0.01306	0	0	0
V3	0.16429	0.00074	0.07869	0	0.51209	0.01199	0.05449	0.16128	0	0.01643
V4	0.03089	0.10209	0.01765	0	0.02401	0.06171	0.0048	0.0017	0.64637	0.11078
V5	0.00975	0.12036	0.07686	0.07689	0.18146	0.06803	0	0	0	0.46664
V6	0.06789	0	0.19091	0	0.69914	0.00402	0	0.03804	0	0
V7	0.04544	0.43173	0	0	0.42451	0	0.03369	0.06021	0	0.00442
V8	0.04991	0.49098	0.03907	0	0.0891	0	0	0.31976	0	0.01118
V9	0.02298	0.00632	0.03182	0.16665	0	0.02517	0.13112	0.61038	0	0.00557
V10	0.04941	0	0	0	0.78215	0.03841	0	0.13004	0	0
V11	0.05493	0.50538	0	0	0.10207	0.00319	0	0.30975	0	0.02468
V12	0.00926	0.0568	0.0848	0.6261	0.00836	0.03099	0.07724	0.00682	0	0.09963
V13	0.09826	0.0726	0.07589	0	0	0.2309	0.31948	0.02944	0.1645	0.00892
V14	0.10987	0.43628	0.15741	0.01995	0.09344	0.07023	0.10253	0.00719	0	0.00308
V15	0.23628	0.01135	0	0.68868	0	0.04057	0.02312	0	0	0
V16	0.0158	0.06481	0.09151	0.66567	0	0.05613	0.00832	0	0.09775	0
V17	0.03555	0.13595	0.03803	0	0.21295	0.0859	0.02027	0	0	0.47134
V18	0.07457	0.09158	0.03137	0.39259	0.07832	0.00248	0	0	0	0.32909
V19	0.00017	0	0.07113	0.07365	0.15055	0.08957	0	0.00225	0	0.61269
V20	0.00107	0.31014	0	0	0	0.11885	0.40289	0.08579	0.00474	0.07654
V21	0.12998	0.39003	0	0	0.06936	0.35585	0.01684	0.02356	0	0.01438
V22	0.01841	0	0.03979	0	0.10418	0	0	0.35509	0.01635	0.46617
V23	0.33917	0.00501	0.58666	0	0	0	0	0	0	0.06916
V24	0.06488	0.58622	0.03662	0	0.13102	0	0.05427	0.08008	0.0361	0.0108
V25	0.04214	0.11288	0.05032	0.00109	0.18213	0.12698	0.01626	0	0.17979	0.28841
V26	0.04079	0	0.02356	0.00518	0	0	0	0.93047	0	0
V27	0.03457	0	0.01788	0	0.61308	0	0	0	0	0.33447
V28	0.34025	0	0.01218	0	0.10095	0.0201	0.00506	0.03037	0	0.49108
V29	0.04919	0.62599	0	0	0.16773	0.08084	0.00544	0	0	0.0708
V30	0.0118	0.04752	0.07142	0	0	0.35495	0.20986	0.01039	0.29009	0.00398
V31	0.06045	0.27575	0.20991	0	0.1072	0	0	0.34304	0	0.00364
V32	0.5293	0	0	0	0.32291	0.04333	0.01248	0	0.08195	0.01003
