Neutrophils	T_cells_Gamma_Delta	Monocytes	Macrophages	T_cells_CD4.	Fibroblasts	Vascular_Endothelial_Cells	Keratinocytes	Blood_CD34._cells	Platelets
V1	0.0096	0	0.09947	0	0.39062	0	0	0	0	0.5003
V2	0.64908	0	0	0	0	0.30615	0.04478	0	0	0
V3	0.1164	0.01082	0.118	0	0.49822	0.01821	0.05501	0.18256	0	0.00079
V4	0.0175	0.09019	0.03753	0.00211	0.0573	0.06753	0.0138	0.01142	0.60577	0.09685
V5	0	0.11765	0.08489	0.08115	0.17679	0.06955	0.01102	0	0	0.45896
V6	0.02501	0	0.22053	0	0.66815	0.01943	0	0.06688	0	0
V7	0.0124	0.38404	0.03275	0	0.44267	0.00894	0.03238	0.08683	0	0
V8	0.01927	0.43027	0.06963	0	0.14678	0	0	0.33405	0	0
V9	0.01762	0.01518	0.0604	0.14667	0	0.02784	0.12591	0.60416	0.00173	0.00049
V10	0.01292	0	0.02955	0	0.74626	0.0524	0	0.15887	0	0
V11	0.02632	0.43892	0.03179	0	0.15278	0.02309	0	0.3151	0.00154	0.01046
V12	0.00722	0.04519	0.12507	0.57739	0.03377	0.02587	0.0835	0.01136	0.00098	0.08964
V13	0.09411	0.05435	0.1107	0	0	0.21017	0.33788	0.0336	0.15614	0.00305
V14	0.08267	0.38509	0.17558	0.02461	0.1418	0.07106	0.09765	0.02155	0	0
V15	0.22926	0.01427	0.02537	0.65389	0	0.03516	0.03204	0.00696	0.00305	0
V16	0.01412	0.06126	0.13287	0.60816	0.00044	0.05396	0.01619	0	0.113	0
V17	0.01651	0.13068	0.05863	0	0.2058	0.08547	0.03399	0.00476	0	0.46417
V18	0.06027	0.08882	0.05874	0.37236	0.0836	0.00695	0.00504	0	0	0.32423
V19	0	0.00244	0.06717	0.08138	0.12919	0.08995	0.00917	0.00295	0	0.61774
V20	0.00454	0.25611	0.02365	0	0.04601	0.10251	0.40833	0.09155	0.00411	0.0632
V21	0.09962	0.35122	0.02296	0	0.1138	0.33695	0.03463	0.03423	0	0.00658
V22	0.00375	0.00873	0.05303	0.00322	0.09652	0	0	0.37358	0.01102	0.45015
V23	0.30723	0.01073	0.6076	0	0.00291	0.00474	0	0	0.00019	0.06661
V24	0.03772	0.50909	0.06428	0	0.17913	0.00377	0.04977	0.09649	0.05976	0
V25	0.02398	0.10748	0.06706	0.0129	0.18826	0.1266	0.02984	0	0.16498	0.27889
V26	0.02258	0	0.0445	0.03288	0	0	0	0.90004	0	0
V27	0.00234	0.00539	0.05371	0	0.60629	0	0.01018	0	0	0.32209
V28	0.30855	0.00162	0.03728	0	0.07924	0.0183	0.02006	0.03625	0	0.49869
V29	0.01782	0.55379	0.03423	0	0.2207	0.09044	0.00876	0.02076	0	0.05351
V30	0.01054	0.03696	0.09948	0	0	0.33357	0.22926	0.01123	0.27896	0
V31	0.03125	0.24623	0.22019	0	0.14644	0	0	0.3559	0	0
V32	0.49496	0.00554	0.00061	0	0.32599	0.04813	0.02617	0	0.09849	0.00011
V33	0.0316	0.03616	0.1611	0.54801	0	0.04699	0.15992	0.00758	0.00865	0
V34	0.00095	0.027	0.0622	0	0.43831	0	0.00386	0.01229	0.01943	0.43595
V35	0.02127	0.67501	0.02668	0	0.24673	3e-04	0.00684	0.02317	0	0
V36	0.04662	0.09583	0	0	0	0.14635	0.59094	0.08343	0.03683	0
V37	0.01053	0.48544	0.02142	0	0.16204	0.04441	0.21464	0.05674	0	0.00478
V38	0.11595	0.05699	0.0216	0.18453	0	0.10965	0.4459	0.0347	0.03067	0
V39	0.07386	0.06773	0.04236	0.17668	0.00585	0.10502	0.43457	0.05698	0.03269	0.00426
V40	0.14818	0	0.74194	0	0.10697	0	0	0	0.00291	0
V41	0.64126	0.06016	0	0	0	0.00041	0.00576	0.00259	0.28981	0
