CD56NK	CD4MemoryT	CD19B	CD14
V1	0.57467	0.00916	0.142	0.27416
V2	0.15242	0.05659	0.06244	0.72855
V3	0.09736	0.58866	0.02255	0.29143
V4	0.87957	0.11313	0	0.00731
V5	0.13594	0.47812	0.23662	0.14932
V6	0.12544	0.83407	0.0335	0.00699
V7	0.16604	0.33117	0.08051	0.42228
V8	0.12982	0.04565	0.78275	0.04178
V9	0.24984	0.20286	0.03886	0.50844
V10	0.02594	0.05381	0.85704	0.06321
V11	0.23208	0.36299	0.40353	0.00139
V12	0.05692	0.59047	0.34406	0.00854
V13	0.30339	0.68115	0.01085	0.00462
V14	0.12375	0.84527	0.03098	0
V15	0.15377	0.59877	0.10813	0.13933
V16	0.93106	0.04932	0.00445	0.01516
V17	0.13552	0.83025	0.02713	0.0071
V18	0.61334	0.34598	0.02214	0.01853
V19	0.2013	0.77915	0.01875	8e-04
V20	0.1982	0.4331	0.02263	0.34607
V21	0.12852	0.07307	0.75973	0.03867
V22	0.0366	0.06086	0.19196	0.71058
V23	0.39434	0.05945	0.53789	0.00832
V24	0.92372	0.04689	0.02939	0
V25	0.37093	0.22361	0.11107	0.2944
V26	0.42844	0.37839	0.00828	0.18489
V27	0.10922	0.03065	0.05015	0.80998
V28	0.05094	0.08482	0.83506	0.02918
V29	0.46017	0.04064	0.47215	0.02704
V30	0.11044	0.18966	0.26536	0.43453
V31	0.21573	0.17783	0.28174	0.3247
V32	0.09554	0.01088	0.06113	0.83246
V33	0.07061	0.50376	0.3386	0.08703
V34	0.12843	0.05785	0.77374	0.03997
V35	0.20202	0.71238	0.07306	0.01254
V36	0.01411	0.02766	0.45287	0.50537
V37	0.57178	0.06191	0.07289	0.29342
V38	0.42966	0	0.15221	0.41812
V39	0.19911	0.56716	0.11481	0.11891
V40	0.14915	0.76725	0.0836	0
V41	0.05174	0.64648	0.05259	0.24919
V42	0.22102	0.01747	0.19124	0.57026
V43	0.14716	0.34471	0.4817	0.02643
V44	0.01571	0.07598	0.72828	0.18003
V45	0.13089	0.59659	0.20188	0.07064
V46	0.82773	0.07839	0.09387	0
V47	0.48795	0.19132	0.28376	0.03696
V48	0.82841	0.16655	0	0.00504
V49	0.76207	0.18031	0	0.05762
V50	0.11447	0.80226	0.08326	0
V51	0.34215	0.41158	0.22965	0.01662
V52	0.03153	0.12174	0.80561	0.04111
V53	0.75265	0.12508	0.12227	0
V54	0.45856	0.19597	0.33247	0.01299
V55	0.21952	0.10926	0.22744	0.44378
V56	0.06632	0.00589	0.09779	0.83
V57	0.14509	0.82005	0.03385	0.001
V58	0.65675	0.00735	0.02628	0.30961
V59	0.47519	0.41369	0.08235	0.02878
V60	0.13772	0.13359	0.31591	0.41278
V61	0.83921	0.1007	0	0.06009
V62	0.90745	0.04399	0.04629	0.00228
V63	0.06682	0.8089	0.1158	0.00848
V64	0.06588	0.80882	0.01875	0.10655
V65	0.05217	4e-05	0.11304	0.83474
V66	0.25573	0.68205	0.01907	0.04315
V67	0.17279	0.33211	0.4843	0.0108
V68	0.16634	0.10799	0.03736	0.6883
V69	0.03692	0.31179	0.60223	0.04906
V70	0.58955	0.14806	0.15152	0.11087
V71	0.16502	0.05904	0.36424	0.41171
V72	0.62209	0.15102	0.06867	0.15822
V73	0.18731	0.62176	0.12364	0.06728
V74	0.07829	0.23149	0.67927	0.01094
V75	0.75214	0.01096	0.15818	0.07873
V76	0.02421	0.12987	0.17748	0.66843
V77	0.07205	0.23308	0.03153	0.66335
V78	0.31874	0.09895	0.17157	0.41074
V79	0.00895	0.10393	0.79025	0.09687
V80	0.36246	0.0282	0.52274	0.0866
V81	0.06709	0.1717	0.74503	0.01619
V82	0.02439	0.09853	0.85013	0.02696
V83	0.14483	0.13938	0.0772	0.63859
V84	0.40591	0.03465	0.14659	0.41286
V85	0.12545	0.31283	0.39131	0.17041
V86	0.04822	0.07052	0.83064	0.05063
V87	0.08424	0.81234	0.05796	0.04546
V88	0.16479	0.0445	0.25386	0.53684
V89	0.03863	0.00424	0.1939	0.76323
V90	0.08168	0.85095	0.06493	0.00245
V91	0.07615	0.7344	0.17307	0.01638
V92	0.48257	0.02803	0.35717	0.13223
V93	0.89879	0.02365	0	0.07757
V94	0.05511	0.39732	0.03824	0.50933
V95	0.29159	0.43688	0.13893	0.1326
V96	0.09152	0.06441	0.05185	0.79222
V97	0.72307	0.1084	0.16853	0
V98	0.71277	0.28723	0	0
V99	0.82685	0.05653	0.11662	0
V100	0.08207	0.05838	0.82475	0.03481
V101	0.07393	0.01813	0.06262	0.84532
V102	0.9364	0.05953	0.00049	0.00358
V103	0.04326	0.02506	0.10495	0.82673
V104	0.09485	0.86903	0.03612	0
V105	0.11379	0.84953	0.03669	0
V106	0.14785	0.52584	0.29803	0.02828
V107	0.19816	0.20245	0.55293	0.04647
V108	0.1936	0.71239	0.094	0
V109	0.01956	0.14841	0.58634	0.24569
V110	0.10667	0.83848	0.04778	0.00707
V111	0.92753	0.01884	0.05322	0.00042
V112	0.12867	0.05131	0.4189	0.40113
V113	0.194	0.08363	0.16837	0.55401
V114	0.24179	0.02885	0.08122	0.64813
V115	0.05355	0.7364	0.21005	0
V116	0.16169	0.31252	0.35694	0.16884
V117	0.71819	0.24785	0.01493	0.01903
V118	0.20107	0.56897	0.03349	0.19647
V119	0.12322	0.0488	0.06626	0.76172
V120	0.08332	0.08958	0.80169	0.02541
V121	0.64192	0.12229	0.06763	0.16817
V122	0.96145	0.02473	0.00854	0.00529
V123	0.04593	0.47412	0.05641	0.42354
V124	0.68854	0.27862	0	0.03284
V125	0.42541	0.42117	0.14666	0.00676
V126	0.06344	0.10598	0.06907	0.76151
V127	0.16371	0.03513	0.24325	0.55791
V128	0.0559	0.00452	0.12057	0.81901
V129	0.62572	0.2316	0.12891	0.01378
V130	0.04634	0.64914	0.30248	0.00204
V131	0.08377	0.84276	0.01908	0.05439
V132	0.95225	0.02203	0.01533	0.01039
V133	0.93253	0.03064	0.03338	0.00344
V134	0.13495	0.37336	0.12468	0.36702
V135	0.08596	0.00814	0.17509	0.73081
V136	0.27456	0.38057	0.01184	0.33303
V137	0.69563	0.04413	0.20741	0.05282
V138	0.24395	0.40144	0.16414	0.19047
V139	0.38296	0.1983	0.17778	0.24096
V140	0.05705	0.05783	0.07582	0.80931
V141	0.06595	0.14827	0.53835	0.24742
V142	0.80202	0.02553	0.17245	0
V143	0.47026	0.25199	0.05171	0.22605
V144	0.17457	0.13108	0.16102	0.53332
V145	0.04773	0.74249	0.20954	0.00023
V146	0.08622	0.0055	0.06566	0.84262
V147	0.93829	0.03442	0.00439	0.0229
V148	0.12837	0.07312	0.57477	0.22374
V149	0.29352	0.51728	0.18921	0
V150	0.09315	0.24611	0.58297	0.07777
V151	0.24402	0.6234	0.03098	0.10161
V152	0.26685	0.45315	0.19856	0.08144
V153	0.15076	0.73599	0.02347	0.08979
V154	0.27221	0.46868	0.24245	0.01666
V155	0.51459	0.14548	0.25523	0.0847
V156	0.03507	0.14053	0.6896	0.13479
V157	0.32859	0.15194	0.29508	0.22439
V158	0.07129	0.00575	0.07262	0.85034
V159	0.90223	0.06947	0	0.0283
V160	0.72327	0.00836	0.0438	0.22457
V161	0.20727	0.00105	0.05039	0.7413
V162	0.08972	0.26328	0.08678	0.56021
V163	0.12777	0.49005	0.15807	0.22411
V164	0.37527	0.30221	0.09133	0.23119
V165	0.05171	0.2101	0.03485	0.70334
V166	0.04162	0.06513	0.08955	0.80371
V167	0.34049	0	0.0221	0.63741
V168	0.32265	0.57527	0.06579	0.03629
V169	0.19074	0.03417	0.05396	0.72113
V170	0.10226	0.02432	0.51065	0.36277
V171	0.14055	0.24687	0.57359	0.039
V172	0.74308	0.02516	0.23097	0.00079
