B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.57456	0	0.1972	0.22824
V2	0.2224	0.06734	0.09202	0.61823
V3	0.1008	0.58947	0.05008	0.25965
V4	0.85588	0.08479	0.02488	0.03445
V5	0.14387	0.434	0.29987	0.12226
V6	0.12315	0.78401	0.07962	0.01322
V7	0.19299	0.33596	0.12221	0.34884
V8	0.16718	0	0.80401	0.02881
V9	0.29595	0.21536	0.06632	0.42237
V10	0.0595	0	0.89019	0.05031
V11	0.23386	0.31281	0.45332	0
V12	0.06104	0.52768	0.41129	0
V13	0.30857	0.63363	0.0528	0.00501
V14	0.11642	0.82234	0.06124	0
V15	0.15974	0.54683	0.17167	0.12177
V16	0.85885	0.01695	0.07085	0.05336
V17	0.13352	0.78661	0.06667	0.0132
V18	0.58709	0.29743	0.09009	0.02539
V19	0.20427	0.73841	0.05685	0.00047
V20	0.21408	0.43434	0.05088	0.3007
V21	0.16549	0.05538	0.7549	0.02423
V22	0.06285	0.07882	0.25941	0.59893
V23	0.39797	0.03062	0.57141	0
V24	0.89781	0.00777	0.09442	0
V25	0.38167	0.20911	0.16618	0.24304
V26	0.43246	0.34675	0.05082	0.16997
V27	0.18575	0.04046	0.05463	0.71916
V28	0.00949	0.06512	0.92539	0
V29	0.45431	0.01268	0.51163	0.02138
V30	0.14167	0.20103	0.31796	0.33934
V31	0.24268	0.17207	0.33214	0.25312
V32	0.17078	0	0.08814	0.74108
V33	0.07782	0.45723	0.3993	0.06564
V34	0.16568	0.03485	0.77289	0.02659
V35	0.20391	0.64655	0.14064	0.00891
V36	0.04266	0.03114	0.52518	0.40102
V37	0.57468	0.03708	0.13742	0.25082
V38	0.46997	0	0.19708	0.33295
V39	0.20487	0.51229	0.17935	0.10349
V40	0.1346	0.73074	0.13466	0
V41	0.03758	0.64253	0.09881	0.22107
V42	0.28568	0	0.25557	0.45875
V43	0.16563	0.30846	0.52374	0.00218
V44	0.04416	0.07519	0.75012	0.13052
V45	0.13583	0.53371	0.27153	0.05894
V46	0.78363	0.04494	0.17143	0
V47	0.46509	0.16109	0.3461	0.02772
V48	0.79826	0.1305	0.04602	0.02522
V49	0.75166	0.15756	0.01023	0.08055
V50	0.10807	0.74422	0.14771	0
V51	0.34174	0.35639	0.30187	0
V52	0.05956	0.11091	0.79957	0.02996
V53	0.72164	0.08654	0.19181	0
V54	0.44149	0.1645	0.39401	0
V55	0.26198	0.10751	0.28301	0.3475
V56	0.12569	0	0.14368	0.73063
V57	0.14458	0.77427	0.08115	0
V58	0.66631	0	0.06646	0.26723
V59	0.45877	0.35885	0.15592	0.02646
V60	0.17635	0.13715	0.3674	0.3191
V61	0.79731	0.0705	0.04697	0.08521
V62	0.84258	0.01002	0.12247	0.02493
V63	0.05541	0.75013	0.1874	0.00706
V64	0.052	0.82256	0.02393	0.10151
V65	0.078	0	0.15666	0.76534
V66	0.25899	0.62891	0.0667	0.0454
V67	0.18292	0.29289	0.52419	0
V68	0.23201	0.12835	0.0507	0.58894
V69	0.05649	0.28884	0.62892	0.02575
V70	0.55383	0.12139	0.22097	0.10382
V71	0.21176	0.05275	0.41688	0.31862
V72	0.59161	0.12593	0.13532	0.14714
V73	0.19186	0.55581	0.1929	0.05943
V74	0.08567	0.20008	0.71425	0
V75	0.6995	0	0.21923	0.08127
V76	0.01907	0.16749	0.2413	0.57214
V77	0.09544	0.28062	0.03181	0.59213
V78	0.35436	0.09079	0.22813	0.32671
V79	0.03337	0.10058	0.79502	0.07103
V80	0.37862	0.00351	0.55143	0.06643
V81	0.09131	0.15099	0.7577	0
V82	0.01241	0.08355	0.88953	0.0145
V83	0.19918	0.15977	0.11547	0.52557
V84	0.44507	0.01305	0.20748	0.3344
V85	0.14235	0.29048	0.43534	0.13182
V86	0.08382	0.05433	0.82092	0.04094
V87	0.07561	0.75692	0.1191	0.04837
V88	0.22264	0.03637	0.31774	0.42325
V89	0.08	0	0.25881	0.66119
V90	0.07285	0.79789	0.12584	0.00342
V91	0.07322	0.66813	0.24931	0.00935
V92	0.47934	0	0.40894	0.11172
V93	0.88377	0	0.01106	0.10517
V94	0.06013	0.43337	0.06223	0.44427
V95	0.29312	0.38994	0.20213	0.11481
V96	0.154	0.08895	0.06261	0.69444
V97	0.67807	0.07549	0.24644	0
V98	0.71245	0.25621	0.01932	0.01202
V99	0.78245	0.02103	0.19556	0.00095
V100	0.11561	0.02958	0.82841	0.0264
V101	0.11816	0.06313	0	0.81871
V102	0.88252	0.03029	0.05043	0.03676
V103	0.06516	0.03383	0.15619	0.74483
V104	0.08323	0.84898	0.0642	0.00359
V105	0.10623	0.81947	0.0743	0
V106	0.15561	0.46716	0.36719	0.01004
V107	0.2188	0.18333	0.57181	0.02606
V108	0.18479	0.66703	0.14817	0
V109	0.04185	0.15352	0.6194	0.18524
V110	0.10241	0.78168	0.10293	0.01298
V111	0.86745	0	0.11675	0.01581
V112	0.17583	0.04668	0.46893	0.30857
V113	0.24796	0.08553	0.2253	0.44122
V114	0.31706	0.01403	0.13107	0.53784
V115	0.04151	0.67598	0.28252	0
V116	0.17691	0.28696	0.40383	0.1323
V117	0.68041	0.20965	0.07889	0.03105
V118	0.20909	0.53728	0.07628	0.17735
V119	0.19279	0.05999	0.09581	0.65142
V120	0.11623	0.07363	0.80213	0.00801
V121	0.61247	0.09632	0.13545	0.15576
V122	0.8831	0	0.0693	0.0476
V123	0.04074	0.49807	0.09336	0.36783
V124	0.68404	0.2524	0.01547	0.04809
V125	0.41394	0.36518	0.22088	0
V126	0.10329	0.13694	0.09671	0.66306
V127	0.22442	0.02466	0.3085	0.44242
V128	0.10666	0	0.16787	0.72547
V129	0.58538	0.19511	0.208	0.01151
V130	0.0399	0.58771	0.37238	0
V131	0.07051	0.83357	0.03903	0.0569
V132	0.86989	0	0.08089	0.04922
V133	0.86116	0	0.10729	0.03154
V134	0.15429	0.37046	0.17433	0.30092
V135	0.14938	0	0.23525	0.61537
V136	0.29725	0.37438	0.03809	0.29028
V137	0.64896	0.01075	0.28148	0.05881
V138	0.24968	0.36814	0.22189	0.16029
V139	0.38739	0.17856	0.23624	0.19781
V140	0.0982	0.08131	0.10711	0.71338
V141	0.09998	0.14802	0.56633	0.18567
V142	0.76968	0	0.23032	0
V143	0.46665	0.22968	0.10581	0.19785
V144	0.22295	0.13938	0.21502	0.42265
V145	0.01252	0.69841	0.28907	0
V146	0.15398	0	0.09359	0.75243
V147	0.86517	7e-05	0.07245	0.06232
V148	0.16839	0.06573	0.59754	0.16833
V149	0.28917	0.45125	0.25958	0
V150	0.12172	0.22661	0.59786	0.05381
V151	0.2505	0.57346	0.08051	0.09554
V152	0.26732	0.40026	0.26385	0.06856
V153	0.15401	0.6933	0.06746	0.08523
V154	0.27619	0.40904	0.31477	0
V155	0.48819	0.11947	0.31601	0.07632
V156	0.06395	0.13936	0.69848	0.0982
V157	0.33954	0.13577	0.34501	0.17969
V158	0.11085	0	0.10697	0.78218
V159	0.87036	0.04714	0.01547	0.06703
V160	0.70509	0	0.09495	0.19996
V161	0.28964	0	0.06905	0.6413
V162	0.11737	0.29	0.1276	0.46503
V163	0.13621	0.45899	0.21829	0.1865
V164	0.37868	0.27833	0.14521	0.19778
V165	0.0659	0.26915	0.00741	0.65754
V166	0.061	0.09325	0.12875	0.71701
V167	0.41963	0	0.0291	0.55127
V168	0.32215	0.51191	0.13204	0.0339
V169	0.26841	0.03206	0.08373	0.6158
V170	0.15192	0.01109	0.55862	0.27837
V171	0.16584	0.22494	0.59324	0.01598
V172	0.69928	0	0.29069	0.01003
V173	0.09154	0.13802	0.08875	0.68169
V174	0.06736	0.15939	0.12774	0.64552
V175	0.10452	0.00849	0.78807	0.09891
V176	0.04359	0.72666	0.22975	0
V177	0.06184	0.88406	0.03084	0.02327
V178	0.04709	0.72742	0.05522	0.17027
V179	0.21438	0	0.4221	0.36351
V180	0.06777	0.79186	0.14037	0
V181	0.19967	0.12186	0.55415	0.12433
V182	0.32655	0.16316	0.4747	0.03559
V183	0.22127	0.72068	0.05805	0
V184	0.91746	0	0.08254	0
V185	0.58695	0.35208	0.06092	5e-05
V186	0.15594	0.44102	0.30846	0.09458
V187	0.88457	0	0.09002	0.02542
V188	0.12508	0.23724	0	0.63768
V189	0.80911	0	0.05782	0.13307
V190	0.64796	0	0.34091	0.01113
V191	0.21945	0.19321	0.57225	0.01509
V192	0.34189	0.42428	0.0914	0.14243
V193	0.61133	0.00676	0.27475	0.10716
