CD19B	CD56NK	CD4MemoryT	CD14
V1	0.38574	0.0963	0.22377	0.29418
V2	0.13038	0.16461	0.14364	0.56137
V3	0.06385	0.52412	0.10151	0.31052
V4	0.60197	0.17506	0.10797	0.115
V5	0.1101	0.42741	0.25048	0.21201
V6	0.0773	0.70188	0.10317	0.11765
V7	0.12623	0.34692	0.15457	0.37227
V8	0.14905	0.10669	0.61214	0.13212
V9	0.1799	0.26438	0.1313	0.42442
V10	0.0771	0.11352	0.66202	0.14736
V11	0.17867	0.34896	0.36667	0.1057
V12	0.06021	0.50561	0.32088	0.1133
V13	0.19886	0.5896	0.09555	0.11599
V14	0.07167	0.73169	0.0926	0.10405
V15	0.11101	0.50806	0.17065	0.21028
V16	0.631	0.11657	0.12829	0.12414
V17	0.08437	0.70097	0.09718	0.11748
V18	0.39238	0.34612	0.13294	0.12856
V19	0.13072	0.66655	0.09411	0.10862
V20	0.13489	0.41529	0.11199	0.33783
V21	0.14747	0.13578	0.58581	0.13094
V22	0.05762	0.16946	0.2316	0.54133
V23	0.2982	0.12156	0.47162	0.10862
V24	0.66537	0.10109	0.13549	0.09806
V25	0.24432	0.26772	0.18625	0.30171
V26	0.27031	0.37167	0.11435	0.24368
V27	0.10219	0.13997	0.12566	0.63218
V28	0.06936	0.12188	0.70284	0.10593
V29	0.33173	0.10983	0.42971	0.12872
V30	0.10611	0.25351	0.26974	0.37064
V31	0.16847	0.2385	0.28285	0.31018
V32	0.08997	0.1228	0.13286	0.65437
V33	0.07153	0.44216	0.31213	0.17418
V34	0.14766	0.12148	0.59911	0.13174
V35	0.13554	0.59586	0.14521	0.12338
V36	0.05775	0.12885	0.39468	0.41871
V37	0.37258	0.14807	0.17258	0.30677
V38	0.30566	0.09349	0.2235	0.37735
V39	0.13883	0.48703	0.17702	0.19712
V40	0.09388	0.66991	0.13817	0.09804
V41	0.03516	0.55927	0.12233	0.28324
V42	0.18293	0.12097	0.23996	0.45614
V43	0.13534	0.33573	0.40139	0.12754
V44	0.06966	0.15455	0.55025	0.22553
V45	0.10121	0.50381	0.2291	0.16588
V46	0.55932	0.14279	0.19533	0.10256
V47	0.32234	0.23443	0.30415	0.13907
V48	0.55615	0.21973	0.11048	0.11364
V49	0.50039	0.23446	0.10277	0.16238
V50	0.07373	0.67736	0.14393	0.10498
V51	0.23407	0.37935	0.26129	0.1253
V52	0.08039	0.1745	0.61258	0.13253
V53	0.51202	0.18134	0.20931	0.09733
V54	0.30838	0.23671	0.33624	0.11867
V55	0.1744	0.19348	0.25446	0.37766
V56	0.07245	0.11625	0.16408	0.64722
V57	0.09074	0.69582	0.10332	0.11012
V58	0.43976	0.09159	0.14326	0.32539
V59	0.30197	0.38897	0.17249	0.13657
V60	0.13075	0.21138	0.30088	0.35699
V61	0.5508	0.16904	0.1172	0.16295
V62	0.61552	0.1115	0.16304	0.10993
V63	0.0439	0.67123	0.16587	0.11901
V64	0.03303	0.68464	0.08722	0.19511
V65	0.05611	0.11199	0.17084	0.66107
V66	0.16387	0.57983	0.10633	0.14997
V67	0.1489	0.32843	0.41005	0.11263
V68	0.13442	0.20279	0.12608	0.53671
V69	0.07018	0.31717	0.47045	0.14221
V70	0.37602	0.20705	0.22617	0.19076
V71	0.15342	0.15304	0.33529	0.35824
V72	0.39332	0.21167	0.17011	0.2249
V73	0.13231	0.52133	0.18164	0.16471
V74	0.09552	0.25497	0.54725	0.10226
V75	0.49861	0.0866	0.24289	0.1719
V76	0.04327	0.22522	0.21672	0.51479
V77	0.06094	0.30057	0.11133	0.52717
V78	0.22807	0.18334	0.22553	0.36306
V79	0.0642	0.16828	0.59427	0.17325
V80	0.27792	0.10533	0.44773	0.16902
V81	0.09858	0.21154	0.58107	0.10881
V82	0.06769	0.14111	0.67955	0.11165
V83	0.12357	0.22659	0.15503	0.49481
V84	0.28361	0.12845	0.21668	0.37126
V85	0.11573	0.32143	0.34111	0.22172
V86	0.09623	0.13152	0.63309	0.13916
V87	0.05177	0.66921	0.12692	0.15211
V88	0.15127	0.14567	0.27237	0.43069
V89	0.0613	0.11627	0.23373	0.58871
V90	0.04801	0.71319	0.12586	0.11294
V91	0.05717	0.60891	0.20718	0.12674
V92	0.33754	0.10881	0.35411	0.19954
V93	0.61669	0.09495	0.11234	0.17602
V94	0.04307	0.40873	0.11338	0.43483
V95	0.19515	0.39907	0.20074	0.20503
V96	0.08703	0.17324	0.12899	0.61075
V97	0.48191	0.16954	0.2455	0.10305
V98	0.4773	0.31308	0.10389	0.10574
V99	0.56152	0.12069	0.21336	0.10443
V100	0.11524	0.119	0.64069	0.12508
V101	0.05606	0.12582	0.11969	0.69843
V102	0.64972	0.12243	0.11774	0.11011
V103	0.05438	0.13674	0.16825	0.64063
V104	0.04585	0.75657	0.09201	0.10557
V105	0.06388	0.73353	0.09813	0.10446
V106	0.11859	0.45472	0.29443	0.13226
V107	0.17075	0.24267	0.44513	0.14144
V108	0.12977	0.62119	0.15147	0.09758
V109	0.06364	0.2174	0.45443	0.26453
V110	0.06511	0.70197	0.11495	0.11797
V111	0.64731	0.08248	0.16573	0.10448
V112	0.13551	0.14758	0.36491	0.352
V113	0.15867	0.17843	0.21995	0.44294
V114	0.19251	0.13459	0.16423	0.50868
V115	0.04077	0.62183	0.23121	0.10619
V116	0.13596	0.31992	0.32315	0.22096
V117	0.46316	0.27885	0.12867	0.12931
V118	0.13493	0.49761	0.11717	0.2503
V119	0.11385	0.15904	0.14397	0.58313
V120	0.11399	0.14625	0.62261	0.11715
V121	0.40729	0.1908	0.17022	0.23169
V122	0.67675	0.08914	0.12379	0.11032
V123	0.03639	0.45287	0.12867	0.38207
V124	0.45185	0.30724	0.10055	0.14036
V125	0.27735	0.39071	0.21524	0.1167
V126	0.06523	0.20735	0.14253	0.5849
V127	0.15072	0.13628	0.26853	0.44447
V128	0.06486	0.11608	0.18224	0.63682
V129	0.40046	0.26335	0.21191	0.12428
V130	0.04323	0.55503	0.29602	0.10572
V131	0.04291	0.71132	0.08636	0.15941
V132	0.65854	0.08942	0.13493	0.1171
V133	0.64076	0.09584	0.15345	0.10996
V134	0.10712	0.37033	0.18228	0.34027
V135	0.09834	0.11918	0.22236	0.56012
V136	0.18163	0.37765	0.1094	0.33131
V137	0.45827	0.11878	0.27098	0.15197
V138	0.16785	0.38037	0.21211	0.23968
V139	0.25426	0.24864	0.22885	0.26825
V140	0.06274	0.16951	0.14502	0.62273
V141	0.09417	0.21664	0.42457	0.26462
V142	0.56507	0.08699	0.24972	0.09821
V143	0.29545	0.28559	0.15292	0.26603
V144	0.14601	0.21348	0.21249	0.42803
V145	0.03595	0.6272	0.23014	0.10671
V146	0.07741	0.11838	0.1343	0.66991
V147	0.63878	0.10254	0.12801	0.13068
V148	0.13876	0.15661	0.45392	0.25072
V149	0.20416	0.45898	0.23285	0.104
V150	0.11061	0.27313	0.45405	0.16222
V151	0.15934	0.53463	0.11602	0.19001
V152	0.18246	0.40922	0.23455	0.17377
V153	0.09728	0.6147	0.10423	0.1838
V154	0.19356	0.41568	0.26574	0.12502
V155	0.33685	0.203	0.28669	0.17347
V156	0.08108	0.20456	0.51817	0.19619
V157	0.23271	0.21572	0.29681	0.25476
V158	0.05668	0.11469	0.12892	0.69971
V159	0.61615	0.1379	0.10949	0.13646
V160	0.47584	0.09196	0.16049	0.27171
V161	0.17252	0.10754	0.13636	0.58358
V162	0.07892	0.31195	0.15689	0.45224
V163	0.10019	0.43802	0.20281	0.25898
V164	0.24259	0.31826	0.17301	0.26613
V165	0.04479	0.28731	0.10596	0.56194
V166	0.05116	0.17617	0.15476	0.61792
V167	0.2539	0.09651	0.1188	0.53079
V168	0.21084	0.49891	0.14836	0.14189
V169	0.15617	0.14323	0.13956	0.56104
V170	0.123	0.11931	0.42384	0.33385
V171	0.13783	0.27232	0.45445	0.1354
V172	0.51421	0.08853	0.29136	0.10591
V173	0.06042	0.207	0.13847	0.59411
V174	0.05298	0.22289	0.15689	0.56724
V175	0.10549	0.10691	0.58938	0.19823
V176	0.03932	0.65922	0.19461	0.10685
V177	0.03316	0.76665	0.08747	0.11272
V178	0.03225	0.62552	0.09316	0.24907
V179	0.15585	0.10766	0.34338	0.39311
V180	0.04877	0.71426	0.13772	0.09925
V181	0.15781	0.19693	0.42935	0.21591
V182	0.23735	0.23286	0.38423	0.14556
V183	0.14354	0.65913	0.09465	0.10268
V184	0.69979	0.08198	0.11963	0.09859
V185	0.39549	0.39284	0.10991	0.10176
V186	0.11697	0.43354	0.25689	0.1926
V187	0.6711	0.08943	0.13514	0.10432
V188	0.0762	0.26555	0.10704	0.55122
V189	0.56126	0.10429	0.1248	0.20966
V190	0.47533	0.097	0.32162	0.10605
V191	0.17053	0.24935	0.44497	0.13515
V192	0.21799	0.42656	0.1316	0.22385
V193	0.42456	0.11949	0.26433	0.19162
V194	0.0507	0.73814	0.09277	0.11838
V195	0.07354	0.12195	0.69268	0.11182
V196	0.05393	0.15678	0.12165	0.66764
V197	0.2896	0.13501	0.13181	0.44358
V198	0.08678	0.44869	0.31784	0.14669
V199	0.1481	0.12286	0.22247	0.50657
V200	0.11266	0.48831	0.10851	0.29053
V201	0.10065	0.48349	0.21065	0.20522
V202	0.07237	0.11558	0.57937	0.23268
V203	0.14962	0.39728	0.33354	0.11955
V204	0.03465	0.46983	0.1023	0.39322
V205	0.07755	0.14041	0.66273	0.11932
V206	0.09532	0.16734	0.628	0.10934
V207	0.12251	0.23882	0.14394	0.49473
V208	0.21966	0.14709	0.5186	0.11466
V209	0.21862	0.42618	0.14601	0.20919
V210	0.08669	0.62464	0.15088	0.13779
V211	0.29828	0.1063	0.13742	0.45799
V212	0.37543	0.1242	0.38224	0.11813
V213	0.43863	0.11312	0.18822	0.26003
V214	0.2402	0.21821	0.21241	0.32918
V215	0.2142	0.1738	0.12361	0.4884
V216	0.0668	0.11383	0.12894	0.69043
V217	0.06696	0.44166	0.23753	0.25384
V218	0.10039	0.40732	0.20474	0.28755
V219	0.09744	0.539	0.10107	0.26249
V220	0.03332	0.66571	0.09198	0.209
V221	0.55967	0.08782	0.11561	0.2369
V222	0.24192	0.20129	0.32865	0.22814
V223	0.06271	0.2053	0.56767	0.16432
V224	0.68925	0.08223	0.12986	0.09866
V225	0.06575	0.70255	0.12705	0.10465
V226	0.25118	0.1615	0.47365	0.11368
V227	0.55874	0.08608	0.24395	0.11123
V228	0.52907	0.1428	0.15808	0.17005
V229	0.07895	0.12038	0.67373	0.12694
V230	0.05584	0.1258	0.12885	0.68951
V231	0.0506	0.29893	0.17448	0.47599
V232	0.057	0.55014	0.09055	0.3023
V233	0.39338	0.16391	0.23915	0.20356
V234	0.05241	0.7263	0.10866	0.11262
V235	0.28939	0.14232	0.44031	0.12799
V236	0.09317	0.15313	0.5888	0.16491
V237	0.13965	0.10899	0.13943	0.61192
V238	0.12461	0.48328	0.25462	0.13749
V239	0.07659	0.37926	0.11441	0.42973
V240	0.36025	0.12269	0.37707	0.14
V241	0.07696	0.11283	0.65083	0.15937
V242	0.11676	0.62242	0.15156	0.10926
V243	0.21153	0.13128	0.49482	0.16237
V244	0.1926	0.10344	0.53321	0.17075
V245	0.40732	0.31095	0.14056	0.14117
V246	0.09717	0.21056	0.56807	0.1242
V247	0.16996	0.11468	0.61177	0.10359
V248	0.06025	0.13101	0.14333	0.66541
V249	0.06441	0.13369	0.64286	0.15905
V250	0.54578	0.08752	0.26085	0.10584
V251	0.6625	0.11564	0.11823	0.10363
V252	0.03916	0.6774	0.18416	0.09928
V253	0.26199	0.15362	0.2142	0.37019
V254	0.03458	0.73817	0.12059	0.10666
V255	0.05625	0.72617	0.08619	0.1314
V256	0.1621	0.25567	0.41235	0.16987
V257	0.29941	0.17478	0.2565	0.26932
V258	0.15916	0.29036	0.35659	0.19389
V259	0.07667	0.30947	0.47677	0.13708
V260	0.05591	0.30504	0.53054	0.10851
V261	0.42899	0.11787	0.24164	0.2115
V262	0.10213	0.14562	0.12518	0.62706
V263	0.03923	0.75464	0.08821	0.11793
V264	0.15575	0.13096	0.36731	0.34599
V265	0.06682	0.10995	0.19708	0.62616
V266	0.45038	0.34811	0.10664	0.09488
V267	0.04429	0.23445	0.2729	0.44836
V268	0.27514	0.11574	0.20593	0.40319
V269	0.04564	0.48563	0.32761	0.14112
V270	0.45275	0.10998	0.27172	0.16556
V271	0.54772	0.1406	0.13484	0.17684
V272	0.0622	0.66194	0.09754	0.17832
V273	0.07749	0.12347	0.13976	0.65928
V274	0.49147	0.08659	0.23752	0.18442
V275	0.06872	0.12173	0.69772	0.11184
V276	0.34155	0.33985	0.1096	0.209
V277	0.06358	0.25149	0.20547	0.47946
V278	0.07178	0.14986	0.28411	0.49425
V279	0.4735	0.13611	0.1875	0.20289
V280	0.05668	0.11469	0.12892	0.69971
V281	0.37608	0.11502	0.20704	0.30186
V282	0.09937	0.15343	0.59623	0.15097
V283	0.16081	0.49989	0.13632	0.20297
V284	0.04865	0.71981	0.12562	0.10591
V285	0.11122	0.11269	0.67116	0.10493
V286	0.1834	0.47916	0.1655	0.17194
V287	0.09006	0.69558	0.09775	0.1166
V288	0.05555	0.30039	0.35331	0.29076
V289	0.22274	0.26013	0.35716	0.15998
V290	0.57597	0.21146	0.11664	0.09593
V291	0.35901	0.14907	0.38016	0.11176
V292	0.65562	0.0882	0.11314	0.14304
V293	0.24748	0.11077	0.50585	0.1359
V294	0.08824	0.35512	0.10301	0.45363
V295	0.0535	0.23259	0.22231	0.4916
V296	0.16685	0.19106	0.47213	0.16996
V297	0.09179	0.10827	0.15887	0.64107
V298	0.24359	0.17517	0.46753	0.1137
V299	0.07991	0.29473	0.1152	0.51016
V300	0.04992	0.12903	0.25017	0.57088
V301	0.13441	0.18584	0.48956	0.19019
V302	0.45005	0.34105	0.10172	0.10718
V303	0.03928	0.51265	0.32006	0.12801
V304	0.09791	0.12226	0.55355	0.22627
V305	0.12639	0.22086	0.3752	0.27755
V306	0.55376	0.163	0.14705	0.13619
V307	0.03946	0.7495	0.09839	0.11264
V308	0.18235	0.2658	0.28275	0.2691
V309	0.23134	0.32255	0.12051	0.3256
V310	0.08784	0.32236	0.19532	0.39448
V311	0.35826	0.43896	0.10131	0.10148
V312	0.09534	0.60655	0.17974	0.11837
V313	0.04732	0.18246	0.12521	0.64501
V314	0.04324	0.42907	0.16797	0.35972
V315	0.10576	0.52758	0.11606	0.2506
V316	0.23518	0.20149	0.34169	0.22164
V317	0.08436	0.5766	0.1214	0.21764
V318	0.05275	0.47991	0.10466	0.36269
V319	0.1007	0.14551	0.6216	0.13218
V320	0.10662	0.20954	0.48828	0.19556
V321	0.44334	0.35562	0.10607	0.09496
V322	0.15218	0.32549	0.14943	0.3729
V323	0.07756	0.12333	0.16919	0.62992
V324	0.45189	0.28084	0.15256	0.1147
V325	0.22231	0.54456	0.13014	0.10299
V326	0.03085	0.48398	0.15449	0.33069
V327	0.05397	0.20867	0.17507	0.5623
V328	0.09116	0.12233	0.55359	0.23293
V329	0.14677	0.18534	0.21285	0.45504
V330	0.28522	0.10085	0.32247	0.29146
V331	0.24215	0.16474	0.14161	0.4515
V332	0.05349	0.14331	0.22152	0.58168
V333	0.30493	0.15635	0.35135	0.18737
V334	0.2645	0.10338	0.33281	0.29931
V335	0.06513	0.33877	0.40098	0.19511
V336	0.13907	0.57854	0.10568	0.17671
V337	0.21558	0.38019	0.27891	0.12532
V338	0.02747	0.77317	0.0932	0.10617
V339	0.14265	0.11016	0.63586	0.11133
V340	0.08724	0.26637	0.41052	0.23586
V341	0.05996	0.13152	0.15276	0.65576
V342	0.21125	0.10187	0.48441	0.20247
V343	0.68194	0.09461	0.12006	0.10339
V344	0.47205	0.20433	0.22606	0.09755
V345	0.07384	0.12202	0.69821	0.10593
V346	0.18244	0.18694	0.27871	0.35192
V347	0.07169	0.1144	0.19248	0.62144
V348	0.06804	0.54662	0.18091	0.20443
V349	0.25509	0.22359	0.3412	0.18011
V350	0.05066	0.65433	0.19536	0.09965
V351	0.06255	0.12825	0.34523	0.46398
V352	0.09524	0.11857	0.62049	0.1657
V353	0.6065	0.10378	0.13885	0.15087
V354	0.06656	0.57375	0.22724	0.13244
V355	0.21848	0.15991	0.38628	0.23533
V356	0.06485	0.12438	0.17387	0.63691
V357	0.11189	0.33369	0.26583	0.28859
V358	0.36067	0.17538	0.14532	0.31863
V359	0.38259	0.13714	0.13508	0.34519
V360	0.37511	0.4039	0.11406	0.10694
V361	0.04733	0.41617	0.42888	0.10762
V362	0.02784	0.76817	0.09792	0.10607
V363	0.15571	0.18942	0.38419	0.27068
V364	0.15668	0.1502	0.51551	0.17761
V365	0.19693	0.11993	0.1233	0.55985
V366	0.07874	0.56461	0.14582	0.21083
V367	0.37872	0.20166	0.10959	0.31003
V368	0.08536	0.59771	0.1451	0.17182
V369	0.06084	0.37927	0.45201	0.10788
V370	0.22713	0.29558	0.35012	0.12716
V371	0.1458	0.59489	0.10928	0.15003
V372	0.13957	0.14627	0.18632	0.52784
V373	0.09959	0.20776	0.38124	0.31141
V374	0.55357	0.09298	0.25522	0.09823
V375	0.07015	0.13631	0.20065	0.59289
V376	0.06427	0.13107	0.17352	0.63114
V377	0.53909	0.08196	0.12187	0.25708
V378	0.05734	0.12853	0.3509	0.46324
V379	0.23169	0.24128	0.11582	0.4112
V380	0.1362	0.15949	0.23049	0.47382
V381	0.49817	0.09966	0.17786	0.22431
V382	0.11567	0.12482	0.64852	0.11099
V383	0.57013	0.08828	0.15178	0.18982
V384	0.37357	0.15552	0.19825	0.27265
V385	0.59115	0.09606	0.16979	0.14299
V386	0.22114	0.11214	0.20542	0.46131
V387	0.3973	0.20659	0.23125	0.16486
V388	0.2573	0.33471	0.19715	0.21084
V389	0.28044	0.46533	0.10534	0.14888
V390	0.23037	0.28274	0.38329	0.1036
V391	0.28047	0.17708	0.1234	0.41906
V392	0.28669	0.26037	0.2133	0.23964
V393	0.21342	0.26678	0.31306	0.20673
V394	0.09683	0.26293	0.17501	0.46523
V395	0.16871	0.3731	0.22442	0.23378
V396	0.03347	0.75625	0.09205	0.11824
V397	0.53052	0.15839	0.18083	0.13026
V398	0.29835	0.20124	0.1716	0.3288
V399	0.15184	0.48077	0.18911	0.17828
V400	0.03041	0.4959	0.13692	0.33678
V401	0.08139	0.21936	0.53548	0.16377
V402	0.55082	0.22118	0.1324	0.0956
V403	0.06036	0.12522	0.15737	0.65705
V404	0.11028	0.24443	0.46785	0.17743
V405	0.173	0.12744	0.21728	0.48228
V406	0.42745	0.27798	0.11901	0.17556
V407	0.02747	0.77317	0.0932	0.10617
V408	0.10378	0.27678	0.33679	0.28264
V409	0.05104	0.12087	0.12927	0.69883
V410	0.08518	0.68913	0.10813	0.11756
V411	0.30069	0.09907	0.11317	0.48708
V412	0.15011	0.16206	0.40347	0.28436
V413	0.07117	0.43279	0.20825	0.28779
V414	0.06274	0.44926	0.29436	0.19364
V415	0.30768	0.12067	0.26029	0.31136
V416	0.07223	0.15591	0.66725	0.10461
V417	0.26488	0.53455	0.0981	0.10247
V418	0.08923	0.18088	0.19679	0.5331
V419	0.05621	0.11437	0.13577	0.69366
V420	0.02809	0.7031	0.09727	0.17154
V421	0.15771	0.13326	0.51878	0.19025
V422	0.07094	0.14871	0.12161	0.65874
V423	0.11524	0.119	0.64069	0.12508
V424	0.05508	0.14505	0.47455	0.32532
V425	0.08834	0.27397	0.45439	0.18331
V426	0.11926	0.13594	0.58666	0.15814
V427	0.08089	0.37438	0.21617	0.32856
V428	0.08367	0.62223	0.1282	0.16591
V429	0.0562	0.11426	0.13994	0.6896
V430	0.50317	0.22047	0.12105	0.15531
V431	0.16377	0.12134	0.38171	0.33317
V432	0.10674	0.17299	0.14344	0.57683
V433	0.0624	0.59844	0.0899	0.24926
V434	0.23591	0.15918	0.14647	0.45844
V435	0.34605	0.1038	0.19541	0.35474
V436	0.26779	0.1071	0.19014	0.43497
V437	0.17207	0.26265	0.1104	0.45488
V438	0.40358	0.21698	0.13007	0.24937
V439	0.06297	0.17442	0.12005	0.64256
V440	0.32423	0.12554	0.13787	0.41236
V441	0.09628	0.20189	0.45752	0.24431
V442	0.22349	0.34216	0.18874	0.24561
V443	0.50517	0.09069	0.17939	0.22476
V444	0.07384	0.12202	0.69821	0.10593
V445	0.43504	0.10661	0.33256	0.12579
V446	0.05188	0.66209	0.12702	0.15902
V447	0.42621	0.1692	0.22613	0.17846
V448	0.05887	0.1565	0.22575	0.55888
V449	0.39032	0.12712	0.3021	0.18046
V450	0.11876	0.68625	0.09722	0.09778
V451	0.65044	0.12283	0.1095	0.11723
V452	0.06563	0.11937	0.15751	0.65748
V453	0.54934	0.14973	0.15837	0.14257
V454	0.02793	0.73803	0.12063	0.11341
V455	0.42039	0.11873	0.30825	0.15263
V456	0.24212	0.19448	0.34191	0.22148
V457	0.05096	0.12574	0.12445	0.69885
V458	0.19101	0.26259	0.11004	0.43636
V459	0.04076	0.63726	0.14912	0.17286
V460	0.66528	0.08946	0.13487	0.11039
V461	0.07732	0.13025	0.12354	0.6689
V462	0.23624	0.27523	0.10469	0.38384
V463	0.18753	0.4294	0.19797	0.1851
V464	0.33689	0.1746	0.11128	0.37722
V465	0.27096	0.40032	0.11964	0.20908
V466	0.38491	0.23661	0.10865	0.26983
V467	0.22402	0.49788	0.14851	0.12958
V468	0.33604	0.3845	0.1373	0.14216
V469	0.0557	0.23412	0.27404	0.43615
V470	0.3686	0.19392	0.2265	0.21099
V471	0.19526	0.18165	0.13507	0.48802
V472	0.22192	0.33283	0.10122	0.34404
V473	0.10534	0.4758	0.29917	0.11969
V474	0.11609	0.10518	0.17965	0.59908
V475	0.14461	0.37537	0.15399	0.32603
V476	0.1389	0.11706	0.15259	0.59145
V477	0.40906	0.12532	0.24703	0.2186
V478	0.11078	0.50192	0.09713	0.29016
V479	0.07239	0.16796	0.58674	0.1729
