B_cells	NK_cells	T_cells_CD4.	Monocytes
V1	0.53942	0.05129	0.16176	0.24753
V2	0.18557	0.14156	0.05552	0.61735
V3	0.08108	0.64526	0	0.27366
V4	0.81112	0.1587	0	0.03018
V5	0.1423	0.51459	0.20397	0.13914
V6	0.09969	0.87446	0	0.02585
V7	0.17	0.40865	0.05915	0.3622
V8	0.18732	0.04997	0.72242	0.04029
V9	0.25235	0.28828	0.0243	0.43507
V10	0.0868	0.0583	0.79701	0.05789
V11	0.23548	0.40414	0.36038	0
V12	0.0689	0.61942	0.30325	0.00844
V13	0.27139	0.71309	0	0.01552
V14	0.09	0.89668	0	0.01332
V15	0.14559	0.62598	0.08899	0.13944
V16	0.8393	0.09043	0.03043	0.03984
V17	0.10615	0.87023	0	0.02362
V18	0.5405	0.38858	0.03161	0.03931
V19	0.17041	0.81481	0	0.01478
V20	0.18471	0.50286	0	0.31243
V21	0.18332	0.12038	0.65977	0.03653
V22	0.07436	0.15122	0.17612	0.5983
V23	0.40344	0.09597	0.49432	0.00628
V24	0.87924	0.07841	0.04235	0
V25	0.34236	0.29174	0.10688	0.25902
V26	0.38394	0.43325	0.00156	0.18126
V27	0.1505	0.1093	0.03555	0.70465
V28	0.04862	0.12139	0.83	0
V29	0.45097	0.08058	0.43554	0.03291
V30	0.14022	0.2743	0.22795	0.35754
V31	0.22781	0.25223	0.24728	0.27268
V32	0.13782	0.07757	0.06083	0.72379
V33	0.08757	0.53748	0.28995	0.085
V34	0.18436	0.09752	0.6804	0.03772
V35	0.1816	0.73884	0.05406	0.0255
V36	0.06348	0.10131	0.41031	0.4249
V37	0.52376	0.11939	0.09271	0.26414
V38	0.43259	0.0387	0.16704	0.36167
V39	0.18567	0.5963	0.09813	0.1199
V40	0.11644	0.83992	0.04365	0
V41	0.03416	0.70567	0.02144	0.23872
V42	0.25469	0.07704	0.19015	0.47812
V43	0.17083	0.38908	0.41469	0.02541
V44	0.07342	0.13937	0.63225	0.15497
V45	0.12985	0.61635	0.17511	0.07868
V46	0.75713	0.12189	0.11434	0.00664
V47	0.44245	0.24244	0.26823	0.04688
V48	0.75713	0.21201	0.00311	0.02775
V49	0.69105	0.22939	0	0.07955
V50	0.09526	0.84706	0.05267	0.005
V51	0.31822	0.44398	0.21248	0.02532
V52	0.08948	0.17538	0.69526	0.03987
V53	0.69704	0.16817	0.13479	0
V54	0.42454	0.24625	0.31283	0.01637
V55	0.24028	0.18399	0.207	0.36872
