cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.61186	0.00524	0.1692	0.2137
V2	0.19083	0.08891	0.07409	0.64617
V3	0.06124	0.67612	0.01742	0.24523
V4	0.86387	0.11779	0	0.01834
V5	0.12554	0.49036	0.25033	0.13376
V6	0.07679	0.88637	0.0192	0.01764
V7	0.17453	0.38691	0.09372	0.34484
V8	0.15566	0.00079	0.81461	0.02894
V9	0.29094	0.25025	0.04854	0.41027
V10	0.02104	4e-04	0.93349	0.04507
V11	0.23104	0.35715	0.40561	0.0062
V12	0.028	0.61639	0.34319	0.01243
V13	0.26695	0.7101	0.00508	0.01787
V14	0.0674	0.92041	0.00648	0.00571
V15	0.13233	0.62376	0.11667	0.12724
V16	0.91437	0.04464	0.01656	0.02442
V17	0.08702	0.88306	0.01231	0.0176
V18	0.58669	0.34263	0.03876	0.03192
V19	0.15924	0.82371	0.00554	0.01151
V20	0.19342	0.49542	0.0256	0.28556
V21	0.1561	0.03221	0.78262	0.02907
V22	0.02039	0.09096	0.26505	0.6236
V23	0.42754	0.02602	0.53971	0.00673
V24	0.93378	0.03886	0.02564	0.00173
V25	0.3977	0.22981	0.13222	0.24027
V26	0.42846	0.39357	0.01976	0.15821
V27	0.1241	0.06053	0.04619	0.76919
V28	0.00073	0.03553	0.96371	3e-05
V29	0.4866	0.01404	0.47253	0.02683
V30	0.12345	0.21562	0.31277	0.34815
V31	0.2426	0.17904	0.31615	0.26221
V32	0.1001	0.02813	0.06152	0.81025
V33	0.05034	0.51582	0.34993	0.08391
V34	0.15553	0.01507	0.80047	0.02894
V35	0.16687	0.735	0.07288	0.02525
V36	0.00707	0.02194	0.54876	0.42223
V37	0.60978	0.06111	0.0976	0.23151
V38	0.49721	0.00123	0.18495	0.3166
V39	0.18151	0.58305	0.12492	0.11051
V40	0.09869	0.83644	0.06449	0.00039
V41	0.0066	0.73267	0.04958	0.21115
V42	0.28118	0.02084	0.24457	0.45342
V43	0.14806	0.33827	0.48553	0.02814
V44	0.01676	0.04859	0.78749	0.14717
V45	0.10783	0.61052	0.209	0.07265
V46	0.81526	0.07062	0.10745	0.00667
V47	0.48974	0.17104	0.29667	0.04255
V48	0.80406	0.17325	0.0041	0.0186
V49	0.75048	0.18522	0.00038	0.06392
V50	0.0672	0.85426	0.07294	0.00561
V51	0.33531	0.39988	0.23814	0.02667
V52	0.03104	0.08754	0.85185	0.02957
V53	0.74511	0.12087	0.13298	0.00104
V54	0.46121	0.17535	0.34355	0.01989
V55	0.26484	0.11606	0.26946	0.34964
V56	0.05756	0.01298	0.12806	0.8014
V57	0.09706	0.87225	0.01925	0.01145
V58	0.70706	0.00703	0.04452	0.2414
V59	0.45507	0.40698	0.09742	0.04053
V60	0.16422	0.1396	0.36329	0.3329
V61	0.82688	0.09872	0.01021	0.06419
V62	0.8915	0.03644	0.05963	0.01243
V63	0.01638	0.85808	0.10746	0.01808
V64	0.0074	0.89107	0.00275	0.09878
V65	0.0159	5e-04	0.14886	0.83475
V66	0.22287	0.70649	0.01829	0.05235
V67	0.17247	0.32782	0.48655	0.01315
V68	0.20185	0.16025	0.04139	0.59651
V69	0.02892	0.31044	0.61655	0.0441
V70	0.59005	0.13333	0.17202	0.10461
