Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.10923	0.03526	0.8555	0	0	0
V2	0.67625	0.18929	0	0.07224	0.06222	0
V3	0	0.11584	0.1581	0	0	0.72606
V4	0.295	0.57491	0	0.08057	0.04479	0.00473
V5	0	0.04362	0	0.7439	0.21249	0
V6	0.12418	0.0668	0.13744	0.02789	0.12752	0.51618
V7	0	0.47405	0	0.02206	0.50389	0
V8	0.82652	0.11926	0	0.05422	0	0
V9	0.27193	0.22968	0	0.2782	0	0.22019
V10	0.54247	0.09552	0.00132	0.36068	0	0
V11	0.01225	0.98775	0	0	0	0
V12	0	0.05624	0	0	0	0.94376
V13	0.03293	0.62764	0.33943	0	0	0
V14	0.01026	0.04962	0	0.94012	0	0
V15	0.5948	0.13686	0	0.10769	0.16065	0
V16	0	0.03105	0	0.52254	0.32429	0.12211
V17	0	0.07023	0.06969	0	0	0.86008
V18	0.79186	0.20814	0	0	0	0
V19	0.6976	0.11766	0.15065	0	0.03409	0
V20	0.7664	0.13024	0.03673	0.06663	0	0
V21	0	0.07749	0	0	0	0.92251
V22	0.22187	0.08605	0	0.09047	0.60161	0
V23	0.05332	0.03022	0.36066	0.02095	0.53486	0
V24	0.18052	0.03724	0	0.15558	0.62666	0
V25	0.53429	0.35511	0	0.1106	0	0
V26	0.31952	0.05972	0	0.00072	0.62004	0
V27	0	0.03376	0.11464	0	0	0.85161
V28	0.05961	0.33016	0.15109	0.27518	0	0.18395
V29	0.01991	0.77839	0.07473	0.03714	0	0.08983
V30	0.2627	0.27353	0.07279	0	0.20536	0.18562
V31	0.77864	0.08892	0.13244	0	0	0
V32	0	0.0344	0.3708	0.5948	0	0
V33	0.29294	0.48254	0.22453	0	0	0
V34	0	0.00477	0.57982	0.02915	0.38626	0
V35	0	0.07309	0.18741	0.67116	0.06834	0
V36	0.07628	0.62344	0.10777	0	0.19251	0
V37	0.03199	0.02764	0.83015	0	0	0.11023
V38	0	0.02853	0.05519	0	0	0.91628
V39	0.65535	0.10445	0	0.2402	0	0
V40	0.02829	0.64636	0	0.1987	0.07503	0.05162
V41	0.82462	0.08601	0	0	0	0.08937
V42	0.33962	0.05015	0.58293	0	0	0.02729
V43	0.26091	0.50877	0	0.01448	0.21584	0
V44	0.02257	0.97743	0	0	0	0
V45	0.55601	0.39687	0	0	0	0.04711
V46	0	0.0218	0	0.36468	0.3285	0.28502
V47	0.05698	0.52239	0	0.19208	0.22357	0.00497
V48	0	0.7543	0.21744	0	0.02826	0
V49	0.00635	0.97182	0	0	0.02183	0
V50	0	0.00601	0.28259	0.0308	0.63546	0.04514
V51	0	0	0	0.04762	0.95238	0
V52	0.00837	0.67658	0.30879	0.00626	0	0
V53	0.16486	0.02797	0.03601	0.05455	0.7166	0
V54	0.08249	0.15167	0.67857	0.03759	0.01952	0.03017
V55	0	0.03674	0.06908	0.06638	0.8278	0
V56	0	0.04795	0.85026	0.10179	0	0
V57	0.10777	0.47042	0	0	0.0887	0.33312
V58	0.04226	0.02361	0.93413	0	0	0
V59	0	0.02914	0	0.97086	0	0
V60	0.5241	0.07707	0	0.39883	0	0
V61	0.29948	0.19734	0	0.17675	0	0.32642
V62	0.68731	0.09315	0.03015	0.11201	0.05612	0.02126
V63	0	0.64634	0	0.04523	0	0.30843
V64	0	0.10266	0	0.02418	0.87316	0
V65	0.65534	0.20152	0	0	0	0.14314
V66	0.56353	0.09589	0.08162	0	0.25895	0
V67	0	0.19104	0.33716	0.2614	0	0.2104
V68	0.88839	0.11161	0	0	0	0
V69	0.58584	0.1024	0	0	0	0.31176
V70	0	0.03337	0.235	0.73163	0	0
V71	0	0.32331	0	0.14089	0.37899	0.15682
V72	0.7536	0.19315	0.03399	0	0.01926	0
V73	0.01352	0.02803	0.06158	0.89687	0	0
V74	0	0.14692	0	0.85308	0	0
V75	0	1	0	0	0	0
V76	0.0084	0.01829	0.82031	0.02624	0.12676	0
V77	0.10922	0.17804	0.06267	0.63733	0	0.01275
