mature.neutrophil	CD14.pos.CD16.neg.classical.monocyte	macrophage	memory.CD4.pos.AB.T.cell	cytotoxic.CD56.dim.NK.cell
V1	0.27644	0.20725	0.22009	0.17434	0.12187
V2	0.06203	0.70001	0.08882	0.10906	0.04009
V3	0.05465	0.14984	0.34987	0.42093	0.02471
V4	0.01496	0.10301	0.20552	0.10034	0.57616
V5	0.01982	0.05445	0.06509	0.15128	0.70936
V6	0.27729	0.13698	0.22962	0.25543	0.10068
V7	0.01042	0.15762	0.34883	0.11051	0.37262
V8	0.01104	0.23664	0.63982	0.0961	0.01639
V9	0.0469	0.10283	0.21699	0.61303	0.02026
V10	0.38029	0.18709	0.36387	0.03481	0.03394
V11	0.03625	0.07936	0.10073	0.11628	0.66737
V12	0.07068	0.10099	0.18995	0.32766	0.31073
V13	0.1145	0.08768	0.04491	0.44879	0.30412
V14	0.13491	0.06403	0.07115	0.64312	0.08679
V15	0.01881	0.05286	0.01104	0.88299	0.0343
V16	0.47705	0.12411	0.0223	0.35696	0.01958
V17	0.06593	0.2307	0.03413	0.11133	0.55791
V18	0.07976	0.41211	0.24206	0.24985	0.01622
V19	0.03186	0.04784	0.0145	0.16901	0.73678
V20	0.00229	0.19411	0.54474	0.23474	0.02412
V21	0.02275	0.26526	0.13294	0.20635	0.3727
V22	0.6875	0.16012	0.06699	0.04881	0.03658
V23	0.07395	0.06085	0.03356	0.18343	0.6482
V24	0.40063	0.15734	0.03191	0.09781	0.31231
V25	0.02353	0.06114	0.02574	0.45645	0.43314
V26	0.4154	0.22956	0.06871	0.09083	0.1955
V27	0.119	0.47115	0.18965	0.05299	0.16722
V28	0.02508	0.13792	0.17648	0.6205	0.04002
V29	0.00347	0.10912	0.2705	0.58987	0.02704
V30	0.62521	0.16326	0.03552	0.07533	0.10068
V31	0.3665	0.17002	0.02535	0.2753	0.16283
V32	0.77579	0.09065	0.01506	0.0591	0.0594
V33	0.02675	0.19086	0.0331	0.16791	0.58138
V34	0.13302	0.76403	0.04568	0.05626	0.00102
V35	0.09475	0.57215	0.25862	0.06946	0.00502
V36	0.02912	0.20925	0.16055	0.13657	0.46451
V37	0.63572	0.07819	0.00829	0.06905	0.20876
V38	0.10243	0.16845	0.37922	0.21982	0.13008
V39	0.27407	0.15711	0.27312	0.05715	0.23855
V40	0.22103	0.54166	0.04599	0.15678	0.03455
V41	0.06011	0.76128	0.05383	0.05285	0.07193
V42	0.72186	0.11859	0.02743	0.0624	0.06972
V43	0.39815	0.23285	0.28465	0.06357	0.02078
V44	0.0338	0.36459	0.46063	0.03926	0.10171
V45	0.04164	0.59813	0.12209	0.19642	0.04173
V46	0.12178	0.68075	0.1023	0.07821	0.01695
V47	0.00329	0.24972	0.69443	0.02927	0.0233
V48	0.14319	0.19088	0.19436	0.3527	0.11887
V49	0.38663	0.21892	0.19651	0.17661	0.02132
V50	0.02101	0.25705	0.67752	0.02827	0.01616
V51	0.0965	0.28624	0.18627	0.1081	0.32289
V52	0.06663	0.82574	0.05016	0.05747	0
V53	0.02481	0.16521	0.02264	0.76633	0.02101
V54	0.18539	0.05131	0.02158	0.57165	0.17007
V55	0.06322	0.04116	0.00975	0.85933	0.02654
V56	0.0622	0.03509	0.01593	0.77364	0.11313
V57	0.13305	0.25725	0.43961	0.06122	0.10887
V58	0.06545	0.068	0.1269	0.2447	0.49496
V59	0.70676	0.12303	0.08347	0.06116	0.02559
V60	0.36589	0.23948	0.12064	0.16843	0.10557
V61	0.17253	0.06118	0.03691	0.26957	0.45982
V62	0.0538	0.12623	0.25544	0.17238	0.39215
V63	0.35347	0.26779	0.07179	0.08593	0.22102
V64	0.78026	0.10721	0.02833	0.05574	0.02846
V65	0.07537	0.10817	0.04634	0.63674	0.13338
V66	0.02278	0.07189	0.1192	0.75633	0.0298
V67	0.01146	0.1245	0.28484	0.1369	0.44229
V68	0.37599	0.15646	0.31228	0.0751	0.08017
V69	0.49137	0.20352	0.17408	0.06469	0.06634
V70	0.06554	0.62381	0.07616	0.2157	0.0188
V71	0.10275	0.6936	0.07989	0.11448	0.00927
V72	0.04385	0.35682	0.04765	0.09171	0.45996
V73	0.05146	0.06526	0.09524	0.59145	0.1966
V74	0.01116	0.0817	0.01905	0.80467	0.08342
V75	0.39509	0.26852	0.25966	0.05083	0.02591
V76	0.00848	0.04205	0.02473	0.85419	0.07055
V77	0.01935	0.23782	0.66079	0.06558	0.01647
V78	0.00355	0.25198	0.68477	0.03664	0.02306
V79	0.07825	0.36237	0.06027	0.19323	0.30588
V80	0.13118	0.64568	0.03876	0.1044	0.07997
V81	0.0118	0.24962	0.69346	0.02849	0.01664
V82	0.20487	0.17405	0.04055	0.55563	0.0249
V83	0.0863	0.10331	0.03198	0.5729	0.20551
V84	0.09135	0.16671	0.02406	0.11694	0.60094
V85	0.00326	0.24957	0.69399	0.03638	0.01679
V86	0.02357	0.28639	0.26629	0.40311	0.02064
V87	0.38123	0.08007	0.04683	0.45802	0.03385
V88	0.27182	0.18588	0.06155	0.24102	0.23974
V89	0.04026	0.27748	0.60223	0.06533	0.0147
V90	0.02453	0.18645	0.06878	0.16211	0.55813
V91	0.00664	0.05768	0.07573	0.83498	0.02497
V92	0.21287	0.08525	0.03846	0.11621	0.54721
V93	0.01043	0.13453	0.14694	0.53597	0.17213
V94	0.04001	0.16949	0.03736	0.2963	0.45684
V95	0.0636	0.21777	0.03986	0.16598	0.51279
V96	0.65873	0.09479	0.03209	0.08024	0.13416
V97	0.14614	0.07831	0.05283	0.17442	0.5483
V98	0.05323	0.36439	0.17859	0.17043	0.23336
V99	0.43979	0.16187	0.01803	0.26554	0.11477
