cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	memory.B.cell	CD14.pos.CD16.neg.classical.monocyte
V1	0.54762	0.01067	0.1837	0.25801
V2	0.13834	0.08495	0.05836	0.71835
V3	0.05015	0.62912	0.0159	0.30482
V4	0.86846	0.11248	7e-05	0.01899
V5	0.1018	0.45985	0.2849	0.15345
V6	0.07207	0.88517	0.02353	0.01923
V7	0.13787	0.34583	0.09276	0.42354
V8	0.1163	0.02424	0.83257	0.0269
V9	0.23148	0.22064	0.04238	0.50551
V10	0.01667	0.02892	0.911	0.04341
V11	0.20019	0.32971	0.46501	0.00509
V12	0.02288	0.56799	0.39738	0.01174
V13	0.264	0.71011	0.00698	0.01891
V14	0.0663	0.91811	0.00982	0.00577
V15	0.11316	0.60199	0.13253	0.15231
V16	0.9133	0.04116	0.01994	0.02559
V17	0.08214	0.883	0.01559	0.01927
V18	0.58406	0.33687	0.04568	0.0334
V19	0.15544	0.82467	0.00788	0.01202
V20	0.16012	0.45767	0.02334	0.35887
V21	0.117	0.04582	0.81042	0.02677
V22	0.01453	0.08378	0.22931	0.67237
V23	0.36389	0.03675	0.59383	0.00553
V24	0.92614	0.03873	0.03476	0.00038
V25	0.34636	0.21331	0.14376	0.29657
V26	0.39923	0.37977	0.02088	0.20012
V27	0.0908	0.06552	0.02858	0.8151
V28	0.00342	0.06998	0.92479	0.00182
V29	0.42278	0.02387	0.52787	0.02548
V30	0.08966	0.18582	0.31453	0.40998
V31	0.19373	0.16213	0.33625	0.30789
V32	0.07329	0.04319	0.04165	0.84186
V33	0.03888	0.47569	0.39582	0.08961
V34	0.11637	0.03359	0.82325	0.02679
V35	0.15644	0.73024	0.08699	0.02633
V36	0.00605	0.03384	0.52057	0.43954
V37	0.55199	0.05698	0.10424	0.28679
V38	0.41693	0.00934	0.18934	0.38439
V39	0.15931	0.56589	0.14334	0.13146
V40	0.09547	0.82235	0.08213	5e-05
V41	0.00652	0.68207	0.05048	0.26093
V42	0.21065	0.02744	0.233	0.52891
V43	0.12132	0.30588	0.54644	0.02636
V44	0.01234	0.05439	0.78518	0.14809
V45	0.09056	0.58525	0.24355	0.08064
V46	0.7987	0.06762	0.12861	0.00506
V47	0.45018	0.16219	0.34565	0.04198
V48	0.81048	0.16533	0.00567	0.01852
V49	0.74835	0.17751	7e-05	0.07406
V50	0.06316	0.84293	0.08876	0.00515
V51	0.30919	0.3822	0.28261	0.026
V52	0.02248	0.08974	0.86052	0.02726
V53	0.72305	0.1165	0.16018	0.00027
V54	0.41959	0.16608	0.39633	0.018
V55	0.20508	0.10455	0.27312	0.41725
V56	0.04076	0.03217	0.10282	0.82425
V57	0.09278	0.87133	0.02396	0.01192
V58	0.64335	0.01137	0.04559	0.29969
V59	0.4424	0.39928	0.11603	0.04228
V60	0.12221	0.12319	0.37128	0.38332
V61	0.82217	0.09275	0.01163	0.07345
V62	0.88206	0.0349	0.07162	0.01142
V63	0.01532	0.83803	0.12768	0.01897
V64	0.00853	0.86673	0.00267	0.12207
V65	0.0148	0.0269	0.12191	0.83638
V66	0.21189	0.70652	0.02136	0.06023
V67	0.14381	0.29704	0.5476	0.01155
V68	0.14954	0.13826	0.02926	0.68294
V69	0.02108	0.27188	0.66447	0.04257
V70	0.55765	0.12717	0.19964	0.11554
V71	0.15252	0.05322	0.42227	0.372
V72	0.59424	0.13639	0.10414	0.16524
V73	0.14662	0.62039	0.15255	0.08045
V74	0.05335	0.19878	0.74686	0.00101
V75	0.70674	0.00726	0.20538	0.08062
V76	0.00068	0.15825	0.20627	0.6348
V77	0.03463	0.28877	0.01427	0.66233
V78	0.30293	0.09388	0.21144	0.39176
V79	0.00613	0.07567	0.84226	0.07594
V80	0.33329	0.01738	0.57481	0.07452
V81	0.05105	0.13783	0.80493	0.00619
V82	0.00162	0.07031	0.91984	0.00823
V83	0.12653	0.1632	0.08507	0.62519
V84	0.39218	0.03668	0.18256	0.38858
V85	0.1001	0.28122	0.45624	0.16243
V86	0.04014	0.04321	0.88168	0.03497
V87	0.03148	0.8503	0.05806	0.06017
V88	0.15482	0.04773	0.30487	0.49258
V89	0.0174	0.02706	0.23202	0.72352
V90	0.0249	0.9031	0.05998	0.01202
V91	0.03149	0.73995	0.20216	0.0264
V92	0.44526	0.01849	0.41576	0.12049
V93	0.89298	0.01935	9e-05	0.08758
V94	0.01449	0.44732	0.02724	0.51095
V95	0.25762	0.42251	0.17713	0.14275
V96	0.06678	0.1056	0.03549	0.79212
V97	0.68279	0.0928	0.21951	0.0049
V98	0.69104	0.29677	0.00035	0.01183
