Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0.07742	0.03365	0.88893	0	0	0
V2	0.67542	0.14683	0	0.0687	0.10906	0
V3	0	0.08069	0.17916	0	0	0.74015
V4	0.22514	0.52614	0	0.10656	0.08014	0.06203
V5	0	0.05031	0	0.72501	0.22467	0
V6	0.088	0.04478	0.14896	0.03303	0.13669	0.54854
V7	0	0.42395	0	0.02499	0.55106	0
V8	0.83473	0.08561	0	0.07117	0.00849	0
V9	0.21677	0.19915	0	0.31185	0	0.27222
V10	0.51894	0.07975	0.03029	0.36479	0.00623	0
V11	0.00443	0.9386	0.0099	0.04368	0.00339	0
V12	0	0.02482	0	0	0	0.97518
V13	0.01049	0.59044	0.3933	0.00576	0	0
V14	0.00865	0.06117	0	0.93018	0	0
V15	0.59064	0.10396	0	0.10005	0.20534	0
V16	0	0.02604	0	0.50932	0.33961	0.12503
V17	0	0.03591	0.09236	0	0	0.87172
V18	0.83245	0.16755	0	0	0	0
V19	0.67695	0.08044	0.18059	0	0.06202	0
V20	0.74727	0.0984	0.07747	0.07686	0	0
V21	0	0.04474	0	0	0	0.95526
V22	0.22581	0.06362	0	0.06436	0.64428	0.00192
V23	0.05392	0.02118	0.37972	0	0.54518	0
V24	0.1704	0.02287	0	0.12781	0.6631	0.01582
V25	0.5383	0.30061	0	0.1333	0.02778	0
V26	0.32568	0.0317	0	0	0.64262	0
V27	0	0.00505	0.13834	0	0	0.85661
V28	0.01073	0.29661	0.16909	0.30753	0	0.21605
V29	0	0.71443	0.09879	0.08694	0	0.09984
V30	0.20916	0.23171	0.08613	0	0.23399	0.239
V31	0.76036	0.05931	0.18033	0	0	0
V32	0	0.03753	0.37933	0.58314	0	0
V33	0.2763	0.4433	0.2804	0	0	0
V34	0	0	0.59809	0.01324	0.38868	0
V35	0	0.073	0.19698	0.6591	0.07092	0
V36	0.06065	0.57041	0.13121	0.01642	0.22132	0
V37	0	0.02621	0.86908	0	0	0.10471
V38	0	0	0.07599	0	0	0.92401
V39	0.65607	0.07915	0	0.26479	0	0
V40	0	0.59004	0	0.23428	0.09997	0.0757
V41	0.76973	0.05537	0	0	0	0.1749
V42	0.28308	0.04114	0.62121	0	0	0.05457
V43	0.22396	0.45703	0	0.028	0.25986	0.03115
V44	0.01799	0.95987	0	0.02214	0	0
V45	0.49127	0.35569	0.02395	0	0	0.12909
V46	0	0.01052	0	0.36265	0.34391	0.28292
V47	0.00435	0.47383	0	0.21458	0.25472	0.05253
V48	0	0.68511	0.2441	0.00925	0.06154	0
V49	0	0.89854	0	0.02552	0.07594	0
V50	0	0	0.2955	0.00441	0.64979	0.0503
V51	0	0	0	0.00681	0.99319	0
V52	0	0.61395	0.33685	0.04921	0	0
V53	0.17315	0.01226	0.05186	0.02381	0.73894	0
V54	0.03808	0.14124	0.70372	0.04583	0.02345	0.04768
V55	0	0.02903	0.08268	0.0383	0.85	0
V56	0	0.04137	0.85669	0.10194	0	0
V57	0.05316	0.41907	0	0	0.12979	0.39799
V58	0.00325	0.02818	0.96857	0	0	0
V59	0	0.04452	0	0.95548	0	0
V60	0.51752	0.0639	0	0.41858	0	0
V61	0.24296	0.16403	0	0.19389	0.01983	0.37929
V62	0.60384	0.07142	0.04976	0.10597	0.08251	0.08649
V63	0	0.58327	0	0.09737	0	0.31936
V64	0	0.08568	0	0	0.91432	0
V65	0.58825	0.15926	0	0	0.02696	0.22552
V66	0.55015	0.06592	0.10467	0	0.27926	0
V67	0	0.166	0.3549	0.28151	0	0.19759
V68	0.91738	0.07511	0	0	0.00751	0
V69	0.53939	0.0706	0	0	0	0.39001
V70	0	0.04222	0.2442	0.70829	0.00529	0
V71	0	0.279	0	0.14744	0.40514	0.16841
V72	0.7003	0.15088	0.06119	0	0.04981	0.03782
V73	0.00729	0.04285	0.08193	0.86792	0	0
V74	0	0.14152	0	0.85848	0	0
V75	0	0.91882	0	0.06463	0.01655	0
V76	0	0.01633	0.83619	0.02164	0.12584	0
V77	0.06427	0.16928	0.08348	0.64352	0	0.03946
V78	0.58148	0.15261	0.03101	0.12011	0	0.11479
V79	0	0.59844	0	0	0	0.40156
V80	0	0.64971	0	0	0	0.35029
V81	0.7937	0.14156	0.06368	0	0.00107	0
V82	0	0.83311	0	0.08288	0.08402	0
V83	0.11281	0.18193	0	0.51324	0.12377	0.06825
V84	0.37616	0.06481	0.07169	0.48734	0	0
V85	0.85906	0.06911	0.07183	0	0	0
V86	0.19289	0.07174	0.10504	0.34905	0	0.28127
V87	0	0.03376	0	0.96624	0	0
V88	0	0.05734	0	0.65246	0	0.2902
V89	0	0.16829	0.51083	0	0	0.32088
V90	0.03478	0.73837	0.15649	0.02355	0.04681	0
V91	0.03328	0.01311	0	0.13721	0.81627	0.00013
V92	0	0.05534	0	0.0088	0.93586	0
V93	0.08064	0.09288	0	0.11081	0.26776	0.4479
