CD56NK	CD4MemoryT	CD19B	CD14
V1	0.34415	0.00346	0.18952	0.46288
V2	0.06066	0.05801	0.03247	0.84885
V3	0.03013	0.5479	0.00821	0.41377
V4	0.75525	0.18377	0.00017	0.06081
V5	0.06239	0.45755	0.23752	0.24254
V6	0.04598	0.89497	0.02038	0.03867
V7	0.0697	0.31083	0.06813	0.55135
V8	0.08461	0	0.85461	0.06078
V9	0.10783	0.19809	0.02844	0.66564
V10	0.01133	0	0.89905	0.08962
V11	0.1324	0.38719	0.46758	0.01282
V12	0.01706	0.5959	0.36149	0.02556
V13	0.16623	0.78631	0.00526	0.0422
V14	0.04046	0.94263	0.00515	0.01176
V15	0.06611	0.58178	0.11336	0.23874
V16	0.81604	0.06449	0.03565	0.08382
V17	0.05188	0.89699	0.01227	0.03886
V18	0.40583	0.45209	0.05731	0.08477
V19	0.0964	0.87237	0.00501	0.02622
V20	0.08045	0.41477	0.01515	0.48963
V21	0.08473	0.03422	0.82054	0.06051
V22	0.00734	0.05644	0.14222	0.794
V23	0.26477	0.0276	0.69244	0.01519
V24	0.89861	0.0439	0.0554	0.00209
V25	0.19018	0.23341	0.12748	0.44893
V26	0.22806	0.41601	0.01921	0.33673
V27	0.03698	0.02965	0.00722	0.92615
V28	0.00034	0.01191	0.98727	0.00048
V29	0.30569	0.01514	0.61174	0.06743
V30	0.05151	0.17667	0.23504	0.53677
V31	0.10618	0.1712	0.27637	0.44626
V32	0.0282	0.00997	0.01368	0.94816
V33	0.02813	0.4814	0.33839	0.15208
V34	0.08478	0.01445	0.84006	0.06071
V35	0.0979	0.76315	0.0837	0.05525
V36	0.00372	0.01642	0.38713	0.59273
V37	0.33087	0.06861	0.10395	0.49656
V38	0.23651	0	0.16954	0.59395
V39	0.09317	0.56245	0.12581	0.21856
V40	0.05997	0.86493	0.07509	0
V41	0.00465	0.60105	0.03728	0.35702
V42	0.10218	0.01569	0.17144	0.71069
V43	0.08242	0.34824	0.51157	0.05776
V44	0.01012	0.04778	0.68268	0.25943
V45	0.05778	0.59044	0.21143	0.14035
V46	0.68702	0.10393	0.19048	0.01857
V47	0.30554	0.217	0.37781	0.09965
V48	0.66941	0.26344	0.00951	0.05764
V49	0.55269	0.26422	0	0.18309
V50	0.04095	0.86534	0.08234	0.01137
V51	0.19846	0.45629	0.28397	0.06128
V52	0.01758	0.08692	0.83726	0.05824
V53	0.60059	0.17406	0.22417	0.00118
V54	0.29157	0.2205	0.43979	0.04815
V55	0.10779	0.10533	0.21703	0.56985
V56	0.01561	0.00354	0.05107	0.92979
V57	0.05874	0.89504	0.02094	0.02529
V58	0.40559	0.00396	0.0478	0.54265
V59	0.28628	0.49066	0.12755	0.0955
V60	0.06868	0.12491	0.29309	0.51332
V61	0.6412	0.14887	0.01833	0.19161
V62	0.79559	0.04917	0.1146	0.04064
V63	0.01128	0.83609	0.11482	0.03781
V64	0.00525	0.80074	0	0.19401
V65	0.00334	0	0.05775	0.93891
V66	0.12791	0.73701	0.01998	0.11511
V67	0.09708	0.34263	0.53212	0.02817
V68	0.06723	0.10777	0.01334	0.81165
V69	0.01703	0.30063	0.5967	0.08564
V70	0.36407	0.1735	0.21927	0.24317
V71	0.0852	0.0511	0.34354	0.52016
V72	0.37795	0.18119	0.11426	0.3266
V73	0.08934	0.62995	0.13874	0.14197
V74	0.03739	0.21496	0.7476	5e-05
V75	0.5331	0	0.26384	0.20306
V76	0	0.12053	0.13132	0.74815
V77	0.01683	0.21897	0.00124	0.76296
V78	0.16293	0.09935	0.17685	0.56087
V79	0.00502	0.07223	0.77714	0.14561
V80	0.22908	0.00419	0.60156	0.16517
V81	0.03745	0.14608	0.8034	0.01307
V82	0.00015	0.04029	0.94552	0.01403
V83	0.05802	0.133	0.05439	0.75458
V84	0.21737	0.03546	0.16131	0.58586
V85	0.06231	0.29529	0.3792	0.2632
V86	0.03049	0.02441	0.87018	0.07492
V87	0.02172	0.8201	0.05158	0.1066
V88	0.07852	0.03921	0.22662	0.65565
V89	0.00733	0.00282	0.14043	0.84941
V90	0.01706	0.90426	0.05399	0.02469
V91	0.02216	0.74415	0.18097	0.05272
V92	0.29545	0.0123	0.44085	0.2514
V93	0.73973	0.01998	0	0.24028
V94	0.00816	0.35773	0.01296	0.62115
V95	0.14943	0.44893	0.16165	0.23999
V96	0.0295	0.06614	0.01323	0.89113
V97	0.54716	0.1391	0.29635	0.01739
V98	0.53165	0.4327	0	0.03566
V99	0.68902	0.06129	0.23101	0.01867
V100	0.05075	0.00633	0.89849	0.04444
V101	0.00366	0.01238	0	0.98397
V102	0.85854	0.08573	0.01234	0.04339
V103	0.00333	0.02308	0.05791	0.91567
V104	0.01742	0.96591	0.00507	0.01159
V105	0.03465	0.94085	0.01292	0.01158
V106	0.07335	0.53189	0.32351	0.07125
V107	0.1176	0.2002	0.59064	0.09157
V108	0.09208	0.81245	0.09547	0
V109	0.00967	0.12923	0.52128	0.33983
V110	0.03437	0.89053	0.03674	0.03836
V111	0.85713	0	0.12162	0.02125
V112	0.06861	0.04218	0.3871	0.50211
V113	0.08738	0.07856	0.14537	0.6887
V114	0.10865	0.03062	0.06411	0.79662
V115	0.00582	0.7667	0.21619	0.01129
V116	0.08006	0.29837	0.35484	0.26673
V117	0.50866	0.35141	0.05018	0.08975
V118	0.08733	0.55982	0.03272	0.32013
V119	0.04755	0.05118	0.0327	0.86857
V120	0.05072	0.04718	0.87321	0.02888
V121	0.39139	0.14624	0.11517	0.3472
V122	0.91623	0.01248	0.02626	0.04504
V123	0.00411	0.43108	0.03429	0.53052
V124	0.48044	0.39552	0	0.12404
V125	0.25428	0.49528	0.20441	0.04604
V126	0.01612	0.10322	0.03183	0.84883
V127	0.07632	0.03079	0.21292	0.67997
V128	0.01143	0.00349	0.07108	0.91401
V129	0.41971	0.29947	0.2113	0.06952
V130	0.00574	0.6681	0.31481	0.01135
V131	0.01625	0.86642	0	0.11733
V132	0.8741	0.01032	0.05086	0.06471
V133	0.84334	0.02287	0.0914	0.04239
V134	0.05679	0.35122	0.11339	0.4786
V135	0.03386	0.00841	0.12861	0.82912
V136	0.12496	0.38348	0.0091	0.48246
V137	0.48827	0.03761	0.32715	0.14697
V138	0.11735	0.40112	0.17404	0.30749
V139	0.20279	0.20582	0.20059	0.3908
V140	0.01136	0.05695	0.03125	0.90044
V141	0.03816	0.1299	0.48726	0.34468
V142	0.68461	0	0.3139	0.00149
V143	0.2566	0.27746	0.07328	0.39267
V144	0.0795	0.1263	0.1422	0.652
V145	0.00082	0.77268	0.21522	0.01128
V146	0.01977	0.0042	0.01411	0.96192
V147	0.82365	0.0355	0.03567	0.10518
V148	0.07334	0.05481	0.54069	0.33116
V149	0.16605	0.58378	0.23725	0.01292
V150	0.05525	0.23491	0.57576	0.13408
V151	0.11776	0.64494	0.03525	0.20205
V152	0.14034	0.4696	0.22578	0.16428
V153	0.06106	0.74397	0.01817	0.1768
V154	0.15233	0.5027	0.28569	0.05927
V155	0.31607	0.16011	0.33445	0.18937
V156	0.02208	0.11865	0.65449	0.20479
V157	0.17581	0.14881	0.31525	0.36013
V158	0.00364	0	0.00881	0.98755
V159	0.77279	0.10425	1e-05	0.12295
V160	0.46908	0.00444	0.0825	0.44399
V161	0.08903	0.00336	0.02066	0.88695
V162	0.0323	0.23871	0.06217	0.66682
V163	0.05389	0.45753	0.15367	0.3349
V164	0.19314	0.31513	0.10881	0.38291
V165	0.00368	0.20079	0	0.79553
V166	0.0034	0.06545	0.04521	0.88594
V167	0.16361	0	0.00258	0.83382
V168	0.1736	0.63402	0.08713	0.10525
V169	0.07902	0.03679	0.02625	0.85794
V170	0.05897	0.0095	0.46914	0.46238
V171	0.08262	0.24444	0.5988	0.07414
V172	0.59173	0	0.39019	0.01808
V173	0.01183	0.10404	0.02545	0.85867
V174	0.00737	0.11707	0.05097	0.82459
V175	0.04049	0	0.75266	0.20685
V176	0.00586	0.82239	0.16061	0.01115
V177	0.00633	0.96871	0	0.02496
V178	0.00492	0.7036	0.00241	0.28907
V179	0.08176	0.00281	0.33888	0.57655
V180	0.0175	0.90928	0.07322	0
V181	0.09686	0.11927	0.52761	0.25626
V182	0.1928	0.19249	0.50184	0.11287
V183	0.10975	0.87258	0.00539	0.01228
V184	0.97931	0.00153	0.01665	0.00251
V185	0.4086	0.55831	0.01764	0.01545
V186	0.06916	0.47688	0.25118	0.20278
V187	0.91135	0.01263	0.05388	0.02214
V188	0.02612	0.17839	0	0.7955
V189	0.62007	0.02737	0.02752	0.32504
V190	0.52592	0.00743	0.44925	0.01739
V191	0.11799	0.21418	0.59226	0.07557
V192	0.17252	0.4859	0.05336	0.28822
V193	0.4176	0.03407	0.29763	0.25069
V194	0.02274	0.93457	0.0045	0.03819
V195	0.00594	0.00872	0.97109	0.01426
V196	0.00346	0.0446	0.00212	0.94982
V197	0.20403	0.04006	0.02235	0.73355
V198	0.04108	0.50541	0.35559	0.09792
V199	0.07287	0.01511	0.13863	0.77339
V200	0.06707	0.52784	0.01594	0.38915
V201	0.05586	0.5399	0.1788	0.22543
V202	0.01	0.00439	0.71167	0.27393
V203	0.10323	0.45512	0.39979	0.04186
V204	0.004	0.43816	0.00124	0.5566
V205	0.01181	0.03797	0.92135	0.02887
V206	0.03123	0.08003	0.87528	0.01345
V207	0.0585	0.15048	0.04046	0.75056
V208	0.16689	0.05769	0.74514	0.03028
V209	0.17501	0.49259	0.07308	0.25933
V210	0.05199	0.77698	0.08958	0.08145
V211	0.20993	0.00929	0.02958	0.75119
V212	0.36987	0.0379	0.54137	0.05086
V213	0.4189	0.03186	0.13551	0.41373
V214	0.18122	0.15369	0.16377	0.50132
V215	0.13209	0.07907	0.01424	0.77461
V216	0.01144	0	0.00846	0.9801
V217	0.02656	0.45346	0.20641	0.31357
V218	0.05333	0.41209	0.15149	0.38309
V219	0.0575	0.59806	0.00912	0.33531
V220	0.00514	0.77136	0.00272	0.22079
V221	0.59601	0.00655	0.00693	0.39051
V222	0.18781	0.13183	0.37949	0.30087
V223	0.00507	0.12378	0.7404	0.13075
V224	0.9525	0.00116	0.04397	0.00237
V225	0.03484	0.89872	0.05509	0.01135
V226	0.20576	0.08215	0.68123	0.03086
V227	0.66904	0	0.29282	0.03814
V228	0.60316	0.08995	0.09715	0.20974
V229	0.01169	0.00708	0.93686	0.04437
V230	0.00347	0.01163	0.00838	0.97652
V231	0.00775	0.21128	0.0812	0.69977
V232	0.02506	0.58238	0	0.39256
V233	0.38082	0.10059	0.24112	0.27747
V234	0.02274	0.92401	0.02854	0.02472
V235	0.25649	0.05857	0.6196	0.06534
V236	0.02952	0.05241	0.7836	0.13448
V237	0.06633	0.00353	0.02086	0.90929
V238	0.07919	0.57755	0.25812	0.08513
V239	0.03235	0.32864	0.01314	0.62587
V240	0.3423	0.03587	0.51851	0.10333
V241	0.01108	0	0.86955	0.11937
V242	0.07835	0.80278	0.09338	0.02549
V243	0.15507	0.03234	0.67061	0.14199
V244	0.12789	0	0.71614	0.15598
V245	0.42462	0.38546	0.06796	0.12196
V246	0.03677	0.14177	0.77884	0.04262
V247	0.10798	0.00801	0.88359	0.00042
V248	0.0073	0.01694	0.0259	0.94985
V249	0	0.02455	0.85722	0.11823
V250	0.64777	0	0.33362	0.01861
V251	0.89098	0.07381	0.01326	0.02195
V252	0.0062	0.85004	0.14375	0
V253	0.19455	0.0624	0.16015	0.5829
V254	0.00619	0.9369	0.04556	0.01135
V255	0.02801	0.90679	0	0.0652
V256	0.10829	0.21671	0.5243	0.1507
V257	0.25041	0.09875	0.24845	0.40239
V258	0.10413	0.26487	0.41896	0.21204
V259	0.02303	0.29293	0.61249	0.07155
V260	0.00029	0.28521	0.70199	0.01251
V261	0.41626	0.03346	0.24584	0.30443
V262	0.03731	0.03661	0.00724	0.91884
V263	0.01159	0.95032	0	0.03809
V264	0.08651	0.02573	0.39634	0.49142
V265	0.01142	0	0.09098	0.8976
V266	0.49214	0.49775	0.00924	0.00087
V267	0	0.13775	0.22282	0.63943
V268	0.19616	0.01697	0.13301	0.65385
V269	0.00529	0.54982	0.36343	0.08146
V270	0.47119	0.02507	0.32299	0.18075
V271	0.62682	0.09226	0.0511	0.22982
V272	0.03281	0.79872	0.01031	0.15816
V273	0.01959	0.01011	0.01975	0.95055
V274	0.51745	0	0.24667	0.23588
V275	0.00017	0.00951	0.97571	0.01461
V276	0.31502	0.39503	0.01267	0.27728
V277	0.017	0.15461	0.11838	0.71001
V278	0.01617	0.03487	0.21068	0.73828
V279	0.49207	0.07008	0.14753	0.29032
V280	0.00364	0	0.00881	0.98755
V281	0.33564	0.02891	0.15611	0.47934
V282	0.03611	0.05381	0.80611	0.10397
V283	0.1181	0.58882	0.06142	0.23166
V284	0.0172	0.91718	0.05434	0.01128
V285	0.04545	8e-05	0.95409	0.00039
V286	0.14423	0.58085	0.11291	0.16202
V287	0.05784	0.89071	0.01233	0.03911
V288	0.00946	0.24377	0.36982	0.37695
V289	0.1751	0.23531	0.44801	0.14158
V290	0.71255	0.26282	0.02322	0.00141
V291	0.34888	0.0748	0.54344	0.03289
V292	0.83977	0.01027	0.00031	0.14965
V293	0.19508	0.00512	0.72005	0.07975
V294	0.04051	0.29561	0	0.66388
V295	0.00771	0.13002	0.14106	0.7212
V296	0.10912	0.11618	0.61985	0.15484
V297	0.02815	0	0.04445	0.9274
V298	0.19922	0.10526	0.66479	0.03072
V299	0.03123	0.21315	0.00704	0.74858
V300	0	0.01562	0.1608	0.82359
V301	0.07296	0.10111	0.62763	0.19831
V302	0.48815	0.47716	0	0.03469
V303	0.00051	0.59364	0.35333	0.05252
V304	0.03346	0.0116	0.69011	0.26483
V305	0.06582	0.13995	0.41757	0.37667
V306	0.66246	0.14033	0.07954	0.11767
V307	0.01163	0.95119	0.01242	0.02476
V308	0.12223	0.21762	0.28275	0.3774
V309	0.17619	0.30944	0.02474	0.48963
V310	0.03888	0.26153	0.12124	0.57835
V311	0.35691	0.6207	0.00742	0.01498
V312	0.05948	0.7624	0.13885	0.03927
V313	0	0.07264	0.0075	0.91986
V314	0.00903	0.40865	0.09053	0.4918
V315	0.06362	0.59158	0.03192	0.31288
V316	0.18002	0.13272	0.40235	0.28491
V317	0.04853	0.66362	0.04053	0.24732
V318	0.01853	0.47189	0.00755	0.50203
V319	0.03698	0.04539	0.85844	0.05919
V320	0.04644	0.13035	0.61465	0.20856
V321	0.48083	0.50928	0.00908	0.00082
V322	0.09129	0.28602	0.06148	0.56121
V323	0.01992	0.00907	0.05764	0.91338
V324	0.49767	0.35243	0.0971	0.0528
V325	0.1895	0.73653	0.06109	0.01288
V326	7e-05	0.48234	0.07362	0.44398
V327	0.00736	0.10141	0.07117	0.82007
V328	0.02773	0.01147	0.68393	0.27687
V329	0.07474	0.08507	0.13406	0.70612
V330	0.22176	0.00293	0.34707	0.42824
V331	0.15856	0.07207	0.03603	0.73334
V332	0.00323	0.02886	0.12659	0.84132
V333	0.26835	0.07489	0.4416	0.21516
V334	0.19675	0.00279	0.35881	0.44164
V335	0.01602	0.31562	0.46951	0.19886
V336	0.10003	0.71367	0.01883	0.16747
V337	0.17515	0.45051	0.31388	0.06045
V338	0.00125	0.98186	0.00522	0.01167
V339	0.07902	0	0.90683	0.01415
V340	0.03265	0.20397	0.47296	0.29042
V341	0.00722	0.0166	0.03793	0.93826
V342	0.14721	0	0.62054	0.23225
V343	0.93499	0.02789	0.01418	0.02294
V344	0.53276	0.21115	0.25515	0.00095
V345	0.00629	0.01047	0.98282	0.00042
V346	0.11746	0.09912	0.26386	0.51955
V347	0.01624	0.00343	0.08684	0.89349
V348	0.03283	0.62091	0.12842	0.21783
V349	0.20989	0.17467	0.42089	0.19455
V350	0.01737	0.81906	0.16357	0
V351	0.00776	0.0153	0.29931	0.67763
V352	0.02967	0.00544	0.83115	0.13374
V353	0.75061	0.03102	0.05579	0.16257
V354	0.02856	0.69568	0.20898	0.06678
V355	0.15626	0.06729	0.46304	0.31341
V356	0.01143	0.00929	0.0644	0.91488
V357	0.05941	0.30176	0.24776	0.39107
V358	0.31905	0.11019	0.05508	0.51567
V359	0.33421	0.05756	0.03624	0.57199
V360	0.38026	0.56079	0.02683	0.03211
V361	0.00044	0.45831	0.52924	0.01201
V362	0.00123	0.9742	0.013	0.01157
V363	0.08965	0.10206	0.43592	0.37238
V364	0.09436	0.05104	0.68725	0.16736
V365	0.113	0.01725	0.00828	0.86147
V366	0.04331	0.65076	0.07478	0.23115
V367	0.33891	0.15408	0.00388	0.50313
V368	0.05048	0.72218	0.07793	0.14941
V369	0.01149	0.4085	0.56794	0.01207
V370	0.18563	0.30522	0.44774	0.06141
V371	0.10771	0.75044	0.02822	0.11364
V372	0.06763	0.03672	0.09089	0.80476
V373	0.04262	0.11628	0.41743	0.42367
V374	0.66335	0.00957	0.32564	0.00143
V375	0.01604	0.02241	0.09953	0.86202
V376	0.01136	0.01615	0.06393	0.90856
V377	0.55047	0	0.01552	0.43402
V378	0.00341	0.01543	0.30599	0.67517
V379	0.16192	0.18084	0.00885	0.64839
