Neutrophils	Monocytes_CD14.CD16.	Macrophage	T_cells_.CD4..	NK_cells
V1	0.35729	0.11059	0.25363	0.10403	0.17447
V2	0	0.86812	0.01414	0.01096	0.10677
V3	0.02738	0	0.43174	0.45335	0.08754
V4	0	0	0.24809	0	0.75191
V5	0	0	0.03967	0.03792	0.92242
V6	0.36211	0	0.27262	0.21679	0.14848
V7	0	0.01943	0.45084	0.02192	0.50781
V8	0	0.03503	0.81227	0.04737	0.10533
V9	0.01377	0	0.23738	0.666	0.08285
V10	0.47412	0.01392	0.4389	0	0.07306
V11	0.0048	0.00557	0.09536	0	0.89426
V12	0.0505	0	0.22145	0.31322	0.41483
V13	0.12158	0.00523	0.00986	0.46245	0.40089
V14	0.13187	0	0.04103	0.68819	0.13892
V15	0	0	0	0.88002	0.11998
V16	0.59483	0.04056	0	0.30933	0.05529
V17	0.02963	0.28113	0	0	0.68924
V18	0.04065	0.43907	0.24339	0.20151	0.07537
V19	0.0059	0.00605	0	0.05847	0.92958
V20	0	0	0.68292	0.21351	0.10357
V21	0	0.27506	0.11659	0.13029	0.47806
V22	0.84874	0.06112	0.03264	0	0.05751
V23	0.06458	0	0	0.08422	0.85121
V24	0.51356	0.10729	0	0	0.37915
V25	0	0	0	0.45423	0.54577
V26	0.52704	0.20545	0.02791	0	0.2396
V27	0.07744	0.54362	0.15954	0	0.2194
V28	0	0.02575	0.18625	0.67793	0.11007
V29	0	0	0.29584	0.60953	0.09463
V30	0.78832	0.08789	0	0	0.12379
V31	0.46049	0.1207	0	0.20908	0.20973
V32	0.92411	0	0	0	0.07589
V33	0	0.21804	0	0.06023	0.72173
V34	0.05971	0.87054	0	0	0.06975
V35	0.0418	0.65856	0.2296	0	0.07003
V36	0	0.18532	0.16712	0.03417	0.6134
V37	0.77258	0	0	0	0.22742
V38	0.10339	0	0.50065	0.19238	0.20358
V39	0.34805	0.01061	0.33167	0	0.30967
V40	0.19585	0.66114	0	0.05838	0.08463
V41	0	0.87289	0	0	0.12711
V42	0.89788	0.01485	0	0	0.08727
V43	0.49708	0.11588	0.32832	0	0.05872
V44	0	0.29196	0.53737	0	0.17067
V45	0	0.72513	0.06175	0.10849	0.10464
V46	0.0612	0.83015	0.02894	0	0.0797
V47	0	0.04727	0.83027	0	0.12246
V48	0.15317	0.09927	0.21699	0.35084	0.17973
V49	0.49681	0.12968	0.20991	0.10499	0.05861
V50	0	0.06309	0.82544	0	0.11148
V51	0.07687	0.29293	0.19741	0.00343	0.42936
V52	0	0.9228	0	0	0.0772
V53	0	0.12698	0	0.77643	0.09659
V54	0.20209	0	0	0.5768	0.22111
V55	0.04203	0	0	0.85752	0.10045
V56	0.03757	0	0	0.78601	0.17642
V57	0.13455	0.12194	0.57	0	0.17351
V58	0.03993	0	0.12643	0.18113	0.65251
V59	0.89484	0	0.05792	0	0.04724
V60	0.4666	0.19848	0.10268	0.08347	0.14877
V61	0.20643	0	0	0.20223	0.59134
V62	0.0284	0	0.32766	0.10186	0.54208
V63	0.43188	0.26956	0.02766	0	0.2709
V64	0.94151	0.00753	0	0	0.05097
V65	0.05962	0.03235	0.01335	0.69059	0.2041
V66	0	0	0.1038	0.79875	0.09745
V67	0	0	0.36086	0.04849	0.59065
V68	0.49298	0	0.38717	0	0.11985
V69	0.63048	0.0991	0.17564	0	0.09479
V70	0.00361	0.77695	0.00592	0.12824	0.08528
V71	0.04144	0.85818	0.00489	0.01726	0.07822
V72	0	0.45316	0	0	0.54684
V73	0.02037	0	0.07752	0.63382	0.26829
V74	0	0.01628	0	0.82017	0.16355
V75	0.47929	0.17523	0.28294	0	0.06254
V76	0	0	0	0.85073	0.14927
V77	0	0.035	0.84224	0.0134	0.10936
V78	0	0.05092	0.83023	0	0.11885
V79	0.03992	0.46044	0.00385	0.10805	0.38774
V80	0.07611	0.7911	0	0	0.13279
V81	0	0.05016	0.83393	0	0.11592
V82	0.22782	0.11865	0	0.57431	0.07923
V83	0.07659	0.0336	0	0.60685	0.28296
V84	0.07413	0.17658	0	0	0.74929
V85	0	0.04948	0.83345	0	0.11707
V86	0	0.22857	0.28681	0.40014	0.08448
V87	0.47512	0	0.00955	0.44592	0.06941
V88	0.34216	0.14673	0.02354	0.17578	0.3118
V89	0.00799	0.1166	0.77065	0.00599	0.09876
V90	0	0.19751	0.03112	0.05779	0.71358
V91	0	0	0.05236	0.8471	0.10054
V92	0.27961	0.00864	0	0	0.71175
V93	0	0.03852	0.148	0.56409	0.24939
V94	0.00135	0.16983	0	0.24333	0.58549
V95	0.03011	0.2577	0	0.06155	0.65064
V96	0.84652	0	0	0	0.15348
V97	0.17863	0	0.01707	0.07563	0.72867
V98	0.00562	0.41759	0.17115	0.0916	0.31406
V99	0.54633	0.10803	0	0.19305	0.15259
V100	0.59698	0.15973	0.01994	0	0.22334
V101	0	0.92512	0	0	0.07488
V102	0.33597	0.24541	0.11915	0.06245	0.23702
V103	0.12743	0	0	0	0.87257
V104	0	0.47079	0.05501	0	0.47419
V105	0	0.00015	0.01925	0.05261	0.92799
V106	0	0.79679	0.10906	0	0.09415
V107	0.00822	0.22747	0.65883	0.00942	0.09607
V108	0	0.18519	0.71542	0	0.09938
V109	0.02305	0.21965	0.02909	0.29238	0.43583
V110	0.14625	0.54437	0.16237	0.07258	0.07443
V111	0.26902	0.22353	0.44497	0	0.06247
V112	0.16484	0	0.08083	0.50781	0.24652
V113	0.26063	0	0.08437	0.11881	0.53619
V114	0.63483	0.05024	0.02187	0.14193	0.15114
V115	0.88063	0	0	0	0.11937
V116	0	0.01174	0	0.0226	0.96566
V117	0.01664	0.02106	0.79318	0.05376	0.11535
V118	0.01174	0	0	0.86687	0.12138
V119	0.33684	0	0.38067	0.22192	0.06057
V120	0	0.0084	0.77955	0.08566	0.12639
V121	0.14499	0.74732	0	0	0.10769
V122	0	0.41777	0.05859	0.22961	0.29403
V123	0.56127	0.00075	0.05296	0.16661	0.21841
V124	0.22872	0.08424	0.03684	0.22007	0.43014
V125	0	0.45954	0.45521	0	0.08525
V126	0.14762	0.18003	0.22252	0.08079	0.36904
V127	0.27957	0	0.63628	0.00593	0.07822
V128	0.15359	0.77572	0	0	0.07069
V129	0.29005	0	0.27671	0.15395	0.27929
V130	0	0.54841	0.00544	0.21484	0.23131
V131	0	0	0.19939	0.71278	0.08783
V132	0.37216	0	0	0.33789	0.28996
V133	0	0.03651	0.56839	0.05531	0.33979
V134	0.04019	0.02839	0.77185	0	0.15957
V135	0	0.10073	0.71451	0	0.18475
V136	0.94499	0	0	0	0.05501
V137	0.91952	0.01249	0	0	0.06799
V138	0.27357	0.1304	0.05726	0.10435	0.43442
V139	0.08543	0	0.12853	0.7032	0.08284
V140	0	0	0.15738	0	0.84262
V141	0	0.2158	0.62274	0.06681	0.09465
V142	0.2174	0	0.34134	0.09507	0.34619
V143	0	0.18705	0.48772	0.11945	0.20578
V144	0.54904	0.21433	0.03981	0.0774	0.11942
V145	0	0.04608	0.831	0	0.12292
V146	0	0.35575	0	0.31965	0.3246
V147	0.06802	0.05682	0.68614	0.07827	0.11075
V148	0.10613	0.81681	0	0	0.07706
V149	0	0	0	0.85068	0.14932
V150	0.11377	0.18813	0.56676	0	0.13134
V151	0.45088	0	0	0.40087	0.14825
V152	0	0	0.08416	0.76884	0.147
V153	0.15887	0.18515	0.47221	0.00065	0.18312
V154	0.07525	0.66204	0	0	0.26271
V155	0	0	0.1044	0.79879	0.09681
V156	0.08019	0	0.42934	0.13389	0.35658
V157	0.07483	0.00123	0.16983	0.29796	0.45614
V158	0.19836	0	0.46761	0	0.33403
V159	0.08269	0.18683	0	0.62319	0.10729
V160	0.51246	0.15148	0.07018	0	0.26588
V161	0.241	0	0.03292	0	0.72608
V162	0	0.06044	0.82239	0	0.11717
V163	0.03775	0	0	0.03423	0.92802
V164	0.91536	0.04056	0	0	0.04408
V165	0.65161	0.20808	0.05554	0	0.08477
V166	0.01197	0	0.22041	0.62235	0.14528
V167	0	0.70137	0	0.0958	0.20282
V168	0	0.06044	0.82239	0	0.11717
V169	0	0.74758	0.1287	0.03794	0.08578
V170	0.24093	0.41097	0.02189	0.16876	0.15746
V171	0.32738	0.05349	0.36378	0.15421	0.10115
V172	0.18056	0.23673	0.0434	0	0.53931
V173	0.21465	0.06275	0.06948	0.43641	0.21671
V174	0.21145	0	0.35951	0.18319	0.24585
V175	0.04974	0.13593	0.10963	0.17467	0.53003
V176	0.36115	0	0	0.5741	0.06475
V177	0.18764	0.00802	0.56995	0.1563	0.07809
V178	0.29621	0.01651	0.47057	0.08063	0.13608
V179	0.09358	0	0	0	0.90642
V180	0	0	0.37261	0	0.62739
V181	0.03121	0.31172	0	0.02644	0.63063
V182	0.58236	0.21796	0	0.11839	0.08129
V183	0.00817	0.91185	0	0	0.07998
V184	0.32464	0	0.28058	0.31784	0.07694
V185	0.06565	0.5396	0	0.11622	0.27853
V186	0.12483	0.17391	0	0.26158	0.43969
V187	0.02682	0.71576	0	0.18024	0.07717
V188	0.90043	0.00556	0.00614	0.03466	0.0532
V189	0.47894	0.22604	0.00405	0.23038	0.06058
V190	0.45948	0.03825	0.20742	0	0.29485
V191	0.20563	0.19359	0	0.43643	0.16435
V192	0.34689	0.17214	0.10829	0.19715	0.17554
V193	0.03502	0.21375	0.53885	0	0.21238
V194	0.30672	0.01453	0.06942	0.07513	0.53421
V195	0.58564	0.15459	0.20673	0	0.05304
V196	0	0	0.0393	0.03897	0.92173
V197	0.00982	0.90789	0	0	0.08229
V198	0.23957	0.2269	0.00248	0.19481	0.33624
V199	0.77747	0	0.17988	0	0.04265
V200	0.81824	0	0	0	0.18176
V201	0.00347	0	0	0.75201	0.24452
V202	0.89779	0.0493	0	0	0.05291
V203	0.57783	0.25894	0	0	0.16323
V204	0.38973	0.05111	0	0	0.55916
V205	0.11344	0	0.11219	0.05142	0.72295
