CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.13087	0.01353	0.70099	0.03839	0.0561	0.06012
V2	0.44866	0.09916	0.08102	0.10454	0.1671	0.09951
V3	0.25527	0.03959	0.22406	0.02795	0.07555	0.37758
V4	0.22526	0.34341	0.06613	0.09153	0.16835	0.10531
V5	0.06853	0.04925	0.01667	0.48404	0.35259	0.02891
V6	0.25322	0.01139	0.19094	0.05827	0.18748	0.29869
V7	0.09389	0.31817	0.04304	0.05591	0.44671	0.04228
V8	0.52779	0.04237	0.09155	0.10993	0.09017	0.13819
V9	0.2762	0.12894	0.05765	0.20984	0.12844	0.19892
V10	0.37127	0.03386	0.10159	0.2655	0.12953	0.09825
V11	0.13155	0.59145	0.07287	0.04784	0.11681	0.03948
V12	0.27221	0.01384	0.11482	0.03314	0.07932	0.48668
V13	0.12223	0.40479	0.28649	0.04851	0.09389	0.0441
V14	0.11181	0.02519	0.03102	0.63297	0.1592	0.03981
V15	0.39079	0.0667	0.0666	0.11917	0.24021	0.11653
V16	0.11335	0.01527	0.03707	0.32776	0.38501	0.12156
V17	0.25673	0.02191	0.18297	0.02712	0.06964	0.44162
V18	0.54083	0.11553	0.09747	0.0472	0.08037	0.1186
V19	0.45097	0.04837	0.21304	0.03982	0.13998	0.10783
V20	0.47377	0.05418	0.14137	0.10918	0.08859	0.13291
V21	0.27668	0.02284	0.08594	0.03389	0.10796	0.47269
V22	0.19086	0.05475	0.05147	0.09229	0.53233	0.07831
V23	0.09714	0.01786	0.31436	0.05263	0.47436	0.04365
V24	0.16715	0.02215	0.03945	0.12901	0.56253	0.07972
V25	0.36662	0.22114	0.06799	0.12534	0.12843	0.09048
V26	0.25408	0.02755	0.05897	0.04675	0.54503	0.06761
V27	0.23848	0.00556	0.20378	0.03322	0.07608	0.44288
V28	0.15709	0.20142	0.17531	0.19041	0.12544	0.15033
V29	0.13215	0.45078	0.13278	0.08214	0.09755	0.10459
V30	0.23625	0.16104	0.14574	0.03515	0.24483	0.17701
V31	0.49215	0.02492	0.21787	0.0507	0.07074	0.14363
