Monocytes	Neutrophils	B_cells	NK_cells	T_cells_CD4.	Macrophages
V1	0	0.13481	0.83296	0	0	0.03223
V2	0.69271	0.30729	0	0	0	0
V3	0	0.11553	0.04095	0	0	0.84352
V4	0.30406	0.63004	0	0.01651	0.00188	0.0475
V5	0	0.1243	0	0.85589	0.01982	0
V6	0	0.12247	0.11735	0	0.05865	0.70152
V7	0	0.54749	0	0.01324	0.43928	0
V8	0.73547	0.24368	0	0	0	0.02084
V9	0.07955	0.30396	0	0.19402	0	0.42247
V10	0.45691	0.23803	0	0.25355	0	0.05151
V11	0.05977	0.94023	0	0	0	0
V12	0	0.05761	0	0	0	0.94239
V13	0.02462	0.69158	0.2838	0	0	0
V14	0	0.11772	0	0.88228	0	0
V15	0.59037	0.26549	0	0	0.08665	0.0575
V16	0	0.11772	0	0.56639	0.19259	0.1233
V17	0	0.07028	0	0	0	0.92972
V18	0.69135	0.30865	0	0	0	0
V19	0.72557	0.22973	0.04471	0	0	0
V20	0.71532	0.25402	0	0	0	0.03067
V21	0	0.07575	0	0	0	0.92425
V22	0.05569	0.21663	0	0.06877	0.54169	0.11722
V23	0	0.14457	0.33729	0	0.49603	0.02211
V24	0	0.16906	0	0.15441	0.55637	0.12016
V25	0.55725	0.44275	0	0	0	0
V26	0.24587	0.19347	0	0	0.52747	0.03319
V27	0	0.04242	0	0	0	0.95758
V28	0	0.38372	0.09644	0.24518	0	0.27465
V29	0.09201	0.77791	0.03534	0.00533	0	0.08941
V30	0.17989	0.3254	0.03906	0	0.13883	0.31682
V31	0.7367	0.21386	0	0	0	0.04943
V32	0	0.12335	0.23097	0.64568	0	0
V33	0.29969	0.55463	0.1372	0	0	0.00847
V34	0	0.09986	0.63442	0	0.26572	0
V35	0	0.16161	0.05051	0.78788	0	0
V36	0.10377	0.67674	0.0768	0	0.14268	0
V37	0	0.0862	0.7414	0	0	0.17239
V38	0	0.03565	0	0	0	0.96435
V39	0.66646	0.24049	0	0.07395	0	0.01909
V40	0	0.67731	0	0.20578	0.02792	0.08899
V41	0.55984	0.19771	0	0	0	0.24245
V42	0.10098	0.16289	0.51376	0	0	0.22237
V43	0.24815	0.57395	0	0	0.1393	0.0386
V44	0.05858	0.94142	0	0	0	0
V45	0.4058	0.43785	0	0	0	0.15635
V46	0	0.0937	0	0.34344	0.22314	0.33972
V47	0	0.58255	0	0.19731	0.15905	0.06109
V48	0.0103	0.79274	0.19696	0	0	0
V49	0.07153	0.92847	0	0	0	0
V50	0	0.09113	0.19438	0	0.61604	0.09845
V51	0	0.08584	0	0.01176	0.9024	0
V52	0.01512	0.72013	0.26475	0	0	0
V53	0.02883	0.16282	0	0.03904	0.70323	0.06608
V54	0	0.23664	0.64091	0	0	0.12245
V55	0	0.13581	0	0.04969	0.8145	0
V56	0	0.12882	0.87118	0	0	0
V57	0.09724	0.46496	0	0	0.03429	0.40352
V58	0	0.09347	0.8779	0	0	0.02863
V59	0	0.09436	0	0.90564	0	0
V60	0.44703	0.22858	0	0.30106	0	0.02332
V61	0.15286	0.25885	0	0.06622	0	0.52207
V62	0.61481	0.21416	0	0	0	0.17103
V63	0	0.6216	0	0	0	0.3784
V64	0	0.19833	0	0	0.80167	0
V65	0.45453	0.26837	0	0	0	0.2771
V66	0.60116	0.22436	0.02878	0	0.14561	9e-05
V67	0	0.24906	0.27178	0.19887	0	0.28029
V68	0.77	0.23	0	0	0	0
V69	0.34539	0.17952	0	0	0	0.47509
V70	0	0.11583	0.06048	0.8237	0	0
V71	0	0.37352	0	0.1127	0.31292	0.20087
V72	0.62705	0.29066	0	0	0	0.08228
V73	0	0.1042	0	0.8958	0	0
V74	0	0.21059	0	0.78941	0	0
V75	0.03727	0.96273	0	0	0	0
V76	0	0.10139	0.89861	0	0	0
V77	0	0.27942	0	0.65098	0	0.0696
V78	0.53668	0.28118	0	0	0	0.18214
V79	0	0.59311	0	0	0	0.40689
V80	0	0.63668	0	0	0	0.36332
V81	0.71347	0.28653	0	0	0	0
V82	0.04245	0.90504	0	0.0396	0.01291	0
V83	0	0.30086	0	0.55143	0.00967	0.13804
V84	0.20179	0.21844	0	0.45912	0	0.12066
V85	0.77535	0.22465	0	0	0	0
V86	0.04577	0.17762	0.03373	0.29222	0	0.45066
V87	0	0.08478	0	0.91522	0	0
V88	0	0.12907	0	0.55444	0	0.31649
V89	0	0.22434	0.3458	0	0	0.42986
V90	0.11163	0.80097	0.08741	0	0	0
V91	0	0.12507	0	0.16452	0.71041	0
V92	0	0.16719	0	0.00662	0.82619	0
V93	0	0.18228	0	0.04066	0.19342	0.58364
V94	0	0.09161	0.05345	0.85494	0	0
V95	0	0.1023	0.2514	0.16717	0.47913	0
V96	0	0.49309	0	0.02327	0.26587	0.21778
V97	0	0.09239	0	0.09329	0.81432	0
V98	0	0.1598	0	0.8402	0	0
V99	0	0.07767	0	0.92233	0	0
V100	0	0.11461	0.54294	0.32622	0	0.01624
V101	0	0.49292	0.50708	0	0	0
V102	0.77001	0.22999	0	0	0	0
V103	0.73447	0.24885	0	0	0	0.01668
V104	0	0.10261	0.0217	0.87569	0	0
V105	0	0.03486	0	0	0	0.96514
V106	0	0.05625	0.53122	0	0	0.41253
V107	0.07618	0.75705	0.16677	0	0	0
V108	0	0.08016	0	0	0.06754	0.8523
V109	0	0.0522	0	0	0.02175	0.92605
V110	0	0.26216	0.70473	0	0	0.03311
V111	0	0.09352	0.90648	0	0	0
V112	0	0.40217	0	0.59783	0	0
V113	0	0.20486	0.79514	0	0	0
V114	0	0.15997	0.76178	0	0	0.07825
V115	0.33325	0.22086	0	0	0	0.44589
V116	0.7692	0.2308	0	0	0	0
V117	0.62092	0.22835	0	0	0.15073	0
V118	0.07133	0.82567	0.08319	0.01558	0.00424	0
V119	0.06734	0.93266	0	0	0	0
V120	0	0.34895	0	0.60835	0	0.0427
V121	0.05201	0.16029	0	0.16332	0	0.62438
V122	0.03381	0.23316	0	0.66227	0	0.07076
V123	0.15134	0.14013	0	0	0.02308	0.68545
V124	0	0.10427	0.23111	0.00747	0.65715	0
V125	0	0.24851	0.67673	0	0	0.07477
V126	0	0.27748	0	0	0	0.72252
V127	0	0.11318	0.88682	0	0	0
V128	0.43083	0.4298	0.03949	0.09988	0	0
V129	0	0.10618	0.89382	0	0	0
V130	0.57855	0.32055	0	0.1009	0	0
V131	0	0.09515	0	0	0.7284	0.17645
V132	0	0.58992	0.41008	0	0	0
V133	0	0.32918	0.66325	0	0	0.00757
V134	0.2429	0.7571	0	0	0	0
V135	0	0.10264	0.73913	0	0	0.15822
V136	0.15962	0.83761	0.00276	0	0	0
V137	0	0.28993	0.71007	0	0	0
V138	0	0.09174	0	0.39921	0	0.50905
V139	0	0.12372	0.02999	0	0.41848	0.42781
V140	0.61103	0.38897	0	0	0	0
V141	0.23335	0.43555	0.03739	0.25987	0	0.03384
V142	0.18051	0.81949	0	0	0	0
