CD14.pos.CD16.neg.classical.monocyte	mature.neutrophil	memory.B.cell	cytotoxic.CD56.dim.NK.cell	memory.CD4.pos.AB.T.cell	macrophage
V1	0.1518	0.047	0.62824	0.0082	0.06474	0.10002
V2	0.4678	0.14057	0.031	0.07413	0.13302	0.15348
V3	0.25031	0.08324	0.16054	0	0.04645	0.45946
V4	0.23646	0.38293	0.0261	0.0623	0.13368	0.15853
V5	0.09906	0.06753	0.00645	0.43655	0.31899	0.07142
V6	0.2572	0.05059	0.13986	0.02015	0.15393	0.37826
V7	0.11113	0.35242	0.02348	0.03674	0.38919	0.08705
V8	0.54102	0.08925	0.03294	0.07609	0.06435	0.19633
V9	0.29147	0.16807	0.01405	0.16226	0.09802	0.26613
V10	0.4017	0.06976	0.0556	0.2172	0.10444	0.15129
V11	0.14113	0.61974	0.03754	0.02854	0.09025	0.0828
V12	0.25645	0.06302	0.05751	0	0.04523	0.57779
V13	0.1369	0.44152	0.23447	0.02409	0.07872	0.0843
V14	0.14734	0.04573	0.01152	0.57473	0.13825	0.08244
V15	0.41396	0.10415	0.02362	0.08645	0.19844	0.17338
V16	0.13812	0.03576	0.01984	0.28133	0.34362	0.18132
V17	0.24549	0.06817	0.12088	0	0.0366	0.52885
V18	0.54717	0.16328	0.03696	0.02339	0.05532	0.17389
V19	0.46909	0.08985	0.15055	0.01499	0.11411	0.16141
V20	0.48988	0.09843	0.0818	0.0749	0.06532	0.18967
V21	0.26187	0.07173	0.03246	0	0.0702	0.56375
V22	0.21631	0.07918	0.03346	0.06699	0.47177	0.1323
V23	0.12078	0.0404	0.28869	0.02879	0.43323	0.0881
V24	0.19352	0.04437	0.02599	0.10029	0.50138	0.13444
V25	0.38377	0.26151	0.02129	0.0929	0.09818	0.14235
V26	0.2815	0.05424	0.03769	0.02631	0.48028	0.11998
V27	0.22876	0.05088	0.14228	0	0.04638	0.5317
V28	0.17311	0.23728	0.13226	0.14702	0.10188	0.20845
V29	0.14184	0.48641	0.08935	0.05254	0.07468	0.15517
V30	0.24748	0.19822	0.10211	0.00773	0.20467	0.23978
V31	0.50435	0.0711	0.14895	0.02233	0.05314	0.20013
V32	0.10263	0.04186	0.28181	0.36128	0.10589	0.10654
V33	0.24523	0.35216	0.18188	0.02225	0.06618	0.1323
V34	0.07458	0.02958	0.41885	0.03173	0.35389	0.09137
V35	0.10185	0.07407	0.15816	0.36526	0.20105	0.09961
V36	0.14861	0.41768	0.10846	0.02392	0.2043	0.09703
V37	0.12197	0.04196	0.5844	0.00682	0.06111	0.18373
V38	0.24374	0.04567	0.11537	0	0.03462	0.5606
V39	0.4725	0.07954	0.02493	0.17697	0.07813	0.16792
V40	0.13871	0.42354	0.02754	0.10756	0.16126	0.14139
V41	0.51917	0.07514	0.04331	0.00849	0.0543	0.29959
V42	0.26208	0.05272	0.4062	0.0041	0.0888	0.1861
V43	0.22313	0.35217	0.02804	0.03358	0.21969	0.14338
V44	0.14493	0.62635	0.03293	0.02379	0.07942	0.09258
V45	0.35345	0.28475	0.05448	0.02052	0.07152	0.21528
V46	0.15299	0.03671	0.03081	0.18678	0.32024	0.27248
V47	0.1379	0.3653	0.02285	0.10841	0.24182	0.12372
V48	0.11709	0.50082	0.15874	0.01805	0.12982	0.07548
V49	0.13876	0.59938	0.03173	0.02381	0.12449	0.08183
V50	0.08692	0.02815	0.24039	0.02724	0.48328	0.13402
V51	0.06772	0.03137	0.03615	0.04395	0.73156	0.08925
V52	0.12339	0.45473	0.20295	0.03573	0.09744	0.08575
V53	0.18383	0.03714	0.10088	0.04595	0.53135	0.10085
V54	0.13385	0.12889	0.43615	0.03678	0.12475	0.13958
V55	0.07132	0.06238	0.12411	0.04945	0.60769	0.08505
V56	0.07985	0.06297	0.59114	0.08536	0.1039	0.07679
V57	0.21201	0.30828	0.05272	0.00441	0.14694	0.27564
V58	0.09349	0.04229	0.66082	0.01893	0.06728	0.11719
V59	0.13168	0.0372	0	0.59552	0.161	0.07461
V60	0.42624	0.05583	0.02077	0.26598	0.09159	0.13959
V61	0.31311	0.13976	0.02508	0.09999	0.10635	0.3157
V62	0.41979	0.07466	0.07526	0.07937	0.12191	0.229
V63	0.17305	0.41122	0.03025	0.05191	0.08049	0.25308
V64	0.07475	0.11916	0.0317	0.03387	0.65558	0.08493
V65	0.42239	0.1508	0.04498	0.0177	0.08231	0.28181
V66	0.39802	0.07232	0.11478	0.02928	0.24008	0.14551
V67	0.14785	0.15056	0.24217	0.155	0.08307	0.22135
V68	0.59876	0.0837	0.03788	0.03951	0.05394	0.18621
V69	0.44905	0.08214	0.02943	0.00261	0.06474	0.37203
V70	0.11899	0.03501	0.18676	0.41225	0.16663	0.08037
V71	0.13592	0.23683	0.04541	0.07899	0.31334	0.18951
V72	0.44698	0.14624	0.07677	0.02272	0.09586	0.21143
V73	0.13672	0.02808	0.07973	0.52122	0.15217	0.08207
V74	0.10676	0.15523	0.011	0.52129	0.14056	0.06515
V75	0.12746	0.62651	0.02618	0.03832	0.10195	0.07958
V76	0.08793	0.03188	0.56314	0.03228	0.19673	0.08804
V77	0.1739	0.14368	0.08657	0.35525	0.10937	0.13124
V78	0.41018	0.14149	0.05973	0.08177	0.07343	0.2334
V79	0.18536	0.42449	0.03404	0.0024	0.0628	0.29091
V80	0.17816	0.44396	0.02767	0.01023	0.07558	0.26439
V81	0.5149	0.13927	0.07815	0.02114	0.06564	0.1809
V82	0.12544	0.57492	0.02881	0.0467	0.13794	0.08618
V83	0.19751	0.15385	0.02911	0.26778	0.20155	0.15021
V84	0.3291	0.0525	0.08025	0.27855	0.11394	0.14566
V85	0.57678	0.08113	0.08656	0.02229	0.05206	0.18119
V86	0.27593	0.06536	0.10967	0.18512	0.08689	0.27703
V87	0.10583	0.04312	0.01798	0.60876	0.14408	0.08024
V88	0.18365	0.05506	0.01307	0.33214	0.13991	0.27617
V89	0.16633	0.1616	0.33284	9e-04	0.05687	0.28146
V90	0.1467	0.50371	0.10999	0.02258	0.11685	0.10017
V91	0.10234	0.03855	0.06387	0.1002	0.5932	0.10184
V92	0.07694	0.08653	0.03899	0.0388	0.66123	0.0975
V93	0.24748	0.08805	0.0283	0.06292	0.23831	0.33493
V94	0.09409	0.03362	0.22016	0.46192	0.12104	0.06917
V95	0.073	0.03534	0.27279	0.10117	0.44006	0.07764
V96	0.14806	0.31639	0.03271	0.0413	0.26936	0.19219
V97	0.06856	0.03817	0.03995	0.08113	0.69088	0.0813
V98	0.12114	0.09209	0.00705	0.50507	0.19778	0.07687
V99	0.10258	0.04342	0.00369	0.62815	0.15368	0.06848
V100	0.09291	0.03429	0.38104	0.18679	0.19457	0.1104
